Year,unitid,Institution_Name,Major,CIP_Classificaiton,cipcode,Award_Level,Total,T.M,T.F,T.AI,T.AI.M,T.AI.F,T.AS/PI,T.AS/PI.M,T.AS/PI.F,T.AA,T.AA.M,T.AA.F,T.H,T.H.M,T.H.F,T.C,T.C.M,T.C.F,T.AS,T.AS.M,T.AS.W,T.PI,T.PI.M,T.PI.W,T.MIX,T.MIX.M,T.MIX.W,T.UNK,T.UNK.M,T.UNK.W,T.NON,T.NON.M,T.NON.W
2009-2010,135726,University of Miami,First major,Area- Ethnic- Cultural- Gender- and Group Studies,'05',Bachelor's degree,8,3,5,0,0,0,0,0,0,1,1,0,2,0,2,4,2,2,,,,,,,,,,1,0,1,0,0,0
2009-2010,135726,University of Miami,First major,Biological and Biomedical Sciences,'26',Bachelor's degree,351,163,188,1,0,1,42,17,25,26,12,14,92,42,50,143,71,72,,,,,,,,,,35,16,19,12,5,7
2009-2010,135726,University of Miami,First major,Business- Management- Marketing- and Related Support Services,'52',Bachelor's degree,578,348,230,0,0,0,21,15,6,28,15,13,118,52,66,322,207,115,,,,,,,,,,45,31,14,44,28,16
2009-2010,135726,University of Miami,First major,Communication- Journalism- and Related Programs,'09',Bachelor's degree,272,67,205,1,0,1,5,0,5,19,5,14,67,13,54,137,41,96,,,,,,,,,,31,6,25,12,2,10
2009-2010,135726,University of Miami,First major,English Language and Literature/Letters,'23',Bachelor's degree,48,21,27,0,0,0,2,0,2,2,0,2,18,7,11,23,11,12,,,,,,,,,,3,3,0,0,0,0
2009-2010,135726,University of Miami,First major,Liberal Arts and Sciences- General Studies and Humanities,'24',Bachelor's degree,33,22,11,0,0,0,1,1,0,10,8,2,12,7,5,6,4,2,,,,,,,,,,4,2,2,0,0,0
2009-2010,135726,University of Miami,First major,Natural Resources and Conservation,'03',Bachelor's degree,33,10,23,0,0,0,1,0,1,3,1,2,4,2,2,19,5,14,,,,,,,,,,4,2,2,2,0,2
2009-2010,135726,University of Miami,First major,Physical Sciences,'40',Bachelor's degree,36,21,15,0,0,0,3,3,0,3,1,2,5,2,3,21,13,8,,,,,,,,,,4,2,2,0,0,0
2009-2010,135726,University of Miami,First major,Psychology,'42',Bachelor's degree,195,41,154,0,0,0,10,3,7,16,4,12,71,13,58,78,16,62,,,,,,,,,,15,4,11,5,1,4
2009-2010,135726,University of Miami,First major,Computer and Information Sciences and Support Services,'11',Bachelor's degree,16,16,0,0,0,0,1,1,0,1,1,0,4,4,0,6,6,0,,,,,,,,,,2,2,0,2,2,0
2009-2010,135726,University of Miami,First major,Education,'13',Bachelor's degree,39,5,34,1,0,1,0,0,0,4,2,2,7,1,6,19,2,17,,,,,,,,,,6,0,6,2,0,2
2009-2010,135726,University of Miami,First major,History,'54',Bachelor's degree,25,16,9,0,0,0,1,1,0,2,2,0,10,7,3,12,6,6,,,,,,,,,,0,0,0,0,0,0
2009-2010,135726,University of Miami,First major,Multi/Interdisciplinary Studies,'30',Bachelor's degree,3,1,2,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,,,,,,,,,,1,0,1,0,0,0
2009-2010,135726,University of Miami,First major,Parks- Recreation- Leisure and Fitness Studies,'31',Bachelor's degree,36,24,12,0,0,0,0,0,0,2,1,1,7,5,2,24,16,8,,,,,,,,,,2,2,0,1,0,1
2009-2010,135726,University of Miami,First major,Architecture and Related Services,'04',Bachelor's degree,53,28,25,0,0,0,1,1,0,3,2,1,17,8,9,23,14,9,,,,,,,,,,4,0,4,5,3,2
2009-2010,135726,University of Miami,First major,Family and Consumer Sciences/Human Sciences,'19',Bachelor's degree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,0
2009-2010,135726,University of Miami,First major,Foreign Languages- Literatures- and Linguistics,'16',Bachelor's degree,14,6,8,0,0,0,0,0,0,2,2,0,3,1,2,6,3,3,,,,,,,,,,1,0,1,2,0,2
2009-2010,135726,University of Miami,First major,Health Professions and Related Programs,'51',Bachelor's degree,191,28,163,1,1,0,5,1,4,24,3,21,69,10,59,70,9,61,,,,,,,,,,17,2,15,5,2,3
2009-2010,135726,University of Miami,First major,Philosophy and Religious Studies,'38',Bachelor's degree,18,6,12,0,0,0,1,0,1,4,0,4,2,1,1,10,4,6,,,,,,,,,,1,1,0,0,0,0
2009-2010,135726,University of Miami,First major,Social Sciences,'45',Bachelor's degree,211,92,119,0,0,0,12,5,7,17,5,12,56,22,34,90,44,46,,,,,,,,,,21,12,9,15,4,11
2009-2010,170976,University of Michigan-Ann Arbor,First major,History,'54',Bachelor's degree,177,113,64,0,0,0,6,4,2,5,3,2,14,8,6,141,90,51,6,4,2,0,0,0,4,3,1,7,5,2,0,0,0
2009-2010,170976,University of Michigan-Ann Arbor,First major,Social Sciences,'45',Bachelor's degree,1002,566,436,1,1,0,137,77,60,68,34,34,62,27,35,574,333,241,137,77,60,0,0,0,32,18,14,49,31,18,79,45,34
2009-2010,170976,University of Michigan-Ann Arbor,First major,Visual and Performing Arts,'50',Bachelor's degree,417,181,236,1,1,0,22,7,15,15,5,10,19,9,10,318,141,177,22,7,15,0,0,0,13,5,8,23,10,13,6,3,3
2009-2010,170976,University of Michigan-Ann Arbor,First major,Architecture and Related Services,'04',Bachelor's degree,106,51,55,0,0,0,5,2,3,1,0,1,6,3,3,86,43,43,5,2,3,0,0,0,2,1,1,4,2,2,2,0,2
2009-2010,170976,University of Michigan-Ann Arbor,First major,Computer and Information Sciences and Support Services,'11',Bachelor's degree,148,130,18,0,0,0,20,15,5,4,2,2,2,2,0,88,78,10,20,15,5,0,0,0,2,2,0,3,3,0,29,28,1
2009-2010,170976,University of Michigan-Ann Arbor,First major,Education,'13',Bachelor's degree,100,29,71,0,0,0,3,0,3,5,2,3,2,0,2,82,26,56,3,0,3,0,0,0,1,0,1,5,1,4,2,0,2
2009-2010,170976,University of Michigan-Ann Arbor,First major,Health Professions and Related Programs,'51',Bachelor's degree,246,24,222,0,0,0,10,2,8,9,2,7,15,0,15,195,16,179,10,2,8,0,0,0,5,2,3,11,2,9,1,0,1
2009-2010,170976,University of Michigan-Ann Arbor,First major,Multi/Interdisciplinary Studies,'30',Bachelor's degree,71,23,48,0,0,0,6,1,5,3,1,2,7,1,6,46,18,28,6,1,5,0,0,0,3,0,3,6,2,4,0,0,0
2009-2010,170976,University of Michigan-Ann Arbor,First major,Parks- Recreation- Leisure and Fitness Studies,'31',Bachelor's degree,187,88,99,0,0,0,8,3,5,6,5,1,11,3,8,147,67,80,8,3,5,0,0,0,3,1,2,10,8,2,2,1,1
2009-2010,170976,University of Michigan-Ann Arbor,First major,Psychology,'42',Bachelor's degree,669,201,468,2,1,1,82,22,60,52,18,34,40,17,23,425,121,304,82,22,60,0,0,0,18,5,13,36,14,22,14,3,11
2009-2010,170976,University of Michigan-Ann Arbor,First major,Public Administration and Social Service Professions,'44',Bachelor's degree,57,27,30,0,0,0,2,0,2,4,4,0,2,0,2,43,19,24,2,0,2,0,0,0,0,0,0,5,3,2,1,1,0
2009-2010,170976,University of Michigan-Ann Arbor,First major,Biological and Biomedical Sciences,'26',Bachelor's degree,532,253,279,0,0,0,112,45,67,8,4,4,19,12,7,323,153,170,112,45,67,0,0,0,12,6,6,39,25,14,19,8,11
2009-2010,170976,University of Michigan-Ann Arbor,First major,Business- Management- Marketing- and Related Support Services,'52',Bachelor's degree,385,222,163,1,1,0,64,34,30,11,4,7,18,12,6,236,138,98,64,34,30,0,0,0,8,5,3,22,13,9,25,15,10
2009-2010,170976,University of Michigan-Ann Arbor,First major,Engineering,'14',Bachelor's degree,1145,872,273,1,1,0,147,107,40,46,29,17,43,31,12,685,529,156,147,107,40,0,0,0,21,17,4,43,35,8,159,123,36
2009-2010,170976,University of Michigan-Ann Arbor,First major,Mathematics and Statistics,'27',Bachelor's degree,132,79,53,0,0,0,24,19,5,2,1,1,4,4,0,62,33,29,24,19,5,0,0,0,5,3,2,7,3,4,28,16,12
2009-2010,170976,University of Michigan-Ann Arbor,First major,Natural Resources and Conservation,'03',Bachelor's degree,82,20,62,0,0,0,1,0,1,2,0,2,3,1,2,67,18,49,1,0,1,0,0,0,4,0,4,5,1,4,0,0,0
2009-2010,170976,University of Michigan-Ann Arbor,First major,Philosophy and Religious Studies,'38',Bachelor's degree,48,32,16,0,0,0,1,1,0,4,3,1,2,2,0,31,21,10,1,1,0,0,0,0,2,2,0,7,3,4,1,0,1
2009-2010,170976,University of Michigan-Ann Arbor,First major,Physical Sciences,'40',Bachelor's degree,90,60,30,0,0,0,7,6,1,1,1,0,8,2,6,65,45,20,7,6,1,0,0,0,3,2,1,3,3,0,3,1,2
2009-2010,170976,University of Michigan-Ann Arbor,First major,Area- Ethnic- Cultural- Gender- and Group Studies,'05',Bachelor's degree,130,39,91,1,0,1,9,4,5,20,3,17,6,2,4,82,26,56,9,4,5,0,0,0,5,2,3,4,1,3,3,1,2
2009-2010,170976,University of Michigan-Ann Arbor,First major,Communication- Journalism- and Related Programs,'09',Bachelor's degree,144,26,118,1,0,1,11,0,11,13,5,8,8,0,8,97,16,81,11,0,11,0,0,0,6,1,5,7,3,4,1,1,0
2009-2010,170976,University of Michigan-Ann Arbor,First major,English Language and Literature/Letters,'23',Bachelor's degree,274,87,187,2,0,2,24,5,19,23,8,15,13,4,9,179,54,125,24,5,19,0,0,0,8,1,7,22,14,8,3,1,2
2009-2010,170976,University of Michigan-Ann Arbor,First major,Foreign Languages- Literatures- and Linguistics,'16',Bachelor's degree,221,71,150,0,0,0,7,1,6,8,1,7,17,4,13,163,55,108,7,1,6,0,0,0,11,2,9,14,8,6,1,0,1
2009-2010,170976,University of Michigan-Ann Arbor,First major,Liberal Arts and Sciences- General Studies and Humanities,'24',Bachelor's degree,94,56,38,2,0,2,2,2,0,17,11,6,3,2,1,61,38,23,2,2,0,0,0,0,3,1,2,6,2,4,0,0,0
2009-2010,181464,University of Nebraska-Lincoln,First major,Architecture and Related Services,'04',Bachelor's degree,81,41,40,0,0,0,3,1,2,0,0,0,4,2,2,69,35,34,,,,,,,,,,5,3,2,0,0,0
2009-2010,181464,University of Nebraska-Lincoln,First major,Family and Consumer Sciences/Human Sciences,'19',Bachelor's degree,248,41,207,5,3,2,4,0,4,8,0,8,9,1,8,213,34,179,,,,,,,,,,9,3,6,0,0,0
2009-2010,181464,University of Nebraska-Lincoln,First major,Foreign Languages- Literatures- and Linguistics,'16',Bachelor's degree,49,19,30,0,0,0,2,1,1,2,1,1,3,2,1,40,14,26,,,,,,,,,,2,1,1,0,0,0
2009-2010,181464,University of Nebraska-Lincoln,First major,Homeland Security- Law Enforcement- Firefighting- and Related Protective Service,'43',Bachelor's degree,7,3,4,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,,,,,,,,,,0,0,0,0,0,0
2009-2010,181464,University of Nebraska-Lincoln,First major,Social Sciences,'45',Bachelor's degree,204,120,84,4,3,1,7,4,3,20,12,8,14,9,5,146,86,60,,,,,,,,,,12,5,7,1,1,0
2009-2010,181464,University of Nebraska-Lincoln,First major,Agriculture- Agriculture Operations and Related Sciences,'01',Bachelor's degree,244,166,78,1,1,0,3,2,1,0,0,0,2,0,2,230,156,74,,,,,,,,,,8,7,1,0,0,0
2009-2010,181464,University of Nebraska-Lincoln,First major,Education,'13',Bachelor's degree,275,82,193,6,1,5,3,0,3,5,1,4,11,1,10,239,76,163,,,,,,,,,,11,3,8,0,0,0
2009-2010,181464,University of Nebraska-Lincoln,First major,Engineering,'14',Bachelor's degree,326,275,51,0,0,0,10,7,3,3,2,1,6,6,0,276,235,41,,,,,,,,,,25,21,4,6,4,2
2009-2010,181464,University of Nebraska-Lincoln,First major,Area- Ethnic- Cultural- Gender- and Group Studies,'05',Bachelor's degree,4,2,2,0,0,0,1,1,0,1,0,1,0,0,0,2,1,1,,,,,,,,,,0,0,0,0,0,0
2009-2010,181464,University of Nebraska-Lincoln,First major,Business- Management- Marketing- and Related Support Services,'52',Bachelor's degree,668,437,231,2,0,2,31,19,12,12,9,3,19,10,9,552,362,190,,,,,,,,,,48,34,14,4,3,1
2009-2010,181464,University of Nebraska-Lincoln,First major,Computer and Information Sciences and Support Services,'11',Bachelor's degree,31,29,2,0,0,0,2,2,0,0,0,0,1,1,0,25,23,2,,,,,,,,,,3,3,0,0,0,0
2009-2010,181464,University of Nebraska-Lincoln,First major,Engineering Technologies and Engineering-related Fields,'15',Bachelor's degree,106,105,1,0,0,0,0,0,0,1,1,0,0,0,0,98,97,1,,,,,,,,,,6,6,0,1,1,0
2009-2010,181464,University of Nebraska-Lincoln,First major,Health Professions and Related Programs,'51',Bachelor's degree,46,9,37,0,0,0,0,0,0,1,0,1,1,0,1,41,8,33,,,,,,,,,,3,1,2,0,0,0
2009-2010,181464,University of Nebraska-Lincoln,First major,Mathematics and Statistics,'27',Bachelor's degree,32,19,13,0,0,0,1,1,0,0,0,0,1,0,1,27,17,10,,,,,,,,,,3,1,2,0,0,0
2009-2010,181464,University of Nebraska-Lincoln,First major,Multi/Interdisciplinary Studies,'30',Bachelor's degree,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,,,,,,,,,,0,0,0,0,0,0
2009-2010,181464,University of Nebraska-Lincoln,First major,Parks- Recreation- Leisure and Fitness Studies,'31',Bachelor's degree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,0
2009-2010,181464,University of Nebraska-Lincoln,First major,History,'54',Bachelor's degree,80,61,19,0,0,0,4,1,3,1,1,0,2,2,0,71,55,16,,,,,,,,,,2,2,0,0,0,0
2009-2010,181464,University of Nebraska-Lincoln,First major,Liberal Arts and Sciences- General Studies and Humanities,'24',Bachelor's degree,5,2,3,1,0,1,0,0,0,0,0,0,0,0,0,2,0,2,,,,,,,,,,1,1,0,1,1,0
2009-2010,181464,University of Nebraska-Lincoln,First major,Psychology,'42',Bachelor's degree,191,51,140,4,0,4,6,0,6,9,3,6,8,3,5,150,39,111,,,,,,,,,,14,6,8,0,0,0
2009-2010,181464,University of Nebraska-Lincoln,First major,Visual and Performing Arts,'50',Bachelor's degree,114,51,63,0,0,0,0,0,0,2,2,0,4,1,3,102,46,56,,,,,,,,,,6,2,4,0,0,0
2009-2010,181464,University of Nebraska-Lincoln,First major,Biological and Biomedical Sciences,'26',Bachelor's degree,156,86,70,2,1,1,17,8,9,3,1,2,6,5,1,119,65,54,,,,,,,,,,9,6,3,0,0,0
2009-2010,181464,University of Nebraska-Lincoln,First major,Communication- Journalism- and Related Programs,'09',Bachelor's degree,248,95,153,2,0,2,5,2,3,8,2,6,13,5,8,202,82,120,,,,,,,,,,18,4,14,0,0,0
2009-2010,181464,University of Nebraska-Lincoln,First major,English Language and Literature/Letters,'23',Bachelor's degree,84,34,50,4,1,3,0,0,0,1,1,0,1,0,1,67,26,41,,,,,,,,,,10,5,5,1,1,0
2009-2010,181464,University of Nebraska-Lincoln,First major,Natural Resources and Conservation,'03',Bachelor's degree,66,36,30,1,1,0,1,0,1,0,0,0,3,2,1,60,32,28,,,,,,,,,,1,1,0,0,0,0
2009-2010,181464,University of Nebraska-Lincoln,First major,Philosophy and Religious Studies,'38',Bachelor's degree,6,4,2,0,0,0,1,1,0,0,0,0,0,0,0,3,1,2,,,,,,,,,,2,2,0,0,0,0
2009-2010,181464,University of Nebraska-Lincoln,First major,Physical Sciences,'40',Bachelor's degree,38,28,10,0,0,0,1,1,0,1,1,0,1,0,1,31,22,9,,,,,,,,,,4,4,0,0,0,0
2009-2010,199120,University of North Carolina at Chapel Hill,First major,Computer and Information Sciences and Support Services,'11',Bachelor's degree,43,37,6,0,0,0,8,8,0,5,5,0,3,2,1,23,20,3,8,8,0,0,0,0,0,0,0,4,2,2,0,0,0
2009-2010,199120,University of North Carolina at Chapel Hill,First major,English Language and Literature/Letters,'23',Bachelor's degree,178,53,125,1,1,0,5,1,4,10,3,7,6,2,4,134,42,92,5,1,4,0,0,0,0,0,0,20,4,16,2,0,2
2009-2010,199120,University of North Carolina at Chapel Hill,First major,Foreign Languages- Literatures- and Linguistics,'16',Bachelor's degree,111,33,78,0,0,0,2,0,2,7,0,7,6,1,5,82,26,56,2,0,2,0,0,0,0,0,0,14,6,8,0,0,0
2009-2010,199120,University of North Carolina at Chapel Hill,First major,Philosophy and Religious Studies,'38',Bachelor's degree,54,33,21,0,0,0,2,2,0,4,2,2,1,0,1,42,28,14,2,2,0,0,0,0,0,0,0,4,1,3,1,0,1
2009-2010,199120,University of North Carolina at Chapel Hill,First major,Psychology,'42',Bachelor's degree,355,95,260,7,1,6,19,5,14,66,20,46,21,5,16,203,57,146,19,5,14,0,0,0,0,0,0,36,7,29,3,0,3
2009-2010,199120,University of North Carolina at Chapel Hill,First major,Biological and Biomedical Sciences,'26',Bachelor's degree,394,156,238,3,2,1,54,18,36,33,12,21,10,3,7,257,111,146,54,18,36,0,0,0,0,0,0,29,10,19,8,0,8
2009-2010,199120,University of North Carolina at Chapel Hill,First major,Communication- Journalism- and Related Programs,'09',Bachelor's degree,654,186,468,1,0,1,20,5,15,67,17,50,23,5,18,502,153,349,20,5,15,0,0,0,0,0,0,35,5,30,6,1,5
2009-2010,199120,University of North Carolina at Chapel Hill,First major,Education,'13',Bachelor's degree,105,8,97,1,0,1,5,0,5,11,1,10,1,0,1,85,7,78,5,0,5,0,0,0,0,0,0,2,0,2,0,0,0
2009-2010,199120,University of North Carolina at Chapel Hill,First major,Physical Sciences,'40',Bachelor's degree,187,116,71,1,0,1,28,19,9,14,8,6,3,2,1,117,72,45,28,19,9,0,0,0,0,0,0,19,13,6,5,2,3
2009-2010,199120,University of North Carolina at Chapel Hill,First major,Social Sciences,'45',Bachelor's degree,606,334,272,1,0,1,35,19,16,73,25,48,37,21,16,404,240,164,35,19,16,0,0,0,0,0,0,34,13,21,22,16,6
2009-2010,199120,University of North Carolina at Chapel Hill,First major,Family and Consumer Sciences/Human Sciences,'19',Bachelor's degree,15,1,14,0,0,0,1,0,1,0,0,0,1,0,1,13,1,12,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2009-2010,199120,University of North Carolina at Chapel Hill,First major,Liberal Arts and Sciences- General Studies and Humanities,'24',Bachelor's degree,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-2010,199120,University of North Carolina at Chapel Hill,First major,Mathematics and Statistics,'27',Bachelor's degree,67,41,26,0,0,0,6,4,2,1,1,0,0,0,0,44,28,16,6,4,2,0,0,0,0,0,0,12,7,5,4,1,3
2009-2010,199120,University of North Carolina at Chapel Hill,First major,Multi/Interdisciplinary Studies,'30',Bachelor's degree,50,39,11,1,0,1,0,0,0,5,5,0,3,2,1,41,32,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-2010,199120,University of North Carolina at Chapel Hill,First major,Parks- Recreation- Leisure and Fitness Studies,'31',Bachelor's degree,172,74,98,0,0,0,2,0,2,31,15,16,8,5,3,115,49,66,2,0,2,0,0,0,0,0,0,14,4,10,2,1,1
2009-2010,199120,University of North Carolina at Chapel Hill,First major,Visual and Performing Arts,'50',Bachelor's degree,124,44,80,1,0,1,1,0,1,3,1,2,3,1,2,97,35,62,1,0,1,0,0,0,0,0,0,18,6,12,1,1,0
2009-2010,199120,University of North Carolina at Chapel Hill,First major,Area- Ethnic- Cultural- Gender- and Group Studies,'05',Bachelor's degree,208,71,137,1,0,1,19,4,15,29,12,17,10,4,6,135,44,91,19,4,15,0,0,0,0,0,0,11,7,4,3,0,3
2009-2010,199120,University of North Carolina at Chapel Hill,First major,Business- Management- Marketing- and Related Support Services,'52',Bachelor's degree,382,244,138,2,1,1,32,15,17,20,16,4,24,14,10,269,172,97,32,15,17,0,0,0,0,0,0,18,15,3,17,11,6
2009-2010,199120,University of North Carolina at Chapel Hill,First major,Health Professions and Related Programs,'51',Bachelor's degree,416,66,350,6,0,6,35,10,25,41,5,36,11,1,10,297,45,252,35,10,25,0,0,0,0,0,0,25,5,20,1,0,1
2009-2010,199120,University of North Carolina at Chapel Hill,First major,History,'54',Bachelor's degree,174,95,79,0,0,0,5,1,4,8,2,6,9,7,2,136,79,57,5,1,4,0,0,0,0,0,0,14,5,9,2,1,1
2009-2010,199120,University of North Carolina at Chapel Hill,First major,Natural Resources and Conservation,'03',Bachelor's degree,52,22,30,0,0,0,4,3,1,0,0,0,0,0,0,43,18,25,4,3,1,0,0,0,0,0,0,5,1,4,0,0,0
2009-2010,199120,University of North Carolina at Chapel Hill,First major,Public Administration and Social Service Professions,'44',Bachelor's degree,46,19,27,0,0,0,4,2,2,13,3,10,2,1,1,26,13,13,4,2,2,0,0,0,0,0,0,1,0,1,0,0,0
2009-2010,152080,University of Notre Dame,First major,Architecture and Related Services,'04',Bachelor's degree,47,29,18,0,0,0,7,5,2,1,1,0,9,5,4,29,18,11,,,,,,,,,,0,0,0,1,0,1
2009-2010,152080,University of Notre Dame,First major,Business- Management- Marketing- and Related Support Services,'52',Bachelor's degree,590,353,237,4,0,4,45,26,19,27,16,11,67,31,36,420,262,158,,,,,,,,,,0,0,0,27,18,9
2009-2010,152080,University of Notre Dame,First major,Computer and Information Sciences and Support Services,'11',Bachelor's degree,33,29,4,0,0,0,2,2,0,2,2,0,0,0,0,29,25,4,,,,,,,,,,0,0,0,0,0,0
2009-2010,152080,University of Notre Dame,First major,Foreign Languages- Literatures- and Linguistics,'16',Bachelor's degree,66,20,46,0,0,0,2,0,2,1,0,1,6,1,5,57,19,38,,,,,,,,,,0,0,0,0,0,0
2009-2010,152080,University of Notre Dame,First major,Area- Ethnic- Cultural- Gender- and Group Studies,'05',Bachelor's degree,36,9,27,0,0,0,2,0,2,0,0,0,2,0,2,32,9,23,,,,,,,,,,0,0,0,0,0,0
2009-2010,152080,University of Notre Dame,First major,Education,'13',Bachelor's degree,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,1,0,1
2009-2010,152080,University of Notre Dame,First major,English Language and Literature/Letters,'23',Bachelor's degree,81,25,56,0,0,0,5,1,4,1,0,1,5,1,4,69,23,46,,,,,,,,,,0,0,0,1,0,1
2009-2010,152080,University of Notre Dame,First major,Social Sciences,'45',Bachelor's degree,294,149,145,3,0,3,13,5,8,15,7,8,28,9,19,232,127,105,,,,,,,,,,0,0,0,3,1,2
2009-2010,152080,University of Notre Dame,First major,Theology and Religious Vocations,'39',Bachelor's degree,34,20,14,0,0,0,0,0,0,1,1,0,5,3,2,28,16,12,,,,,,,,,,0,0,0,0,0,0
2009-2010,152080,University of Notre Dame,First major,Visual and Performing Arts,'50',Bachelor's degree,100,37,63,0,0,0,7,5,2,6,4,2,12,5,7,74,23,51,,,,,,,,,,0,0,0,1,0,1
2009-2010,152080,University of Notre Dame,First major,Multi/Interdisciplinary Studies,'30',Bachelor's degree,62,35,27,0,0,0,5,2,3,4,1,3,4,2,2,48,29,19,,,,,,,,,,0,0,0,1,1,0
2009-2010,152080,University of Notre Dame,First major,Psychology,'42',Bachelor's degree,117,42,75,1,1,0,13,2,11,12,5,7,20,5,15,69,28,41,,,,,,,,,,0,0,0,2,1,1
2009-2010,152080,University of Notre Dame,First major,Philosophy and Religious Studies,'38',Bachelor's degree,37,29,8,1,1,0,1,1,0,3,3,0,10,6,4,22,18,4,,,,,,,,,,0,0,0,0,0,0
2009-2010,152080,University of Notre Dame,First major,Physical Sciences,'40',Bachelor's degree,44,31,13,0,0,0,3,1,2,2,2,0,1,0,1,38,28,10,,,,,,,,,,0,0,0,0,0,0
2009-2010,152080,University of Notre Dame,First major,Biological and Biomedical Sciences,'26',Bachelor's degree,122,54,68,0,0,0,7,2,5,3,0,3,13,4,9,99,48,51,,,,,,,,,,0,0,0,0,0,0
2009-2010,152080,University of Notre Dame,First major,Engineering,'14',Bachelor's degree,198,148,50,0,0,0,9,6,3,0,0,0,14,11,3,171,128,43,,,,,,,,,,0,0,0,4,3,1
2009-2010,152080,University of Notre Dame,First major,Health Professions and Related Programs,'51',Bachelor's degree,113,57,56,0,0,0,24,12,12,3,0,3,7,3,4,78,42,36,,,,,,,,,,0,0,0,1,0,1
2009-2010,152080,University of Notre Dame,First major,History,'54',Bachelor's degree,62,40,22,1,0,1,3,0,3,1,0,1,3,3,0,54,37,17,,,,,,,,,,0,0,0,0,0,0
2009-2010,152080,University of Notre Dame,First major,Liberal Arts and Sciences- General Studies and Humanities,'24',Bachelor's degree,31,17,14,0,0,0,0,0,0,0,0,0,3,0,3,28,17,11,,,,,,,,,,0,0,0,0,0,0
2009-2010,152080,University of Notre Dame,First major,Mathematics and Statistics,'27',Bachelor's degree,43,29,14,0,0,0,1,0,1,0,0,0,0,0,0,39,26,13,,,,,,,,,,0,0,0,3,3,0
2009-2010,152080,University of Notre Dame,First major,Natural Resources and Conservation,'03',Bachelor's degree,15,6,9,0,0,0,0,0,0,0,0,0,0,0,0,15,6,9,,,,,,,,,,0,0,0,0,0,0
2009-2010,207500,University of Oklahoma Norman Campus,First major,Business- Management- Marketing- and Related Support Services,'52',Bachelor's degree,628,354,274,38,23,15,27,16,11,26,13,13,24,12,12,481,270,211,27,16,11,0,0,0,1,0,1,15,10,5,16,10,6
2009-2010,207500,University of Oklahoma Norman Campus,First major,Engineering,'14',Bachelor's degree,321,262,59,16,14,2,23,17,6,13,8,5,18,15,3,203,171,32,23,17,6,0,0,0,1,1,0,23,18,5,24,18,6
2009-2010,207500,University of Oklahoma Norman Campus,First major,Public Administration and Social Service Professions,'44',Bachelor's degree,35,4,31,3,1,2,1,0,1,3,2,1,0,0,0,28,1,27,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2009-2010,207500,University of Oklahoma Norman Campus,First major,Social Sciences,'45',Bachelor's degree,337,177,160,26,9,17,8,4,4,19,8,11,20,13,7,243,130,113,8,4,4,0,0,0,4,3,1,12,6,6,5,4,1
2009-2010,207500,University of Oklahoma Norman Campus,First major,Area- Ethnic- Cultural- Gender- and Group Studies,'05',Bachelor's degree,24,7,17,10,4,6,0,0,0,7,3,4,1,0,1,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-2010,207500,University of Oklahoma Norman Campus,First major,Biological and Biomedical Sciences,'26',Bachelor's degree,215,122,93,12,5,7,27,15,12,7,3,4,7,5,2,143,82,61,26,14,12,1,1,0,1,1,0,13,8,5,5,3,2
2009-2010,207500,University of Oklahoma Norman Campus,First major,Health Professions and Related Programs,'51',Bachelor's degree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-2010,207500,University of Oklahoma Norman Campus,First major,Natural Resources and Conservation,'03',Bachelor's degree,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2009-2010,207500,University of Oklahoma Norman Campus,First major,Parks- Recreation- Leisure and Fitness Studies,'31',Bachelor's degree,95,39,56,8,4,4,5,2,3,7,2,5,4,1,3,71,30,41,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0
2009-2010,207500,University of Oklahoma Norman Campus,First major,Psychology,'42',Bachelor's degree,138,39,99,8,1,7,9,3,6,8,3,5,5,2,3,99,29,70,9,3,6,0,0,0,2,0,2,5,1,4,2,0,2
2009-2010,207500,University of Oklahoma Norman Campus,First major,Communication- Journalism- and Related Programs,'09',Bachelor's degree,364,116,248,21,8,13,11,3,8,21,6,15,13,3,10,286,93,193,10,2,8,1,1,0,0,0,0,8,3,5,4,0,4
