Year,unitid,Institution_Name,CIP_Classificaiton,cipcode,Award_Level,Total,T.M,T.F,T.C,T.C.M,T.C.F,T.AA,T.AA.M,T.AA.F,T.H,T.H.M,T.H.W,T.AS/PI,T.AS/PI.M,T.AS/PI.F,T.AI,T.AI.M,T.AI.F,T.NON,T.NON.M,T.NON.F
1988-1999,207500,University of Oklahoma Norman Campus,Protective Services,'43.0000',Bachelor's degree,43,31,12,33,25,8,8,4,4,0,0,0,0,0,0,2,2,0,0,0,0
1988-1999,207500,University of Oklahoma Norman Campus,Psychology,'42.0000',Bachelor's degree,73,24,49,64,21,43,4,0,4,3,2,1,0,0,0,2,1,1,0,0,0
1988-1999,207500,University of Oklahoma Norman Campus,Public Administration and Services,'44.0000',Bachelor's degree,60,21,39,52,19,33,6,2,4,1,0,1,0,0,0,1,0,1,0,0,0
1988-1999,207500,University of Oklahoma Norman Campus,Social Sciences and History,'45.0000',Bachelor's degree,171,109,62,157,102,55,4,2,2,5,2,3,2,1,1,3,2,1,0,0,0
1988-1999,207500,University of Oklahoma Norman Campus,Visual and Performing Arts,'50.0000',Bachelor's degree,82,34,48,72,30,42,3,2,1,4,1,3,2,1,1,0,0,0,1,0,1
1988-1999,209551,University of Oregon,Architecture and Related Programs,'04.0000',Bachelor's degree,100,65,35,70,45,25,0,0,0,0,0,0,5,2,3,0,0,0,14,12,2
1988-1999,209551,University of Oregon,Area- Ethnic and Cultural Studies,'05.0000',Bachelor's degree,24,8,16,18,7,11,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0
1988-1999,209551,University of Oregon,Biological Sciences/Life Sciences,'26.0000',Bachelor's degree,70,34,36,55,26,29,2,1,1,0,0,0,4,3,1,0,0,0,4,2,2
1988-1999,209551,University of Oregon,Business and Management,'06.0000',Bachelor's degree,478,271,207,270,142,128,2,2,0,3,3,0,28,11,17,1,0,1,144,95,49
1988-1999,209551,University of Oregon,Communications,'09.0000',Bachelor's degree,284,125,159,228,95,133,4,3,1,2,2,0,8,3,5,1,1,0,15,5,10
1988-1999,209551,University of Oregon,Computer and Information Sciences,'11.0000',Bachelor's degree,58,51,7,31,28,3,0,0,0,0,0,0,1,1,0,0,0,0,18,15,3
1988-1999,209551,University of Oregon,Education,'13.0000',Bachelor's degree,215,55,160,164,33,131,2,1,1,3,2,1,5,2,3,1,0,1,13,7,6
1988-1999,209551,University of Oregon,English Language and Literature/Letters,'23.0000',Bachelor's degree,211,70,141,168,56,112,1,1,0,2,0,2,5,2,3,1,0,1,9,1,8
1988-1999,209551,University of Oregon,Foreign Languages and Literatures,'16.0000',Bachelor's degree,77,26,51,62,22,40,0,0,0,3,1,2,3,0,3,1,0,1,3,1,2
1988-1999,209551,University of Oregon,Health Sciences,'18.0000',Bachelor's degree,13,1,12,11,1,10,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1988-1999,209551,University of Oregon,Mathematics,'27.0000',Bachelor's degree,36,22,14,18,9,9,0,0,0,1,0,1,4,4,0,0,0,0,7,4,3
1988-1999,209551,University of Oregon,Multi/Interdisciplinary Studies,'30.0000',Bachelor's degree,61,39,22,42,26,16,0,0,0,0,0,0,7,4,3,1,1,0,1,1,0
1988-1999,209551,University of Oregon,Parks- Recreation- Leisure and Fitness,'31.0000',Bachelor's degree,89,27,62,69,18,51,3,3,0,0,0,0,2,1,1,1,0,1,3,1,2
1988-1999,209551,University of Oregon,Philosophy and Religion,'38.0000',Bachelor's degree,9,7,2,6,4,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1988-1999,209551,University of Oregon,Physical Sciences,'40.0000',Bachelor's degree,33,24,9,24,17,7,0,0,0,1,1,0,2,1,1,0,0,0,4,3,1
1988-1999,209551,University of Oregon,Psychology,'42.0000',Bachelor's degree,202,88,114,158,71,87,1,1,0,2,0,2,10,2,8,0,0,0,8,3,5
1988-1999,209551,University of Oregon,Public Administration and Services,'44.0000',Bachelor's degree,101,23,78,87,19,68,2,1,1,0,0,0,3,0,3,0,0,0,2,1,1
1988-1999,209551,University of Oregon,Social Sciences and History,'45.0000',Bachelor's degree,422,263,159,319,202,117,7,4,3,4,3,1,13,10,3,2,0,2,26,15,11
1988-1999,209551,University of Oregon,Visual and Performing Arts,'50.0000',Bachelor's degree,160,56,104,110,33,77,1,1,0,4,1,3,13,8,5,1,0,1,12,6,6
1988-1999,218663,University of South Carolina-Columbia,Biological Sciences/Life Sciences,'26.0000',Bachelor's degree,109,64,45,89,52,37,15,9,6,1,0,1,2,1,1,0,0,0,2,2,0
1988-1999,218663,University of South Carolina-Columbia,Business (Admin Support),'07.0000',Bachelor's degree,34,1,33,21,,21,12,1,11,0,0,0,1,,1,0,0,0,0,0,0
1988-1999,218663,University of South Carolina-Columbia,Business and Management,'06.0000',Bachelor's degree,724,386,338,634,337,297,62,27,35,2,1,1,4,4,0,0,0,0,22,17,5
1988-1999,218663,University of South Carolina-Columbia,Communications,'09.0000',Bachelor's degree,259,95,164,226,86,140,26,5,21,3,1,2,2,1,1,0,0,0,2,2,0
1988-1999,218663,University of South Carolina-Columbia,Computer and Information Sciences,'11.0000',Bachelor's degree,74,41,33,51,32,19,5,3,2,1,0,1,2,0,2,0,0,0,15,6,9
1988-1999,218663,University of South Carolina-Columbia,Education,'13.0000',Bachelor's degree,74,20,54,65,18,47,8,2,6,0,0,0,0,0,0,0,0,0,1,0,1
1988-1999,218663,University of South Carolina-Columbia,Engineering,'14.0000',Bachelor's degree,202,161,41,165,136,29,21,13,8,1,1,0,4,3,1,0,0,0,11,8,3
1988-1999,218663,University of South Carolina-Columbia,English Language and Literature/Letters,'23.0000',Bachelor's degree,77,21,56,70,21,49,6,0,6,1,0,1,0,0,0,0,0,0,0,0,0
1988-1999,218663,University of South Carolina-Columbia,Foreign Languages and Literatures,'16.0000',Bachelor's degree,14,5,9,8,3,5,2,0,2,3,2,1,0,0,0,0,0,0,1,0,1
1988-1999,218663,University of South Carolina-Columbia,Health Sciences,'18.0000',Bachelor's degree,239,36,203,205,33,172,27,2,25,2,1,1,2,0,2,0,0,0,3,0,3
1988-1999,218663,University of South Carolina-Columbia,Liberal/General Studies and Humanities,'24.0000',Bachelor's degree,249,121,128,202,99,103,43,20,23,2,2,0,0,0,0,0,0,0,2,0,2
1988-1999,218663,University of South Carolina-Columbia,Marketing Operations/Marketing and Distribution,'08.0000',Bachelor's degree,141,69,72,131,65,66,7,2,5,0,0,0,0,0,0,0,0,0,3,2,1
1988-1999,218663,University of South Carolina-Columbia,Mathematics,'27.0000',Bachelor's degree,35,15,20,27,11,16,7,3,4,0,0,0,1,1,0,0,0,0,0,0,0
1988-1999,218663,University of South Carolina-Columbia,Philosophy and Religion,'38.0000',Bachelor's degree,11,7,4,10,7,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1988-1999,218663,University of South Carolina-Columbia,Physical Sciences,'40.0000',Bachelor's degree,38,28,10,30,22,8,4,3,1,1,0,1,1,1,0,0,0,0,2,2,0
1988-1999,218663,University of South Carolina-Columbia,Protective Services,'43.0000',Bachelor's degree,64,47,17,48,39,9,16,8,8,0,0,0,0,0,0,0,0,0,0,0,0
1988-1999,218663,University of South Carolina-Columbia,Psychology,'42.0000',Bachelor's degree,140,39,101,113,34,79,25,4,21,0,0,0,1,0,1,0,0,0,1,1,0
1988-1999,218663,University of South Carolina-Columbia,Social Sciences and History,'45.0000',Bachelor's degree,314,210,104,252,175,77,49,27,22,6,3,3,0,0,0,0,0,0,7,5,2
1988-1999,218663,University of South Carolina-Columbia,Visual and Performing Arts,'50.0000',Bachelor's degree,112,35,77,106,34,72,2,1,1,1,0,1,1,0,1,0,0,0,2,0,2
1988-1999,123961,University of Southern California,Allied Health,'17.0000',Bachelor's degree,66,2,64,49,1,48,0,,,7,1,6,5,0,5,1,0,1,4,0,4
1988-1999,123961,University of Southern California,Architecture and Related Programs,'04.0000',Bachelor's degree,64,47,17,24,22,2,2,2,0,6,5,1,13,9,4,0,0,0,19,9,10
1988-1999,123961,University of Southern California,Area- Ethnic and Cultural Studies,'05.0000',Bachelor's degree,9,4,5,5,3,2,1,0,1,0,0,0,2,1,1,0,0,0,1,0,1
1988-1999,123961,University of Southern California,Biological Sciences/Life Sciences,'26.0000',Bachelor's degree,99,46,53,52,25,27,7,3,4,9,2,7,26,13,13,0,0,0,5,3,2
1988-1999,123961,University of Southern California,Business and Management,'06.0000',Bachelor's degree,1008,609,399,618,404,214,29,14,15,62,41,21,186,87,99,1,1,0,112,62,50
1988-1999,123961,University of Southern California,Communications,'09.0000',Bachelor's degree,295,88,207,238,75,163,19,4,15,9,3,6,24,7,17,0,0,0,5,0,5
1988-1999,123961,University of Southern California,Communications Technologies,'10.0000',Bachelor's degree,80,53,27,63,41,22,3,2,1,7,5,2,1,0,1,1,1,0,5,4,1
1988-1999,123961,University of Southern California,Computer and Information Sciences,'11.0000',Bachelor's degree,64,48,16,20,18,2,1,1,0,1,0,1,22,17,5,0,0,0,20,12,8
1988-1999,123961,University of Southern California,Education,'13.0000',Bachelor's degree,51,9,42,26,5,21,6,1,5,5,1,4,11,1,10,1,0,1,2,1,1
1988-1999,123961,University of Southern California,Engineering,'14.0000',Bachelor's degree,319,267,52,109,90,19,6,3,3,21,14,7,86,71,15,1,0,1,96,89,7
1988-1999,123961,University of Southern California,Engineering-Related Technologies,'15.0000',Bachelor's degree,13,11,2,7,7,0,1,0,1,2,2,0,1,0,1,0,0,0,2,2,0
1988-1999,123961,University of Southern California,English Language and Literature/Letters,'23.0000',Bachelor's degree,90,32,58,71,23,48,4,2,2,10,5,5,5,2,3,0,0,0,0,,
1988-1999,123961,University of Southern California,Foreign Languages and Literatures,'16.0000',Bachelor's degree,35,7,28,17,3,14,1,0,1,10,2,8,3,1,2,0,,,4,1,3
1988-1999,123961,University of Southern California,Health Sciences,'18.0000',Bachelor's degree,53,1,52,30,0,30,5,0,5,10,0,10,8,1,7,0,0,0,0,,
1988-1999,123961,University of Southern California,Home Economics,'19.0000',Bachelor's degree,5,1,4,3,1,2,1,0,1,0,,,1,0,1,0,0,0,0,0,0
1988-1999,123961,University of Southern California,Liberal/General Studies and Humanities,'24.0000',Bachelor's degree,4,1,3,4,1,3,0,0,0,0,,,0,,,0,0,0,0,0,0
1988-1999,123961,University of Southern California,Mathematics,'27.0000',Bachelor's degree,14,6,8,7,3,4,1,1,0,1,0,1,4,2,2,0,0,0,1,0,1
1988-1999,123961,University of Southern California,Multi/Interdisciplinary Studies,'30.0000',Bachelor's degree,78,27,51,63,26,37,8,1,7,2,0,2,5,0,5,0,,,0,,
1988-1999,123961,University of Southern California,Parks- Recreation- Leisure and Fitness,'31.0000',Bachelor's degree,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1988-1999,123961,University of Southern California,Philosophy and Religion,'38.0000',Bachelor's degree,24,11,13,16,5,11,2,1,1,3,3,0,1,0,1,0,0,0,2,2,0
1988-1999,123961,University of Southern California,Physical Sciences,'40.0000',Bachelor's degree,14,8,6,7,6,1,1,0,1,2,1,1,2,1,1,0,0,0,2,0,2
1988-1999,123961,University of Southern California,Psychology,'42.0000',Bachelor's degree,105,30,75,62,22,40,9,0,9,14,4,10,17,4,13,0,0,0,3,0,3
1988-1999,123961,University of Southern California,Public Administration and Services,'44.0000',Bachelor's degree,99,59,40,55,38,17,19,7,12,14,10,4,9,3,6,0,,,2,1,1
1988-1999,123961,University of Southern California,Social Sciences and History,'45.0000',Bachelor's degree,390,214,176,275,156,119,20,7,13,29,15,14,41,19,22,0,0,0,25,17,8
1988-1999,123961,University of Southern California,Visual and Performing Arts,'50.0000',Bachelor's degree,139,58,81,112,46,66,5,2,3,7,5,2,11,4,7,0,0,0,4,1,3
1988-1999,230728,Utah State University,Agricultural Business and Production,'01.0000',Bachelor's degree,19,18,1,19,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1988-1999,230728,Utah State University,Agricultural Sciences,'02.0000',Bachelor's degree,37,24,13,33,21,12,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1
1988-1999,230728,Utah State University,Allied Health,'17.0000',Bachelor's degree,6,,6,6,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1988-1999,230728,Utah State University,Architecture and Related Programs,'04.0000',Bachelor's degree,33,22,11,30,19,11,0,0,0,0,0,0,0,0,0,0,0,0,3,3,
1988-1999,230728,Utah State University,Area- Ethnic and Cultural Studies,'05.0000',Bachelor's degree,2,1,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,,1
1988-1999,230728,Utah State University,Biological Sciences/Life Sciences,'26.0000',Bachelor's degree,12,7,5,11,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,,1
1988-1999,230728,Utah State University,Business and Management,'06.0000',Bachelor's degree,262,189,73,247,179,68,0,0,0,0,0,0,2,2,,0,0,0,13,8,5
1988-1999,230728,Utah State University,Communications,'09.0000',Bachelor's degree,21,12,9,19,11,8,1,1,,1,,1,0,0,0,0,0,0,0,,
1988-1999,230728,Utah State University,Computer and Information Sciences,'11.0000',Bachelor's degree,97,64,33,77,50,27,0,0,0,1,,1,3,2,1,0,0,0,16,12,4
1988-1999,230728,Utah State University,Conservation and Renewable Natural Resources,'03.0000',Bachelor's degree,34,27,7,33,26,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
1988-1999,230728,Utah State University,Education,'13.0000',Bachelor's degree,262,64,198,258,64,194,2,,2,1,,1,0,,,0,0,0,1,,1
1988-1999,230728,Utah State University,Engineering,'14.0000',Bachelor's degree,121,116,5,107,104,3,0,0,0,2,1,1,1,1,,0,0,0,11,10,1
1988-1999,230728,Utah State University,Engineering-Related Technologies,'15.0000',Bachelor's degree,46,46,,46,46,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1988-1999,230728,Utah State University,English Language and Literature/Letters,'23.0000',Bachelor's degree,36,11,25,35,10,25,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
1988-1999,230728,Utah State University,Foreign Languages and Literatures,'16.0000',Bachelor's degree,10,7,3,9,7,2,0,0,0,1,,1,0,0,0,0,0,0,0,0,0
1988-1999,230728,Utah State University,Health Sciences,'18.0000',Bachelor's degree,23,13,10,23,13,10,0,,,0,,,0,,,0,0,0,0,0,0
1988-1999,230728,Utah State University,Home Economics,'19.0000',Bachelor's degree,35,7,28,33,7,26,0,0,0,0,0,0,0,0,0,0,0,0,2,,2
1988-1999,230728,Utah State University,Law (non-first professional),'22.0000',Bachelor's degree,9,5,4,9,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1988-1999,230728,Utah State University,Liberal/General Studies and Humanities,'24.0000',Bachelor's degree,34,17,17,31,16,15,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2
1988-1999,230728,Utah State University,Marketing Operations/Marketing and Distribution,'08.0000',Bachelor's degree,11,1,10,10,,10,1,1,,0,0,0,0,0,0,0,0,0,0,0,0
1988-1999,230728,Utah State University,Mathematics,'27.0000',Bachelor's degree,12,8,4,9,6,3,0,0,0,0,0,0,1,,1,0,0,0,2,2,
1988-1999,230728,Utah State University,Parks- Recreation- Leisure and Fitness,'31.0000',Bachelor's degree,14,6,8,14,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1988-1999,230728,Utah State University,Philosophy and Religion,'38.0000',Bachelor's degree,3,3,,3,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1988-1999,230728,Utah State University,Physical Sciences,'40.0000',Bachelor's degree,28,22,6,23,19,4,0,0,0,1,,1,0,0,0,0,0,0,4,3,1
1988-1999,230728,Utah State University,Psychology,'42.0000',Bachelor's degree,42,22,20,40,21,19,0,0,0,1,,1,0,0,0,0,,,1,1,
1988-1999,230728,Utah State University,Public Administration and Services,'44.0000',Bachelor's degree,14,1,13,13,1,12,0,0,0,1,,1,0,0,0,0,0,0,0,0,0
1988-1999,230728,Utah State University,Social Sciences and History,'45.0000',Bachelor's degree,66,42,24,62,39,23,0,0,0,0,0,0,1,,1,0,0,0,3,3,
1988-1999,230728,Utah State University,Visual and Performing Arts,'50.0000',Bachelor's degree,59,33,26,59,33,26,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1988-1999,221999,Vanderbilt University,Area- Ethnic and Cultural Studies,'05.0000',Bachelor's degree,22,5,17,19,5,14,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0
1988-1999,221999,Vanderbilt University,Biological Sciences/Life Sciences,'26.0000',Bachelor's degree,59,32,27,55,29,26,1,0,1,0,0,0,2,2,0,1,1,0,0,0,0
1988-1999,221999,Vanderbilt University,Computer and Information Sciences,'11.0000',Bachelor's degree,16,12,4,13,10,3,1,0,1,0,0,0,2,2,0,0,0,0,0,0,0
1988-1999,221999,Vanderbilt University,Education,'13.0000',Bachelor's degree,48,8,40,46,7,39,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1
1988-1999,221999,Vanderbilt University,Engineering,'14.0000',Bachelor's degree,205,147,58,180,130,50,11,6,5,1,1,0,7,5,2,1,0,1,5,5,0
1988-1999,221999,Vanderbilt University,English Language and Literature/Letters,'23.0000',Bachelor's degree,118,50,68,117,49,68,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1988-1999,221999,Vanderbilt University,Foreign Languages and Literatures,'16.0000',Bachelor's degree,22,8,14,21,8,13,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1988-1999,221999,Vanderbilt University,Health Sciences,'18.0000',Bachelor's degree,54,2,52,52,2,50,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
1988-1999,221999,Vanderbilt University,Mathematics,'27.0000',Bachelor's degree,69,31,38,62,29,33,4,1,3,0,0,0,2,1,1,0,0,0,1,0,1
1988-1999,221999,Vanderbilt University,Multi/Interdisciplinary Studies,'30.0000',Bachelor's degree,46,15,31,43,15,28,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0
1988-1999,221999,Vanderbilt University,Philosophy and Religion,'38.0000',Bachelor's degree,18,14,4,16,13,3,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0
1988-1999,221999,Vanderbilt University,Physical Sciences,'40.0000',Bachelor's degree,12,8,4,11,8,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1988-1999,221999,Vanderbilt University,Psychology,'42.0000',Bachelor's degree,145,38,107,144,38,106,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1988-1999,221999,Vanderbilt University,Social Sciences and History,'45.0000',Bachelor's degree,322,211,111,308,199,109,9,7,2,2,2,0,3,3,0,0,0,0,0,0,0
1988-1999,221999,Vanderbilt University,Visual and Performing Arts,'50.0000',Bachelor's degree,37,6,31,35,6,29,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
