CIP_Classificaiton,Award_Level,Year,unitid,Institution_Name,Total,T.M,T.F,T.C,T.C.M,T.C.F,T.AA,T.AA.M,T.AA.F,T.H,T.H.M,T.H.W,T.AS.PI,T.AS.PI.M,T.AS.PI.F,T.AI,T.AI.M,T.AI.F,T.UNK,T.UNK.M,T.UNK.W,T.NON,T.NON.M,T.NON.F,cipcode
English Language and Literature/Letters,Bachelor's degree,1994-1995,207500,University of Oklahoma Norman Campus,99,38,61,85,34,51,4,2,2,3,1,2,3,0,3,4,1,3,0,0,0,0,0,0,'23.0000'
English Language and Literature/Letters,Bachelor's degree,1994-1995,134097,Florida State University,234,105,129,208,95,113,11,3,8,10,5,5,5,2,3,0,0,0,0,0,0,0,0,0,'23.0000'
English Language and Literature/Letters,Bachelor's degree,1994-1995,100751,The University of Alabama,101,38,63,88,35,53,13,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'23.0000'
English Language and Literature/Letters,Bachelor's degree,1994-1995,209542,Oregon State University,158,73,85,127,56,71,2,2,0,8,4,4,5,3,2,4,1,3,9,6,3,3,1,2,'23.0000'
English Language and Literature/Letters,Bachelor's degree,1994-1995,135726,University of Miami,68,26,42,41,19,22,6,1,5,16,4,12,5,2,3,0,0,0,0,0,0,0,0,0,'23.0000'
English Language and Literature/Letters,Bachelor's degree,1994-1995,170976,University of Michigan-Ann Arbor,322,139,183,244,102,142,20,9,11,12,5,7,26,12,14,5,2,3,14,8,6,1,1,0,'23.0000'
English Language and Literature/Letters,Bachelor's degree,1994-1995,221999,Vanderbilt University,168,65,103,158,62,96,1,0,1,4,2,2,2,0,2,0,0,0,3,1,2,0,0,0,'23.0000'
English Language and Literature/Letters,Bachelor's degree,1994-1995,123961,University of Southern California,147,64,83,96,43,53,12,5,7,20,10,10,11,1,10,2,1,1,3,3,0,3,1,2,'23.0000'
English Language and Literature/Letters,Bachelor's degree,1994-1995,131496,Georgetown University,137,65,72,114,58,56,9,1,8,3,1,2,4,3,1,0,0,0,4,1,3,3,1,2,'23.0000'
English Language and Literature/Letters,Bachelor's degree,1994-1995,209551,University of Oregon,215,89,126,184,77,107,3,3,0,4,2,2,4,1,3,2,0,2,16,6,10,2,0,2,'23.0000'
English Language and Literature/Letters,Bachelor's degree,1994-1995,204796,Ohio State University-Main Campus,248,94,154,230,87,143,5,2,3,2,1,1,6,1,5,2,1,1,3,2,1,0,0,0,'23.0000'
English Language and Literature/Letters,Bachelor's degree,1994-1995,181464,University of Nebraska-Lincoln,94,39,55,86,37,49,0,0,0,2,0,2,3,2,1,0,0,0,0,0,0,3,0,3,'23.0000'
English Language and Literature/Letters,Bachelor's degree,1994-1995,134130,University of Florida,360,101,259,303,89,214,25,6,19,19,2,17,8,3,5,0,0,0,2,0,2,3,1,2,'23.0000'
English Language and Literature/Letters,Bachelor's degree,1994-1995,198419,Duke University,126,50,76,105,42,63,9,3,6,3,1,2,7,3,4,0,0,0,0,0,0,2,1,1,'23.0000'
English Language and Literature/Letters,Bachelor's degree,1994-1995,199120,University of North Carolina at Chapel Hill,311,91,220,266,80,186,31,5,26,1,1,0,10,3,7,1,1,0,0,0,0,2,1,1,'23.0000'
English Language and Literature/Letters,Bachelor's degree,1994-1995,142115,Boise State University,28,9,19,25,7,18,0,0,0,2,2,0,0,0,0,0,0,0,1,0,1,0,0,0,'23.0000'
English Language and Literature/Letters,Bachelor's degree,1994-1995,152080,University of Notre Dame,109,47,62,100,43,57,3,1,2,2,1,1,1,0,1,3,2,1,0,0,0,0,0,0,'23.0000'
English Language and Literature/Letters,Bachelor's degree,1994-1995,243744,Stanford University,96,42,54,66,29,37,5,2,3,5,2,3,17,8,9,0,0,0,1,1,0,2,0,2,'23.0000'
English Language and Literature/Letters,Bachelor's degree,1994-1995,155399,Kansas State University,38,8,30,36,8,28,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,'23.0000'
English Language and Literature/Letters,Bachelor's degree,1994-1995,159391,Louisiana State University and Agricultural & Mechanical College,182,59,123,156,52,104,12,3,9,5,2,3,4,1,3,1,1,0,1,0,1,3,0,3,'23.0000'
Foreign Languages and Literatures,Bachelor's degree,1994-1995,228246,Southern Methodist University,23,4,19,18,2,16,0,0,0,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,'16.0000'
Foreign Languages and Literatures,Bachelor's degree,1994-1995,152080,University of Notre Dame,32,6,26,29,6,23,0,0,0,2,0,2,0,0,0,1,0,1,0,0,0,0,0,0,'16.0000'
Foreign Languages and Literatures,Bachelor's degree,1994-1995,134130,University of Florida,60,24,36,48,18,30,1,0,1,7,3,4,4,3,1,0,0,0,0,0,0,0,0,0,'16.0000'
Foreign Languages and Literatures,Bachelor's degree,1994-1995,139959,University of Georgia,89,27,62,80,25,55,4,1,3,4,1,3,0,0,0,0,0,0,0,0,0,1,0,1,'16.0000'
Foreign Languages and Literatures,Bachelor's degree,1994-1995,147767,Northwestern University,23,10,13,17,9,8,2,1,1,2,0,2,1,0,1,0,0,0,0,0,0,1,0,1,'16.0000'
Foreign Languages and Literatures,Bachelor's degree,1994-1995,122755,San Jose State University,28,12,16,15,8,7,1,0,1,7,2,5,3,0,3,1,1,0,0,0,0,1,1,0,'16.0000'
Foreign Languages and Literatures,Bachelor's degree,1994-1995,181464,University of Nebraska-Lincoln,26,7,19,24,7,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,'16.0000'
Foreign Languages and Literatures,Bachelor's degree,1994-1995,209542,Oregon State University,16,7,9,10,1,9,0,0,0,2,2,0,0,0,0,0,0,0,4,4,0,0,0,0,'16.0000'
Foreign Languages and Literatures,Bachelor's degree,1994-1995,209551,University of Oregon,136,37,99,94,26,68,2,0,2,11,3,8,3,0,3,2,1,1,7,3,4,17,4,13,'16.0000'
Foreign Languages and Literatures,Bachelor's degree,1994-1995,243744,Stanford University,28,14,14,14,8,6,2,0,2,2,1,1,8,4,4,0,0,0,1,1,0,1,0,1,'16.0000'
Foreign Languages and Literatures,Bachelor's degree,1994-1995,198419,Duke University,34,13,21,31,12,19,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,'16.0000'
Foreign Languages and Literatures,Bachelor's degree,1994-1995,100751,The University of Alabama,23,5,18,20,5,15,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,2,'16.0000'
Foreign Languages and Literatures,Bachelor's degree,1994-1995,123961,University of Southern California,53,17,36,26,12,14,2,0,2,7,2,5,8,0,8,0,0,0,2,0,2,8,3,5,'16.0000'
Foreign Languages and Literatures,Bachelor's degree,1994-1995,131496,Georgetown University,117,25,92,89,21,68,5,1,4,8,0,8,6,1,5,0,0,0,1,0,1,8,2,6,'16.0000'
Foreign Languages and Literatures,Bachelor's degree,1994-1995,228778,The University of Texas at Austin,177,59,118,123,43,80,4,1,3,36,12,24,11,2,9,2,0,2,0,0,0,1,1,0,'16.0000'
Foreign Languages and Literatures,Bachelor's degree,1994-1995,100858,Auburn University,22,7,15,18,6,12,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,1,0,1,'16.0000'
Foreign Languages and Literatures,Bachelor's degree,1994-1995,135726,University of Miami,9,3,6,5,0,5,1,1,0,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,'16.0000'
Foreign Languages and Literatures,Bachelor's degree,1994-1995,159391,Louisiana State University and Agricultural & Mechanical College,29,11,18,20,8,12,2,0,2,1,0,1,2,0,2,0,0,0,3,3,0,1,0,1,'16.0000'
Foreign Languages and Literatures,Bachelor's degree,1994-1995,207388,Oklahoma State University-Main Campus,14,3,11,12,3,9,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,'16.0000'
Foreign Languages and Literatures,Bachelor's degree,1994-1995,218663,University of South Carolina-Columbia,29,5,24,24,5,19,3,0,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,'16.0000'
Foreign Languages and Literatures,Bachelor's degree,1994-1995,134097,Florida State University,56,16,40,40,12,28,5,0,5,10,4,6,1,0,1,0,0,0,0,0,0,0,0,0,'16.0000'
Foreign Languages and Literatures,Bachelor's degree,1994-1995,186380,Rutgers University-New Brunswick,109,24,85,63,14,49,2,0,2,35,8,27,6,1,5,0,0,0,2,1,1,1,0,1,'16.0000'
Foreign Languages and Literatures,Bachelor's degree,1994-1995,142115,Boise State University,9,4,5,5,2,3,0,0,0,1,1,0,0,0,0,0,0,0,3,1,2,0,0,0,'16.0000'
Foreign Languages and Literatures,Bachelor's degree,1994-1995,207500,University of Oklahoma Norman Campus,49,16,33,40,13,27,0,0,0,6,2,4,2,1,1,1,0,1,0,0,0,0,0,0,'16.0000'
Foreign Languages and Literatures,Bachelor's degree,1994-1995,157289,University of Louisville,17,3,14,13,3,10,1,0,1,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,'16.0000'
Foreign Languages and Literatures,Bachelor's degree,1994-1995,230728,Utah State University,34,25,9,31,23,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,'16.0000'
Foreign Languages and Literatures,Bachelor's degree,1994-1995,217882,Clemson University,51,20,31,42,17,25,3,2,1,1,1,0,2,0,2,1,0,1,0,0,0,2,0,2,'16.0000'
Foreign Languages and Literatures,Bachelor's degree,1994-1995,204796,Ohio State University-Main Campus,121,42,79,102,36,66,6,1,5,5,2,3,6,2,4,1,1,0,0,0,0,1,0,1,'16.0000'
Foreign Languages and Literatures,Bachelor's degree,1994-1995,155399,Kansas State University,22,3,19,20,3,17,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,'16.0000'
Foreign Languages and Literatures,Bachelor's degree,1994-1995,170976,University of Michigan-Ann Arbor,127,37,90,96,31,65,4,0,4,12,1,11,8,4,4,1,0,1,3,0,3,3,1,2,'16.0000'
Foreign Languages and Literatures,Bachelor's degree,1994-1995,221999,Vanderbilt University,85,31,54,75,26,49,1,1,0,3,1,2,4,2,2,0,0,0,2,1,1,0,0,0,'16.0000'
Foreign Languages and Literatures,Bachelor's degree,1994-1995,199120,University of North Carolina at Chapel Hill,59,21,38,52,20,32,5,1,4,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,'16.0000'
Foreign Languages and Literatures,Bachelor's degree,1994-1995,228723,Texas A & M University-College Station,31,9,22,26,8,18,0,0,0,4,1,3,0,0,0,0,0,0,0,0,0,1,0,1,'16.0000'
Health Professions and Related Sciences,Bachelor's degree,1994-1995,142115,Boise State University,115,32,83,99,26,73,0,0,0,1,0,1,1,0,1,3,1,2,9,3,6,2,2,0,'51.0000'
Health Professions and Related Sciences,Bachelor's degree,1994-1995,134130,University of Florida,334,92,242,275,74,201,15,3,12,21,7,14,20,7,13,0,0,0,0,0,0,3,1,2,'51.0000'
Health Professions and Related Sciences,Bachelor's degree,1994-1995,170976,University of Michigan-Ann Arbor,228,17,211,198,14,184,10,0,10,5,0,5,9,2,7,4,0,4,2,1,1,0,0,0,'51.0000'
Health Professions and Related Sciences,Bachelor's degree,1994-1995,181464,University of Nebraska-Lincoln,42,7,35,41,6,35,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,'51.0000'
Health Professions and Related Sciences,Bachelor's degree,1994-1995,217882,Clemson University,185,24,161,163,21,142,17,2,15,1,1,0,2,0,2,1,0,1,1,0,1,0,0,0,'51.0000'
Health Professions and Related Sciences,Bachelor's degree,1994-1995,209551,University of Oregon,16,0,16,15,0,15,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,'51.0000'
Health Professions and Related Sciences,Bachelor's degree,1994-1995,218663,University of South Carolina-Columbia,189,36,153,155,29,126,21,4,17,5,0,5,7,2,5,0,0,0,0,0,0,1,1,0,'51.0000'
Health Professions and Related Sciences,Bachelor's degree,1994-1995,152080,University of Notre Dame,176,106,70,141,91,50,6,1,5,11,5,6,15,8,7,1,0,1,0,0,0,2,1,1,'51.0000'
Health Professions and Related Sciences,Bachelor's degree,1994-1995,199120,University of North Carolina at Chapel Hill,468,89,379,403,72,331,32,4,28,3,1,2,25,11,14,3,1,2,0,0,0,2,0,2,'51.0000'
Health Professions and Related Sciences,Bachelor's degree,1994-1995,207500,University of Oklahoma Norman Campus,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'51.0000'
Health Professions and Related Sciences,Bachelor's degree,1994-1995,147767,Northwestern University,58,20,38,29,7,22,2,0,2,2,0,2,23,13,10,0,0,0,1,0,1,1,0,1,'51.0000'
Health Professions and Related Sciences,Bachelor's degree,1994-1995,122755,San Jose State University,300,39,261,154,18,136,12,4,8,21,4,17,72,7,65,4,2,2,31,4,27,6,0,6,'51.0000'
Health Professions and Related Sciences,Bachelor's degree,1994-1995,209542,Oregon State University,154,58,96,122,42,80,1,0,1,3,2,1,12,4,8,2,2,0,11,6,5,3,2,1,'51.0000'
Health Professions and Related Sciences,Bachelor's degree,1994-1995,100858,Auburn University,246,63,183,227,57,170,10,3,7,1,0,1,4,2,2,1,1,0,0,0,0,3,0,3,'51.0000'
Health Professions and Related Sciences,Bachelor's degree,1994-1995,131496,Georgetown University,88,4,84,78,2,76,4,1,3,2,0,2,3,1,2,0,0,0,0,0,0,1,0,1,'51.0000'
Health Professions and Related Sciences,Bachelor's degree,1994-1995,159391,Louisiana State University and Agricultural & Mechanical College,76,20,56,68,18,50,5,1,4,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,'51.0000'
Health Professions and Related Sciences,Bachelor's degree,1994-1995,139959,University of Georgia,223,87,136,211,85,126,7,0,7,0,0,0,4,1,3,0,0,0,0,0,0,1,1,0,'51.0000'
Health Professions and Related Sciences,Bachelor's degree,1994-1995,228723,Texas A & M University-College Station,148,36,112,128,32,96,9,1,8,7,2,5,4,1,3,0,0,0,0,0,0,0,0,0,'51.0000'
Health Professions and Related Sciences,Bachelor's degree,1994-1995,228778,The University of Texas at Austin,349,69,280,249,43,206,8,5,3,62,18,44,27,3,24,1,0,1,0,0,0,2,0,2,'51.0000'
Health Professions and Related Sciences,Bachelor's degree,1994-1995,186380,Rutgers University-New Brunswick,224,57,167,129,32,97,17,2,15,15,3,12,56,19,37,0,0,0,5,1,4,2,0,2,'51.0000'
Health Professions and Related Sciences,Bachelor's degree,1994-1995,135726,University of Miami,153,29,124,63,8,55,16,2,14,59,15,44,4,1,3,0,0,0,3,0,3,8,3,5,'51.0000'
Health Professions and Related Sciences,Bachelor's degree,1994-1995,134097,Florida State University,208,22,186,184,19,165,12,0,12,5,2,3,7,1,6,0,0,0,0,0,0,0,0,0,'51.0000'
Health Professions and Related Sciences,Bachelor's degree,1994-1995,157289,University of Louisville,129,27,102,122,27,95,5,0,5,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,'51.0000'
Health Professions and Related Sciences,Bachelor's degree,1994-1995,230728,Utah State University,68,24,44,67,24,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,'51.0000'
Health Professions and Related Sciences,Bachelor's degree,1994-1995,207388,Oklahoma State University-Main Campus,59,4,55,56,4,52,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,'51.0000'
Health Professions and Related Sciences,Bachelor's degree,1994-1995,155399,Kansas State University,59,22,37,57,21,36,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,'51.0000'
Health Professions and Related Sciences,Bachelor's degree,1994-1995,100751,The University of Alabama,163,23,140,142,22,120,20,1,19,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,'51.0000'
Health Professions and Related Sciences,Bachelor's degree,1994-1995,123961,University of Southern California,169,12,157,90,2,88,23,4,19,18,1,17,38,5,33,0,0,0,0,0,0,0,0,0,'51.0000'
Health Professions and Related Sciences,Bachelor's degree,1994-1995,228246,Southern Methodist University,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'51.0000'
Health Professions and Related Sciences,Bachelor's degree,1994-1995,204796,Ohio State University-Main Campus,530,106,424,469,91,378,26,4,22,5,1,4,20,7,13,0,0,0,2,1,1,8,2,6,'51.0000'
Home Economics- General,Bachelor's degree,1994-1995,100858,Auburn University,94,5,89,88,4,84,3,1,2,0,0,0,1,0,1,2,0,2,0,0,0,0,0,0,NA
Home Economics- General,Bachelor's degree,1994-1995,207388,Oklahoma State University-Main Campus,168,4,164,149,2,147,4,1,3,2,0,2,2,0,2,6,0,6,0,0,0,5,1,4,NA
Home Economics- General,Bachelor's degree,1994-1995,159391,Louisiana State University and Agricultural & Mechanical College,70,0,70,62,0,62,4,0,4,2,0,2,1,0,1,0,0,0,0,0,0,1,0,1,NA
Home Economics- General,Bachelor's degree,1994-1995,155399,Kansas State University,152,19,133,145,18,127,3,0,3,0,0,0,2,0,2,0,0,0,0,0,0,2,1,1,NA
Home Economics- General,Bachelor's degree,1994-1995,181464,University of Nebraska-Lincoln,206,22,184,189,15,174,12,6,6,3,0,3,1,1,0,0,0,0,0,0,0,1,0,1,NA
Home Economics- General,Bachelor's degree,1994-1995,123961,University of Southern California,14,5,9,6,2,4,1,0,1,3,1,2,4,2,2,0,0,0,0,0,0,0,0,0,NA
Home Economics- General,Bachelor's degree,1994-1995,228723,Texas A & M University-College Station,39,3,36,34,2,32,1,1,0,3,0,3,1,0,1,0,0,0,0,0,0,0,0,0,NA
Home Economics- General,Bachelor's degree,1994-1995,204796,Ohio State University-Main Campus,418,96,322,368,85,283,22,3,19,6,1,5,10,4,6,2,1,1,4,1,3,6,1,5,NA
Home Economics- General,Bachelor's degree,1994-1995,134097,Florida State University,302,46,256,262,40,222,18,2,16,12,1,11,7,2,5,2,1,1,0,0,0,1,0,1,NA
Home Economics- General,Bachelor's degree,1994-1995,100751,The University of Alabama,184,44,140,166,39,127,12,1,11,1,1,0,0,0,0,0,0,0,0,0,0,5,3,2,NA
Home Economics- General,Bachelor's degree,1994-1995,157289,University of Louisville,3,0,3,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
Home Economics- General,Bachelor's degree,1994-1995,230728,Utah State University,122,21,101,117,20,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,4,NA
Home Economics- General,Bachelor's degree,1994-1995,139959,University of Georgia,211,34,177,183,25,158,19,7,12,3,0,3,1,1,0,0,0,0,0,0,0,5,1,4,NA
Home Economics- General,Bachelor's degree,1994-1995,228778,The University of Texas at Austin,105,4,101,76,1,75,2,0,2,18,1,17,7,2,5,0,0,0,0,0,0,2,0,2,NA
Home Economics- General,Bachelor's degree,1994-1995,122755,San Jose State University,27,2,25,14,0,14,0,0,0,3,1,2,6,1,5,1,0,1,2,0,2,1,0,1,NA
Home Economics- General,Bachelor's degree,1994-1995,209542,Oregon State University,184,19,165,156,16,140,0,0,0,3,1,2,8,2,6,4,0,4,9,0,9,4,0,4,NA
Law and Legal Studies,Bachelor's degree,1994-1995,230728,Utah State University,16,13,3,16,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'22.0000'
Law and Legal Studies,Bachelor's degree,1994-1995,100751,The University of Alabama,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'22.0000'
Law and Legal Studies,Bachelor's degree,1994-1995,159391,Louisiana State University and Agricultural & Mechanical College,16,7,9,13,7,6,2,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,'22.0000'
Law and Legal Studies,Bachelor's degree,1994-1995,135726,University of Miami,6,3,3,3,2,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,'22.0000'
Liberal Arts and Studies- General Sciences and Humanities,Bachelor's degree,1994-1995,155399,Kansas State University,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
Liberal Arts and Studies- General Sciences and Humanities,Bachelor's degree,1994-1995,135726,University of Miami,37,22,15,22,13,9,10,7,3,3,2,1,0,0,0,1,0,1,0,0,0,1,0,1,NA
Liberal Arts and Studies- General Sciences and Humanities,Bachelor's degree,1994-1995,123961,University of Southern California,69,34,35,45,24,21,6,3,3,6,2,4,9,2,7,1,1,0,0,0,0,2,2,0,NA
Liberal Arts and Studies- General Sciences and Humanities,Bachelor's degree,1994-1995,157289,University of Louisville,29,5,24,24,4,20,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
Liberal Arts and Studies- General Sciences and Humanities,Bachelor's degree,1994-1995,159391,Louisiana State University and Agricultural & Mechanical College,257,117,140,225,104,121,19,11,8,3,0,3,1,0,1,3,0,3,3,1,2,3,1,2,NA
Liberal Arts and Studies- General Sciences and Humanities,Bachelor's degree,1994-1995,228246,Southern Methodist University,6,2,4,5,2,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
Liberal Arts and Studies- General Sciences and Humanities,Bachelor's degree,1994-1995,139959,University of Georgia,14,4,10,13,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,NA
Liberal Arts and Studies- General Sciences and Humanities,Bachelor's degree,1994-1995,207388,Oklahoma State University-Main Campus,4,3,1,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
Liberal Arts and Studies- General Sciences and Humanities,Bachelor's degree,1994-1995,122755,San Jose State University,139,22,117,76,12,64,2,0,2,23,4,19,17,2,15,0,0,0,21,4,17,0,0,0,NA
Liberal Arts and Studies- General Sciences and Humanities,Bachelor's degree,1994-1995,209551,University of Oregon,20,8,12,18,7,11,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,NA
Liberal Arts and Studies- General Sciences and Humanities,Bachelor's degree,1994-1995,181464,University of Nebraska-Lincoln,8,2,6,6,2,4,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
Liberal Arts and Studies- General Sciences and Humanities,Bachelor's degree,1994-1995,131496,Georgetown University,35,14,21,27,12,15,4,1,3,2,0,2,0,0,0,0,0,0,1,0,1,1,1,0,NA
Liberal Arts and Studies- General Sciences and Humanities,Bachelor's degree,1994-1995,134097,Florida State University,35,14,21,32,12,20,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
Liberal Arts and Studies- General Sciences and Humanities,Bachelor's degree,1994-1995,230728,Utah State University,73,39,34,67,34,33,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,NA
Liberal Arts and Studies- General Sciences and Humanities,Bachelor's degree,1994-1995,209542,Oregon State University,156,62,94,115,40,75,9,4,5,3,2,1,8,5,3,1,0,1,16,8,8,4,3,1,NA
Liberal Arts and Studies- General Sciences and Humanities,Bachelor's degree,1994-1995,152080,University of Notre Dame,37,19,18,33,18,15,0,0,0,2,1,1,1,0,1,0,0,0,0,0,0,1,0,1,NA
Liberal Arts and Studies- General Sciences and Humanities,Bachelor's degree,1994-1995,170976,University of Michigan-Ann Arbor,154,90,64,127,74,53,7,5,2,7,2,5,6,4,2,0,0,0,5,3,2,2,2,0,NA
Liberal Arts and Studies- General Sciences and Humanities,Bachelor's degree,1994-1995,207500,University of Oklahoma Norman Campus,29,9,20,29,9,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
Liberal Arts and Studies- General Sciences and Humanities,Bachelor's degree,1994-1995,147767,Northwestern University,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
Liberal Arts and Studies- General Sciences and Humanities,Bachelor's degree,1994-1995,243744,Stanford University,14,5,9,11,5,6,1,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,NA
Liberal Arts and Studies- General Sciences and Humanities,Bachelor's degree,1994-1995,199120,University of North Carolina at Chapel Hill,12,4,8,11,4,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
Liberal Arts and Studies- General Sciences and Humanities,Bachelor's degree,1994-1995,218663,University of South Carolina-Columbia,299,77,222,225,54,171,40,5,35,3,0,3,2,1,1,1,1,0,0,0,0,28,16,12,NA
Liberal Arts and Studies- General Sciences and Humanities,Bachelor's degree,1994-1995,228778,The University of Texas at Austin,141,75,66,119,64,55,6,2,4,5,4,1,11,5,6,0,0,0,0,0,0,0,0,0,NA
Marketing Operations/Marketing and Distribution,Bachelor's degree,1994-1995,209542,Oregon State University,28,0,28,22,0,22,1,0,1,2,0,2,1,0,1,0,0,0,1,0,1,1,0,1,NA
Marketing Operations/Marketing and Distribution,Bachelor's degree,1994-1995,100858,Auburn University,20,1,19,18,1,17,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,NA
Marketing Operations/Marketing and Distribution,Bachelor's degree,1994-1995,142115,Boise State University,17,13,4,15,12,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,NA
Marketing Operations/Marketing and Distribution,Bachelor's degree,1994-1995,204796,Ohio State University-Main Campus,184,100,84,138,78,60,11,1,10,6,3,3,6,3,3,0,0,0,3,2,1,20,13,7,NA
Marketing Operations/Marketing and Distribution,Bachelor's degree,1994-1995,207500,University of Oklahoma Norman Campus,90,50,40,70,43,27,3,1,2,3,3,0,3,0,3,1,0,1,0,0,0,10,3,7,NA
Marketing Operations/Marketing and Distribution,Bachelor's degree,1994-1995,139959,University of Georgia,30,2,28,26,1,25,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,NA
Marketing Operations/Marketing and Distribution,Bachelor's degree,1994-1995,159391,Louisiana State University and Agricultural & Mechanical College,13,2,11,10,1,9,1,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
Marketing Operations/Marketing and Distribution,Bachelor's degree,1994-1995,228723,Texas A & M University-College Station,137,116,21,127,108,19,0,0,0,9,8,1,1,0,1,0,0,0,0,0,0,0,0,0,NA
Marketing Operations/Marketing and Distribution,Bachelor's degree,1994-1995,230728,Utah State University,14,1,13,11,1,10,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1,0,1,NA
Marketing Operations/Marketing and Distribution,Bachelor's degree,1994-1995,218663,University of South Carolina-Columbia,90,45,45,63,34,29,26,10,16,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,NA
Mathematics,Bachelor's degree,1994-1995,100751,The University of Alabama,9,4,5,9,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'27.0000'
Mathematics,Bachelor's degree,1994-1995,209551,University of Oregon,41,27,14,24,15,9,0,0,0,0,0,0,6,4,2,0,0,0,4,2,2,7,6,1,'27.0000'
Mathematics,Bachelor's degree,1994-1995,152080,University of Notre Dame,62,38,24,52,29,23,1,1,0,5,5,0,3,2,1,0,0,0,0,0,0,1,1,0,'27.0000'
Mathematics,Bachelor's degree,1994-1995,228246,Southern Methodist University,21,8,13,16,6,10,0,0,0,2,2,0,2,0,2,0,0,0,0,0,0,1,0,1,'27.0000'
Mathematics,Bachelor's degree,1994-1995,204796,Ohio State University-Main Campus,67,38,29,49,30,19,7,4,3,2,0,2,8,3,5,0,0,0,0,0,0,1,1,0,'27.0000'
Mathematics,Bachelor's degree,1994-1995,186380,Rutgers University-New Brunswick,84,38,46,56,29,27,4,3,1,2,0,2,16,4,12,0,0,0,2,1,1,4,1,3,'27.0000'
Mathematics,Bachelor's degree,1994-1995,243744,Stanford University,9,5,4,4,3,1,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,2,1,1,'27.0000'
Mathematics,Bachelor's degree,1994-1995,217882,Clemson University,18,7,11,16,7,9,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'27.0000'
Mathematics,Bachelor's degree,1994-1995,181464,University of Nebraska-Lincoln,36,23,13,30,20,10,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,3,2,1,'27.0000'
