Year,unitid,Institution_Name,Major,CIP_Classificaiton,cipcode,Award_Level,Total,T.M,T.F,T.AI,T.AI.M,T.AI.F,T.AS/PI,T.AS/PI.M,T.AS/PI.F,T.AA,T.AA.M,T.AA.F,T.H,T.H.M,T.H.F,T.C,T.C.M,T.C.F,T.AS,T.AS.M,T.AS.W,T.PI,T.PI.M,T.PI.W,T.MIX,T.MIX.M,T.MIX.M,T.UNK,T.UNK.M,T.UNK.W,T.NON,T.NON.M,T.NON.W
2008-2009,135726,University of Miami,First major,Physical sciences.,'40',Bachelor's degree,42,18,24,0,0,0,4,2,2,2,1,1,3,2,1,27,12,15,,,,,,,,,,3,1,2,3,0,3
2008-2009,170976,University of Michigan-Ann Arbor,First major,Business- management- marketing- and related support services.,'52',Bachelor's degree,398,232,166,1,1,0,66,34,32,20,9,11,21,16,5,259,158,101,,,,,,,,,,11,6,5,20,8,12
2008-2009,170976,University of Michigan-Ann Arbor,First major,Communication- journalism- and related programs.,'09',Bachelor's degree,169,25,144,1,0,1,20,3,17,12,3,9,11,0,11,115,18,97,,,,,,,,,,5,1,4,5,0,5
2008-2009,170976,University of Michigan-Ann Arbor,First major,History,'54',Bachelor's degree,201,121,80,2,0,2,12,5,7,1,1,0,12,9,3,167,102,65,,,,,,,,,,6,4,2,1,0,1
2008-2009,170976,University of Michigan-Ann Arbor,First major,Multi/interdisciplinary studies.,'30',Bachelor's degree,240,89,151,2,0,2,45,17,28,13,3,10,7,2,5,155,59,96,,,,,,,,,,11,4,7,7,4,3
2008-2009,170976,University of Michigan-Ann Arbor,First major,Physical sciences.,'40',Bachelor's degree,81,59,22,1,1,0,6,6,0,2,2,0,5,4,1,59,41,18,,,,,,,,,,5,4,1,3,1,2
2008-2009,170976,University of Michigan-Ann Arbor,First major,Architecture and related services.,'04',Bachelor's degree,110,58,52,3,2,1,14,4,10,7,6,1,8,5,3,70,36,34,,,,,,,,,,4,3,1,4,2,2
2008-2009,170976,University of Michigan-Ann Arbor,First major,Area- ethnic- cultural- and gender studies.,'05',Bachelor's degree,115,35,80,1,0,1,13,4,9,16,2,14,8,3,5,70,25,45,,,,,,,,,,4,1,3,3,0,3
2008-2009,170976,University of Michigan-Ann Arbor,First major,Biological and biomedical sciences.,'26',Bachelor's degree,393,194,199,3,2,1,83,42,41,15,6,9,7,3,4,262,133,129,,,,,,,,,,8,3,5,15,5,10
2008-2009,170976,University of Michigan-Ann Arbor,First major,Foreign languages- literatures- and linguistics.,'16',Bachelor's degree,210,69,141,4,2,2,14,6,8,8,0,8,23,10,13,151,49,102,,,,,,,,,,7,2,5,3,0,3
2008-2009,170976,University of Michigan-Ann Arbor,First major,Natural resources and conservation.,'03',Bachelor's degree,60,27,33,0,0,0,2,0,2,0,0,0,8,7,1,49,19,30,,,,,,,,,,1,1,0,0,0,0
2008-2009,170976,University of Michigan-Ann Arbor,First major,Social sciences.,'45',Bachelor's degree,976,513,463,10,5,5,114,56,58,75,27,48,62,36,26,601,321,280,,,,,,,,,,41,27,14,73,41,32
2008-2009,170976,University of Michigan-Ann Arbor,First major,Education.,'13',Bachelor's degree,128,41,87,5,3,2,3,2,1,4,1,3,4,2,2,104,28,76,,,,,,,,,,7,4,3,1,1,0
2008-2009,170976,University of Michigan-Ann Arbor,First major,Engineering.,'14',Bachelor's degree,1121,840,281,5,3,2,177,134,43,50,26,24,27,19,8,690,521,169,,,,,,,,,,36,28,8,136,109,27
2008-2009,170976,University of Michigan-Ann Arbor,First major,Health professions and related clinical sciences.,'51',Bachelor's degree,249,20,229,1,0,1,8,1,7,8,1,7,7,0,7,210,17,193,,,,,,,,,,15,1,14,0,0,0
2008-2009,170976,University of Michigan-Ann Arbor,First major,Liberal arts and sciences- general studies and humanities.,'24',Bachelor's degree,92,52,40,2,2,0,4,2,2,16,10,6,3,2,1,60,33,27,,,,,,,,,,4,1,3,3,2,1
2008-2009,170976,University of Michigan-Ann Arbor,First major,Mathematics and statistics.,'27',Bachelor's degree,125,87,38,1,1,0,27,21,6,2,1,1,5,2,3,64,43,21,,,,,,,,,,4,3,1,22,16,6
2008-2009,170976,University of Michigan-Ann Arbor,First major,Parks- recreation- leisure- and fitness studies.,'31',Bachelor's degree,181,87,94,1,0,1,11,3,8,12,6,6,9,5,4,145,71,74,,,,,,,,,,1,0,1,2,2,0
2008-2009,170976,University of Michigan-Ann Arbor,First major,Visual and performing arts.,'50',Bachelor's degree,362,156,206,6,3,3,24,7,17,23,13,10,16,6,10,267,118,149,,,,,,,,,,20,8,12,6,1,5
2008-2009,170976,University of Michigan-Ann Arbor,First major,Computer and information sciences and support services.,'11',Bachelor's degree,108,98,10,0,0,0,17,13,4,1,1,0,2,2,0,71,66,5,,,,,,,,,,4,3,1,13,13,0
2008-2009,170976,University of Michigan-Ann Arbor,First major,English language and literature/letters.,'23',Bachelor's degree,325,102,223,1,0,1,27,2,25,21,8,13,11,4,7,242,78,164,,,,,,,,,,17,8,9,6,2,4
2008-2009,170976,University of Michigan-Ann Arbor,First major,Philosophy and religious studies.,'38',Bachelor's degree,43,28,15,0,0,0,3,2,1,3,1,2,3,2,1,32,22,10,,,,,,,,,,1,1,0,1,0,1
2008-2009,170976,University of Michigan-Ann Arbor,First major,Psychology.,'42',Bachelor's degree,733,198,535,6,2,4,104,29,75,60,17,43,38,9,29,476,124,352,,,,,,,,,,23,9,14,26,8,18
2008-2009,170976,University of Michigan-Ann Arbor,First major,Public administration and social service professions.,'44',Bachelor's degree,53,28,25,0,0,0,5,1,4,3,1,2,2,1,1,43,25,18,,,,,,,,,,0,0,0,0,0,0
2008-2009,181464,University of Nebraska-Lincoln,First major,Agriculture- agriculture operations- and related sciences.,'01',Bachelor's degree,214,144,70,3,2,1,4,0,4,1,1,0,0,0,0,203,140,63,,,,,,,,,,3,1,2,0,0,0
2008-2009,181464,University of Nebraska-Lincoln,First major,Foreign languages- literatures- and linguistics.,'16',Bachelor's degree,43,13,30,0,0,0,2,0,2,0,0,0,3,1,2,36,11,25,,,,,,,,,,2,1,1,0,0,0
2008-2009,181464,University of Nebraska-Lincoln,First major,Liberal arts and sciences- general studies and humanities.,'24',Bachelor's degree,3,1,2,0,0,0,1,0,1,0,0,0,0,0,0,2,1,1,,,,,,,,,,0,0,0,0,0,0
2008-2009,181464,University of Nebraska-Lincoln,First major,Communication- journalism- and related programs.,'09',Bachelor's degree,212,92,120,0,0,0,3,2,1,8,3,5,3,1,2,190,81,109,,,,,,,,,,7,4,3,1,1,0
2008-2009,181464,University of Nebraska-Lincoln,First major,Engineering technologies/technicians.,'15',Bachelor's degree,117,114,3,0,0,0,0,0,0,0,0,0,1,1,0,110,107,3,,,,,,,,,,4,4,0,2,2,0
2008-2009,181464,University of Nebraska-Lincoln,First major,Engineering.,'14',Bachelor's degree,328,276,52,0,0,0,20,17,3,4,3,1,9,6,3,266,224,42,,,,,,,,,,24,21,3,5,5,0
2008-2009,181464,University of Nebraska-Lincoln,First major,Philosophy and religious studies.,'38',Bachelor's degree,9,6,3,0,0,0,0,0,0,0,0,0,1,1,0,6,3,3,,,,,,,,,,2,2,0,0,0,0
2008-2009,181464,University of Nebraska-Lincoln,First major,Security and protective services.,'43',Bachelor's degree,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,0
2008-2009,181464,University of Nebraska-Lincoln,First major,English language and literature/letters.,'23',Bachelor's degree,69,28,41,1,1,0,1,0,1,1,0,1,2,0,2,61,25,36,,,,,,,,,,3,2,1,0,0,0
2008-2009,181464,University of Nebraska-Lincoln,First major,Multi/interdisciplinary studies.,'30',Bachelor's degree,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3,,,,,,,,,,0,0,0,0,0,0
2008-2009,181464,University of Nebraska-Lincoln,First major,Natural resources and conservation.,'03',Bachelor's degree,54,40,14,1,1,0,1,1,0,1,1,0,0,0,0,47,33,14,,,,,,,,,,4,4,0,0,0,0
2008-2009,181464,University of Nebraska-Lincoln,First major,Psychology.,'42',Bachelor's degree,168,47,121,1,0,1,8,5,3,11,2,9,3,2,1,131,35,96,,,,,,,,,,14,3,11,0,0,0
2008-2009,181464,University of Nebraska-Lincoln,First major,Social sciences.,'45',Bachelor's degree,161,84,77,1,0,1,5,1,4,12,8,4,12,6,6,121,61,60,,,,,,,,,,9,7,2,1,1,0
2008-2009,181464,University of Nebraska-Lincoln,First major,Architecture and related services.,'04',Bachelor's degree,77,33,44,0,0,0,1,1,0,1,1,0,4,1,3,68,29,39,,,,,,,,,,3,1,2,0,0,0
2008-2009,181464,University of Nebraska-Lincoln,First major,Area- ethnic- cultural- and gender studies.,'05',Bachelor's degree,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,,,,,,,,,,0,0,0,0,0,0
2008-2009,181464,University of Nebraska-Lincoln,First major,Biological and biomedical sciences.,'26',Bachelor's degree,153,72,81,2,1,1,17,6,11,1,1,0,4,1,3,118,58,60,,,,,,,,,,10,5,5,1,0,1
2008-2009,181464,University of Nebraska-Lincoln,First major,Computer and information sciences and support services.,'11',Bachelor's degree,24,23,1,0,0,0,1,1,0,1,1,0,1,1,0,21,20,1,,,,,,,,,,0,0,0,0,0,0
2008-2009,181464,University of Nebraska-Lincoln,First major,Education.,'13',Bachelor's degree,315,111,204,3,1,2,2,2,0,2,1,1,7,2,5,288,100,188,,,,,,,,,,13,5,8,0,0,0
2008-2009,181464,University of Nebraska-Lincoln,First major,Family and consumer sciences/human sciences.,'19',Bachelor's degree,260,35,225,1,0,1,8,2,6,7,0,7,6,0,6,222,29,193,,,,,,,,,,16,4,12,0,0,0
2008-2009,181464,University of Nebraska-Lincoln,First major,Health professions and related clinical sciences.,'51',Bachelor's degree,61,15,46,0,0,0,0,0,0,1,0,1,0,0,0,57,13,44,,,,,,,,,,3,2,1,0,0,0
2008-2009,181464,University of Nebraska-Lincoln,First major,Business- management- marketing- and related support services.,'52',Bachelor's degree,713,443,270,1,0,1,28,20,8,14,10,4,25,17,8,594,361,233,,,,,,,,,,48,34,14,3,1,2
2008-2009,181464,University of Nebraska-Lincoln,First major,History,'54',Bachelor's degree,67,45,22,0,0,0,0,0,0,1,0,1,0,0,0,64,43,21,,,,,,,,,,1,1,0,1,1,0
2008-2009,181464,University of Nebraska-Lincoln,First major,Mathematics and statistics.,'27',Bachelor's degree,24,19,5,0,0,0,0,0,0,0,0,0,1,1,0,22,17,5,,,,,,,,,,1,1,0,0,0,0
2008-2009,181464,University of Nebraska-Lincoln,First major,Parks- recreation- leisure- and fitness studies.,'31',Bachelor's degree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,0
2008-2009,181464,University of Nebraska-Lincoln,First major,Physical sciences.,'40',Bachelor's degree,30,22,8,0,0,0,3,2,1,0,0,0,1,1,0,24,17,7,,,,,,,,,,2,2,0,0,0,0
2008-2009,181464,University of Nebraska-Lincoln,First major,Visual and performing arts.,'50',Bachelor's degree,109,59,50,0,0,0,5,4,1,1,0,1,6,5,1,86,44,42,,,,,,,,,,10,5,5,1,1,0
2008-2009,199120,University of North Carolina at Chapel Hill,First major,Education.,'13',Bachelor's degree,104,6,98,1,0,1,1,0,1,7,1,6,2,0,2,93,5,88,,,,,,,,,,0,0,0,0,0,0
2008-2009,199120,University of North Carolina at Chapel Hill,First major,Health professions and related clinical sciences.,'51',Bachelor's degree,370,65,305,5,0,5,24,5,19,41,7,34,15,4,11,272,44,228,,,,,,,,,,10,4,6,3,1,2
2008-2009,199120,University of North Carolina at Chapel Hill,First major,Liberal arts and sciences- general studies and humanities.,'24',Bachelor's degree,8,4,4,0,0,0,1,1,0,1,0,1,0,0,0,6,3,3,,,,,,,,,,0,0,0,0,0,0
2008-2009,199120,University of North Carolina at Chapel Hill,First major,Natural resources and conservation.,'03',Bachelor's degree,58,21,37,0,0,0,2,0,2,3,2,1,2,1,1,51,18,33,,,,,,,,,,0,0,0,0,0,0
2008-2009,199120,University of North Carolina at Chapel Hill,First major,Parks- recreation- leisure- and fitness studies.,'31',Bachelor's degree,187,68,119,2,1,1,2,0,2,30,7,23,4,1,3,148,59,89,,,,,,,,,,1,0,1,0,0,0
2008-2009,199120,University of North Carolina at Chapel Hill,First major,Philosophy and religious studies.,'38',Bachelor's degree,58,37,21,2,2,0,1,1,0,4,2,2,1,1,0,48,30,18,,,,,,,,,,2,1,1,0,0,0
2008-2009,199120,University of North Carolina at Chapel Hill,First major,Physical sciences.,'40',Bachelor's degree,168,102,66,1,1,0,30,19,11,5,2,3,3,2,1,116,71,45,,,,,,,,,,9,4,5,4,3,1
2008-2009,199120,University of North Carolina at Chapel Hill,First major,Public administration and social service professions.,'44',Bachelor's degree,63,14,49,0,0,0,4,0,4,9,0,9,3,0,3,47,14,33,,,,,,,,,,0,0,0,0,0,0
2008-2009,199120,University of North Carolina at Chapel Hill,First major,Biological and biomedical sciences.,'26',Bachelor's degree,391,170,221,1,0,1,63,33,30,29,5,24,14,3,11,266,121,145,,,,,,,,,,11,6,5,7,2,5
2008-2009,199120,University of North Carolina at Chapel Hill,First major,Business- management- marketing- and related support services.,'52',Bachelor's degree,401,229,172,3,1,2,39,23,16,29,15,14,16,10,6,293,165,128,,,,,,,,,,13,9,4,8,6,2
2008-2009,199120,University of North Carolina at Chapel Hill,First major,English language and literature/letters.,'23',Bachelor's degree,178,68,110,2,1,1,3,1,2,13,3,10,8,2,6,141,60,81,,,,,,,,,,11,1,10,0,0,0
2008-2009,199120,University of North Carolina at Chapel Hill,First major,Family and consumer sciences/human sciences.,'19',Bachelor's degree,19,5,14,0,0,0,0,0,0,2,2,0,2,0,2,14,2,12,,,,,,,,,,1,1,0,0,0,0
2008-2009,199120,University of North Carolina at Chapel Hill,First major,History,'54',Bachelor's degree,163,99,64,1,0,1,7,4,3,9,5,4,7,6,1,136,82,54,,,,,,,,,,3,2,1,0,0,0
2008-2009,199120,University of North Carolina at Chapel Hill,First major,Area- ethnic- cultural- and gender studies.,'05',Bachelor's degree,216,63,153,1,0,1,18,8,10,30,10,20,16,6,10,138,36,102,,,,,,,,,,12,2,10,1,1,0
2008-2009,199120,University of North Carolina at Chapel Hill,First major,Communication- journalism- and related programs.,'09',Bachelor's degree,563,173,390,6,1,5,13,5,8,49,15,34,20,6,14,449,137,312,,,,,,,,,,22,7,15,4,2,2
2008-2009,199120,University of North Carolina at Chapel Hill,First major,Foreign languages- literatures- and linguistics.,'16',Bachelor's degree,89,29,60,0,0,0,3,0,3,6,1,5,4,0,4,73,26,47,,,,,,,,,,2,1,1,1,1,0
2008-2009,199120,University of North Carolina at Chapel Hill,First major,Mathematics and statistics.,'27',Bachelor's degree,60,38,22,0,0,0,5,2,3,4,2,2,1,0,1,47,31,16,,,,,,,,,,3,3,0,0,0,0
2008-2009,199120,University of North Carolina at Chapel Hill,First major,Multi/interdisciplinary studies.,'30',Bachelor's degree,38,23,15,1,1,0,1,0,1,2,1,1,3,0,3,31,21,10,,,,,,,,,,0,0,0,0,0,0
2008-2009,199120,University of North Carolina at Chapel Hill,First major,Psychology.,'42',Bachelor's degree,353,104,249,4,0,4,19,6,13,56,9,47,19,5,14,238,78,160,,,,,,,,,,13,4,9,4,2,2
2008-2009,199120,University of North Carolina at Chapel Hill,First major,Visual and performing arts.,'50',Bachelor's degree,112,27,85,2,2,0,3,1,2,5,0,5,10,2,8,88,21,67,,,,,,,,,,4,1,3,0,0,0
2008-2009,199120,University of North Carolina at Chapel Hill,First major,Computer and information sciences and support services.,'11',Bachelor's degree,48,37,11,0,0,0,7,4,3,8,4,4,0,0,0,32,28,4,,,,,,,,,,1,1,0,0,0,0
2008-2009,199120,University of North Carolina at Chapel Hill,First major,Social sciences.,'45',Bachelor's degree,589,330,259,1,1,0,33,13,20,77,27,50,29,17,12,410,250,160,,,,,,,,,,24,15,9,15,7,8
2008-2009,152080,University of Notre Dame,First major,Biological and biomedical sciences.,'26',Bachelor's degree,131,57,74,0,0,0,15,6,9,1,1,0,5,3,2,106,46,60,,,,,,,,,,0,0,0,4,1,3
2008-2009,152080,University of Notre Dame,First major,Computer and information sciences and support services.,'11',Bachelor's degree,39,30,9,0,0,0,2,1,1,0,0,0,1,1,0,36,28,8,,,,,,,,,,0,0,0,0,0,0
2008-2009,152080,University of Notre Dame,First major,Engineering.,'14',Bachelor's degree,213,165,48,0,0,0,9,7,2,4,3,1,17,12,5,174,134,40,,,,,,,,,,0,0,0,9,9,0
2008-2009,152080,University of Notre Dame,First major,English language and literature/letters.,'23',Bachelor's degree,88,24,64,2,1,1,7,1,6,2,0,2,2,1,1,74,21,53,,,,,,,,,,0,0,0,1,0,1
2008-2009,152080,University of Notre Dame,First major,Health professions and related clinical sciences.,'51',Bachelor's degree,100,55,45,0,0,0,13,8,5,7,3,4,7,4,3,73,40,33,,,,,,,,,,0,0,0,0,0,0
2008-2009,152080,University of Notre Dame,First major,Mathematics and statistics.,'27',Bachelor's degree,39,22,17,0,0,0,1,1,0,0,0,0,1,1,0,37,20,17,,,,,,,,,,0,0,0,0,0,0
2008-2009,152080,University of Notre Dame,First major,Psychology.,'42',Bachelor's degree,122,32,90,1,0,1,8,4,4,11,2,9,11,2,9,89,22,67,,,,,,,,,,0,0,0,2,2,0
2008-2009,152080,University of Notre Dame,First major,Theology and religious vocations.,'39',Bachelor's degree,31,15,16,0,0,0,0,0,0,0,0,0,1,0,1,30,15,15,,,,,,,,,,0,0,0,0,0,0
2008-2009,152080,University of Notre Dame,First major,Area- ethnic- cultural- and gender studies.,'05',Bachelor's degree,37,10,27,0,0,0,1,0,1,1,0,1,4,2,2,31,8,23,,,,,,,,,,0,0,0,0,0,0
2008-2009,152080,University of Notre Dame,First major,Philosophy and religious studies.,'38',Bachelor's degree,38,24,14,1,0,1,0,0,0,3,2,1,4,1,3,29,21,8,,,,,,,,,,0,0,0,1,0,1
2008-2009,152080,University of Notre Dame,First major,Architecture and related services.,'04',Bachelor's degree,46,20,26,0,0,0,2,1,1,0,0,0,5,1,4,33,16,17,,,,,,,,,,0,0,0,6,2,4
2008-2009,152080,University of Notre Dame,First major,Foreign languages- literatures- and linguistics.,'16',Bachelor's degree,59,20,39,0,0,0,10,2,8,0,0,0,9,2,7,40,16,24,,,,,,,,,,0,0,0,0,0,0
2008-2009,152080,University of Notre Dame,First major,History,'54',Bachelor's degree,73,43,30,0,0,0,5,5,0,4,3,1,4,3,1,59,32,27,,,,,,,,,,0,0,0,1,0,1
2008-2009,152080,University of Notre Dame,First major,Liberal arts and sciences- general studies and humanities.,'24',Bachelor's degree,44,20,24,0,0,0,1,0,1,0,0,0,7,3,4,36,17,19,,,,,,,,,,0,0,0,0,0,0
2008-2009,152080,University of Notre Dame,First major,Multi/interdisciplinary studies.,'30',Bachelor's degree,45,28,17,0,0,0,6,5,1,1,0,1,5,2,3,31,20,11,,,,,,,,,,0,0,0,2,1,1
2008-2009,152080,University of Notre Dame,First major,Natural resources and conservation.,'03',Bachelor's degree,13,6,7,0,0,0,1,0,1,0,0,0,0,0,0,12,6,6,,,,,,,,,,0,0,0,0,0,0
2008-2009,152080,University of Notre Dame,First major,Social sciences.,'45',Bachelor's degree,329,157,172,6,2,4,16,10,6,11,5,6,43,16,27,244,119,125,,,,,,,,,,0,0,0,9,5,4
2008-2009,152080,University of Notre Dame,First major,Visual and performing arts.,'50',Bachelor's degree,100,37,63,2,1,1,5,2,3,5,4,1,5,2,3,81,28,53,,,,,,,,,,0,0,0,2,0,2
2008-2009,152080,University of Notre Dame,First major,Business- management- marketing- and related support services.,'52',Bachelor's degree,513,313,200,3,1,2,45,22,23,14,9,5,46,27,19,387,247,140,,,,,,,,,,0,0,0,18,7,11
2008-2009,152080,University of Notre Dame,First major,Education.,'13',Bachelor's degree,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,,,,,,,0,0,0,0,0,0
2008-2009,152080,University of Notre Dame,First major,Physical sciences.,'40',Bachelor's degree,41,34,7,0,0,0,2,1,1,1,1,0,0,0,0,37,31,6,,,,,,,,,,0,0,0,1,1,0
2008-2009,207500,University of Oklahoma Norman Campus,First major,Engineering.,'14',Bachelor's degree,294,236,58,20,17,3,21,17,4,14,9,5,17,13,4,194,158,36,,,,,,,,,,0,0,0,28,22,6
2008-2009,207500,University of Oklahoma Norman Campus,First major,Foreign languages- literatures- and linguistics.,'16',Bachelor's degree,84,30,54,4,0,4,6,2,4,3,0,3,7,4,3,61,23,38,,,,,,,,,,0,0,0,3,1,2
2008-2009,207500,University of Oklahoma Norman Campus,First major,Multi/interdisciplinary studies.,'30',Bachelor's degree,82,35,47,0,0,0,10,3,7,3,1,2,7,1,6,58,27,31,,,,,,,,,,0,0,0,4,3,1
2008-2009,207500,University of Oklahoma Norman Campus,First major,Natural resources and conservation.,'03',Bachelor's degree,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,,,,,,,,,,0,0,0,0,0,0
2008-2009,207500,University of Oklahoma Norman Campus,First major,Parks- recreation- leisure- and fitness studies.,'31',Bachelor's degree,83,35,48,5,5,0,4,1,3,4,2,2,3,1,2,67,26,41,,,,,,,,,,0,0,0,0,0,0
2008-2009,207500,University of Oklahoma Norman Campus,First major,Architecture and related services.,'04',Bachelor's degree,64,40,24,4,0,4,3,2,1,3,2,1,2,0,2,51,36,15,,,,,,,,,,0,0,0,1,0,1
2008-2009,207500,University of Oklahoma Norman Campus,First major,Area- ethnic- cultural- and gender studies.,'05',Bachelor's degree,23,6,17,9,3,6,0,0,0,10,2,8,0,0,0,4,1,3,,,,,,,,,,0,0,0,0,0,0
2008-2009,207500,University of Oklahoma Norman Campus,First major,Business- management- marketing- and related support services.,'52',Bachelor's degree,631,390,241,38,32,6,18,12,6,27,13,14,10,7,3,522,320,202,,,,,,,,,,0,0,0,16,6,10
2008-2009,207500,University of Oklahoma Norman Campus,First major,Education.,'13',Bachelor's degree,180,32,148,14,3,11,3,0,3,2,1,1,11,0,11,150,28,122,,,,,,,,,,0,0,0,0,0,0
2008-2009,207500,University of Oklahoma Norman Campus,First major,Physical sciences.,'40',Bachelor's degree,81,57,24,5,5,0,8,7,1,1,0,1,2,1,1,62,42,20,,,,,,,,,,0,0,0,3,2,1
2008-2009,207500,University of Oklahoma Norman Campus,First major,Psychology.,'42',Bachelor's degree,180,54,126,11,4,7,20,9,11,11,1,10,5,0,5,131,40,91,,,,,,,,,,0,0,0,2,0,2
2008-2009,207500,University of Oklahoma Norman Campus,First major,Public administration and social service professions.,'44',Bachelor's degree,41,12,29,3,3,0,6,1,5,3,1,2,0,0,0,29,7,22,,,,,,,,,,0,0,0,0,0,0
2008-2009,207500,University of Oklahoma Norman Campus,First major,Transportation and materials moving.,'49',Bachelor's degree,31,28,3,1,1,0,4,4,0,1,1,0,0,0,0,25,22,3,,,,,,,,,,0,0,0,0,0,0
2008-2009,207500,University of Oklahoma Norman Campus,First major,Biological and biomedical sciences.,'26',Bachelor's degree,314,134,180,19,9,10,59,22,37,22,4,18,7,3,4,200,94,106,,,,,,,,,,0,0,0,7,2,5
2008-2009,207500,University of Oklahoma Norman Campus,First major,Communication- journalism- and related programs.,'09',Bachelor's degree,440,153,287,25,10,15,15,8,7,30,8,22,17,7,10,348,117,231,,,,,,,,,,0,0,0,5,3,2
2008-2009,207500,University of Oklahoma Norman Campus,First major,English language and literature/letters.,'23',Bachelor's degree,66,25,41,5,0,5,2,0,2,2,1,1,0,0,0,57,24,33,,,,,,,,,,0,0,0,0,0,0
2008-2009,207500,University of Oklahoma Norman Campus,First major,Health professions and related clinical sciences.,'51',Bachelor's degree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,0
2008-2009,207500,University of Oklahoma Norman Campus,First major,Computer and information sciences and support services.,'11',Bachelor's degree,25,20,5,2,2,0,1,1,0,1,0,1,1,1,0,19,16,3,,,,,,,,,,0,0,0,1,0,1
2008-2009,207500,University of Oklahoma Norman Campus,First major,History,'54',Bachelor's degree,72,48,24,3,2,1,1,0,1,0,0,0,3,1,2,64,44,20,,,,,,,,,,0,0,0,1,1,0
2008-2009,207500,University of Oklahoma Norman Campus,First major,Liberal arts and sciences- general studies and humanities.,'24',Bachelor's degree,524,263,261,41,19,22,17,8,9,45,25,20,15,10,5,404,199,205,,,,,,,,,,0,0,0,2,2,0
2008-2009,207500,University of Oklahoma Norman Campus,First major,Mathematics and statistics.,'27',Bachelor's degree,41,28,13,2,1,1,0,0,0,2,1,1,2,1,1,34,24,10,,,,,,,,,,0,0,0,1,1,0
2008-2009,207500,University of Oklahoma Norman Campus,First major,Philosophy and religious studies.,'38',Bachelor's degree,28,15,13,1,1,0,0,0,0,0,0,0,2,2,0,25,12,13,,,,,,,,,,0,0,0,0,0,0
2008-2009,207500,University of Oklahoma Norman Campus,First major,Security and protective services.,'43',Bachelor's degree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,0
2008-2009,207500,University of Oklahoma Norman Campus,First major,Social sciences.,'45',Bachelor's degree,394,228,166,34,16,18,18,15,3,20,7,13,27,7,20,294,182,112,,,,,,,,,,0,0,0,1,1,0
2008-2009,207500,University of Oklahoma Norman Campus,First major,Visual and performing arts.,'50',Bachelor's degree,181,71,110,12,6,6,5,3,2,5,3,2,4,2,2,153,56,97,,,,,,,,,,0,0,0,2,1,1
2008-2009,209551,University of Oregon,First major,Communication- journalism- and related programs.,'09',Bachelor's degree,286,84,202,2,0,2,8,4,4,4,0,4,11,4,7,237,68,169,,,,,,,,,,17,5,12,7,3,4
2008-2009,209551,University of Oregon,First major,Education.,'13',Bachelor's degree,76,13,63,1,1,0,4,1,3,0,0,0,0,0,0,61,9,52,,,,,,,,,,6,0,6,4,2,2
2008-2009,209551,University of Oregon,First major,Foreign languages- literatures- and linguistics.,'16',Bachelor's degree,209,73,136,0,0,0,12,4,8,2,2,0,11,2,9,156,54,102,,,,,,,,,,18,7,11,10,4,6
2008-2009,209551,University of Oregon,First major,History,'54',Bachelor's degree,125,79,46,0,0,0,3,1,2,1,1,0,5,0,5,97,64,33,,,,,,,,,,16,10,6,3,3,0
2008-2009,209551,University of Oregon,First major,Area- ethnic- cultural- and gender studies.,'05',Bachelor's degree,34,12,22,4,1,3,6,3,3,2,1,1,2,0,2,19,7,12,,,,,,,,,,1,0,1,0,0,0
2008-2009,209551,University of Oregon,First major,Biological and biomedical sciences.,'26',Bachelor's degree,246,116,130,0,0,0,22,9,13,4,2,2,5,2,3,192,89,103,,,,,,,,,,17,12,5,6,2,4
2008-2009,209551,University of Oregon,First major,Mathematics and statistics.,'27',Bachelor's degree,46,25,21,0,0,0,2,0,2,0,0,0,0,0,0,38,22,16,,,,,,,,,,3,2,1,3,1,2
2008-2009,209551,University of Oregon,First major,English language and literature/letters.,'23',Bachelor's degree,148,55,93,2,0,2,3,2,1,0,0,0,1,0,1,130,49,81,,,,,,,,,,10,4,6,2,0,2
2008-2009,209551,University of Oregon,First major,Multi/interdisciplinary studies.,'30',Bachelor's degree,195,67,128,2,1,1,17,7,10,3,1,2,6,2,4,143,48,95,,,,,,,,,,19,7,12,5,1,4
2008-2009,209551,University of Oregon,First major,Physical sciences.,'40',Bachelor's degree,33,16,17,1,1,0,2,2,0,0,0,0,1,1,0,27,11,16,,,,,,,,,,1,0,1,1,1,0
2008-2009,209551,University of Oregon,First major,Psychology.,'42',Bachelor's degree,257,74,183,2,0,2,13,4,9,0,0,0,10,3,7,195,54,141,,,,,,,,,,20,11,9,17,2,15
