Year,unitid,Institution_Name,Major,CIP_Classificaiton,cipcode,Award_Level,Total,T.M,T.F,T.AI,T.AI.M,T.AI.F,T.AS,T.AS.M,T.AS.W,T.AA,T.AA.M,T.AA.F,T.H,T.H.M,T.H.F,T.PI,T.PI.M,T.PI.F,T.C,T.C.M,T.C.F,T.MIX,T.MIX.M,T.MIX.M,T.UNK,T.UNK.M,T.UNK.W,T.NON,T.NON.M,T.NON.W,T.AS/PI,T.AS/PI.M,T.AS/PI.F
2010-2011,186380,Rutgers University-New Brunswick,First major,Communication- Journalism- and Related Programs,'09',Bachelor's degree,633,205,428,1,0,1,105,31,74,48,12,36,70,19,51,2,1,1,374,128,246,11,5,6,14,6,8,8,3,5,107,32,75
2010-2011,186380,Rutgers University-New Brunswick,First major,Health Professions and Related Programs,'51',Bachelor's degree,125,24,101,0,0,0,29,3,26,47,8,39,12,4,8,1,0,1,24,6,18,2,0,2,10,3,7,0,0,0,30,3,27
2010-2011,186380,Rutgers University-New Brunswick,First major,History,'54',Bachelor's degree,250,151,99,0,0,0,22,12,10,13,5,8,20,11,9,0,0,0,180,114,66,8,3,5,6,5,1,1,1,0,22,12,10
2010-2011,198419,Duke University,First major,Multi/Interdisciplinary Studies,'30',Bachelor's degree,25,11,14,0,0,0,6,3,3,1,0,1,1,1,0,0,0,0,17,7,10,0,0,0,0,0,0,0,0,0,6,3,3
2010-2011,199120,University of North Carolina at Chapel Hill,First major,Business- Management- Marketing- and Related Support Services,'52',Bachelor's degree,429,263,166,1,0,1,25,16,9,26,13,13,26,21,5,13,10,3,314,183,131,6,5,1,7,5,2,11,10,1,38,26,12
2010-2011,199120,University of North Carolina at Chapel Hill,First major,Computer and Information Sciences and Support Services,'11',Bachelor's degree,34,23,11,0,0,0,2,2,0,2,0,2,2,2,0,0,0,0,26,17,9,0,0,0,2,2,0,0,0,0,2,2,0
2010-2011,199120,University of North Carolina at Chapel Hill,First major,Education,'13',Bachelor's degree,97,6,91,2,0,2,1,1,0,5,1,4,3,0,3,1,0,1,81,4,77,1,0,1,2,0,2,1,0,1,2,1,1
2010-2011,199120,University of North Carolina at Chapel Hill,First major,Family and Consumer Sciences/Human Sciences,'19',Bachelor's degree,17,1,16,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,14,0,14,0,0,0,1,0,1,0,0,0,2,1,1
2010-2011,199120,University of North Carolina at Chapel Hill,First major,Foreign Languages- Literatures- and Linguistics,'16',Bachelor's degree,118,33,85,1,0,1,1,0,1,13,7,6,11,2,9,0,0,0,87,23,64,3,1,2,2,0,2,0,0,0,1,0,1
2010-2011,199120,University of North Carolina at Chapel Hill,First major,Multi/Interdisciplinary Studies,'30',Bachelor's degree,49,32,17,0,0,0,2,1,1,2,1,1,4,1,3,2,1,1,38,27,11,0,0,0,1,1,0,0,0,0,4,2,2
2010-2011,199120,University of North Carolina at Chapel Hill,First major,Visual and Performing Arts,'50',Bachelor's degree,129,37,92,0,0,0,2,0,2,7,4,3,5,0,5,4,2,2,104,29,75,2,0,2,5,2,3,0,0,0,6,2,4
2010-2011,230728,Utah State University,First major,Biological and Biomedical Sciences,'26',Bachelor's degree,75,49,26,2,2,0,2,1,1,0,0,0,0,0,0,1,0,1,63,40,23,0,0,0,4,4,0,3,2,1,3,1,2
2010-2011,230728,Utah State University,First major,Mechanic and Repair Technologies/Technicians,'47',Bachelor's degree,12,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,1,0,0,0,1,1,0,0,0,0,0,0,0
2010-2011,243744,Stanford University,First major,Biological and Biomedical Sciences,'26',Bachelor's degree,124,55,69,0,0,0,46,18,28,2,2,0,15,6,9,0,0,0,45,21,24,9,4,5,2,1,1,5,3,2,46,18,28
2010-2011,243744,Stanford University,First major,Engineering Technologies and Engineering-related Fields,'15',Bachelor's degree,62,40,22,0,0,0,17,9,8,3,3,0,12,8,4,0,0,0,14,10,4,6,4,2,1,1,0,9,5,4,17,9,8
2010-2011,243744,Stanford University,First major,English Language and Literature/Letters,'23',Bachelor's degree,56,19,37,0,0,0,4,1,3,4,2,2,6,3,3,0,0,0,30,9,21,9,3,6,2,1,1,1,0,1,4,1,3
2010-2011,243744,Stanford University,First major,Liberal Arts and Sciences- General Studies and Humanities,'24',Bachelor's degree,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2010-2011,209542,Oregon State University,First major,Business- Management- Marketing- and Related Support Services,'52',Bachelor's degree,504,326,178,7,5,2,44,28,16,4,4,0,24,16,8,5,1,4,365,238,127,2,1,1,46,29,17,7,4,3,49,29,20
2010-2011,209542,Oregon State University,First major,Education,'13',Bachelor's degree,67,20,47,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,60,19,41,1,0,1,2,1,1,0,0,0,2,0,2
2010-2011,209542,Oregon State University,First major,Foreign Languages- Literatures- and Linguistics,'16',Bachelor's degree,43,9,34,0,0,0,1,0,1,1,1,0,5,1,4,0,0,0,33,5,28,0,0,0,3,2,1,0,0,0,1,0,1
2010-2011,209542,Oregon State University,First major,Multi/Interdisciplinary Studies,'30',Bachelor's degree,158,83,75,1,1,0,36,18,18,1,0,1,7,4,3,1,1,0,92,49,43,4,2,2,11,6,5,5,2,3,37,19,18
2010-2011,209551,University of Oregon,First major,Biological and Biomedical Sciences,'26',Bachelor's degree,246,101,145,1,0,1,17,8,9,5,4,1,9,4,5,3,2,1,195,75,120,1,1,0,12,6,6,3,1,2,20,10,10
2010-2011,209551,University of Oregon,First major,Business- Management- Marketing- and Related Support Services,'52',Bachelor's degree,538,343,195,5,3,2,43,21,22,8,6,2,15,8,7,3,2,1,365,241,124,2,0,2,18,12,6,79,50,29,46,23,23
2010-2011,209551,University of Oregon,First major,Communication- Journalism- and Related Programs,'09',Bachelor's degree,325,116,209,4,0,4,8,2,6,3,1,2,12,5,7,4,1,3,264,101,163,5,0,5,12,2,10,13,4,9,12,3,9
2010-2011,209551,University of Oregon,First major,Education,'13',Bachelor's degree,93,20,73,3,0,3,5,0,5,0,0,0,3,1,2,0,0,0,72,14,58,0,0,0,8,5,3,2,0,2,5,0,5
2010-2011,209551,University of Oregon,First major,Health Professions and Related Programs,'51',Bachelor's degree,24,0,24,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,19,0,19,0,0,0,1,0,1,1,0,1,2,0,2
2010-2011,209551,University of Oregon,First major,History,'54',Bachelor's degree,136,82,54,3,2,1,3,0,3,2,2,0,5,4,1,0,0,0,114,68,46,1,1,0,7,4,3,1,1,0,3,0,3
2010-2011,209551,University of Oregon,First major,Public Administration and Social Service Professions,'44',Bachelor's degree,120,38,82,2,0,2,4,1,3,4,2,2,5,2,3,3,1,2,90,26,64,2,0,2,7,4,3,3,2,1,7,2,5
2010-2011,217882,Clemson University,First major,Education,'13',Bachelor's degree,186,29,157,0,0,0,2,1,1,8,4,4,4,2,2,0,0,0,167,22,145,0,0,0,5,0,5,0,0,0,2,1,1
2010-2011,217882,Clemson University,First major,Engineering Technologies and Engineering-related Fields,'15',Bachelor's degree,32,27,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,27,5,0,0,0,0,0,0,0,0,0,0,0,0
2010-2011,217882,Clemson University,First major,English Language and Literature/Letters,'23',Bachelor's degree,121,26,95,0,0,0,1,0,1,9,4,5,2,1,1,0,0,0,104,20,84,0,0,0,5,1,4,0,0,0,1,0,1
2010-2011,217882,Clemson University,First major,Health Professions and Related Programs,'51',Bachelor's degree,292,51,241,1,0,1,4,0,4,25,2,23,5,2,3,0,0,0,242,44,198,2,1,1,11,2,9,2,0,2,4,0,4
2010-2011,217882,Clemson University,First major,Natural Resources and Conservation,'03',Bachelor's degree,41,29,12,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,38,28,10,0,0,0,1,1,0,0,0,0,0,0,0
2010-2011,217882,Clemson University,First major,Philosophy and Religious Studies,'38',Bachelor's degree,14,10,4,0,0,0,0,0,0,2,1,1,1,0,1,0,0,0,9,7,2,0,0,0,2,2,0,0,0,0,0,0,0
2010-2011,217882,Clemson University,First major,Psychology,'42',Bachelor's degree,151,31,120,0,0,0,1,0,1,12,3,9,1,0,1,0,0,0,125,26,99,0,0,0,10,2,8,2,0,2,1,0,1
2010-2011,217882,Clemson University,First major,Social Sciences,'45',Bachelor's degree,241,128,113,2,2,0,3,2,1,31,17,14,1,1,0,1,1,0,180,97,83,1,1,0,12,4,8,10,3,7,4,3,1
2010-2011,218663,University of South Carolina-Columbia,First major,Business- Management- Marketing- and Related Support Services,'52',Bachelor's degree,1231,651,580,4,4,0,36,19,17,92,44,48,28,16,12,2,1,1,1004,534,470,24,8,16,11,7,4,30,18,12,38,20,18
2010-2011,218663,University of South Carolina-Columbia,First major,Foreign Languages- Literatures- and Linguistics,'16',Bachelor's degree,31,11,20,0,0,0,1,0,1,2,1,1,1,0,1,0,0,0,23,10,13,4,0,4,0,0,0,0,0,0,1,0,1
2010-2011,218663,University of South Carolina-Columbia,First major,Health Professions and Related Programs,'51',Bachelor's degree,255,30,225,1,0,1,6,2,4,33,4,29,4,0,4,2,1,1,196,22,174,11,0,11,1,0,1,1,1,0,8,3,5
2010-2011,218663,University of South Carolina-Columbia,First major,Parks- Recreation- Leisure and Fitness Studies,'31',Bachelor's degree,141,90,51,1,1,0,0,0,0,12,7,5,2,1,1,1,1,0,121,78,43,3,2,1,1,0,1,0,0,0,1,1,0
2010-2011,218663,University of South Carolina-Columbia,First major,Philosophy and Religious Studies,'38',Bachelor's degree,26,22,4,0,0,0,0,0,0,4,3,1,1,1,0,0,0,0,21,18,3,0,0,0,0,0,0,0,0,0,0,0,0
2010-2011,218663,University of South Carolina-Columbia,First major,Physical Sciences,'40',Bachelor's degree,57,35,22,0,0,0,5,2,3,2,1,1,5,3,2,0,0,0,40,26,14,3,2,1,0,0,0,2,1,1,5,2,3
2010-2011,221999,Vanderbilt University,First major,Engineering,'14',Bachelor's degree,297,198,99,0,0,0,16,12,4,11,8,3,13,11,2,0,0,0,191,122,69,5,4,1,10,9,1,51,32,19,16,12,4
2010-2011,221999,Vanderbilt University,First major,English Language and Literature/Letters,'23',Bachelor's degree,85,32,53,0,0,0,2,0,2,8,2,6,7,4,3,0,0,0,60,22,38,0,0,0,8,4,4,0,0,0,2,0,2
2010-2011,228246,Southern Methodist University,First major,Education,'13',Bachelor's degree,7,3,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0
2010-2011,228246,Southern Methodist University,First major,Engineering Technologies and Engineering-related Fields,'15',Bachelor's degree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-2011,228246,Southern Methodist University,First major,Mathematics and Statistics,'27',Bachelor's degree,52,28,24,0,0,0,4,2,2,1,0,1,6,1,5,0,0,0,36,21,15,0,0,0,0,0,0,5,4,1,4,2,2
2010-2011,228723,Texas A & M University-College Station,First major,Biological and Biomedical Sciences,'26',Bachelor's degree,697,285,412,1,0,1,93,52,41,8,1,7,100,44,56,1,0,1,475,181,294,15,6,9,0,0,0,4,1,3,94,52,42
2010-2011,228723,Texas A & M University-College Station,First major,Business- Management- Marketing- and Related Support Services,'52',Bachelor's degree,1569,792,777,9,4,5,79,49,30,35,12,23,177,87,90,3,2,1,1223,620,603,26,10,16,2,1,1,15,7,8,82,51,31
2010-2011,228723,Texas A & M University-College Station,First major,Family and Consumer Sciences/Human Sciences,'19',Bachelor's degree,148,19,129,1,0,1,9,1,8,3,1,2,23,6,17,0,0,0,108,10,98,3,1,2,0,0,0,1,0,1,9,1,8
2010-2011,228723,Texas A & M University-College Station,First major,Multi/Interdisciplinary Studies,'30',Bachelor's degree,803,166,637,2,0,2,14,2,12,14,3,11,96,25,71,0,0,0,663,130,533,8,2,6,0,0,0,6,4,2,14,2,12
2010-2011,228723,Texas A & M University-College Station,First major,Philosophy and Religious Studies,'38',Bachelor's degree,25,18,7,0,0,0,0,0,0,1,0,1,4,4,0,0,0,0,20,14,6,0,0,0,0,0,0,0,0,0,0,0,0
2010-2011,228723,Texas A & M University-College Station,First major,Social Sciences,'45',Bachelor's degree,591,319,272,1,1,0,19,10,9,19,6,13,103,44,59,0,0,0,432,250,182,8,3,5,0,0,0,9,5,4,19,10,9
2010-2011,228778,The University of Texas at Austin,First major,Biological and Biomedical Sciences,'26',Bachelor's degree,830,397,433,2,2,0,296,146,150,29,13,16,115,53,62,0,0,0,356,170,186,3,3,0,3,0,3,26,10,16,296,146,150
2010-2011,204796,Ohio State University-Main Campus,First major,Architecture and Related Services,'04',Bachelor's degree,115,71,44,2,2,0,7,5,2,5,4,1,2,1,1,0,0,0,88,54,34,3,1,2,3,2,1,5,2,3,7,5,2
2010-2011,204796,Ohio State University-Main Campus,First major,Family and Consumer Sciences/Human Sciences,'19',Bachelor's degree,773,220,553,2,0,2,32,9,23,55,14,41,17,6,11,0,0,0,648,183,465,2,1,1,8,4,4,9,3,6,32,9,23
2010-2011,204796,Ohio State University-Main Campus,First major,Foreign Languages- Literatures- and Linguistics,'16',Bachelor's degree,298,110,188,1,0,1,18,3,15,10,4,6,16,9,7,0,0,0,239,89,150,2,1,1,6,2,4,6,2,4,18,3,15
2010-2011,204796,Ohio State University-Main Campus,First major,Health Professions and Related Programs,'51',Bachelor's degree,823,172,651,1,0,1,39,9,30,40,7,33,11,2,9,0,0,0,698,146,552,4,0,4,19,5,14,11,3,8,39,9,30
2010-2011,204796,Ohio State University-Main Campus,First major,Physical Sciences,'40',Bachelor's degree,128,83,45,1,1,0,8,3,5,3,2,1,1,1,0,0,0,0,108,72,36,0,0,0,2,1,1,5,3,2,8,3,5
2010-2011,204796,Ohio State University-Main Campus,First major,Visual and Performing Arts,'50',Bachelor's degree,347,146,201,3,1,2,18,6,12,27,12,15,10,5,5,0,0,0,274,121,153,5,0,5,8,1,7,2,0,2,18,6,12
2010-2011,207388,Oklahoma State University-Main Campus,First major,Agriculture- Agriculture Operations and Related Sciences,'01',Bachelor's degree,297,160,137,26,19,7,0,0,0,3,1,2,8,4,4,0,0,0,244,124,120,13,9,4,2,2,0,1,1,0,0,0,0
2010-2011,207388,Oklahoma State University-Main Campus,First major,Communication- Journalism- and Related Programs,'09',Bachelor's degree,142,51,91,5,2,3,1,0,1,10,4,6,4,0,4,0,0,0,110,41,69,9,1,8,1,1,0,2,2,0,1,0,1
2010-2011,207388,Oklahoma State University-Main Campus,First major,Family and Consumer Sciences/Human Sciences,'19',Bachelor's degree,279,17,262,25,2,23,4,0,4,4,0,4,12,5,7,0,0,0,223,10,213,6,0,6,2,0,2,3,0,3,4,0,4
2010-2011,207388,Oklahoma State University-Main Campus,First major,Health Professions and Related Programs,'51',Bachelor's degree,103,25,78,9,4,5,1,0,1,7,2,5,5,2,3,0,0,0,74,15,59,4,1,3,1,0,1,2,1,1,1,0,1
2010-2011,207388,Oklahoma State University-Main Campus,First major,History,'54',Bachelor's degree,37,20,17,2,1,1,1,1,0,1,1,0,0,0,0,0,0,0,31,16,15,1,0,1,1,1,0,0,0,0,1,1,0
2010-2011,207388,Oklahoma State University-Main Campus,First major,Homeland Security- Law Enforcement- Firefighting- and Related Protective Service,'43',Bachelor's degree,45,40,5,4,4,0,0,0,0,0,0,0,2,1,1,0,0,0,36,32,4,1,1,0,2,2,0,0,0,0,0,0,0
2010-2011,207388,Oklahoma State University-Main Campus,First major,Parks- Recreation- Leisure and Fitness Studies,'31',Bachelor's degree,18,2,16,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,17,2,15,0,0,0,0,0,0,0,0,0,0,0,0
2010-2011,207388,Oklahoma State University-Main Campus,First major,Social Sciences,'45',Bachelor's degree,158,85,73,8,7,1,3,2,1,9,5,4,11,4,7,0,0,0,114,57,57,4,3,1,5,4,1,4,3,1,3,2,1
2010-2011,207388,Oklahoma State University-Main Campus,First major,Transportation and Materials Moving,'49',Bachelor's degree,60,53,7,5,5,0,0,0,0,1,1,0,1,1,0,0,0,0,48,43,5,1,1,0,0,0,0,4,2,2,0,0,0
2010-2011,207388,Oklahoma State University-Main Campus,First major,Visual and Performing Arts,'50',Bachelor's degree,85,30,55,4,3,1,6,3,3,1,0,1,1,1,0,0,0,0,67,19,48,5,3,2,1,1,0,0,0,0,6,3,3
2010-2011,207500,University of Oklahoma Norman Campus,First major,Business- Management- Marketing- and Related Support Services,'52',Bachelor's degree,621,352,269,27,17,10,20,7,13,28,11,17,7,4,3,0,0,0,474,275,199,3,2,1,44,23,21,18,13,5,20,7,13
2010-2011,207500,University of Oklahoma Norman Campus,First major,Health Professions and Related Programs,'51',Bachelor's degree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-2011,228778,The University of Texas at Austin,First major,Communication- Journalism- and Related Programs,'09',Bachelor's degree,1137,361,776,9,0,9,107,35,72,67,19,48,195,56,139,0,0,0,733,236,497,3,1,2,2,1,1,21,13,8,107,35,72
2010-2011,228778,The University of Texas at Austin,First major,English Language and Literature/Letters,'23',Bachelor's degree,358,96,262,0,0,0,23,8,15,14,3,11,69,22,47,0,0,0,244,61,183,3,0,3,0,0,0,5,2,3,23,8,15
2010-2011,228778,The University of Texas at Austin,First major,Family and Consumer Sciences/Human Sciences,'19',Bachelor's degree,334,34,300,1,0,1,79,18,61,23,0,23,65,5,60,0,0,0,157,9,148,2,0,2,0,0,0,7,2,5,79,18,61
2010-2011,228778,The University of Texas at Austin,First major,Health Professions and Related Programs,'51',Bachelor's degree,310,32,278,1,0,1,23,3,20,6,1,5,81,10,71,0,0,0,186,18,168,0,0,0,5,0,5,8,0,8,23,3,20
2010-2011,228778,The University of Texas at Austin,First major,History,'54',Bachelor's degree,286,164,122,1,1,0,21,11,10,8,1,7,49,29,20,0,0,0,204,121,83,1,0,1,0,0,0,2,1,1,21,11,10
2010-2011,228778,The University of Texas at Austin,First major,Multi/Interdisciplinary Studies,'30',Bachelor's degree,257,32,225,3,0,3,29,3,26,24,7,17,64,9,55,0,0,0,129,12,117,1,0,1,0,0,0,7,1,6,29,3,26
2010-2011,228778,The University of Texas at Austin,First major,Physical Sciences,'40',Bachelor's degree,213,141,72,0,0,0,41,25,16,6,4,2,41,28,13,0,0,0,107,71,36,2,1,1,0,0,0,16,12,4,41,25,16
2010-2011,228778,The University of Texas at Austin,First major,Psychology,'42',Bachelor's degree,376,102,274,1,0,1,61,15,46,21,7,14,72,21,51,0,0,0,210,56,154,2,1,1,0,0,0,9,2,7,61,15,46
2010-2011,228778,The University of Texas at Austin,First major,Public Administration and Social Service Professions,'44',Bachelor's degree,79,9,70,0,0,0,3,0,3,7,0,7,23,2,21,0,0,0,41,6,35,0,0,0,0,0,0,5,1,4,3,0,3
2010-2011,228778,The University of Texas at Austin,First major,Social Sciences,'45',Bachelor's degree,1210,655,555,11,3,8,173,88,85,33,14,19,258,132,126,0,0,0,662,380,282,3,0,3,6,3,3,64,35,29,173,88,85
2010-2011,230728,Utah State University,First major,Agriculture- Agriculture Operations and Related Sciences,'01',Bachelor's degree,90,58,32,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,80,56,24,0,0,0,6,0,6,2,1,1,0,0,0
2010-2011,230728,Utah State University,First major,Engineering,'14',Bachelor's degree,216,196,20,2,2,0,3,3,0,0,0,0,5,5,0,2,1,1,170,154,16,0,0,0,17,15,2,17,16,1,5,4,1
2010-2011,230728,Utah State University,First major,Liberal Arts and Sciences- General Studies and Humanities,'24',Bachelor's degree,40,18,22,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,35,15,20,0,0,0,4,3,1,0,0,0,0,0,0
2010-2011,230728,Utah State University,First major,Natural Resources and Conservation,'03',Bachelor's degree,24,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,15,8,0,0,0,0,0,0,1,1,0,0,0,0
2010-2011,230728,Utah State University,First major,Psychology,'42',Bachelor's degree,88,35,53,0,0,0,0,0,0,1,1,0,2,1,1,1,0,1,80,32,48,1,0,1,2,0,2,1,1,0,1,0,1
2010-2011,230728,Utah State University,First major,Social Sciences,'45',Bachelor's degree,476,284,192,2,2,0,2,1,1,6,5,1,8,2,6,0,0,0,183,128,55,0,0,0,245,131,114,30,15,15,2,1,1
2010-2011,230728,Utah State University,First major,Transportation and Materials Moving,'49',Bachelor's degree,15,14,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,13,12,1,0,0,0,0,0,0,0,0,0,2,2,0
2010-2011,243744,Stanford University,First major,Engineering,'14',Bachelor's degree,261,181,80,2,2,0,63,39,24,12,11,1,41,30,11,0,0,0,94,65,29,27,18,9,4,3,1,18,13,5,63,39,24
2010-2011,243744,Stanford University,First major,Foreign Languages- Literatures- and Linguistics,'16',Bachelor's degree,43,17,26,1,0,1,6,1,5,3,1,2,3,0,3,0,0,0,20,11,9,5,1,4,1,0,1,4,3,1,6,1,5
2010-2011,209542,Oregon State University,First major,Area- Ethnic- Cultural- Gender- and Group Studies,'05',Bachelor's degree,9,3,6,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,5,1,4,1,0,1,1,0,1,0,0,0,1,1,0
2010-2011,209542,Oregon State University,First major,English Language and Literature/Letters,'23',Bachelor's degree,55,15,40,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,46,14,32,0,0,0,5,1,4,0,0,0,1,0,1
2010-2011,209542,Oregon State University,First major,Health Professions and Related Programs,'51',Bachelor's degree,97,21,76,1,0,1,6,0,6,3,3,0,2,0,2,2,1,1,73,15,58,0,0,0,8,1,7,2,1,1,8,1,7
2010-2011,209542,Oregon State University,First major,Mathematics and Statistics,'27',Bachelor's degree,23,14,9,0,0,0,3,3,0,1,1,0,0,0,0,0,0,0,16,8,8,0,0,0,2,1,1,1,1,0,3,3,0
2010-2011,209542,Oregon State University,First major,Philosophy and Religious Studies,'38',Bachelor's degree,18,12,6,1,1,0,2,1,1,0,0,0,1,0,1,0,0,0,13,9,4,0,0,0,1,1,0,0,0,0,2,1,1
2010-2011,209542,Oregon State University,First major,Visual and Performing Arts,'50',Bachelor's degree,107,30,77,2,0,2,8,1,7,4,1,3,6,4,2,3,0,3,75,22,53,0,0,0,9,2,7,0,0,0,11,1,10
2010-2011,209551,University of Oregon,First major,Area- Ethnic- Cultural- Gender- and Group Studies,'05',Bachelor's degree,50,13,37,1,1,0,9,2,7,3,1,2,0,0,0,1,1,0,28,5,23,1,0,1,5,2,3,2,1,1,10,3,7
2010-2011,209551,University of Oregon,First major,Physical Sciences,'40',Bachelor's degree,51,37,14,0,0,0,3,1,2,0,0,0,1,1,0,1,0,1,38,28,10,1,1,0,4,4,0,3,2,1,4,1,3
2010-2011,209551,University of Oregon,First major,Visual and Performing Arts,'50',Bachelor's degree,286,125,161,0,0,0,15,9,6,1,1,0,11,5,6,0,0,0,229,95,134,4,2,2,17,8,9,9,5,4,15,9,6
2010-2011,217882,Clemson University,First major,Engineering,'14',Bachelor's degree,560,451,109,1,0,1,13,8,5,37,25,12,8,7,1,0,0,0,443,369,74,7,5,2,37,29,8,14,8,6,13,8,5
2010-2011,217882,Clemson University,First major,Parks- Recreation- Leisure and Fitness Studies,'31',Bachelor's degree,120,49,71,1,1,0,0,0,0,3,2,1,0,0,0,0,0,0,105,44,61,0,0,0,10,2,8,1,0,1,0,0,0
2010-2011,217882,Clemson University,First major,Visual and Performing Arts,'50',Bachelor's degree,98,22,76,0,0,0,0,0,0,8,1,7,2,0,2,0,0,0,83,18,65,0,0,0,5,3,2,0,0,0,0,0,0
2010-2011,218663,University of South Carolina-Columbia,First major,Communication- Journalism- and Related Programs,'09',Bachelor's degree,341,75,266,0,0,0,3,0,3,20,4,16,11,2,9,2,0,2,292,68,224,8,0,8,3,0,3,2,1,1,5,0,5
2010-2011,218663,University of South Carolina-Columbia,First major,Engineering,'14',Bachelor's degree,257,229,28,1,1,0,12,9,3,18,17,1,4,4,0,1,1,0,198,176,22,7,6,1,5,4,1,11,11,0,13,10,3
2010-2011,218663,University of South Carolina-Columbia,First major,Homeland Security- Law Enforcement- Firefighting- and Related Protective Service,'43',Bachelor's degree,147,84,63,0,0,0,1,0,1,32,11,21,7,3,4,0,0,0,100,64,36,6,5,1,1,1,0,0,0,0,1,0,1
2010-2011,218663,University of South Carolina-Columbia,First major,Natural Resources and Conservation,'03',Bachelor's degree,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2010-2011,218663,University of South Carolina-Columbia,First major,Public Administration and Social Service Professions,'44',Bachelor's degree,4,1,3,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2010-2011,218663,University of South Carolina-Columbia,First major,Visual and Performing Arts,'50',Bachelor's degree,220,99,121,0,0,0,1,0,1,21,14,7,9,4,5,3,2,1,176,73,103,8,5,3,2,1,1,0,0,0,4,2,2
2010-2011,243744,Stanford University,First major,History,'54',Bachelor's degree,53,26,27,0,0,0,2,0,2,2,2,0,8,5,3,0,0,0,28,14,14,10,4,6,1,1,0,2,0,2,2,0,2
2010-2011,243744,Stanford University,First major,Multi/Interdisciplinary Studies,'30',Bachelor's degree,268,96,172,1,0,1,54,14,40,15,6,9,35,16,19,1,1,0,125,47,78,28,8,20,4,1,3,5,3,2,55,15,40
2010-2011,243744,Stanford University,First major,Physical Sciences,'40',Bachelor's degree,76,44,32,1,1,0,10,5,5,0,0,0,4,1,3,0,0,0,49,29,20,7,4,3,1,1,0,4,3,1,10,5,5
2010-2011,243744,Stanford University,First major,Psychology,'42',Bachelor's degree,64,21,43,0,0,0,10,3,7,4,2,2,12,6,6,0,0,0,26,6,20,10,4,6,0,0,0,2,0,2,10,3,7
2010-2011,221999,Vanderbilt University,First major,Area- Ethnic- Cultural- Gender- and Group Studies,'05',Bachelor's degree,29,5,24,0,0,0,2,1,1,5,0,5,3,2,1,0,0,0,15,2,13,2,0,2,2,0,2,0,0,0,2,1,1
2010-2011,221999,Vanderbilt University,First major,Family and Consumer Sciences/Human Sciences,'19',Bachelor's degree,14,2,12,0,0,0,1,0,1,2,1,1,1,0,1,0,0,0,9,1,8,1,0,1,0,0,0,0,0,0,1,0,1
2010-2011,221999,Vanderbilt University,First major,Foreign Languages- Literatures- and Linguistics,'16',Bachelor's degree,62,21,41,0,0,0,2,1,1,7,2,5,5,1,4,0,0,0,41,13,28,2,2,0,4,2,2,1,0,1,2,1,1
2010-2011,221999,Vanderbilt University,First major,History,'54',Bachelor's degree,78,59,19,0,0,0,2,2,0,4,2,2,3,2,1,0,0,0,60,47,13,0,0,0,8,6,2,1,0,1,2,2,0
2010-2011,221999,Vanderbilt University,First major,Physical Sciences,'40',Bachelor's degree,39,22,17,0,0,0,8,6,2,2,1,1,2,1,1,0,0,0,26,14,12,0,0,0,0,0,0,1,0,1,8,6,2
2010-2011,228246,Southern Methodist University,First major,Area- Ethnic- Cultural- Gender- and Group Studies,'05',Bachelor's degree,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0
2010-2011,228246,Southern Methodist University,First major,Communication- Journalism- and Related Programs,'09',Bachelor's degree,185,37,148,0,0,0,5,2,3,5,1,4,14,4,10,0,0,0,156,29,127,1,0,1,0,0,0,4,1,3,5,2,3
2010-2011,228246,Southern Methodist University,First major,English Language and Literature/Letters,'23',Bachelor's degree,41,11,30,0,0,0,0,0,0,2,1,1,4,3,1,0,0,0,35,7,28,0,0,0,0,0,0,0,0,0,0,0,0
