Year,unitid,Institution_Name,Award_Level,CIP_Classificaiton,Total,T.M,T.F,T.C,T.C.M,T.C.F,T.AA,T.AA.M,T.AA.F,T.H,T.H.M,T.H.W,T.AS/PI,T.AS/PI.M,T.AS/PI.F,T.AI,T.AI.M,T.AI.F,T.UNK,T.UNK.M,T.UNK.W,T.NON,T.NON.M,T.NON.F
1989-1990,228246,Southern Methodist University,Bachelor's degree,Mathematics,12,8,4,12,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989-1990,228246,Southern Methodist University,Bachelor's degree,Philosophy and Religion,11,7,4,11,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989-1990,228246,Southern Methodist University,Bachelor's degree,Physical Sciences,11,10,1,8,8,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
1989-1990,228246,Southern Methodist University,Bachelor's degree,Protective Services,8,5,3,6,4,2,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0
1989-1990,228246,Southern Methodist University,Bachelor's degree,Psychology,72,18,54,66,17,49,2,1,1,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0
1989-1990,228246,Southern Methodist University,Bachelor's degree,Social Sciences,257,150,107,222,133,89,11,5,6,11,6,5,8,3,5,0,0,0,0,0,0,5,3,2
1989-1990,228246,Southern Methodist University,Bachelor's degree,Visual and Performing Arts,112,42,70,104,40,64,3,0,3,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0
1989-1990,243744,Stanford University,Bachelor's degree,Agribusiness and Agricultural Production,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989-1990,243744,Stanford University,Bachelor's degree,Area and Ethnic Studies,54,20,34,42,15,27,2,1,1,4,1,3,4,1,3,0,0,0,1,1,0,1,1,0
1989-1990,243744,Stanford University,Bachelor's degree,Communications,41,18,23,28,13,15,4,3,1,3,1,2,3,0,3,1,0,1,1,1,0,1,0,1
1989-1990,243744,Stanford University,Bachelor's degree,Computer and Information Sciences,55,43,12,41,36,5,3,2,1,0,0,0,8,2,6,0,0,0,0,0,0,3,3,0
1989-1990,243744,Stanford University,Bachelor's degree,Engineering,247,197,50,141,121,20,18,15,3,20,16,4,44,27,17,0,0,0,0,0,0,24,18,6
1989-1990,243744,Stanford University,Bachelor's degree,Foreign Languages,29,12,17,20,10,10,1,0,1,2,0,2,5,1,4,0,0,0,0,0,0,1,1,0
1989-1990,243744,Stanford University,Bachelor's degree,Letters,136,69,67,100,53,47,3,1,2,19,10,9,12,4,8,1,1,0,1,0,1,0,0,0
1989-1990,243744,Stanford University,Bachelor's degree,Life Sciences,163,90,73,85,44,41,5,4,1,13,12,1,54,25,29,0,0,0,1,1,0,5,4,1
1989-1990,243744,Stanford University,Bachelor's degree,Mathematics,34,24,10,28,19,9,0,0,0,2,2,0,3,2,1,1,1,0,0,0,0,0,0,0
1989-1990,243744,Stanford University,Bachelor's degree,Multi/Interdisciplinary Studies,159,58,101,115,42,73,10,0,10,12,6,6,20,8,12,2,2,0,0,0,0,0,0,0
1989-1990,243744,Stanford University,Bachelor's degree,Philosophy and Religion,34,23,11,27,17,10,2,2,0,1,1,0,4,3,1,0,0,0,0,0,0,0,0,0
1989-1990,243744,Stanford University,Bachelor's degree,Physical Sciences,41,33,8,31,25,6,1,0,1,1,1,0,5,5,0,0,0,0,0,0,0,3,2,1
1989-1990,243744,Stanford University,Bachelor's degree,Psychology,102,30,72,66,22,44,14,2,12,10,3,7,12,3,9,0,0,0,0,0,0,0,0,0
1989-1990,243744,Stanford University,Bachelor's degree,Public Affairs,11,4,7,8,2,6,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1
1989-1990,243744,Stanford University,Bachelor's degree,Social Sciences,548,335,213,373,239,134,48,25,23,40,20,20,60,34,26,3,1,2,7,4,3,17,12,5
1989-1990,243744,Stanford University,Bachelor's degree,Visual and Performing Arts,36,19,17,26,16,10,2,2,0,0,0,0,6,0,6,0,0,0,1,0,1,1,1,0
1989-1990,228723,Texas A & M University-College Station,Bachelor's degree,Agribusiness and Agricultural Production,173,110,63,163,104,59,2,1,1,6,3,3,0,0,0,0,0,0,0,0,0,2,2,0
1989-1990,228723,Texas A & M University-College Station,Bachelor's degree,Agricultural Sciences,398,226,172,362,205,157,4,3,1,17,8,9,2,1,1,1,1,0,0,0,0,12,8,4
1989-1990,228723,Texas A & M University-College Station,Bachelor's degree,Architecture and Environmental Design,192,136,56,164,112,52,5,4,1,13,11,2,1,1,0,0,0,0,0,0,0,9,8,1
1989-1990,228723,Texas A & M University-College Station,Bachelor's degree,Business and Management,1274,708,566,1167,658,509,16,8,8,65,34,31,18,7,11,1,0,1,0,0,0,7,1,6
1989-1990,228723,Texas A & M University-College Station,Bachelor's degree,Communications,195,67,128,188,66,122,5,0,5,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0
1989-1990,228723,Texas A & M University-College Station,Bachelor's degree,Computer and Information Sciences,129,107,22,105,90,15,6,4,2,6,5,1,9,6,3,0,0,0,0,0,0,3,2,1
1989-1990,228723,Texas A & M University-College Station,Bachelor's degree,Education,752,123,629,704,109,595,13,7,6,31,7,24,3,0,3,1,0,1,0,0,0,0,0,0
1989-1990,228723,Texas A & M University-College Station,Bachelor's degree,Engineering,869,734,135,703,597,106,13,8,5,49,41,8,48,40,8,2,1,1,0,0,0,54,47,7
1989-1990,228723,Texas A & M University-College Station,Bachelor's degree,Engineering and Engineering Related Tech,259,243,16,228,214,14,5,4,1,18,17,1,4,4,0,0,0,0,0,0,0,4,4,0
1989-1990,228723,Texas A & M University-College Station,Bachelor's degree,Foreign Languages,49,15,34,41,13,28,1,0,1,6,2,4,0,0,0,0,0,0,0,0,0,1,0,1
1989-1990,228723,Texas A & M University-College Station,Bachelor's degree,Health Sciences,94,39,55,85,34,51,2,2,0,5,2,3,1,0,1,1,1,0,0,0,0,0,0,0
1989-1990,228723,Texas A & M University-College Station,Bachelor's degree,Home Economics,26,5,21,19,3,16,1,0,1,3,0,3,3,2,1,0,0,0,0,0,0,0,0,0
1989-1990,228723,Texas A & M University-College Station,Bachelor's degree,Letters,273,62,211,249,58,191,8,0,8,14,4,10,2,0,2,0,0,0,0,0,0,0,0,0
1989-1990,228723,Texas A & M University-College Station,Bachelor's degree,Life Sciences,259,131,128,203,103,100,11,4,7,24,12,12,18,9,9,0,0,0,0,0,0,3,3,0
1989-1990,228723,Texas A & M University-College Station,Bachelor's degree,Marketing and Distribution,114,89,25,105,83,22,2,1,1,4,3,1,2,1,1,0,0,0,0,0,0,1,1,0
1989-1990,228723,Texas A & M University-College Station,Bachelor's degree,Mathematics,33,19,14,30,16,14,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1989-1990,228723,Texas A & M University-College Station,Bachelor's degree,Multi/Interdisciplinary Studies,118,44,74,101,36,65,2,1,1,11,4,7,2,1,1,0,0,0,0,0,0,2,2,0
1989-1990,228723,Texas A & M University-College Station,Bachelor's degree,Parks and Recreation,72,36,36,68,33,35,1,1,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0
1989-1990,228723,Texas A & M University-College Station,Bachelor's degree,Philosophy and Religion,16,12,4,15,11,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1989-1990,228723,Texas A & M University-College Station,Bachelor's degree,Physical Sciences,85,63,22,77,57,20,1,0,1,5,4,1,2,2,0,0,0,0,0,0,0,0,0,0
1989-1990,228723,Texas A & M University-College Station,Bachelor's degree,Psychology,315,88,227,277,77,200,7,1,6,22,8,14,6,2,4,0,0,0,0,0,0,3,0,3
1989-1990,228723,Texas A & M University-College Station,Bachelor's degree,Renewable Natural Resources,20,16,4,19,16,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1989-1990,228723,Texas A & M University-College Station,Bachelor's degree,Social Sciences,596,351,245,507,299,208,16,6,10,58,38,20,7,3,4,0,0,0,0,0,0,8,5,3
1989-1990,228723,Texas A & M University-College Station,Bachelor's degree,Visual and Performing Arts,10,4,6,10,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989-1990,100751,The University of Alabama,Bachelor's degree,Allied Health,2,,2,2,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989-1990,100751,The University of Alabama,Bachelor's degree,Architecture and Environmental Design,25,,25,23,,23,0,0,0,1,,1,0,0,0,0,0,0,1,,1,0,0,0
1989-1990,100751,The University of Alabama,Bachelor's degree,Area and Ethnic Studies,21,7,14,19,6,13,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989-1990,100751,The University of Alabama,Bachelor's degree,Business and Management,640,381,259,566,352,214,56,17,39,3,1,2,3,1,2,1,1,,1,1,,10,8,2
1989-1990,100751,The University of Alabama,Bachelor's degree,Communications,310,118,192,288,111,177,18,6,12,2,,2,0,0,0,0,0,0,0,0,0,2,1,1
1989-1990,100751,The University of Alabama,Bachelor's degree,Computer and Information Sciences,34,21,13,27,16,11,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1
1989-1990,100751,The University of Alabama,Bachelor's degree,Education,263,61,202,239,50,189,14,8,6,2,,2,1,1,,0,0,0,1,,1,6,2,4
1989-1990,100751,The University of Alabama,Bachelor's degree,Engineering,225,190,35,174,150,24,14,8,6,1,1,,2,,2,0,0,0,2,2,,32,29,3
1989-1990,100751,The University of Alabama,Bachelor's degree,Engineering and Engineering Related Tech,13,10,3,9,9,,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989-1990,100751,The University of Alabama,Bachelor's degree,Foreign Languages,10,1,9,10,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989-1990,100751,The University of Alabama,Bachelor's degree,Health Sciences,112,16,96,91,16,75,21,,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989-1990,100751,The University of Alabama,Bachelor's degree,Home Economics,93,4,89,84,3,81,6,1,5,0,0,0,0,0,0,1,,1,0,0,0,2,,2
1989-1990,100751,The University of Alabama,Bachelor's degree,Law,7,2,5,6,2,4,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989-1990,100751,The University of Alabama,Bachelor's degree,Letters,83,31,52,77,30,47,6,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989-1990,100751,The University of Alabama,Bachelor's degree,Liberal/General Studies,1,,1,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989-1990,100751,The University of Alabama,Bachelor's degree,Life Sciences,44,25,19,37,23,14,6,2,4,1,,1,0,0,0,0,0,0,0,0,0,0,0,0
1989-1990,100751,The University of Alabama,Bachelor's degree,Mathematics,17,7,10,13,5,8,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1
1989-1990,100751,The University of Alabama,Bachelor's degree,Multi/Interdisciplinary Studies,103,47,56,97,43,54,2,2,,0,0,0,1,,1,0,0,0,0,0,0,3,2,1
1989-1990,100751,The University of Alabama,Bachelor's degree,Parks and Recreation,4,3,1,3,3,,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989-1990,100751,The University of Alabama,Bachelor's degree,Philosophy and Religion,1,1,,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989-1990,100751,The University of Alabama,Bachelor's degree,Physical Sciences,18,12,6,14,10,4,1,,1,0,0,0,0,0,0,1,1,,0,0,0,2,1,1
1989-1990,100751,The University of Alabama,Bachelor's degree,Protective Services,53,34,19,44,30,14,9,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989-1990,100751,The University of Alabama,Bachelor's degree,Psychology,69,25,44,66,25,41,3,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989-1990,100751,The University of Alabama,Bachelor's degree,Public Affairs,36,3,33,28,3,25,8,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989-1990,100751,The University of Alabama,Bachelor's degree,Social Sciences,163,115,48,154,112,42,6,1,5,1,1,,1,1,,0,0,0,0,0,0,1,,1
1989-1990,100751,The University of Alabama,Bachelor's degree,Visual and Performing Arts,56,16,40,49,14,35,3,2,1,0,0,0,2,,2,0,0,0,0,0,0,2,,2
1989-1990,100751,The University of Alabama,Bachelor's degree,Vocational Home Economics,1,,1,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989-1990,228778,The University of Texas at Austin,Bachelor's degree,Allied Health,6,3,3,3,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1
1989-1990,228778,The University of Texas at Austin,Bachelor's degree,Architecture and Environmental Design,119,49,70,94,39,55,1,0,1,14,5,9,6,2,4,0,0,0,0,0,0,4,3,1
1989-1990,228778,The University of Texas at Austin,Bachelor's degree,Area and Ethnic Studies,62,23,39,49,17,32,2,1,1,8,4,4,2,0,2,1,1,0,0,0,0,0,0,0
1989-1990,228778,The University of Texas at Austin,Bachelor's degree,Business (Administrative Support),11,5,6,7,3,4,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,2,1,1
1989-1990,228778,The University of Texas at Austin,Bachelor's degree,Business and Management,1539,933,606,1238,769,469,28,10,18,94,57,37,95,44,51,2,2,0,0,0,0,82,51,31
1989-1990,228778,The University of Texas at Austin,Bachelor's degree,Communications,756,288,468,634,242,392,31,11,20,59,27,32,17,2,15,4,2,2,0,0,0,11,4,7
1989-1990,228778,The University of Texas at Austin,Bachelor's degree,Computer and Information Sciences,125,99,26,68,59,9,2,1,1,4,3,1,25,16,9,0,0,0,0,0,0,26,20,6
1989-1990,228778,The University of Texas at Austin,Bachelor's degree,Education,494,64,430,420,52,368,11,1,10,52,10,42,9,1,8,1,0,1,0,0,0,1,0,1
1989-1990,228778,The University of Texas at Austin,Bachelor's degree,Engineering,610,522,88,407,347,60,16,7,9,49,42,7,68,61,7,0,0,0,0,0,0,70,65,5
1989-1990,228778,The University of Texas at Austin,Bachelor's degree,Foreign Languages,119,43,76,92,31,61,3,2,1,19,9,10,5,1,4,0,0,0,0,0,0,0,0,0
1989-1990,228778,The University of Texas at Austin,Bachelor's degree,Health Sciences,282,68,214,206,39,167,7,1,6,46,19,27,16,6,10,1,0,1,0,0,0,6,3,3
1989-1990,228778,The University of Texas at Austin,Bachelor's degree,Home Economics,97,6,91,79,6,73,2,0,2,11,0,11,5,0,5,0,0,0,0,0,0,0,0,0
1989-1990,228778,The University of Texas at Austin,Bachelor's degree,Letters,290,122,168,245,105,140,10,2,8,24,12,12,9,3,6,1,0,1,0,0,0,1,0,1
1989-1990,228778,The University of Texas at Austin,Bachelor's degree,Liberal/General Studies,137,66,71,116,56,60,1,0,1,9,5,4,10,5,5,0,0,0,0,0,0,1,0,1
1989-1990,228778,The University of Texas at Austin,Bachelor's degree,Life Sciences,314,175,139,194,113,81,17,6,11,40,20,20,51,30,21,0,0,0,0,0,0,12,6,6
1989-1990,228778,The University of Texas at Austin,Bachelor's degree,Mathematics,97,72,25,72,54,18,2,2,0,9,7,2,7,4,3,0,0,0,0,0,0,7,5,2
1989-1990,228778,The University of Texas at Austin,Bachelor's degree,Multi/Interdisciplinary Studies,12,6,6,11,6,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1989-1990,228778,The University of Texas at Austin,Bachelor's degree,Philosophy and Religion,52,37,15,47,33,14,1,1,0,2,2,0,2,1,1,0,0,0,0,0,0,0,0,0
1989-1990,228778,The University of Texas at Austin,Bachelor's degree,Physical Sciences,110,83,27,82,60,22,1,1,0,12,10,2,7,6,1,0,0,0,0,0,0,8,6,2
1989-1990,228778,The University of Texas at Austin,Bachelor's degree,Psychology,451,141,310,372,123,249,11,0,11,42,10,32,19,7,12,2,0,2,0,0,0,5,1,4
1989-1990,228778,The University of Texas at Austin,Bachelor's degree,Public Affairs,53,1,52,34,1,33,9,0,9,8,0,8,1,0,1,0,0,0,0,0,0,1,0,1
1989-1990,228778,The University of Texas at Austin,Bachelor's degree,Social Sciences,1126,723,403,893,577,316,48,23,25,129,86,43,40,26,14,3,2,1,0,0,0,13,9,4
1989-1990,228778,The University of Texas at Austin,Bachelor's degree,Visual and Performing Arts,284,81,203,252,68,184,3,1,2,13,7,6,8,4,4,0,0,0,0,0,0,8,1,7
1989-1990,134130,University of Florida,Bachelor's degree,Agribusiness and Agricultural Production,79,62,17,53,43,10,14,8,6,3,2,1,1,1,0,0,0,0,0,0,0,8,8,0
1989-1990,134130,University of Florida,Bachelor's degree,Agricultural Sciences,61,34,27,45,22,23,3,2,1,5,3,2,1,0,1,0,0,0,0,0,0,7,7,0
1989-1990,134130,University of Florida,Bachelor's degree,Allied Health,165,31,134,145,24,121,4,1,3,9,3,6,5,2,3,0,0,0,0,0,0,2,1,1
1989-1990,134130,University of Florida,Bachelor's degree,Architecture and Environmental Design,111,69,42,98,57,41,2,2,0,6,5,1,3,3,0,0,0,0,0,0,0,2,2,0
1989-1990,134130,University of Florida,Bachelor's degree,Area and Ethnic Studies,10,4,6,6,2,4,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0
1989-1990,134130,University of Florida,Bachelor's degree,Business and Management,1011,608,403,888,541,347,32,19,13,54,31,23,27,11,16,0,0,0,0,0,0,10,6,4
1989-1990,134130,University of Florida,Bachelor's degree,Communications,652,247,405,574,219,355,30,8,22,33,15,18,4,2,2,2,0,2,2,1,1,7,2,5
1989-1990,134130,University of Florida,Bachelor's degree,Computer and Information Sciences,125,94,31,97,76,21,8,5,3,6,4,2,9,6,3,0,0,0,1,0,1,4,3,1
1989-1990,134130,University of Florida,Bachelor's degree,Education,500,131,369,451,117,334,24,10,14,18,4,14,5,0,5,0,0,0,0,0,0,2,0,2
1989-1990,134130,University of Florida,Bachelor's degree,Engineering,619,516,103,482,401,81,17,12,5,42,36,6,38,31,7,1,1,0,1,1,0,38,34,4
1989-1990,134130,University of Florida,Bachelor's degree,Engineering and Engineering Related Tech,116,107,9,109,101,8,1,1,0,5,4,1,1,1,0,0,0,0,0,0,0,0,0,0
1989-1990,134130,University of Florida,Bachelor's degree,Foreign Languages,34,10,24,25,8,17,2,0,2,5,1,4,0,0,0,0,0,0,0,0,0,2,1,1
1989-1990,134130,University of Florida,Bachelor's degree,Health Sciences,187,31,156,167,26,141,5,0,5,10,3,7,2,1,1,0,0,0,0,0,0,3,1,2
1989-1990,134130,University of Florida,Bachelor's degree,Home Economics,9,0,9,7,0,7,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
1989-1990,134130,University of Florida,Bachelor's degree,Letters,324,87,237,289,78,211,13,3,10,15,2,13,6,4,2,1,0,1,0,0,0,0,0,0
1989-1990,134130,University of Florida,Bachelor's degree,Life Sciences,176,92,84,131,72,59,11,1,10,13,9,4,13,6,7,0,0,0,0,0,0,8,4,4
1989-1990,134130,University of Florida,Bachelor's degree,Mathematics,77,43,34,66,37,29,3,2,1,5,3,2,2,1,1,0,0,0,0,0,0,1,0,1
1989-1990,134130,University of Florida,Bachelor's degree,Multi/Interdisciplinary Studies,30,15,15,25,13,12,0,0,0,1,0,1,4,2,2,0,0,0,0,0,0,0,0,0
1989-1990,134130,University of Florida,Bachelor's degree,Philosophy and Religion,15,11,4,12,9,3,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1989-1990,134130,University of Florida,Bachelor's degree,Physical Sciences,59,40,19,43,29,14,2,1,1,7,6,1,5,3,2,0,0,0,0,0,0,2,1,1
1989-1990,134130,University of Florida,Bachelor's degree,Protective Services,77,43,34,65,37,28,6,3,3,4,2,2,2,1,1,0,0,0,0,0,0,0,0,0
1989-1990,134130,University of Florida,Bachelor's degree,Psychology,234,75,159,197,64,133,9,1,8,18,6,12,4,1,3,0,0,0,1,0,1,5,3,2
1989-1990,134130,University of Florida,Bachelor's degree,Renewable Natural Resources,19,11,8,18,10,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1989-1990,134130,University of Florida,Bachelor's degree,Social Sciences,623,378,245,533,331,202,39,19,20,32,21,11,13,6,7,0,0,0,1,0,1,5,1,4
1989-1990,134130,University of Florida,Bachelor's degree,Visual and Performing Arts,118,48,70,100,41,59,2,1,1,11,4,7,4,2,2,0,0,0,0,0,0,1,0,1
1989-1990,139959,University of Georgia,Bachelor's degree,Agribusiness and Agricultural Production,83,73,10,79,69,10,1,1,,1,1,,1,1,,0,0,0,0,0,0,1,1,
1989-1990,139959,University of Georgia,Bachelor's degree,Agricultural Sciences,75,45,30,70,42,28,1,,1,1,,1,0,0,0,0,0,0,0,0,0,3,3,
1989-1990,139959,University of Georgia,Bachelor's degree,Allied Health,6,1,5,5,1,4,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989-1990,139959,University of Georgia,Bachelor's degree,Architecture and Environmental Design,46,34,12,42,32,10,2,1,1,0,0,0,1,1,,0,0,0,0,0,0,1,,1
1989-1990,139959,University of Georgia,Bachelor's degree,Area and Ethnic Studies,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989-1990,139959,University of Georgia,Bachelor's degree,Business and Management,973,535,438,907,503,404,37,15,22,5,3,2,13,6,7,2,,2,0,0,0,9,8,1
1989-1990,139959,University of Georgia,Bachelor's degree,Communications,348,89,259,327,87,240,16,2,14,2,,2,2,,2,0,0,0,0,0,0,1,,1
1989-1990,139959,University of Georgia,Bachelor's degree,Communications Technologies,86,38,48,83,37,46,2,1,1,0,0,0,1,,1,0,0,0,0,0,0,0,0,0
1989-1990,139959,University of Georgia,Bachelor's degree,Computer and Information Sciences,24,17,7,19,15,4,2,,2,0,0,0,1,1,,0,0,0,0,0,0,2,1,1
1989-1990,139959,University of Georgia,Bachelor's degree,Education,588,131,457,557,123,434,25,7,18,1,,1,1,,1,0,0,0,0,0,0,4,1,3
1989-1990,139959,University of Georgia,Bachelor's degree,Engineering,14,13,1,14,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989-1990,139959,University of Georgia,Bachelor's degree,Foreign Languages,36,7,29,30,6,24,3,1,2,1,,1,1,,1,0,0,0,0,0,0,1,,1
1989-1990,139959,University of Georgia,Bachelor's degree,Health Sciences,182,65,117,172,60,112,5,1,4,1,,1,2,2,,0,0,0,0,0,0,2,2,
1989-1990,139959,University of Georgia,Bachelor's degree,Home Economics,133,7,126,129,7,122,3,,3,0,0,0,0,0,0,1,,1,0,0,0,0,0,0
1989-1990,139959,University of Georgia,Bachelor's degree,Letters,287,119,168,270,117,153,11,1,10,1,,1,5,1,4,0,0,0,0,0,0,0,0,0
1989-1990,139959,University of Georgia,Bachelor's degree,Life Sciences,146,82,64,132,77,55,5,1,4,2,1,1,5,2,3,0,0,0,0,0,0,2,1,1
1989-1990,139959,University of Georgia,Bachelor's degree,Marketing and Distribution,29,2,27,26,1,25,2,,2,0,0,0,1,1,,0,0,0,0,0,0,0,0,0
1989-1990,139959,University of Georgia,Bachelor's degree,Mathematics,30,14,16,18,7,11,2,2,,0,0,0,1,1,,0,0,0,0,0,0,9,4,5
1989-1990,139959,University of Georgia,Bachelor's degree,Multi/Interdisciplinary Studies,23,15,8,18,11,7,2,2,,0,0,0,2,1,1,0,0,0,0,0,0,1,1,
1989-1990,139959,University of Georgia,Bachelor's degree,Philosophy and Religion,11,9,2,11,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989-1990,139959,University of Georgia,Bachelor's degree,Physical Sciences,25,20,5,22,18,4,2,1,1,0,0,0,1,1,,0,0,0,0,0,0,0,0,0
1989-1990,139959,University of Georgia,Bachelor's degree,Protective Services,36,23,13,35,23,12,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989-1990,139959,University of Georgia,Bachelor's degree,Psychology,192,70,122,180,67,113,7,1,6,2,,2,3,2,1,0,0,0,0,0,0,0,0,0
1989-1990,139959,University of Georgia,Bachelor's degree,Public Affairs,51,9,42,45,9,36,6,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989-1990,139959,University of Georgia,Bachelor's degree,Renewable Natural Resources,28,20,8,28,20,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989-1990,139959,University of Georgia,Bachelor's degree,Social Sciences,405,293,112,379,276,103,18,12,6,3,1,2,2,1,1,0,0,0,0,0,0,3,3,
1989-1990,139959,University of Georgia,Bachelor's degree,Visual and Performing Arts,147,46,101,139,46,93,5,,5,1,,1,1,,1,0,0,0,0,0,0,1,,1
1989-1990,139959,University of Georgia,Bachelor's degree,Vocational Home Economics,37,5,32,35,5,30,1,,1,1,,1,0,0,0,0,0,0,0,0,0,0,0,0
1989-1990,157289,University of Louisville,Bachelor's degree,Allied Health,34,12,22,32,12,20,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1989-1990,157289,University of Louisville,Bachelor's degree,Architecture and Environmental Design,18,3,15,16,3,13,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1989-1990,157289,University of Louisville,Bachelor's degree,Area and Ethnic Studies,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989-1990,157289,University of Louisville,Bachelor's degree,Business and Management,421,223,198,374,205,169,31,9,22,4,2,2,5,1,4,0,0,0,0,0,0,7,6,1
1989-1990,157289,University of Louisville,Bachelor's degree,Communications,116,47,69,102,43,59,12,4,8,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
1989-1990,157289,University of Louisville,Bachelor's degree,Computer and Information Sciences,29,16,13,26,15,11,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
1989-1990,157289,University of Louisville,Bachelor's degree,Education,183,38,145,162,35,127,13,2,11,4,0,4,0,0,0,1,0,1,0,0,0,3,1,2
1989-1990,157289,University of Louisville,Bachelor's degree,Engineering,194,171,23,171,149,22,7,7,0,1,1,0,10,9,1,0,0,0,0,0,0,5,5,0
1989-1990,157289,University of Louisville,Bachelor's degree,Foreign Languages,14,6,8,13,6,7,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1989-1990,157289,University of Louisville,Bachelor's degree,Health Sciences,92,5,87,88,5,83,2,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0
1989-1990,157289,University of Louisville,Bachelor's degree,Home Economics,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989-1990,157289,University of Louisville,Bachelor's degree,Letters,56,13,43,49,12,37,6,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1989-1990,157289,University of Louisville,Bachelor's degree,Liberal/General Studies,26,12,14,23,11,12,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1989-1990,157289,University of Louisville,Bachelor's degree,Life Sciences,48,29,19,33,19,14,5,2,3,3,3,0,7,5,2,0,0,0,0,0,0,0,0,0
1989-1990,157289,University of Louisville,Bachelor's degree,Mathematics,25,13,12,22,11,11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
1989-1990,157289,University of Louisville,Bachelor's degree,Multi/Interdisciplinary Studies,8,2,6,6,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1
1989-1990,157289,University of Louisville,Bachelor's degree,Parks and Recreation,5,1,4,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989-1990,157289,University of Louisville,Bachelor's degree,Philosophy and Religion,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
