Year,unitid,Institution_Name,Major,CIP_Classificaiton,cipcode,Award_Level,Total,T.M,T.F,T.AI,T.AI.M,T.AI.F,T.AS,T.AS.M,T.AS.W,T.AA,T.AA.M,T.AA.F,T.H,T.H.M,T.H.F,T.PI,T.PI.M,T.PI.F,T.C,T.C.M,T.C.F,T.MIX,T.MIX.M,T.MIX.M,T.UNK,T.UNK.M,T.UNK.W,T.NON,T.NON.M,T.NON.W,T.AS/PI,T.AS/PI.M,T.AS/PI.F
2011-2012,230728,Utah State University,Bachelor's degree,Parks- Recreation- Leisure and Fitness Studies,'31',First major,22,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,9,11,0,0,0,2,1,1,0,0,0,0,0,0
2011-2012,230728,Utah State University,Bachelor's degree,Psychology,'42',First major,108,40,68,2,0,2,0,0,0,0,0,0,5,2,3,0,0,0,95,37,58,0,0,0,3,1,2,3,0,3,0,0,0
2011-2012,221999,Vanderbilt University,Bachelor's degree,Biological and Biomedical Sciences,'26',First major,142,74,68,1,1,0,31,20,11,10,5,5,9,3,6,0,0,0,81,40,41,4,0,4,4,3,1,2,2,0,31,20,11
2011-2012,221999,Vanderbilt University,Bachelor's degree,Engineering,'14',First major,278,191,87,0,0,0,13,11,2,13,8,5,12,6,6,1,0,1,175,127,48,5,3,2,17,13,4,42,23,19,14,11,3
2011-2012,221999,Vanderbilt University,Bachelor's degree,Philosophy and Religious Studies,'38',First major,26,16,10,0,0,0,1,1,0,2,1,1,3,1,2,0,0,0,15,12,3,0,0,0,5,1,4,0,0,0,1,1,0
2011-2012,221999,Vanderbilt University,Bachelor's degree,Public Administration and Social Service Professions,'44',First major,13,7,6,0,0,0,1,0,1,1,1,0,2,0,2,0,0,0,8,6,2,1,0,1,0,0,0,0,0,0,1,0,1
2011-2012,221999,Vanderbilt University,Bachelor's degree,Family and Consumer Sciences/Human Sciences,'19',First major,15,1,14,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,12,1,11,1,0,1,0,0,0,0,0,0,0,0,0
2011-2012,221999,Vanderbilt University,Bachelor's degree,Mathematics and Statistics,'27',First major,19,12,7,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,15,10,5,0,0,0,1,0,1,1,1,0,0,0,0
2011-2012,221999,Vanderbilt University,Bachelor's degree,Multi/Interdisciplinary Studies,'30',First major,123,38,85,1,1,0,8,4,4,15,3,12,6,1,5,0,0,0,82,26,56,4,2,2,6,1,5,1,0,1,8,4,4
2011-2012,221999,Vanderbilt University,Bachelor's degree,Physical Sciences,'40',First major,46,23,23,1,0,1,6,5,1,6,1,5,2,0,2,0,0,0,29,15,14,1,1,0,1,1,0,0,0,0,6,5,1
2011-2012,221999,Vanderbilt University,Bachelor's degree,Psychology,'42',First major,78,16,62,1,0,1,7,2,5,4,1,3,6,2,4,0,0,0,55,10,45,1,0,1,2,1,1,2,0,2,7,2,5
2011-2012,221999,Vanderbilt University,Bachelor's degree,Visual and Performing Arts,'50',First major,96,27,69,1,1,0,8,0,8,4,1,3,5,2,3,0,0,0,62,20,42,6,1,5,7,2,5,3,0,3,8,0,8
2011-2012,221999,Vanderbilt University,Bachelor's degree,Communication- Journalism- and Related Programs,'09',First major,35,7,28,0,0,0,0,0,0,6,0,6,9,2,7,0,0,0,18,4,14,0,0,0,2,1,1,0,0,0,0,0,0
2011-2012,221999,Vanderbilt University,Bachelor's degree,Education,'13',First major,68,12,56,0,0,0,3,0,3,4,1,3,3,0,3,0,0,0,53,9,44,3,2,1,1,0,1,1,0,1,3,0,3
2011-2012,221999,Vanderbilt University,Bachelor's degree,English Language and Literature/Letters,'23',First major,74,34,40,0,0,0,1,0,1,5,3,2,4,2,2,0,0,0,52,24,28,4,0,4,7,5,2,1,0,1,1,0,1
2011-2012,221999,Vanderbilt University,Bachelor's degree,Foreign Languages- Literatures- and Linguistics,'16',First major,48,14,34,0,0,0,2,0,2,2,1,1,6,3,3,0,0,0,35,9,26,1,0,1,1,0,1,1,1,0,2,0,2
2011-2012,221999,Vanderbilt University,Bachelor's degree,Social Sciences,'45',First major,513,278,235,3,1,2,26,12,14,33,15,18,28,17,11,0,0,0,350,195,155,8,4,4,52,30,22,13,4,9,26,12,14
2011-2012,221999,Vanderbilt University,Bachelor's degree,Area- Ethnic- Cultural- Gender- and Group Studies,'05',First major,17,8,9,1,0,1,3,1,2,1,1,0,0,0,0,0,0,0,11,6,5,1,0,1,0,0,0,0,0,0,3,1,2
2011-2012,221999,Vanderbilt University,Bachelor's degree,Computer and Information Sciences and Support Services,'11',First major,24,18,6,0,0,0,3,2,1,0,0,0,1,1,0,0,0,0,19,14,5,1,1,0,0,0,0,0,0,0,3,2,1
2011-2012,221999,Vanderbilt University,Bachelor's degree,History,'54',First major,58,35,23,1,1,0,2,1,1,3,2,1,5,1,4,1,1,0,40,27,13,1,0,1,4,2,2,1,0,1,3,2,1
