Year,unitid,Institution_Name,Major,CIP_Classificaiton,cipcode,Award_Level,Total,T.M,T.F,T.AI,T.AI.M,T.AI.F,T.AS,T.AS.M,T.AS.W,T.AA,T.AA.M,T.AA.F,T.H,T.H.M,T.H.F,T.PI,T.PI.M,T.PI.F,T.C,T.C.M,T.C.F,T.MIX,T.MIX.M,T.MIX.M,T.UNK,T.UNK.M,T.UNK.W,T.NON,T.NON.M,T.NON.W,T.AS/PI,T.AS/PI.M,T.AS/PI.F
2011-2012,207388,Oklahoma State University-Main Campus,Bachelor's degree,Psychology,'42',First major,120,26,94,9,3,6,0,0,0,6,2,4,7,3,4,0,0,0,86,14,72,9,4,5,2,0,2,1,0,1,0,0,0
2011-2012,207388,Oklahoma State University-Main Campus,Bachelor's degree,English Language and Literature/Letters,'23',First major,68,22,46,5,3,2,0,0,0,3,1,2,2,1,1,0,0,0,49,14,35,5,3,2,2,0,2,2,0,2,0,0,0
2011-2012,207388,Oklahoma State University-Main Campus,Bachelor's degree,Family and Consumer Sciences/Human Sciences,'19',First major,313,22,291,14,0,14,2,0,2,12,1,11,9,2,7,0,0,0,258,18,240,13,1,12,4,0,4,1,0,1,2,0,2
2011-2012,207388,Oklahoma State University-Main Campus,Bachelor's degree,Health Professions and Related Programs,'51',First major,77,18,59,6,1,5,1,0,1,3,1,2,2,1,1,0,0,0,58,15,43,6,0,6,0,0,0,1,0,1,1,0,1
2011-2012,207388,Oklahoma State University-Main Campus,Bachelor's degree,Transportation and Materials Moving,'49',First major,67,59,8,1,1,0,0,0,0,4,4,0,3,3,0,0,0,0,55,47,8,1,1,0,1,1,0,2,2,0,0,0,0
2011-2012,209542,Oregon State University,Bachelor's degree,Engineering,'14',First major,595,519,76,1,0,1,53,47,6,0,0,0,23,19,4,2,2,0,432,373,59,4,4,0,56,53,3,24,21,3,55,49,6
2011-2012,209542,Oregon State University,Bachelor's degree,Mathematics and Statistics,'27',First major,24,16,8,0,0,0,1,0,1,0,0,0,2,2,0,0,0,0,16,10,6,2,1,1,1,1,0,2,2,0,1,0,1
2011-2012,209542,Oregon State University,Bachelor's degree,Natural Resources and Conservation,'03',First major,251,121,130,5,3,2,8,4,4,2,1,1,7,4,3,0,0,0,188,86,102,3,3,0,38,20,18,0,0,0,8,4,4
2011-2012,209542,Oregon State University,Bachelor's degree,Parks- Recreation- Leisure and Fitness Studies,'31',First major,155,69,86,2,0,2,15,7,8,3,0,3,9,4,5,0,0,0,118,53,65,1,1,0,5,3,2,2,1,1,15,7,8
2011-2012,209542,Oregon State University,Bachelor's degree,Biological and Biomedical Sciences,'26',First major,228,93,135,4,0,4,32,13,19,1,1,0,9,3,6,0,0,0,153,60,93,0,0,0,26,14,12,3,2,1,32,13,19
2011-2012,209542,Oregon State University,Bachelor's degree,Business- Management- Marketing- and Related Support Services,'52',First major,532,345,187,3,3,0,53,33,20,3,2,1,24,16,8,0,0,0,391,252,139,4,2,2,37,26,11,17,11,6,53,33,20
2011-2012,209542,Oregon State University,Bachelor's degree,Communication- Journalism- and Related Programs,'09',First major,70,32,38,0,0,0,3,2,1,2,2,0,4,1,3,0,0,0,47,21,26,2,0,2,11,6,5,1,0,1,3,2,1
2011-2012,209542,Oregon State University,Bachelor's degree,Education,'13',First major,75,17,58,0,0,0,4,1,3,0,0,0,3,2,1,2,0,2,63,13,50,0,0,0,3,1,2,0,0,0,6,1,5
2011-2012,209542,Oregon State University,Bachelor's degree,Family and Consumer Sciences/Human Sciences,'19',First major,431,37,394,8,1,7,30,3,27,4,1,3,34,7,27,2,1,1,319,21,298,7,1,6,25,1,24,2,1,1,32,4,28
2011-2012,209542,Oregon State University,Bachelor's degree,Health Professions and Related Programs,'51',First major,145,38,107,1,0,1,14,3,11,2,1,1,6,0,6,3,1,2,105,29,76,1,0,1,10,2,8,3,2,1,17,4,13
2011-2012,209542,Oregon State University,Bachelor's degree,Liberal Arts and Sciences- General Studies and Humanities,'24',First major,240,86,154,2,2,0,12,5,7,5,4,1,16,4,12,3,0,3,171,61,110,2,0,2,29,10,19,0,0,0,15,5,10
2011-2012,209542,Oregon State University,Bachelor's degree,Multi/Interdisciplinary Studies,'30',First major,158,63,95,0,0,0,41,19,22,4,2,2,4,1,3,0,0,0,90,32,58,3,1,2,14,7,7,2,1,1,41,19,22
2011-2012,209542,Oregon State University,Bachelor's degree,Physical Sciences,'40',First major,65,48,17,0,0,0,6,4,2,1,1,0,2,0,2,0,0,0,42,31,11,2,2,0,11,9,2,1,1,0,6,4,2
2011-2012,209542,Oregon State University,Bachelor's degree,Psychology,'42',First major,129,51,78,3,1,2,7,3,4,2,1,1,11,4,7,2,0,2,90,36,54,0,0,0,13,5,8,1,1,0,9,3,6
2011-2012,209542,Oregon State University,Bachelor's degree,Social Sciences,'45',First major,220,121,99,3,3,0,3,1,2,4,3,1,16,8,8,4,2,2,163,88,75,4,1,3,17,11,6,6,4,2,7,3,4
2011-2012,209542,Oregon State University,Bachelor's degree,Area- Ethnic- Cultural- Gender- and Group Studies,'05',First major,15,8,7,0,0,0,2,1,1,2,2,0,3,2,1,1,0,1,5,2,3,1,1,0,1,0,1,0,0,0,3,1,2
2011-2012,209542,Oregon State University,Bachelor's degree,Computer and Information Sciences and Support Services,'11',First major,83,75,8,1,1,0,7,4,3,0,0,0,3,3,0,0,0,0,62,59,3,1,1,0,6,5,1,3,2,1,7,4,3
2011-2012,209542,Oregon State University,Bachelor's degree,Foreign Languages- Literatures- and Linguistics,'16',First major,32,12,20,0,0,0,0,0,0,1,1,0,4,0,4,0,0,0,26,10,16,0,0,0,1,1,0,0,0,0,0,0,0
2011-2012,209542,Oregon State University,Bachelor's degree,History,'54',First major,56,36,20,2,1,1,1,1,0,0,0,0,3,3,0,0,0,0,46,28,18,0,0,0,4,3,1,0,0,0,1,1,0
2011-2012,209542,Oregon State University,Bachelor's degree,Philosophy and Religious Studies,'38',First major,12,8,4,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,10,7,3,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,209542,Oregon State University,Bachelor's degree,Agriculture- Agriculture Operations and Related Sciences,'01',First major,217,107,110,3,1,2,6,2,4,0,0,0,6,3,3,0,0,0,171,82,89,0,0,0,27,17,10,4,2,2,6,2,4
2011-2012,209542,Oregon State University,Bachelor's degree,English Language and Literature/Letters,'23',First major,68,20,48,0,0,0,4,0,4,1,0,1,4,1,3,0,0,0,49,18,31,0,0,0,10,1,9,0,0,0,4,0,4
2011-2012,209542,Oregon State University,Bachelor's degree,Visual and Performing Arts,'50',First major,131,40,91,3,0,3,2,1,1,0,0,0,8,3,5,1,0,1,98,31,67,0,0,0,19,5,14,0,0,0,3,1,2
2011-2012,186380,Rutgers University-New Brunswick,Bachelor's degree,Agriculture- Agriculture Operations and Related Sciences,'01',First major,91,21,70,0,0,0,14,2,12,3,1,2,8,0,8,0,0,0,58,15,43,4,1,3,2,1,1,2,1,1,14,2,12
2011-2012,186380,Rutgers University-New Brunswick,Bachelor's degree,Foreign Languages- Literatures- and Linguistics,'16',First major,108,33,75,0,0,0,15,5,10,5,2,3,23,6,17,0,0,0,59,19,40,4,1,3,2,0,2,0,0,0,15,5,10
2011-2012,186380,Rutgers University-New Brunswick,Bachelor's degree,Mathematics and Statistics,'27',First major,95,61,34,0,0,0,21,12,9,1,0,1,5,3,2,0,0,0,56,37,19,2,2,0,2,1,1,8,6,2,21,12,9
2011-2012,186380,Rutgers University-New Brunswick,Bachelor's degree,Multi/Interdisciplinary Studies,'30',First major,83,15,68,0,0,0,22,7,15,0,0,0,5,1,4,0,0,0,51,7,44,1,0,1,2,0,2,2,0,2,22,7,15
2011-2012,186380,Rutgers University-New Brunswick,Bachelor's degree,Parks- Recreation- Leisure and Fitness Studies,'31',First major,279,177,102,0,0,0,50,25,25,32,23,9,28,19,9,2,0,2,152,103,49,9,3,6,3,2,1,3,2,1,52,25,27
2011-2012,186380,Rutgers University-New Brunswick,Bachelor's degree,Architecture and Related Services,'04',First major,33,20,13,0,0,0,3,1,2,1,1,0,5,1,4,0,0,0,23,16,7,1,1,0,0,0,0,0,0,0,3,1,2
2011-2012,186380,Rutgers University-New Brunswick,Bachelor's degree,Biological and Biomedical Sciences,'26',First major,626,303,323,0,0,0,273,123,150,31,12,19,40,23,17,5,2,3,228,117,111,16,9,7,17,7,10,16,10,6,278,125,153
2011-2012,186380,Rutgers University-New Brunswick,Bachelor's degree,Computer and Information Sciences and Support Services,'11',First major,201,169,32,0,0,0,50,34,16,11,8,3,17,15,2,1,0,1,107,101,6,3,3,0,3,2,1,9,6,3,51,34,17
2011-2012,186380,Rutgers University-New Brunswick,Bachelor's degree,English Language and Literature/Letters,'23',First major,260,105,155,0,0,0,37,11,26,14,6,8,18,6,12,0,0,0,179,81,98,5,0,5,7,1,6,0,0,0,37,11,26
2011-2012,186380,Rutgers University-New Brunswick,Bachelor's degree,Health Professions and Related Programs,'51',First major,170,41,129,0,0,0,45,10,35,45,14,31,20,2,18,0,0,0,51,14,37,3,1,2,5,0,5,1,0,1,45,10,35
2011-2012,186380,Rutgers University-New Brunswick,Bachelor's degree,Area- Ethnic- Cultural- Gender- and Group Studies,'05',First major,108,42,66,0,0,0,21,11,10,19,7,12,16,3,13,0,0,0,50,20,30,2,1,1,0,0,0,0,0,0,21,11,10
2011-2012,186380,Rutgers University-New Brunswick,Bachelor's degree,Homeland Security- Law Enforcement- Firefighting- and Related Protective Service,'43',First major,248,152,96,0,0,0,15,9,6,26,6,20,37,19,18,0,0,0,163,114,49,4,1,3,3,3,0,0,0,0,15,9,6
2011-2012,186380,Rutgers University-New Brunswick,Bachelor's degree,Natural Resources and Conservation,'03',First major,131,66,65,0,0,0,10,5,5,4,2,2,11,6,5,0,0,0,98,50,48,3,1,2,1,0,1,4,2,2,10,5,5
2011-2012,186380,Rutgers University-New Brunswick,Bachelor's degree,Physical Sciences,'40',First major,118,74,44,0,0,0,25,16,9,8,0,8,5,2,3,1,1,0,70,49,21,3,1,2,4,3,1,2,2,0,26,17,9
2011-2012,186380,Rutgers University-New Brunswick,Bachelor's degree,Social Sciences,'45',First major,1019,609,410,2,1,1,233,147,86,64,28,36,109,54,55,1,0,1,544,339,205,23,12,11,19,13,6,24,15,9,234,147,87
2011-2012,186380,Rutgers University-New Brunswick,Bachelor's degree,Business- Management- Marketing- and Related Support Services,'52',First major,611,330,281,0,0,0,196,98,98,28,6,22,48,23,25,2,1,1,289,186,103,12,5,7,8,2,6,28,9,19,198,99,99
2011-2012,186380,Rutgers University-New Brunswick,Bachelor's degree,Communication- Journalism- and Related Programs,'09',First major,657,217,440,1,0,1,96,28,68,61,16,45,66,21,45,3,1,2,400,142,258,17,3,14,8,5,3,5,1,4,99,29,70
2011-2012,186380,Rutgers University-New Brunswick,Bachelor's degree,Engineering,'14',First major,683,555,128,2,2,0,204,161,43,42,28,14,46,41,5,2,0,2,336,283,53,19,15,4,13,11,2,19,14,5,206,161,45
2011-2012,186380,Rutgers University-New Brunswick,Bachelor's degree,History,'54',First major,258,145,113,0,0,0,22,7,15,11,5,6,29,12,17,0,0,0,185,116,69,8,3,5,2,1,1,1,1,0,22,7,15
2011-2012,186380,Rutgers University-New Brunswick,Bachelor's degree,Philosophy and Religious Studies,'38',First major,80,56,24,0,0,0,16,8,8,5,4,1,9,8,1,0,0,0,46,34,12,2,0,2,2,2,0,0,0,0,16,8,8
2011-2012,186380,Rutgers University-New Brunswick,Bachelor's degree,Psychology,'42',First major,680,168,512,1,0,1,116,29,87,60,10,50,85,21,64,4,2,2,389,100,289,12,3,9,8,2,6,5,1,4,120,31,89
2011-2012,186380,Rutgers University-New Brunswick,Bachelor's degree,Public Administration and Social Service Professions,'44',First major,67,10,57,0,0,0,4,0,4,14,4,10,13,3,10,2,1,1,32,2,30,1,0,1,0,0,0,1,0,1,6,1,5
2011-2012,186380,Rutgers University-New Brunswick,Bachelor's degree,Visual and Performing Arts,'50',First major,237,88,149,0,0,0,22,8,14,18,7,11,17,7,10,1,0,1,168,60,108,3,0,3,5,4,1,3,2,1,23,8,15
2011-2012,122755,San Jose State University,Bachelor's degree,Business- Management- Marketing- and Related Support Services,'52',First major,1333,702,631,1,1,0,570,298,272,39,20,19,204,109,95,38,20,18,302,158,144,34,16,18,86,50,36,59,30,29,608,318,290
2011-2012,122755,San Jose State University,Bachelor's degree,Engineering,'14',First major,384,322,62,0,0,0,157,124,33,6,4,2,48,41,7,16,12,4,90,81,9,5,5,0,26,24,2,36,31,5,173,136,37
2011-2012,122755,San Jose State University,Bachelor's degree,English Language and Literature/Letters,'23',First major,234,104,130,2,2,0,25,15,10,10,6,4,42,17,25,2,0,2,114,44,70,17,6,11,21,14,7,1,0,1,27,15,12
2011-2012,122755,San Jose State University,Bachelor's degree,Health Professions and Related Programs,'51',First major,426,83,343,1,0,1,163,44,119,15,6,9,64,10,54,6,1,5,127,14,113,17,1,16,31,7,24,2,0,2,169,45,124
2011-2012,122755,San Jose State University,Bachelor's degree,Parks- Recreation- Leisure and Fitness Studies,'31',First major,177,92,85,1,1,0,37,22,15,5,3,2,36,22,14,3,2,1,75,34,41,8,3,5,11,4,7,1,1,0,40,24,16
2011-2012,122755,San Jose State University,Bachelor's degree,Philosophy and Religious Studies,'38',First major,17,12,5,0,0,0,1,0,1,2,2,0,3,2,1,1,1,0,6,6,0,0,0,0,4,1,3,0,0,0,2,1,1
2011-2012,122755,San Jose State University,Bachelor's degree,Public Administration and Social Service Professions,'44',First major,74,6,68,0,0,0,14,2,12,6,2,4,34,2,32,0,0,0,15,0,15,2,0,2,3,0,3,0,0,0,14,2,12
2011-2012,122755,San Jose State University,Bachelor's degree,Education,'13',First major,160,10,150,2,0,2,41,5,36,8,1,7,42,0,42,3,1,2,50,3,47,4,0,4,10,0,10,0,0,0,44,6,38
2011-2012,122755,San Jose State University,Bachelor's degree,Foreign Languages- Literatures- and Linguistics,'16',First major,50,13,37,1,1,0,11,4,7,0,0,0,21,4,17,0,0,0,8,2,6,2,1,1,4,1,3,3,0,3,11,4,7
2011-2012,122755,San Jose State University,Bachelor's degree,Mathematics and Statistics,'27',First major,25,12,13,0,0,0,4,2,2,0,0,0,5,3,2,1,0,1,9,4,5,1,1,0,3,2,1,2,0,2,5,2,3
2011-2012,122755,San Jose State University,Bachelor's degree,Area- Ethnic- Cultural- Gender- and Group Studies,'05',First major,3,2,1,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,122755,San Jose State University,Bachelor's degree,Communication- Journalism- and Related Programs,'09',First major,263,113,150,0,0,0,55,28,27,13,6,7,44,14,30,1,1,0,99,47,52,14,4,10,32,11,21,5,2,3,56,29,27
2011-2012,122755,San Jose State University,Bachelor's degree,Biological and Biomedical Sciences,'26',First major,111,33,78,0,0,0,54,18,36,1,0,1,7,2,5,5,2,3,25,7,18,3,1,2,11,3,8,5,0,5,59,20,39
2011-2012,122755,San Jose State University,Bachelor's degree,Computer and Information Sciences and Support Services,'11',First major,85,72,13,0,0,0,38,30,8,1,1,0,5,5,0,4,4,0,19,17,2,2,1,1,7,7,0,9,7,2,42,34,8
2011-2012,122755,San Jose State University,Bachelor's degree,Engineering Technologies and Engineering-related Fields,'15',First major,27,24,3,0,0,0,11,10,1,1,1,0,4,3,1,3,2,1,6,6,0,1,1,0,1,1,0,0,0,0,14,12,2
2011-2012,122755,San Jose State University,Bachelor's degree,History,'54',First major,50,41,9,0,0,0,5,5,0,0,0,0,12,9,3,0,0,0,27,21,6,2,2,0,4,4,0,0,0,0,5,5,0
2011-2012,122755,San Jose State University,Bachelor's degree,Homeland Security- Law Enforcement- Firefighting- and Related Protective Service,'43',First major,202,102,100,1,0,1,42,24,18,11,4,7,73,36,37,3,2,1,46,24,22,10,5,5,15,7,8,1,0,1,45,26,19
2011-2012,122755,San Jose State University,Bachelor's degree,Liberal Arts and Sciences- General Studies and Humanities,'24',First major,70,8,62,0,0,0,8,1,7,1,0,1,27,3,24,3,0,3,22,4,18,3,0,3,6,0,6,0,0,0,11,1,10
2011-2012,122755,San Jose State University,Bachelor's degree,Multi/Interdisciplinary Studies,'30',First major,64,18,46,0,0,0,5,3,2,4,2,2,24,5,19,0,0,0,24,5,19,4,2,2,3,1,2,0,0,0,5,3,2
2011-2012,122755,San Jose State University,Bachelor's degree,Natural Resources and Conservation,'03',First major,44,25,19,0,0,0,10,3,7,0,0,0,9,4,5,0,0,0,19,15,4,1,1,0,5,2,3,0,0,0,10,3,7
2011-2012,122755,San Jose State University,Bachelor's degree,Physical Sciences,'40',First major,56,28,28,1,1,0,19,8,11,3,1,2,9,4,5,0,0,0,20,13,7,0,0,0,2,1,1,2,0,2,19,8,11
2011-2012,122755,San Jose State University,Bachelor's degree,Psychology,'42',First major,288,83,205,2,2,0,62,22,40,19,8,11,87,22,65,4,0,4,73,19,54,16,4,12,22,6,16,3,0,3,66,22,44
2011-2012,122755,San Jose State University,Bachelor's degree,Transportation and Materials Moving,'49',First major,34,31,3,0,0,0,6,5,1,0,0,0,4,3,1,2,2,0,12,11,1,2,2,0,6,6,0,2,2,0,8,7,1
2011-2012,122755,San Jose State University,Bachelor's degree,Visual and Performing Arts,'50',First major,373,154,219,0,0,0,108,63,45,8,3,5,59,14,45,5,2,3,134,55,79,15,4,11,31,12,19,13,1,12,113,65,48
2011-2012,122755,San Jose State University,Bachelor's degree,Social Sciences,'45',First major,351,181,170,1,1,0,64,39,25,21,13,8,87,37,50,6,3,3,120,57,63,13,7,6,31,19,12,8,5,3,70,42,28
2011-2012,228246,Southern Methodist University,Bachelor's degree,Biological and Biomedical Sciences,'26',First major,48,23,25,2,1,1,10,3,7,2,0,2,2,1,1,0,0,0,32,18,14,0,0,0,0,0,0,0,0,0,10,3,7
2011-2012,228246,Southern Methodist University,Bachelor's degree,Public Administration and Social Service Professions,'44',First major,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,1,0,0,0,0,0,0,1,1,0,0,0,0
2011-2012,228246,Southern Methodist University,Bachelor's degree,Education,'13',First major,7,1,6,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,5,1,4,0,0,0,0,0,0,0,0,0,1,0,1
2011-2012,228246,Southern Methodist University,Bachelor's degree,Health Professions and Related Programs,'51',First major,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1,0,1,0,0,0
2011-2012,228246,Southern Methodist University,Bachelor's degree,Liberal Arts and Sciences- General Studies and Humanities,'24',First major,62,28,34,0,0,0,0,0,0,1,0,1,12,3,9,2,0,2,45,24,21,0,0,0,0,0,0,2,1,1,2,0,2
2011-2012,228246,Southern Methodist University,Bachelor's degree,Mathematics and Statistics,'27',First major,72,39,33,0,0,0,8,4,4,6,2,4,8,4,4,0,0,0,47,27,20,0,0,0,0,0,0,3,2,1,8,4,4
2011-2012,228246,Southern Methodist University,Bachelor's degree,Multi/Interdisciplinary Studies,'30',First major,29,8,21,0,0,0,1,0,1,1,0,1,2,1,1,1,0,1,21,6,15,0,0,0,0,0,0,3,1,2,2,0,2
2011-2012,228246,Southern Methodist University,Bachelor's degree,Natural Resources and Conservation,'03',First major,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,228246,Southern Methodist University,Bachelor's degree,Physical Sciences,'40',First major,29,14,15,0,0,0,2,1,1,3,2,1,1,0,1,0,0,0,23,11,12,0,0,0,0,0,0,0,0,0,2,1,1
2011-2012,228246,Southern Methodist University,Bachelor's degree,Psychology,'42',First major,115,14,101,1,0,1,8,1,7,11,4,7,9,1,8,1,0,1,83,8,75,0,0,0,0,0,0,2,0,2,9,1,8
2011-2012,228246,Southern Methodist University,Bachelor's degree,Social Sciences,'45',First major,250,161,89,0,0,0,10,6,4,17,8,9,22,17,5,1,1,0,175,112,63,0,0,0,1,1,0,24,16,8,11,7,4
2011-2012,228246,Southern Methodist University,Bachelor's degree,Visual and Performing Arts,'50',First major,108,50,58,0,0,0,6,0,6,6,4,2,11,7,4,2,0,2,80,38,42,1,0,1,0,0,0,2,1,1,8,0,8
2011-2012,228246,Southern Methodist University,Bachelor's degree,Communication- Journalism- and Related Programs,'09',First major,146,20,126,1,0,1,2,0,2,8,4,4,9,2,7,3,0,3,116,12,104,1,0,1,0,0,0,6,2,4,5,0,5
2011-2012,228246,Southern Methodist University,Bachelor's degree,Parks- Recreation- Leisure and Fitness Studies,'31',First major,31,15,16,0,0,0,1,0,1,5,5,0,2,1,1,0,0,0,18,8,10,1,0,1,1,0,1,3,1,2,1,0,1
2011-2012,228246,Southern Methodist University,Bachelor's degree,Area- Ethnic- Cultural- Gender- and Group Studies,'05',First major,7,0,7,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,228246,Southern Methodist University,Bachelor's degree,Business- Management- Marketing- and Related Support Services,'52',First major,494,259,235,1,0,1,27,15,12,7,3,4,43,19,24,3,1,2,360,190,170,3,2,1,1,0,1,49,29,20,30,16,14
2011-2012,228246,Southern Methodist University,Bachelor's degree,Computer and Information Sciences and Support Services,'11',First major,21,20,1,1,1,0,0,0,0,2,2,0,3,3,0,0,0,0,15,14,1,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,228246,Southern Methodist University,Bachelor's degree,Engineering,'14',First major,130,90,40,1,1,0,11,7,4,8,4,4,17,9,8,0,0,0,83,61,22,1,1,0,0,0,0,9,7,2,11,7,4
2011-2012,228246,Southern Methodist University,Bachelor's degree,English Language and Literature/Letters,'23',First major,45,10,35,0,0,0,1,0,1,4,0,4,4,0,4,0,0,0,35,10,25,0,0,0,0,0,0,1,0,1,1,0,1
2011-2012,228246,Southern Methodist University,Bachelor's degree,Foreign Languages- Literatures- and Linguistics,'16',First major,51,12,39,1,1,0,2,0,2,1,0,1,12,2,10,0,0,0,33,8,25,0,0,0,0,0,0,2,1,1,2,0,2
2011-2012,228246,Southern Methodist University,Bachelor's degree,History,'54',First major,39,22,17,0,0,0,1,1,0,1,1,0,4,1,3,0,0,0,33,19,14,0,0,0,0,0,0,0,0,0,1,1,0
2011-2012,228246,Southern Methodist University,Bachelor's degree,Philosophy and Religious Studies,'38',First major,16,7,9,0,0,0,0,0,0,3,0,3,2,2,0,0,0,0,10,4,6,0,0,0,0,0,0,1,1,0,0,0,0
2011-2012,243744,Stanford University,Bachelor's degree,Biological and Biomedical Sciences,'26',First major,104,47,57,0,0,0,38,18,20,8,6,2,16,6,10,1,1,0,31,14,17,7,1,6,1,1,0,2,0,2,39,19,20
2011-2012,243744,Stanford University,Bachelor's degree,Engineering,'14',First major,267,162,105,1,0,1,51,29,22,16,10,6,32,21,11,4,2,2,93,64,29,36,19,17,3,2,1,31,15,16,55,31,24
2011-2012,243744,Stanford University,Bachelor's degree,Social Sciences,'45',First major,315,165,150,2,1,1,41,16,25,25,15,10,63,32,31,1,1,0,123,70,53,31,14,17,1,1,0,28,15,13,42,17,25
2011-2012,243744,Stanford University,Bachelor's degree,Engineering Technologies and Engineering-related Fields,'15',First major,68,48,20,1,1,0,12,9,3,7,7,0,11,5,6,0,0,0,22,16,6,10,8,2,0,0,0,5,2,3,12,9,3
2011-2012,243744,Stanford University,Bachelor's degree,Foreign Languages- Literatures- and Linguistics,'16',First major,47,18,29,0,0,0,4,1,3,4,1,3,6,3,3,0,0,0,30,12,18,2,1,1,0,0,0,1,0,1,4,1,3
2011-2012,243744,Stanford University,Bachelor's degree,Mathematics and Statistics,'27',First major,46,38,8,0,0,0,10,8,2,1,1,0,3,3,0,0,0,0,21,17,4,1,1,0,1,1,0,9,7,2,10,8,2
2011-2012,243744,Stanford University,Bachelor's degree,Multi/Interdisciplinary Studies,'30',First major,247,86,161,1,0,1,40,8,32,24,12,12,34,8,26,2,2,0,104,41,63,37,14,23,2,1,1,3,0,3,42,10,32
2011-2012,243744,Stanford University,Bachelor's degree,Visual and Performing Arts,'50',First major,44,22,22,0,0,0,3,1,2,4,3,1,3,2,1,0,0,0,26,11,15,7,5,2,0,0,0,1,0,1,3,1,2
2011-2012,243744,Stanford University,Bachelor's degree,Area- Ethnic- Cultural- Gender- and Group Studies,'05',First major,43,17,26,1,1,0,6,1,5,7,3,4,13,6,7,1,0,1,8,5,3,7,1,6,0,0,0,0,0,0,7,1,6
2011-2012,243744,Stanford University,Bachelor's degree,Computer and Information Sciences and Support Services,'11',First major,143,116,27,0,0,0,33,26,7,5,4,1,24,20,4,0,0,0,57,46,11,8,7,1,0,0,0,16,13,3,33,26,7
2011-2012,243744,Stanford University,Bachelor's degree,History,'54',First major,64,32,32,0,0,0,3,2,1,4,3,1,8,4,4,0,0,0,47,22,25,1,1,0,0,0,0,1,0,1,3,2,1
2011-2012,243744,Stanford University,Bachelor's degree,Philosophy and Religious Studies,'38',First major,21,10,11,0,0,0,3,2,1,0,0,0,3,2,1,0,0,0,11,4,7,2,1,1,1,1,0,1,0,1,3,2,1
2011-2012,243744,Stanford University,Bachelor's degree,Physical Sciences,'40',First major,102,52,50,1,0,1,15,9,6,2,2,0,11,7,4,0,0,0,57,26,31,8,4,4,0,0,0,8,4,4,15,9,6
2011-2012,243744,Stanford University,Bachelor's degree,Public Administration and Social Service Professions,'44',First major,24,12,12,0,0,0,4,1,3,0,0,0,3,1,2,0,0,0,11,8,3,5,1,4,0,0,0,1,1,0,4,1,3
2011-2012,243744,Stanford University,Bachelor's degree,Communication- Journalism- and Related Programs,'09',First major,29,9,20,1,0,1,2,0,2,6,1,5,6,1,5,1,0,1,9,5,4,3,1,2,0,0,0,1,1,0,3,0,3
2011-2012,243744,Stanford University,Bachelor's degree,English Language and Literature/Letters,'23',First major,63,15,48,0,0,0,10,1,9,4,0,4,9,3,6,0,0,0,34,10,24,2,0,2,1,1,0,3,0,3,10,1,9
2011-2012,243744,Stanford University,Bachelor's degree,Psychology,'42',First major,88,21,67,1,0,1,11,2,9,11,1,10,9,2,7,1,0,1,45,14,31,5,1,4,0,0,0,5,1,4,12,2,10
2011-2012,228723,Texas A & M University-College Station,Bachelor's degree,Area- Ethnic- Cultural- Gender- and Group Studies,'05',First major,8,1,7,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,6,1,5,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,228723,Texas A & M University-College Station,Bachelor's degree,Biological and Biomedical Sciences,'26',First major,708,250,458,3,1,2,85,40,45,13,5,8,131,46,85,0,0,0,453,149,304,19,6,13,0,0,0,4,3,1,85,40,45
2011-2012,228723,Texas A & M University-College Station,Bachelor's degree,Computer and Information Sciences and Support Services,'11',First major,136,110,26,1,1,0,6,4,2,2,2,0,23,15,8,0,0,0,96,82,14,3,3,0,0,0,0,5,3,2,6,4,2
2011-2012,228723,Texas A & M University-College Station,Bachelor's degree,Engineering Technologies and Engineering-related Fields,'15',First major,274,244,30,2,2,0,5,4,1,1,1,0,28,22,6,0,0,0,231,209,22,4,3,1,0,0,0,3,3,0,5,4,1
2011-2012,228723,Texas A & M University-College Station,Bachelor's degree,English Language and Literature/Letters,'23',First major,195,40,155,1,0,1,6,1,5,1,0,1,33,8,25,0,0,0,148,30,118,5,1,4,1,0,1,0,0,0,6,1,5
2011-2012,228723,Texas A & M University-College Station,Bachelor's degree,Homeland Security- Law Enforcement- Firefighting- and Related Protective Service,'43',First major,10,3,7,0,0,0,0,0,0,1,1,0,3,0,3,0,0,0,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0
