,team,season,player,position,age,salary_millions,salary_2013_millions,sources,notes_other,table_name,player_bref_url,disputed_salary,tm,pst_team
592,Florida Marlins,2002,A.J. Burnett,Pitcher,25,0.368,0.477,4/3/02 AP,,salaries,http://www.baseball-reference.com/players/b/burnea.01.shtml,FALSE,FLA,Marlins
593,Florida Marlins,1998,Charles Johnson,Catcher,26,3.3,4.726,2001 Joint Exhibit 1,,salaries,http://www.baseball-reference.com/players/j/johnsch04.shtml,FALSE,FLA,Marlins
594,Florida Marlins,2002,Charles Johnson,Catcher,30,5,6.489,4/3/02 AP,,salaries,http://www.baseball-reference.com/players/j/johnsch04.shtml,FALSE,FLA,Marlins
595,Florida Marlins,2000,A.J. Burnett,Pitcher,23,0.204,0.277,4/5/00 AP,,salaries,http://www.baseball-reference.com/players/b/burnea.01.shtml,FALSE,FLA,Marlins
596,Florida Marlins,1995,Charles Johnson,Catcher,23,0.114,0.174,1996 Joint Exhibit 1,,salaries,http://www.baseball-reference.com/players/j/johnsch04.shtml,FALSE,FLA,Marlins
597,Florida Marlins,2002,Preston Wilson,Centerfielder,27,3.5,4.543,4/3/02 AP,,salaries,http://www.baseball-reference.com/players/w/wilsopr01.shtml,FALSE,FLA,Marlins
598,Florida Marlins,1994,Charles Johnson,Catcher,22,0.109,0.172,1996 Joint Exhibit 1,,salaries,http://www.baseball-reference.com/players/j/johnsch04.shtml,FALSE,FLA,Marlins
599,Florida Marlins,2001,Charles Johnson,Catcher,29,5,6.592,4/6/01 USA Today,,salaries,http://www.baseball-reference.com/players/j/johnsch04.shtml,FALSE,FLA,Marlins
600,Florida Marlins,2002,Derrek Lee,First Baseman,26,2.7,3.504,4/3/02 AP,,salaries,http://www.baseball-reference.com/players/l/leede02.shtml,FALSE,FLA,Marlins
601,Florida Marlins,2009,Dan Uggla,Second Baseman,29,5.35,5.821,,,salaries,http://www.baseball-reference.com/players/u/ugglada01.shtml,FALSE,FLA,Marlins
602,Florida Marlins,2009,Hanley Ramirez,"Shortstop, Third Baseman",25,5.5,5.985,,,salaries,http://www.baseball-reference.com/players/r/ramirha01.shtml,FALSE,FLA,Marlins
603,Florida Marlins,2008,Anibal Sanchez,Pitcher,24,0.39,0.423,,,salaries,http://www.baseball-reference.com/players/s/sanchan01.shtml,FALSE,FLA,Marlins
604,Florida Marlins,2004,Juan Pierre,Outfielder,26,2.4,2.966,4/7/04 AP,,salaries,http://www.baseball-reference.com/players/p/pierrju01.shtml,FALSE,FLA,Marlins
605,Florida Marlins,2007,Hanley Ramirez,"Shortstop, Third Baseman",23,0.402,0.453,,,salaries,http://www.baseball-reference.com/players/r/ramirha01.shtml,FALSE,FLA,Marlins
606,Florida Marlins,1999,Derrek Lee,First Baseman,23,0.265,0.371,4/6/99 USA Today,,salaries,http://www.baseball-reference.com/players/l/leede02.shtml,FALSE,FLA,Marlins
607,Florida Marlins,2002,A.J. Burnett,Pitcher,25,0.368,0.477,4/3/02 AP,,salaries,http://www.baseball-reference.com/players/b/burnea.01.shtml,FALSE,FLA,Marlins
608,Florida Marlins,2003,A.J. Burnett,Pitcher,26,2.5,3.172,4/3/03 AP,,salaries,http://www.baseball-reference.com/players/b/burnea.01.shtml,FALSE,FLA,Marlins
609,Florida Marlins,1999,A.J. Burnett,Pitcher,22,0.2,0.28,11/19/99 USA Today,,salaries,http://www.baseball-reference.com/players/b/burnea.01.shtml,FALSE,FLA,Marlins
610,Florida Marlins,2001,A.J. Burnett,Pitcher,24,0.25,0.33,4/6/01 USA Today,,salaries,http://www.baseball-reference.com/players/b/burnea.01.shtml,FALSE,FLA,Marlins
611,Florida Marlins,2009,Anibal Sanchez,Pitcher,25,0.4,0.435,,,salaries,http://www.baseball-reference.com/players/s/sanchan01.shtml,FALSE,FLA,Marlins
612,Florida Marlins,2010,Cameron Maybin,Centerfielder,23,0.405,0.434,,,salaries,http://www.baseball-reference.com/players/m/maybica01.shtml,FALSE,FLA,Marlins
613,Florida Marlins,2005,A.J. Burnett,Pitcher,28,3.65,4.363,,,salaries,http://www.baseball-reference.com/players/b/burnea.01.shtml,FALSE,FLA,Marlins
614,Florida Marlins,1996,Charles Johnson,Catcher,24,0.22,0.327,1997 Joint Exhibit 1,,salaries,http://www.baseball-reference.com/players/j/johnsch04.shtml,FALSE,FLA,Marlins
615,Florida Marlins,2005,A.J. Burnett,Pitcher,28,3.65,4.363,,,salaries,http://www.baseball-reference.com/players/b/burnea.01.shtml,FALSE,FLA,Marlins
616,Florida Marlins,2010,Hanley Ramirez,"Shortstop, Third Baseman",26,7,7.494,,,salaries,http://www.baseball-reference.com/players/r/ramirha01.shtml,FALSE,FLA,Marlins
617,Florida Marlins,2000,Preston Wilson,Centerfielder,25,0.287,0.389,4/5/00 AP,,salaries,http://www.baseball-reference.com/players/w/wilsopr01.shtml,FALSE,FLA,Marlins
618,Florida Marlins,1998,Bobby Bonilla,"Third Baseman, Rightfielder, First Baseman",35,5.9,8.45,4/3/98 USA Today,,salaries,http://www.baseball-reference.com/players/b/bonilbo01.shtml,FALSE,FLA,Marlins
619,Florida Marlins,1999,Preston Wilson,Centerfielder,24,0.201,0.282,4/6/99 USA Today,,salaries,http://www.baseball-reference.com/players/w/wilsopr01.shtml,FALSE,FLA,Marlins
620,Florida Marlins,2010,Anibal Sanchez,Pitcher,26,1.25,1.338,,,salaries,http://www.baseball-reference.com/players/s/sanchan01.shtml,FALSE,FLA,Marlins
621,Florida Marlins,2000,A.J. Burnett,Pitcher,23,0.204,0.277,4/5/00 AP,,salaries,http://www.baseball-reference.com/players/b/burnea.01.shtml,FALSE,FLA,Marlins
622,Florida Marlins,2007,Dan Uggla,Second Baseman,27,0.392,0.441,,,salaries,http://www.baseball-reference.com/players/u/ugglada01.shtml,FALSE,FLA,Marlins
623,Florida Marlins,2004,A.J. Burnett,Pitcher,27,2.5,3.09,4/7/04 AP,,salaries,http://www.baseball-reference.com/players/b/burnea.01.shtml,FALSE,FLA,Marlins
624,Florida Marlins,2006,Dan Uggla,Second Baseman,26,0.327,0.379,,,salaries,http://www.baseball-reference.com/players/u/ugglada01.shtml,FALSE,FLA,Marlins
625,Florida Marlins,2011,Hanley Ramirez,"Shortstop, Third Baseman",27,11,11.415,,,salaries,http://www.baseball-reference.com/players/r/ramirha01.shtml,FALSE,FLA,Marlins
626,Florida Marlins,2007,Anibal Sanchez,Pitcher,23,0.381,0.429,,,salaries,http://www.baseball-reference.com/players/s/sanchan01.shtml,FALSE,FLA,Marlins
627,Florida Marlins,2009,Cameron Maybin,Centerfielder,22,0.4,0.435,,,salaries,http://www.baseball-reference.com/players/m/maybica01.shtml,FALSE,FLA,Marlins
628,Florida Marlins,1999,A.J. Burnett,Pitcher,22,0.2,0.28,11/19/99 USA Today,,salaries,http://www.baseball-reference.com/players/b/burnea.01.shtml,FALSE,FLA,Marlins
629,Florida Marlins,1997,Moises Alou,Outfielder,30,4.5,6.544,1997 AP survey,,salaries,http://www.baseball-reference.com/players/a/aloumo01.shtml,FALSE,FLA,Marlins
630,Houston Astros,2011,Hunter Pence,Rightfielder,28,6.9,7.16,,$2M paid by Houston Astros,salaries,http://www.baseball-reference.com/players/p/pencehu01.shtml,FALSE,HOU,Astros
631,Houston Astros,2009,Carlos Lee,"Leftfielder, First Baseman",33,19,20.674,,,salaries,http://www.baseball-reference.com/players/l/leeca01.shtml,FALSE,HOU,Astros
632,Houston Astros,2005,Roy Oswalt,Pitcher,27,5.9,7.052,,,salaries,http://www.baseball-reference.com/players/o/oswalro01.shtml,FALSE,HOU,Astros
633,Houston Astros,1983,Nolan Ryan,Pitcher,36,1.125,2.637,1/6/80 NYT,"Incl. pro-rated $250K signing bonus, $250K in '84",salaries,http://www.baseball-reference.com/players/r/ryanno01.shtml,FALSE,HOU,Astros
634,Houston Astros,2007,Roy Oswalt,Pitcher,29,13,14.636,,,salaries,http://www.baseball-reference.com/players/o/oswalro01.shtml,FALSE,HOU,Astros
635,Houston Astros,2012,Carlos Lee,"Leftfielder, First Baseman",36,18.5,18.811,contracts,,salaries,http://www.baseball-reference.com/players/l/leeca01.shtml,FALSE,HOU,Astros
636,Houston Astros,2003,Roy Oswalt,Pitcher,25,0.5,0.634,4/3/03 AP,,salaries,http://www.baseball-reference.com/players/o/oswalro01.shtml,FALSE,HOU,Astros
637,Houston Astros,2008,Hunter Pence,Rightfielder,25,0.396,0.429,,,salaries,http://www.baseball-reference.com/players/p/pencehu01.shtml,FALSE,HOU,Astros
638,Houston Astros,1980,Nolan Ryan,Pitcher,33,1.125,3.187,1/6/80 NYT,"Incl. pro-rated $250K signing bonus, $250K in '84",salaries,http://www.baseball-reference.com/players/r/ryanno01.shtml,FALSE,HOU,Astros
639,Houston Astros,2009,Miguel Tejada,"Shortstop, Third Baseman",35,14.811,16.116,,,salaries,http://www.baseball-reference.com/players/t/tejadmi01.shtml,FALSE,HOU,Astros
640,Houston Astros,2007,Carlos Lee,"Leftfielder, First Baseman",31,11.5,12.947,,,salaries,http://www.baseball-reference.com/players/l/leeca01.shtml,FALSE,HOU,Astros
641,Houston Astros,2009,Roy Oswalt,Pitcher,31,14,15.233,,,salaries,http://www.baseball-reference.com/players/o/oswalro01.shtml,FALSE,HOU,Astros
642,Houston Astros,2000,Moises Alou,Outfielder,33,5.25,7.117,4/5/00 AP,,salaries,http://www.baseball-reference.com/players/a/aloumo01.shtml,FALSE,HOU,Astros
643,Houston Astros,2008,Miguel Tejada,"Shortstop, Third Baseman",34,14.811,16.059,,,salaries,http://www.baseball-reference.com/players/t/tejadmi01.shtml,FALSE,HOU,Astros
644,Houston Astros,2004,Roy Oswalt,Pitcher,26,3.25,4.017,4/7/04 AP,,salaries,http://www.baseball-reference.com/players/o/oswalro01.shtml,FALSE,HOU,Astros
645,Houston Astros,2006,Roy Oswalt,Pitcher,28,11,12.738,,,salaries,http://www.baseball-reference.com/players/o/oswalro01.shtml,FALSE,HOU,Astros
646,Houston Astros,1988,Nolan Ryan,Pitcher,41,1,1.974,,,salaries,http://www.baseball-reference.com/players/r/ryanno01.shtml,TRUE,HOU,Astros
647,Houston Astros,2010,Carlos Lee,"Leftfielder, First Baseman",34,19,20.34,,,salaries,http://www.baseball-reference.com/players/l/leeca01.shtml,FALSE,HOU,Astros
648,Houston Astros,1999,Moises Alou,Outfielder,32,5,7.007,4/6/99 USA Today,,salaries,http://www.baseball-reference.com/players/a/aloumo01.shtml,FALSE,HOU,Astros
649,Houston Astros,2009,Hunter Pence,Rightfielder,26,0.439,0.478,,,salaries,http://www.baseball-reference.com/players/p/pencehu01.shtml,FALSE,HOU,Astros
650,Houston Astros,1997,Bobby Abreu,Rightfielder,23,0.15,0.218,1997 AP survey,,salaries,http://www.baseball-reference.com/players/a/abreubo01.shtml,FALSE,HOU,Astros
651,Houston Astros,1985,Omar Moreno,Centerfielder,32,0.7,1.519,2/7/83 TSN,"5/$3.5MM, inc. $250K bonus, $250K sev., + bonus",salaries,http://www.baseball-reference.com/players/m/morenom01.shtml,FALSE,HOU,Astros
652,Houston Astros,2002,Roy Oswalt,Pitcher,24,0.3,0.389,4/3/02 AP,,salaries,http://www.baseball-reference.com/players/o/oswalro01.shtml,FALSE,HOU,Astros
653,Houston Astros,1981,Dave Roberts,"Third Baseman, Catcher, Second Baseman",30,0.26,0.668,1981 TSN Guide,"$1.3M/5 yrs., incl. $200K incentives",salaries,http://www.baseball-reference.com/players/r/roberda06.shtml,FALSE,HOU,Astros
654,Houston Astros,2006,Preston Wilson,Centerfielder,31,4,4.632,,,salaries,http://www.baseball-reference.com/players/w/wilsopr01.shtml,FALSE,HOU,Astros
655,Houston Astros,1986,Nolan Ryan,Pitcher,39,1.125,2.396,1986 USA Today survey,,salaries,http://www.baseball-reference.com/players/r/ryanno01.shtml,FALSE,HOU,Astros
656,Houston Astros,2010,Roy Oswalt,Pitcher,32,15,16.058,,$4M paid by Houston Astros ((estimated)),salaries,http://www.baseball-reference.com/players/o/oswalro01.shtml,FALSE,HOU,Astros
657,Houston Astros,1987,Nolan Ryan,Pitcher,40,1.225,2.517,"USA Today, 4/1/88",,salaries,http://www.baseball-reference.com/players/r/ryanno01.shtml,FALSE,HOU,Astros
658,Houston Astros,2010,Hunter Pence,Rightfielder,27,3.5,3.747,,,salaries,http://www.baseball-reference.com/players/p/pencehu01.shtml,FALSE,HOU,Astros
659,Houston Astros,2008,Carlos Lee,"Leftfielder, First Baseman",32,12.5,13.553,,,salaries,http://www.baseball-reference.com/players/l/leeca01.shtml,FALSE,HOU,Astros
660,Houston Astros,2001,Moises Alou,Outfielder,34,5.25,6.921,4/6/01 USA Today,,salaries,http://www.baseball-reference.com/players/a/aloumo01.shtml,FALSE,HOU,Astros
661,Houston Astros,1982,Nolan Ryan,Pitcher,35,1.125,2.721,1/6/80 NYT,"Incl. pro-rated $250K signing bonus, $250K in '84",salaries,http://www.baseball-reference.com/players/r/ryanno01.shtml,FALSE,HOU,Astros
662,Houston Astros,1984,Nolan Ryan,Pitcher,37,1,2.247,1/6/80 NYT,Option year of contract,salaries,http://www.baseball-reference.com/players/r/ryanno01.shtml,FALSE,HOU,Astros
663,Houston Astros,1998,Moises Alou,Outfielder,31,5.02,7.19,11/23/98 USA Today,"Includes $20,000 earned bonus",salaries,http://www.baseball-reference.com/players/a/aloumo01.shtml,FALSE,HOU,Astros
664,Houston Astros,1987,Omar Moreno,Centerfielder,34,0.7,1.438,,,salaries,http://www.baseball-reference.com/players/m/morenom01.shtml,FALSE,HOU,Astros
665,Houston Astros,2011,Carlos Lee,"Leftfielder, First Baseman",35,19,19.717,,,salaries,http://www.baseball-reference.com/players/l/leeca01.shtml,FALSE,HOU,Astros
666,Houston Astros,1981,Nolan Ryan,Pitcher,34,1.125,2.889,1/6/80 NYT,"Incl. pro-rated $250K signing bonus, $250K in '84",salaries,http://www.baseball-reference.com/players/r/ryanno01.shtml,FALSE,HOU,Astros
667,Houston Astros,2008,Roy Oswalt,Pitcher,30,13,14.095,,,salaries,http://www.baseball-reference.com/players/o/oswalro01.shtml,FALSE,HOU,Astros
668,Houston Astros,1985,Nolan Ryan,Pitcher,38,1.35,2.93,3/3/86 TSN,,salaries,http://www.baseball-reference.com/players/r/ryanno01.shtml,FALSE,HOU,Astros
670,Kansas City Royals,2010,David DeJesus,Outfielder,30,4.7,5.031,,,salaries,http://www.baseball-reference.com/players/d/dejesda01.shtml,FALSE,KCR,Royals
671,Kansas City Royals,2002,Carlos Beltran,Centerfielder,25,3.5,4.543,4/3/02 AP,,salaries,http://www.baseball-reference.com/players/b/beltrca01.shtml,FALSE,KCR,Royals
672,Kansas City Royals,2009,Zack Greinke,Pitcher,25,3.75,4.08,,,salaries,http://www.baseball-reference.com/players/g/greinza01.shtml,FALSE,KCR,Royals
673,Kansas City Royals,2007,David DeJesus,Outfielder,27,2,2.252,,,salaries,http://www.baseball-reference.com/players/d/dejesda01.shtml,FALSE,KCR,Royals
674,Kansas City Royals,2003,Carlos Beltran,Centerfielder,26,6,7.614,4/3/03 AP,,salaries,http://www.baseball-reference.com/players/b/beltrca01.shtml,FALSE,KCR,Royals
675,Kansas City Royals,2012,Salvador Perez,Catcher,22,0.75,0.763,contracts,,salaries,http://www.baseball-reference.com/players/p/perezsa02.shtml,FALSE,KCR,Royals
676,Kansas City Royals,2000,Carlos Beltran,Centerfielder,23,0.35,0.474,2001 Joint Exhibit 1,,salaries,http://www.baseball-reference.com/players/b/beltrca01.shtml,FALSE,KCR,Royals
677,Kansas City Royals,2008,Zack Greinke,Pitcher,24,1.4,1.518,,,salaries,http://www.baseball-reference.com/players/g/greinza01.shtml,FALSE,KCR,Royals
678,Kansas City Royals,2005,Zack Greinke,Pitcher,21,0.33,0.395,,,salaries,http://www.baseball-reference.com/players/g/greinza01.shtml,FALSE,KCR,Royals
679,Kansas City Royals,1999,Carlos Beltran,Centerfielder,22,0.2,0.28,2001 Joint Exhibit 1,,salaries,http://www.baseball-reference.com/players/b/beltrca01.shtml,FALSE,KCR,Royals
680,Kansas City Royals,2008,David DeJesus,Outfielder,28,2.5,2.711,,,salaries,http://www.baseball-reference.com/players/d/dejesda01.shtml,FALSE,KCR,Royals
681,Kansas City Royals,2010,Gil Meche,Pitcher,31,12.4,13.274,,,salaries,http://www.baseball-reference.com/players/m/mechegi01.shtml,FALSE,KCR,Royals
682,Kansas City Royals,2001,Carlos Beltran,Centerfielder,24,0.425,0.56,4/6/01 USA Today,,salaries,http://www.baseball-reference.com/players/b/beltrca01.shtml,FALSE,KCR,Royals
683,Kansas City Royals,2004,Carlos Beltran,Centerfielder,27,9,11.123,4/7/04 AP,,salaries,http://www.baseball-reference.com/players/b/beltrca01.shtml,FALSE,KCR,Royals
684,Kansas City Royals,2009,David DeJesus,Outfielder,29,3.6,3.917,,,salaries,http://www.baseball-reference.com/players/d/dejesda01.shtml,FALSE,KCR,Royals
685,Kansas City Royals,2009,Gil Meche,Pitcher,30,11.4,12.404,,,salaries,http://www.baseball-reference.com/players/m/mechegi01.shtml,FALSE,KCR,Royals
686,Kansas City Royals,2010,Zack Greinke,Pitcher,26,7.25,7.761,,,salaries,http://www.baseball-reference.com/players/g/greinza01.shtml,FALSE,KCR,Royals
687,Kansas City Royals,1990,Larry McWilliams,Pitcher,36,0.3,0.536,USA Today,,salaries,http://www.baseball-reference.com/players/m/mcwilla01.shtml,FALSE,KCR,Royals
688,Kansas City Royals,2011,Jason Kendall,Catcher,37,3.75,3.891,,,salaries,http://www.baseball-reference.com/players/k/kendaja01.shtml,FALSE,KCR,Royals
689,Kansas City Royals,2006,Zack Greinke,Pitcher,22,0.366,0.423,,,salaries,http://www.baseball-reference.com/players/g/greinza01.shtml,FALSE,KCR,Royals
690,Kansas City Royals,2007,Gil Meche,Pitcher,28,7.4,8.331,,,salaries,http://www.baseball-reference.com/players/m/mechegi01.shtml,FALSE,KCR,Royals
691,Kansas City Royals,2005,David DeJesus,Outfielder,25,0.32,0.382,,,salaries,http://www.baseball-reference.com/players/d/dejesda01.shtml,FALSE,KCR,Royals
692,Kansas City Royals,1998,Carlos Beltran,Centerfielder,21,0.17,0.243,2001 Joint Exhibit 1,,salaries,http://www.baseball-reference.com/players/b/beltrca01.shtml,FALSE,KCR,Royals
693,Kansas City Royals,2008,Gil Meche,Pitcher,29,11.4,12.36,,,salaries,http://www.baseball-reference.com/players/m/mechegi01.shtml,FALSE,KCR,Royals
694,Kansas City Royals,2010,Jason Kendall,Catcher,36,2.25,2.409,,,salaries,http://www.baseball-reference.com/players/k/kendaja01.shtml,FALSE,KCR,Royals
695,Kansas City Royals,1989,Bill Buckner,"First Baseman, Leftfielder",39,0.4,0.753,1989 USA Today survey,,salaries,http://www.baseball-reference.com/players/b/bucknbi01.shtml,FALSE,KCR,Royals
696,Kansas City Royals,2007,Zack Greinke,Pitcher,23,0.407,0.458,,,salaries,http://www.baseball-reference.com/players/g/greinza01.shtml,FALSE,KCR,Royals
697,Kansas City Royals,2006,David DeJesus,Outfielder,26,0.5,0.579,,,salaries,http://www.baseball-reference.com/players/d/dejesda01.shtml,FALSE,KCR,Royals
698,Los Angeles Angels of Anaheim,2012,Kendrys Morales,"First Baseman, Designated Hitter",29,2.975,3.025,contracts,,salaries,http://www.baseball-reference.com/players/m/moralke01.shtml,FALSE,LAA,Angels
699,Los Angeles Angels of Anaheim,2012,Vernon Wells,Centerfielder,33,21,21.353,contracts,,salaries,http://www.baseball-reference.com/players/w/wellsve01.shtml,FALSE,LAA,Angels
700,Los Angeles Angels of Anaheim,2007,John Lackey,Pitcher,28,5.833,6.567,,,salaries,http://www.baseball-reference.com/players/l/lackejo01.shtml,FALSE,LAA,Angels
701,Los Angeles Angels of Anaheim,2005,Vladimir Guerrero,Rightfielder,30,12.5,14.941,,,salaries,http://www.baseball-reference.com/players/g/guerrvl01.shtml,FALSE,LAA,Angels
702,Los Angeles Angels of Anaheim,2009,Jered Weaver,Pitcher,26,0.465,0.506,,,salaries,http://www.baseball-reference.com/players/w/weaveje02.shtml,FALSE,LAA,Angels
703,Los Angeles Angels of Anaheim,2010,Jered Weaver,Pitcher,27,4.265,4.566,,,salaries,http://www.baseball-reference.com/players/w/weaveje02.shtml,FALSE,LAA,Angels
704,Los Angeles Angels of Anaheim,2008,Gary Matthews Jr.,Outfielder,33,9.4,10.192,,,salaries,http://www.baseball-reference.com/players/m/matthga02.shtml,FALSE,LAA,Angels
705,Los Angeles Angels of Anaheim,2009,Vladimir Guerrero,Rightfielder,34,15,16.322,,,salaries,http://www.baseball-reference.com/players/g/guerrvl01.shtml,FALSE,LAA,Angels
706,Los Angeles Angels of Anaheim,2008,Vladimir Guerrero,Rightfielder,33,15.5,16.806,,,salaries,http://www.baseball-reference.com/players/g/guerrvl01.shtml,FALSE,LAA,Angels
707,Los Angeles Angels of Anaheim,2005,John Lackey,Pitcher,26,0.44,0.526,,,salaries,http://www.baseball-reference.com/players/l/lackejo01.shtml,FALSE,LAA,Angels
708,Los Angeles Angels of Anaheim,2011,Jered Weaver,Pitcher,28,7.365,7.643,,,salaries,http://www.baseball-reference.com/players/w/weaveje02.shtml,FALSE,LAA,Angels
709,Los Angeles Angels of Anaheim,2009,Gary Matthews Jr.,Outfielder,34,10.4,11.316,,,salaries,http://www.baseball-reference.com/players/m/matthga02.shtml,FALSE,LAA,Angels
710,Los Angeles Angels of Anaheim,2012,Albert Pujols,"First Baseman, Leftfielder, Third Baseman",32,12,12.202,contracts,,salaries,http://www.baseball-reference.com/players/p/pujolal01.shtml,FALSE,LAA,Angels
711,Los Angeles Angels of Anaheim,2012,C.J. Wilson,Pitcher,31,10,10.168,contracts,,salaries,http://www.baseball-reference.com/players/w/wilsocj01.shtml,FALSE,LAA,Angels
712,Los Angeles Angels of Anaheim,2010,Torii Hunter,Centerfielder,34,18.5,19.804,,,salaries,http://www.baseball-reference.com/players/h/hunteto01.shtml,FALSE,LAA,Angels
