,player,tm,season,age,lg,ip,g,gs,r,ra9,ra9opp,ra9def,ra9role,ppfp,ra9avg,raa,waa,gmli,waaadj,war,rar,waawl,wl162,salary,awards,table_name,disputed_salary,salary_2013,team,pst_team,position
323,Jered Weaver,LAA,2009,26,AL,211,33,33,91,3.88,4.87,0.42,0.19,98.1,4.55,14,1.4,NA,-0.2,3.4,39,0.543,0.509,0.465,,pitching value,FALSE,0.506,Los Angeles Angels of Anaheim,Angels,Pitcher
324,Jered Weaver,LAA,2007,24,AL,161,28,28,77,4.3,4.9,0.03,0.19,99.3,5.02,12,1.2,NA,-0.1,2.7,31,0.542,0.507,0.385,,pitching value,FALSE,0.433,Los Angeles Angels of Anaheim,Angels,Pitcher
325,Jered Weaver,LAA,2011,28,AL,235.2,33,33,65,2.48,4.4,0.19,0.16,94,4.11,42,4.8,NA,-0.2,7,67,0.646,0.53,7.365,"AS,CYA-2",pitching value,FALSE,7.643,Los Angeles Angels of Anaheim,Angels,Pitcher
363,John Lackey,LAA,2009,30,AL,176.1,27,27,84,4.29,4.77,0.43,0.19,98.5,4.45,2,0.2,NA,-0.1,1.8,23,0.506,0.501,10,,pitching value,FALSE,10.881,Los Angeles Angels of Anaheim,Angels,Pitcher
364,John Lackey,LAA,2006,27,AL,217.2,33,33,98,4.05,5.05,0,0.19,99.3,5.2,25,2.6,NA,-0.1,4.7,53,0.578,0.516,3.34,,pitching value,FALSE,3.868,Los Angeles Angels of Anaheim,Angels,Pitcher
365,John Lackey,LAA,2008,29,AL,163.1,24,24,71,3.91,4.81,0.05,0.19,102.5,5.07,18,1.9,NA,-0.1,3.5,39,0.579,0.512,7.333,,pitching value,FALSE,7.951,Los Angeles Angels of Anaheim,Angels,Pitcher
367,John Lackey,LAA,2007,28,AL,224,33,33,87,3.5,5.01,0.03,0.19,99.3,5.13,39,4.1,NA,-0.1,6.3,66,0.625,0.525,5.833,"AS,CYA-3,MVP-17",pitching value,FALSE,6.567,Los Angeles Angels of Anaheim,Angels,Pitcher
369,John Lackey,LAA,2005,26,AL,209,33,33,85,3.66,4.82,0.25,0.18,98,4.65,21,2.2,NA,-0.1,4.2,46,0.567,0.514,0.44,,pitching value,FALSE,0.526,Los Angeles Angels of Anaheim,Angels,Pitcher
626,Zack Greinke,LAA,2012,28,AL,89.1,13,13,35,3.53,4.44,0.33,0.17,93.7,4.01,5,0.5,NA,-0.1,1.4,14,0.539,0.503,NA,,pitching value,FALSE,NA,Los Angeles Angels of Anaheim,Angels,Pitcher
38,Al Hrabosky,KCR,1978,28,AL,75,58,0,24,2.88,4.21,0.28,-0.34,100.8,3.61,6,0.7,2.4,0.3,1.8,13,0.512,0.504,NA,,pitching value,FALSE,NA,Kansas City Royals,Royals,Pitcher
43,Al Hrabosky,KCR,1979,29,AL,65,58,0,31,4.29,4.77,0.21,-0.38,100.8,4.21,-1,-0.1,2,-0.2,0.5,6,0.499,0.5,NA,,pitching value,FALSE,NA,Kansas City Royals,Royals,Pitcher
260,Gil Meche,KCR,2009,30,AL,129,23,23,81,5.65,4.86,-0.7,0.19,98.8,5.68,-1,-0.1,NA,-0.1,1.1,15,0.496,0.5,11.4,,pitching value,FALSE,12.404,Kansas City Royals,Royals,Pitcher
262,Gil Meche,KCR,2010,31,AL,61.2,20,9,42,6.13,4.52,-0.63,0.06,101.5,5.29,-6,-0.6,1.2,-0.1,-0.1,1,0.468,0.496,12.4,,pitching value,FALSE,13.274,Kansas City Royals,Royals,Pitcher
266,Gil Meche,KCR,2008,29,AL,210.1,34,34,98,4.19,4.91,-0.42,0.19,101.1,5.58,28,3,NA,-0.2,5,55,0.589,0.519,11.4,,pitching value,FALSE,12.36,Kansas City Royals,Royals,Pitcher
269,Gil Meche,KCR,2007,28,AL,216,34,34,98,4.08,5.01,0.24,0.19,100.9,5.01,20,2.1,NA,-0.1,4.2,46,0.561,0.513,7.4,AS,pitching value,FALSE,8.331,Kansas City Royals,Royals,Pitcher
418,Larry McWilliams,KCR,1989,35,AL,32.2,8,5,15,4.13,4.4,-0.23,0.12,98.3,4.67,2,0.2,0.5,0,0.5,5,0.525,0.501,NA,,pitching value,FALSE,NA,Kansas City Royals,Royals,Pitcher
428,Larry McWilliams,KCR,1990,36,AL,8.1,13,0,9,9.72,4.71,-0.33,-0.36,98.6,4.62,-5,-0.5,0.9,0,-0.4,-4,0.463,0.497,0.3,,pitching value,FALSE,0.536,Kansas City Royals,Royals,Pitcher
622,Zack Greinke,KCR,2008,24,AL,202.1,32,32,87,3.87,4.8,-0.42,0.19,100.8,5.45,32,3.4,NA,-0.1,5.4,58,0.607,0.521,1.4,,pitching value,FALSE,1.518,Kansas City Royals,Royals,Pitcher
624,Zack Greinke,KCR,2009,25,AL,229.1,33,33,64,2.51,4.77,-0.57,0.19,98.7,5.46,73,8.2,NA,-0.2,10.4,100,0.749,0.551,3.75,"AS,CYA-1,MVP-17",pitching value,FALSE,4.08,Kansas City Royals,Royals,Pitcher
625,Zack Greinke,KCR,2004,20,AL,145,24,24,64,3.97,5.09,-0.09,0.19,102.1,5.49,22,2.3,NA,-0.1,3.7,41,0.596,0.514,NA,RoY-4,pitching value,FALSE,NA,Kansas City Royals,Royals,Pitcher
627,Zack Greinke,KCR,2006,22,AL,6.1,3,0,3,4.26,5.07,0.16,-0.38,98.9,4.48,0,0,0.6,0,0.1,1,0.502,0.5,0.366,,pitching value,FALSE,0.423,Kansas City Royals,Royals,Pitcher
628,Zack Greinke,KCR,2010,26,AL,220,33,33,114,4.66,4.49,-0.6,0.16,99.6,5.23,12,1.3,NA,-0.1,3.4,36,0.54,0.508,7.25,,pitching value,FALSE,7.761,Kansas City Royals,Royals,Pitcher
629,Zack Greinke,KCR,2007,23,AL,122,52,14,52,3.84,4.91,0.23,-0.05,100.9,4.68,10,1,1.4,-0.1,2.2,25,0.52,0.506,0.407,,pitching value,FALSE,0.458,Kansas City Royals,Royals,Pitcher
631,Zack Greinke,KCR,2005,21,AL,183,33,33,125,6.15,4.81,-0.77,0.18,101.4,5.84,-8,-0.8,NA,-0.1,1,14,0.477,0.495,0.33,,pitching value,FALSE,0.395,Kansas City Royals,Royals,Pitcher
496,Nolan Ryan,HOU,1981,34,NL,149,21,21,34,2.05,3.93,0.13,0.14,96.1,3.79,27,3.4,NA,-0.1,4.7,41,0.663,0.521,1.125,"AS,CYA-4,MVP-16",pitching value,FALSE,2.889,Houston Astros,Astros,Pitcher
499,Nolan Ryan,HOU,1985,38,NL,232,35,35,108,4.19,4.01,-0.16,0.14,96.4,4.16,-3,-0.3,NA,-0.1,1.7,19,0.491,0.498,1.35,AS,pitching value,FALSE,2.93,Houston Astros,Astros,Pitcher
504,Nolan Ryan,HOU,1983,36,NL,196.1,29,29,74,3.39,4.13,0.18,0.14,92.1,3.78,8,0.9,NA,-0.1,2.6,25,0.53,0.505,1.125,CYA-9,pitching value,FALSE,2.637,Houston Astros,Astros,Pitcher
506,Nolan Ryan,HOU,1986,39,NL,178,30,30,72,3.64,4.21,0.15,0.15,96,4.03,7,0.8,NA,-0.1,2.3,23,0.525,0.505,1.125,,pitching value,FALSE,2.396,Houston Astros,Astros,Pitcher
507,Nolan Ryan,HOU,1980,33,NL,233.2,35,35,100,3.85,4.04,-0.03,0.14,89.2,3.75,-3,-0.4,NA,-0.1,1.7,17,0.49,0.498,1.125,,pitching value,FALSE,3.187,Houston Astros,Astros,Pitcher
508,Nolan Ryan,HOU,1987,40,NL,211.2,34,34,75,3.19,4.51,-0.12,0.17,96.2,4.61,32,3.5,NA,-0.1,5.4,53,0.603,0.522,1.225,CYA-5,pitching value,FALSE,2.517,Houston Astros,Astros,Pitcher
510,Nolan Ryan,HOU,1984,37,NL,183.2,30,30,78,3.82,4.01,-0.11,0.14,94.1,4.01,2,0.2,NA,-0.1,1.8,19,0.506,0.501,1,,pitching value,FALSE,2.247,Houston Astros,Astros,Pitcher
511,Nolan Ryan,HOU,1988,41,NL,220,33,33,98,4.01,3.9,-0.19,0.13,96.7,4.08,1,0.1,NA,-0.1,2,19,0.502,0.5,1,,pitching value,FALSE,1.974,Houston Astros,Astros,Pitcher
513,Nolan Ryan,HOU,1982,35,NL,250.1,35,35,100,3.6,4.08,-0.07,0.14,93.8,4.03,9,1,NA,-0.1,3.2,33,0.53,0.506,1.125,,pitching value,FALSE,2.721,Houston Astros,Astros,Pitcher
538,Roy Oswalt,HOU,2005,27,NL,241.2,35,35,85,3.17,4.64,0.31,0.17,100.2,4.51,36,4,NA,-0.2,5.9,57,0.613,0.525,5.9,"AS,CYA-4,MVP-23",pitching value,FALSE,7.052,Houston Astros,Astros,Pitcher
540,Roy Oswalt,HOU,2003,25,NL,127.1,21,21,48,3.39,4.82,0.38,0.19,100.7,4.66,17,1.9,NA,-0.1,2.9,29,0.589,0.512,0.5,,pitching value,FALSE,0.634,Houston Astros,Astros,Pitcher
541,Roy Oswalt,HOU,2007,29,NL,212,33,32,80,3.4,4.74,-0.33,0.19,100.8,5.31,46,5,1.8,-0.1,6.7,64,0.652,0.531,13,AS,pitching value,FALSE,14.636,Houston Astros,Astros,Pitcher
542,Roy Oswalt,HOU,2008,30,NL,208.2,32,32,89,3.84,4.62,0.08,0.18,99.2,4.69,21,2.2,NA,-0.1,3.8,38,0.569,0.514,13,,pitching value,FALSE,14.095,Houston Astros,Astros,Pitcher
543,Roy Oswalt,HOU,2001,23,NL,141.2,28,20,48,3.05,4.65,-0.02,0.12,108.3,5.19,33,3.6,0.8,-0.1,4.7,46,0.629,0.522,NA,"CYA-5,MVP-22,RoY-2",pitching value,FALSE,NA,Houston Astros,Astros,Pitcher
544,Roy Oswalt,HOU,2002,24,NL,233,35,34,86,3.32,4.43,-0.26,0.17,104.7,5.09,45,5.1,0.4,-0.1,6.9,66,0.646,0.532,0.3,"CYA-4,MVP-23",pitching value,FALSE,0.389,Houston Astros,Astros,Pitcher
545,Roy Oswalt,HOU,2004,26,NL,237,36,35,100,3.8,4.6,0.19,0.18,101.2,4.64,21,2.2,1.9,-0.2,4,43,0.56,0.513,3.25,"CYA-3,MVP-23",pitching value,FALSE,4.017,Houston Astros,Astros,Pitcher
546,Roy Oswalt,HOU,2009,31,NL,181.1,30,30,83,4.12,4.5,-0.01,0.18,97.9,4.58,9,1,NA,-0.1,2.4,25,0.532,0.506,14,,pitching value,FALSE,15.233,Houston Astros,Astros,Pitcher
548,Roy Oswalt,HOU,2006,28,NL,220.2,33,32,76,3.1,4.76,0.27,0.18,99.6,4.66,39,4.1,2.4,-0.1,5.9,58,0.625,0.525,11,"AS,CYA-4",pitching value,FALSE,12.738,Houston Astros,Astros,Pitcher
549,Roy Oswalt,HOU,2010,32,NL,129,20,20,52,3.63,4.35,-0.16,0.16,97.2,4.55,13,1.4,NA,-0.1,2.4,24,0.571,0.509,15,CYA-6,pitching value,FALSE,16.058,Houston Astros,Astros,Pitcher
1,A.J. Burnett,FLA,2003,26,NL,23,4,4,13,5.09,4.72,-0.09,0.18,93.6,4.68,-1,-0.1,NA,0,0.1,1,0.471,0.499,2.5,,pitching value,FALSE,3.172,Florida Marlins,Marlins,Pitcher
3,A.J. Burnett,FLA,2004,27,NL,120,20,19,50,3.75,4.67,0.07,0.17,93.4,4.46,9,0.9,0.6,-0.1,1.8,20,0.545,0.506,2.5,,pitching value,FALSE,3.09,Florida Marlins,Marlins,Pitcher
5,A.J. Burnett,FLA,2002,25,NL,204.1,31,29,84,3.7,4.48,-0.07,0.17,100,4.71,22,2.4,1.1,-0.1,4,40,0.578,0.515,0.368,,pitching value,FALSE,0.477,Florida Marlins,Marlins,Pitcher
17,A.J. Burnett,FLA,2000,23,NL,82.2,13,13,46,5.01,5.05,-0.07,0.18,95,5.04,0,0,NA,0,0.7,8,0.501,0.5,0.204,,pitching value,FALSE,0.277,Florida Marlins,Marlins,Pitcher
19,A.J. Burnett,FLA,1999,22,NL,41.1,7,7,23,5.01,5,0.04,0.18,95.5,4.91,-1,-0.1,NA,0,0.3,3,0.491,0.5,0.2,,pitching value,FALSE,0.28,Florida Marlins,Marlins,Pitcher
21,A.J. Burnett,FLA,2001,24,NL,173.1,27,27,82,4.26,4.58,0.08,0.17,95.5,4.47,3,0.4,NA,-0.1,1.7,19,0.513,0.502,0.25,,pitching value,FALSE,0.33,Florida Marlins,Marlins,Pitcher
23,A.J. Burnett,FLA,2005,28,NL,209,32,32,97,4.18,4.59,-0.4,0.17,95,4.89,16,1.8,NA,-0.1,3.4,35,0.555,0.511,3.65,,pitching value,FALSE,4.363,Florida Marlins,Marlins,Pitcher
49,Anibal Sanchez,FLA,2009,25,NL,86,16,16,39,4.08,4.55,-0.33,0.18,101.1,5.12,10,1.1,NA,-0.1,1.7,17,0.566,0.507,0.4,,pitching value,FALSE,0.435,Florida Marlins,Marlins,Pitcher
50,Anibal Sanchez,FLA,2007,23,NL,30,6,6,17,5.1,4.74,-0.43,0.19,97.1,5.21,1,0.1,NA,0,0.3,3,0.508,0.5,0.381,,pitching value,FALSE,0.429,Florida Marlins,Marlins,Pitcher
53,Anibal Sanchez,FLA,2006,22,NL,114.1,18,17,39,3.07,5.03,-0.16,0.18,94.7,5.08,26,2.8,1,-0.1,3.7,36,0.655,0.517,NA,RoY-9,pitching value,FALSE,NA,Florida Marlins,Marlins,Pitcher
54,Anibal Sanchez,FLA,2008,24,NL,51.2,10,10,35,6.1,4.64,0.06,0.19,103.4,4.92,-6,-0.6,NA,0,-0.2,-2,0.438,0.496,0.39,,pitching value,FALSE,0.423,Florida Marlins,Marlins,Pitcher
55,Anibal Sanchez,FLA,2011,27,NL,196.1,32,32,85,3.9,4.18,-0.41,0.16,102.3,4.85,19,2.2,NA,-0.1,3.8,36,0.57,0.514,3.7,,pitching value,FALSE,3.84,Florida Marlins,Marlins,Pitcher
56,Anibal Sanchez,FLA,2010,26,NL,195,32,32,89,4.11,4.43,-0.14,0.17,102.4,4.85,15,1.7,NA,-0.1,3.2,32,0.553,0.51,1.25,,pitching value,FALSE,1.338,Florida Marlins,Marlins,Pitcher
52,Anibal Sanchez,DET,2012,28,AL,74.2,12,12,36,4.34,4.48,-0.22,0.17,100.4,4.89,5,0.5,NA,-0.1,1.2,12,0.541,0.503,NA,,pitching value,FALSE,NA,Detroit Tigers,Tigers,Pitcher
389,Justin Verlander,DET,2009,26,AL,240,35,35,99,3.71,4.9,0.18,0.19,101.1,4.97,31,3.3,NA,-0.2,5.6,60,0.594,0.52,3.675,"AS,CYA-3,MVP-20",pitching value,FALSE,3.999,Detroit Tigers,Tigers,Pitcher
390,Justin Verlander,DET,2007,24,AL,201.2,32,32,88,3.93,4.93,0.21,0.19,101.3,4.97,22,2.2,NA,-0.1,4.2,46,0.57,0.514,1.03,"AS,CYA-5",pitching value,FALSE,1.16,Detroit Tigers,Tigers,Pitcher
391,Justin Verlander,DET,2010,27,AL,224.1,33,33,89,3.57,4.43,0.12,0.16,99.3,4.43,20,2.2,NA,-0.1,4.3,45,0.566,0.513,6.85,"AS,CYA-11",pitching value,FALSE,7.333,Detroit Tigers,Tigers,Pitcher
392,Justin Verlander,DET,2012,29,AL,238.1,33,33,81,3.06,4.45,-0.19,0.17,100.9,4.85,47,5.5,NA,-0.2,7.8,72,0.667,0.534,20,"AS,CYA-2,MVP-8",pitching value,FALSE,20.336,Detroit Tigers,Tigers,Pitcher
393,Justin Verlander,DET,2008,25,AL,201,33,33,119,5.33,4.83,-0.33,0.19,102.5,5.48,0,0,NA,-0.1,1.9,25,0.499,0.5,1.13,,pitching value,FALSE,1.225,Detroit Tigers,Tigers,Pitcher
394,Justin Verlander,DET,2005,22,AL,11.1,2,2,9,7.15,4.58,0.19,0.17,94.1,4.29,-4,-0.3,NA,0,-0.2,-2,0.341,0.498,NA,,pitching value,FALSE,NA,Detroit Tigers,Tigers,Pitcher
395,Justin Verlander,DET,2006,23,AL,186,30,30,78,3.77,4.98,0.24,0.19,100.8,4.97,22,2.3,NA,-0.1,4.1,46,0.577,0.514,0.98,"CYA-7,MVP-15,RoY-1",pitching value,FALSE,1.135,Detroit Tigers,Tigers,Pitcher
396,Justin Verlander,DET,2011,28,AL,251,34,34,73,2.62,4.39,0.08,0.16,101,4.51,52,6.1,NA,-0.2,8.4,79,0.678,0.537,12.85,"AS,CYA-1,MVP-1",pitching value,FALSE,13.335,Detroit Tigers,Tigers,Pitcher
216,Denny Neagle,COL,2003,34,NL,35.1,7,7,31,7.9,4.2,0.07,0.16,120.3,5.17,-11,-1,NA,0,-0.7,-8,0.361,0.494,9,,pitching value,FALSE,11.421,Colorado Rockies,Rockies,Pitcher
220,Denny Neagle,COL,2002,33,NL,164.1,35,28,101,5.53,4.56,0.21,0.15,117,5.26,-6,-0.6,1,-0.1,0.7,9,0.484,0.496,7,,pitching value,FALSE,9.085,Colorado Rockies,Rockies,Pitcher
222,Denny Neagle,COL,2001,32,NL,170.2,30,30,107,5.64,4.88,0.39,0.18,119.7,5.6,-1,-0.1,NA,-0.1,1.2,14,0.495,0.499,7.2,,pitching value,FALSE,9.492,Colorado Rockies,Rockies,Pitcher
408,Kevin Millwood,COL,2011,36,NL,54.1,9,9,26,4.31,4.16,0.13,0.16,113.6,4.75,2,0.3,NA,0,0.7,7,0.529,0.502,NA,,pitching value,FALSE,NA,Colorado Rockies,Rockies,Pitcher
117,CC Sabathia,CLE,2002,21,AL,210,33,33,109,4.67,4.74,-0.3,0.17,100.5,5.24,12,1.2,NA,-0.1,3.2,37,0.537,0.508,0.7,,pitching value,FALSE,0.909,Cleveland Indians,Indians,Pitcher
119,CC Sabathia,CLE,2001,20,AL,180.1,33,33,93,4.64,4.7,-0.27,0.18,102.7,5.28,11,1.1,NA,-0.1,2.9,33,0.534,0.507,NA,RoY-2,pitching value,FALSE,NA,Cleveland Indians,Indians,Pitcher
121,CC Sabathia,CLE,2003,22,AL,197.2,30,30,85,3.87,4.78,0.16,0.18,97.5,4.68,18,1.8,NA,-0.1,3.7,40,0.562,0.511,1.1,AS,pitching value,FALSE,1.396,Cleveland Indians,Indians,Pitcher
123,CC Sabathia,CLE,2005,24,AL,196.2,31,31,92,4.21,4.55,0.3,0.17,96.1,4.24,-1,-0.1,NA,-0.1,1.8,22,0.497,0.499,5.25,,pitching value,FALSE,6.275,Cleveland Indians,Indians,Pitcher
126,CC Sabathia,CLE,2008,27,AL,122.1,18,18,54,3.97,4.71,0.14,0.18,98.2,4.67,7,0.8,NA,-0.1,1.9,23,0.542,0.505,11,"CYA-5,MVP-6",pitching value,FALSE,11.927,Cleveland Indians,Indians,Pitcher
127,CC Sabathia,CLE,2006,25,AL,192.2,28,28,83,3.88,4.91,-0.16,0.19,99,5.22,26,2.7,NA,-0.1,4.6,51,0.597,0.517,7,,pitching value,FALSE,8.106,Cleveland Indians,Indians,Pitcher
128,CC Sabathia,CLE,2004,23,AL,188,30,30,90,4.31,4.98,-0.06,0.19,95.6,5.01,12,1.2,NA,-0.1,3,36,0.54,0.507,2.7,AS,pitching value,FALSE,3.337,Cleveland Indians,Indians,Pitcher
129,CC Sabathia,CLE,2007,26,AL,241,34,34,94,3.51,4.81,0.01,0.19,100.2,5,38,4,NA,-0.2,6.3,67,0.618,0.525,8.75,"AS,CYA-1,MVP-14",pitching value,FALSE,9.851,Cleveland Indians,Indians,Pitcher
169,Cliff Lee,CLE,2002,23,AL,10.1,2,2,2,1.74,4.56,-0.28,0.17,109.6,5.49,4,0.5,NA,0,0.6,5,0.737,0.503,NA,,pitching value,FALSE,NA,Cleveland Indians,Indians,Pitcher
170,Cliff Lee,CLE,2009,30,AL,152,22,22,53,3.14,4.68,-0.14,0.18,95.8,4.79,27,2.9,NA,-0.1,4.3,45,0.63,0.518,6,,pitching value,FALSE,6.529,Cleveland Indians,Indians,Pitcher
171,Cliff Lee,CLE,2005,26,AL,202,32,32,91,4.05,4.69,0.32,0.17,95.7,4.35,5,0.5,NA,-0.1,2.5,29,0.515,0.503,0.345,CYA-4,pitching value,FALSE,0.412,Cleveland Indians,Indians,Pitcher
173,Cliff Lee,CLE,2004,25,AL,179,33,33,113,5.68,5.03,-0.06,0.19,94.7,5.01,-16,-1.5,NA,-0.1,0.3,7,0.455,0.491,0.303,,pitching value,FALSE,0.375,Cleveland Indians,Indians,Pitcher
174,Cliff Lee,CLE,2003,24,AL,52.1,9,9,28,4.82,4.78,0.14,0.18,98.2,4.73,0,0,NA,0,0.5,5,0.496,0.5,0.301,,pitching value,FALSE,0.382,Cleveland Indians,Indians,Pitcher
175,Cliff Lee,CLE,2007,28,AL,97.1,20,16,73,6.75,4.91,0.01,0.16,100.3,5.08,-19,-1.7,0.3,0,-0.8,-7,0.414,0.489,3,,pitching value,FALSE,3.377,Cleveland Indians,Indians,Pitcher
176,Cliff Lee,CLE,2006,27,AL,200.2,33,33,114,5.11,4.95,-0.19,0.19,98.6,5.25,1,0.1,NA,-0.1,2,26,0.502,0.5,0.406,,pitching value,FALSE,0.47,Cleveland Indians,Indians,Pitcher
179,Cliff Lee,CLE,2008,29,AL,223.1,31,31,68,2.74,4.7,0.15,0.18,98.4,4.66,43,4.8,NA,-0.2,6.9,72,0.655,0.53,4,"AS,CYA-1,MVP-12",pitching value,FALSE,4.337,Cleveland Indians,Indians,Pitcher
407,Kevin Millwood,CLE,2005,30,AL,192,30,30,72,3.38,4.7,0.31,0.17,96.3,4.39,20,2.1,NA,-0.1,4,43,0.57,0.513,7,CYA-6,pitching value,FALSE,8.367,Cleveland Indians,Indians,Pitcher
524,Rick Wise,CLE,1978,32,AL,211.2,33,31,116,4.93,4.29,-0.13,0.11,100.1,4.53,-10,-1,0.9,-0.1,0.9,10,0.469,0.494,NA,,pitching value,FALSE,NA,Cleveland Indians,Indians,Pitcher
526,Rick Wise,CLE,1979,33,AL,231.2,34,34,111,4.31,4.61,-0.24,0.15,101.3,5.06,19,2,NA,-0.1,4.2,43,0.559,0.512,NA,,pitching value,FALSE,NA,Cleveland Indians,Indians,Pitcher
57,Aroldis Chapman,CIN,2011,23,NL,50,54,0,21,3.78,4.32,0.11,-0.32,102,3.96,1,0.1,1.2,-0.1,0.4,5,0.501,0.5,3.836,,pitching value,FALSE,3.98,Cincinnati Reds,Reds,Pitcher
58,Aroldis Chapman,CIN,2010,22,NL,13.1,15,0,4,2.7,4.5,0.13,-0.34,99.4,4.01,2,0.2,1.8,0,0.4,3,0.514,0.501,1,,pitching value,FALSE,1.071,Cincinnati Reds,Reds,Pitcher
59,Aroldis Chapman,CIN,2012,24,NL,71.2,68,0,13,1.63,4.27,0.03,-0.32,106.7,4.18,20,2.2,1.9,0.8,3.6,26,0.532,0.513,2,"AS,CYA-8,MVP-12",pitching value,FALSE,2.034,Cincinnati Reds,Reds,Pitcher
62,B.J. Ryan,CIN,1999,23,NL,2,1,0,1,4.5,5.13,0.69,-0.39,88,3.56,0,0,0,0,0,0,0.479,0.5,NA,,pitching value,FALSE,NA,Cincinnati Reds,Reds,Pitcher
217,Denny Neagle,CIN,1999,30,NL,111.2,20,19,54,4.35,4.93,0.6,0.17,105.1,4.73,4,0.4,2.2,-0.1,1.3,15,0.521,0.503,4.75,,pitching value,FALSE,6.656,Cincinnati Reds,Reds,Pitcher
225,Denny Neagle,CIN,2000,31,NL,117.2,18,18,48,3.67,5.25,0.29,0.19,100.9,5.2,20,2,NA,-0.1,2.9,31,0.612,0.512,4.75,,pitching value,FALSE,6.439,Cincinnati Reds,Reds,Pitcher
444,Lee Smith,CIN,1996,38,NL,44.1,43,0,20,4.06,4.66,-0.25,-0.35,100.6,4.59,3,0.3,1.2,-0.1,0.6,6,0.507,0.502,NA,,pitching value,FALSE,NA,Cincinnati Reds,Reds,Pitcher
164,Chris Sale,CHW,2011,22,AL,71,58,0,22,2.79,4.53,-0.07,-0.35,104.4,4.44,13,1.4,1.5,0.2,2.3,20,0.524,0.508,0.425,,pitching value,FALSE,0.441,Chicago White Sox,White Sox,Pitcher
165,Chris Sale,CHW,2010,21,AL,23.1,21,0,5,1.93,4.56,-0.27,-0.35,105.2,4.71,7,0.8,1.6,0.2,1.2,10,0.536,0.505,NA,,pitching value,FALSE,NA,Chicago White Sox,White Sox,Pitcher
166,Chris Sale,CHW,2012,23,AL,192,30,29,66,3.09,4.43,0.04,0.17,104.4,4.76,35,4.1,3.2,-0.1,5.9,55,0.635,0.525,0.5,"AS,CYA-6",pitching value,FALSE,0.508,Chicago White Sox,White Sox,Pitcher
295,Jake Peavy,CHW,2010,29,AL,107,17,17,55,4.63,4.42,-0.37,0.16,103.8,5.14,5,0.6,NA,-0.1,1.6,17,0.533,0.503,15,,pitching value,FALSE,16.058,Chicago White Sox,White Sox,Pitcher
297,Jake Peavy,CHW,2011,30,AL,111.2,19,18,61,4.92,4.47,-0.08,0.14,104.7,4.91,0,0,1.3,-0.1,1,11,0.498,0.5,16,,pitching value,FALSE,16.604,Chicago White Sox,White Sox,Pitcher
302,Jake Peavy,CHW,2009,28,AL,20,3,3,3,1.35,4.64,-0.13,0.18,107.7,5.32,9,1,NA,0,1.2,11,0.829,0.506,NA,,pitching value,FALSE,NA,Chicago White Sox,White Sox,Pitcher
303,Jake Peavy,CHW,2012,31,AL,219,32,32,88,3.62,4.42,0.04,0.17,105.3,4.79,28,3.2,NA,-0.2,5.2,51,0.6,0.52,17,"AS,GG",pitching value,FALSE,17.286,Chicago White Sox,White Sox,Pitcher
354,John Danks,CHW,2007,22,AL,139,26,26,92,5.96,5.08,-0.42,0.2,103.2,5.88,-2,-0.2,NA,-0.1,1.1,14,0.491,0.499,0.38,,pitching value,FALSE,0.428,Chicago White Sox,White Sox,Pitcher
355,John Danks,CHW,2011,26,AL,170.1,27,27,89,4.7,4.52,-0.08,0.16,102.3,4.87,3,0.3,NA,-0.1,1.9,21,0.511,0.502,6,,pitching value,FALSE,6.226,Chicago White Sox,White Sox,Pitcher
356,John Danks,CHW,2008,23,AL,195,33,33,74,3.42,4.83,-0.19,0.19,105.4,5.48,41,4.5,NA,-0.1,6.4,66,0.637,0.528,0.4,,pitching value,FALSE,0.434,Chicago White Sox,White Sox,Pitcher
357,John Danks,CHW,2012,27,AL,53.2,9,9,35,5.87,4.36,0.05,0.17,102.8,4.6,-8,-0.7,NA,0,-0.2,-2,0.417,0.495,2,,pitching value,FALSE,2.034,Chicago White Sox,White Sox,Pitcher
358,John Danks,CHW,2010,25,AL,213,32,32,93,3.93,4.48,-0.37,0.16,105.2,5.28,30,3.4,NA,-0.1,5.5,54,0.606,0.521,3.45,,pitching value,FALSE,3.693,Chicago White Sox,White Sox,Pitcher
359,John Danks,CHW,2009,24,AL,200.1,32,32,89,4,4.88,-0.15,0.19,103.6,5.41,30,3.1,NA,-0.2,5,54,0.598,0.519,0.52,,pitching value,FALSE,0.566,Chicago White Sox,White Sox,Pitcher
569,Steve Trout,CHW,1980,22,AL,199.2,32,30,102,4.6,4.58,-0.08,0.14,100.4,4.82,4,0.4,1.4,-0.1,2.2,24,0.513,0.503,NA,,pitching value,FALSE,NA,Chicago White Sox,White Sox,Pitcher
573,Steve Trout,CHW,1979,21,AL,155,34,18,77,4.47,4.67,0.08,0.04,101.3,4.69,4,0.4,1.6,-0.1,1.9,20,0.511,0.502,0.024,,pitching value,FALSE,0.077,Chicago White Sox,White Sox,Pitcher
575,Steve Trout,CHW,1981,23,AL,124.2,20,18,53,3.83,3.9,-0.03,0.11,99.8,4.04,3,0.4,1.3,-0.1,1.4,14,0.518,0.502,NA,,pitching value,FALSE,NA,Chicago White Sox,White Sox,Pitcher
576,Steve Trout,CHW,1982,24,AL,120.1,25,19,76,5.68,4.53,-0.28,0.1,100,4.9,-10,-1,0.5,0,0.1,1,0.46,0.494,0.25,,pitching value,FALSE,0.605,Chicago White Sox,White Sox,Pitcher
