,player,season,salary,agency,agent,salary_amnesty,league,team,player_off_roster_13_14,id_contract_type
789,Michael Beasley,2013-2014,4670000,Excel Sports Management,Jeff Schwartz,FALSE,nba,Suns,TRUE,A
790,Michael Beasley,2014-2015,2330000,Excel Sports Management,Jeff Schwartz,FALSE,nba,Suns,TRUE,A
800,Mike Miller,2013-2014,6200000,Wasserman Media Group,Arn Tellem,TRUE,nba,Heat,TRUE,A
802,Mike Miller,2014-2015,6600000,Wasserman Media Group,Arn Tellem,TRUE,nba,Heat,TRUE,A
1114,Travis Outlaw,2013-2014,4000000,BDA Sports Management,Bill Duffy,TRUE,nba,Nets,TRUE,A
1116,Travis Outlaw,2014-2015,4000000,BDA Sports Management,Bill Duffy,TRUE,nba,Nets,TRUE,A
1191,Brandon Roy,2013-2014,17779458,Wasserman Media Group,Arn Tellem,TRUE,nba,Trail Blazers,TRUE,A
1192,Brandon Roy,2014-2015,14399332,Wasserman Media Group,Arn Tellem,TRUE,nba,Trail Blazers,TRUE,A
1193,Drew Gooden,2013-2014,6680000,Relativity Sports,Dan Fegan,TRUE,nba,Bucks,TRUE,A
1194,Drew Gooden,2014-2015,6680000,Relativity Sports,Dan Fegan,TRUE,nba,Bucks,TRUE,A
1195,Josh Childress,2013-2014,7182500,Octagon Athlete Representation,Jeff Austin,TRUE,nba,Hawks,TRUE,A
1196,Josh Childress,2014-2015,7317500,Octagon Athlete Representation,Jeff Austin,TRUE,nba,Hawks,TRUE,A
1197,Linas Kleiza,2013-2014,4600000,BDA Sports Management,Rade Filipovich,TRUE,nba,Raptors,TRUE,A
1198,Tyrus Thomas,2013-2014,8694215,Performance Sports Management,John Hamilton,TRUE,nba,Bobcats,TRUE,A
1199,Tyrus Thomas,2014-2015,9388430,Performance Sports Management,John Hamilton,TRUE,nba,Bobcats,TRUE,A
