ID_School,CIPF.Code,Category,CIPFamily,School_Label,CIPFamilyTitle,Value_Type,Value,Percentage
UT,SOCI,School,45,Texas,SOCIAL SCIENCES.,College Major,1085,0.123267439
VANDY,SOCI,Football,45,Vanderbilt,SOCIAL SCIENCES.,College Major,5,0.15625
OK,SOCI,Football,45,Oklahoma,SOCIAL SCIENCES.,College Major,11,0.192982456
SCAR,SOCI,School,45,South Carolina,SOCIAL SCIENCES.,College Major,399,0.08738502
NEB,SOCI,Football,45,Nebraska,SOCIAL SCIENCES.,College Major,13,0.12745098
CLEM,SOCI,Football,45,Clemson,SOCIAL SCIENCES.,College Major,24,0.272727273
STAN,SOCI,Football,45,Stanford,SOCIAL SCIENCES.,College Major,16,0.253968254
NO.ILL,SOCI,Football,45,Northern Illinois,SOCIAL SCIENCES.,College Major,12,0.125
ND,CONST,School,46,Notre Dame,CONSTRUCTION TRADES.,College Major,332,0.159845932
KAN.ST,MECHTECH,School,47,Kansas State,MECHANIC AND REPAIR TECHNOLOGIES/TECHNICIANS.,College Major,7,0.001923077
UTA.ST,MECHTECH,School,47,Utah State,MECHANIC AND REPAIR TECHNOLOGIES/TECHNICIANS.,College Major,13,0.003854136
UTA.ST,TRANS,School,49,Utah State,TRANSPORTATION AND MATERIALS MOVING.,College Major,10,0.00296472
STAN,TRANS,Football,49,Stanford,TRANSPORTATION AND MATERIALS MOVING.,College Major,1,0.015873016
OSU,TRANS,Football,49,Ohio State,TRANSPORTATION AND MATERIALS MOVING.,College Major,1,0.015384615
OSU,TRANS,School,49,Ohio State,TRANSPORTATION AND MATERIALS MOVING.,College Major,50,0.004420476
SJ.ST,TRANS,School,49,San Jose State,TRANSPORTATION AND MATERIALS MOVING.,College Major,32,0.006534613
OK,TRANS,School,49,Oklahoma,TRANSPORTATION AND MATERIALS MOVING.,College Major,41,0.010046557
KAN.ST,TRANS,School,49,Kansas State,TRANSPORTATION AND MATERIALS MOVING.,College Major,22,0.006043956
NWST,ARTS,School,50,Northwestern,VISUAL AND PERFORMING ARTS.,College Major,107,0.050117096
ND,ARTS,School,50,Notre Dame,VISUAL AND PERFORMING ARTS.,College Major,100,0.048146365
SJ.ST,ARTS,School,50,San Jose State,VISUAL AND PERFORMING ARTS.,College Major,373,0.076169083
UGA,ARTS,School,50,Georgia,VISUAL AND PERFORMING ARTS.,College Major,282,0.04110188
ORE,ARTS,Football,50,Oregon,VISUAL AND PERFORMING ARTS.,College Major,1,0.01
FSU,ARTS,School,50,Florida State,VISUAL AND PERFORMING ARTS.,College Major,401,0.051108845
NEB,ARTS,School,50,Nebraska,VISUAL AND PERFORMING ARTS.,College Major,142,0.038192577
KAN.ST,ARTS,School,50,Kansas State,VISUAL AND PERFORMING ARTS.,College Major,113,0.031043956
SCAR,ARTS,School,50,South Carolina,VISUAL AND PERFORMING ARTS.,College Major,245,0.053657468
FLA,ARTS,School,50,Florida,VISUAL AND PERFORMING ARTS.,College Major,236,0.02743867
STAN,ARTS,School,50,Stanford,VISUAL AND PERFORMING ARTS.,College Major,44,0.025670945
SJ.ST,ARTS,Football,50,San Jose State,VISUAL AND PERFORMING ARTS.,College Major,1,0.009345794
FSU,ARTS,Football,50,Florida State,VISUAL AND PERFORMING ARTS.,College Major,1,0.015151515
BAMA,ARTS,School,50,Alabama,VISUAL AND PERFORMING ARTS.,College Major,208,0.046605422
OSU,ARTS,School,50,Ohio State,VISUAL AND PERFORMING ARTS.,College Major,321,0.028379454
UGA,ARTS,Football,50,Georgia,VISUAL AND PERFORMING ARTS.,College Major,1,0.00862069
LOUIS,ARTS,School,50,Louisville,VISUAL AND PERFORMING ARTS.,College Major,107,0.039614957
ORE,ARTS,School,50,Oregon,VISUAL AND PERFORMING ARTS.,College Major,329,0.070044709
SCAR,ARTS,Football,50,South Carolina,VISUAL AND PERFORMING ARTS.,College Major,2,0.040816327
ORE.ST,ARTS,School,50,Oregon State,VISUAL AND PERFORMING ARTS.,College Major,134,0.034062023
BOS.ST,ARTS,School,50,Boise State,VISUAL AND PERFORMING ARTS.,College Major,119,0.045928213
UM,ARTS,School,50,Michigan,VISUAL AND PERFORMING ARTS.,College Major,389,0.059919901
ND,ARTS,Football,50,Notre Dame,VISUAL AND PERFORMING ARTS.,College Major,14,0.358974359
RUT,ARTS,School,50,Rutgers,VISUAL AND PERFORMING ARTS.,College Major,210,0.033969589
CLEM,ARTS,School,50,Clemson,VISUAL AND PERFORMING ARTS.,College Major,103,0.02994186
UTA.ST,ARTS,School,50,Utah State,VISUAL AND PERFORMING ARTS.,College Major,128,0.037948414
UT,ARTS,School,50,Texas,VISUAL AND PERFORMING ARTS.,College Major,273,0.031015678
OK,ARTS,School,50,Oklahoma,VISUAL AND PERFORMING ARTS.,College Major,204,0.049987748
VANDY,ARTS,School,50,Vanderbilt,VISUAL AND PERFORMING ARTS.,College Major,89,0.053197848
LSU,ARTS,School,50,Louisiana State,VISUAL AND PERFORMING ARTS.,College Major,145,0.031528593
SCAR,HEALTH,Football,51,South Carolina,HEALTH PROFESSIONS AND RELATED PROGRAMS.,College Major,2,0.040816327
BAMA,HEALTH,School,51,Alabama,HEALTH PROFESSIONS AND RELATED PROGRAMS.,College Major,457,0.10239749
ORE,HEALTH,School,51,Oregon,HEALTH PROFESSIONS AND RELATED PROGRAMS.,College Major,47,0.010006387
UGA,HEALTH,School,51,Georgia,HEALTH PROFESSIONS AND RELATED PROGRAMS.,College Major,254,0.037020842
NWST,HEALTH,Football,51,Northwestern,HEALTH PROFESSIONS AND RELATED PROGRAMS.,College Major,1,0.010204082
CLEM,HEALTH,School,51,Clemson,HEALTH PROFESSIONS AND RELATED PROGRAMS.,College Major,241,0.07005814
ND,HEALTH,School,51,Notre Dame,HEALTH PROFESSIONS AND RELATED PROGRAMS.,College Major,137,0.06596052
OSU,HEALTH,School,51,Ohio State,HEALTH PROFESSIONS AND RELATED PROGRAMS.,College Major,839,0.074175581
FSU,HEALTH,School,51,Florida State,HEALTH PROFESSIONS AND RELATED PROGRAMS.,College Major,307,0.039128218
NO.ILL,HEALTH,School,51,Northern Illinois,HEALTH PROFESSIONS AND RELATED PROGRAMS.,College Major,587,0.149706707
FLA,HEALTH,School,51,Florida,HEALTH PROFESSIONS AND RELATED PROGRAMS.,College Major,658,0.076502732
ORE.ST,HEALTH,Football,51,Oregon State,HEALTH PROFESSIONS AND RELATED PROGRAMS.,College Major,5,0.048076923
RUT,HEALTH,Football,51,Rutgers,HEALTH PROFESSIONS AND RELATED PROGRAMS.,College Major,1,0.010204082
SJ.ST,HEALTH,School,51,San Jose State,HEALTH PROFESSIONS AND RELATED PROGRAMS.,College Major,421,0.085971003
UT,HEALTH,School,51,Texas,HEALTH PROFESSIONS AND RELATED PROGRAMS.,College Major,362,0.041127017
NEB,HEALTH,Football,51,Nebraska,HEALTH PROFESSIONS AND RELATED PROGRAMS.,College Major,1,0.009803922
KAN.ST,HEALTH,Football,51,Kansas State,HEALTH PROFESSIONS AND RELATED PROGRAMS.,College Major,3,0.033707865
UTA.ST,HEALTH,School,51,Utah State,HEALTH PROFESSIONS AND RELATED PROGRAMS.,College Major,317,0.093981619
VANDY,HEALTH,Football,51,Vanderbilt,HEALTH PROFESSIONS AND RELATED PROGRAMS.,College Major,2,0.0625
NO.ILL,HEALTH,Football,51,Northern Illinois,HEALTH PROFESSIONS AND RELATED PROGRAMS.,College Major,1,0.010416667
SCAR,HEALTH,School,51,South Carolina,HEALTH PROFESSIONS AND RELATED PROGRAMS.,College Major,282,0.061760841
KAN.ST,HEALTH,School,51,Kansas State,HEALTH PROFESSIONS AND RELATED PROGRAMS.,College Major,127,0.03489011
RUT,HEALTH,School,51,Rutgers,HEALTH PROFESSIONS AND RELATED PROGRAMS.,College Major,123,0.019896474
NEB,HEALTH,School,51,Nebraska,HEALTH PROFESSIONS AND RELATED PROGRAMS.,College Major,68,0.018289403
UTA.ST,HEALTH,Football,51,Utah State,HEALTH PROFESSIONS AND RELATED PROGRAMS.,College Major,1,0.009803922
BOS.ST,HEALTH,School,51,Boise State,HEALTH PROFESSIONS AND RELATED PROGRAMS.,College Major,399,0.153994597
UM,HEALTH,School,51,Michigan,HEALTH PROFESSIONS AND RELATED PROGRAMS.,College Major,195,0.030036969
LSU,HEALTH,School,51,Louisiana State,HEALTH PROFESSIONS AND RELATED PROGRAMS.,College Major,79,0.017177647
LOUIS,HEALTH,School,51,Louisville,HEALTH PROFESSIONS AND RELATED PROGRAMS.,College Major,210,0.077748982
TAM,HEALTH,School,51,Texas A&M,HEALTH PROFESSIONS AND RELATED PROGRAMS.,College Major,180,0.019957867
ORE.ST,HEALTH,School,51,Oregon State,HEALTH PROFESSIONS AND RELATED PROGRAMS.,College Major,142,0.036095577
FLA,BIZMAN,School,52,Florida,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,1065,0.123822811
BAMA,BIZMAN,Football,52,Alabama,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,15,0.555555556
BAMA,BIZMAN,School,52,Alabama,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,1334,0.298902084
ORE,BIZMAN,Football,52,Oregon,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,16,0.16
OK,BIZMAN,School,52,Oklahoma,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,755,0.185003676
FSU,BIZMAN,School,52,Florida State,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,1580,0.201376498
UT,BIZMAN,School,52,Texas,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,1076,0.122244944
CLEM,BIZMAN,School,52,Clemson,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,654,0.190116279
UGA,BIZMAN,Football,52,Georgia,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,18,0.155172414
FLA,BIZMAN,Football,52,Florida,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,4,0.085106383
TAM,BIZMAN,Football,52,Texas A&M,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,7,0.086419753
ND,BIZMAN,Football,52,Notre Dame,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,17,0.435897436
OSU,BIZMAN,Football,52,Ohio State,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,5,0.076923077
OSU,BIZMAN,School,52,Ohio State,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,1942,0.171691274
STAN,BIZMAN,Football,52,Stanford,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,2,0.031746032
RUT,BIZMAN,School,52,Rutgers,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,500,0.080879974
NWST,BIZMAN,Football,52,Northwestern,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,1,0.010204082
NO.ILL,BIZMAN,School,52,Northern Illinois,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,734,0.187197144
KAN.ST,BIZMAN,School,52,Kansas State,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,589,0.161813187
LOUIS,BIZMAN,School,52,Louisville,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,409,0.151425398
CLEM,BIZMAN,Football,52,Clemson,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,18,0.204545455
ORE.ST,BIZMAN,Football,52,Oregon State,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,21,0.201923077
ORE.ST,BIZMAN,School,52,Oregon State,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,558,0.141840366
UTA.ST,BIZMAN,Football,52,Utah State,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,15,0.147058824
BOS.ST,BIZMAN,Football,52,Boise State,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,11,0.157142857
BOS.ST,BIZMAN,School,52,Boise State,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,518,0.19992281
NEB,BIZMAN,School,52,Nebraska,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,833,0.224045186
FSU,BIZMAN,Football,52,Florida State,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,7,0.106060606
LSU,BIZMAN,School,52,Louisiana State,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,793,0.172428789
SJ.ST,BIZMAN,Football,52,San Jose State,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,18,0.168224299
KAN.ST,BIZMAN,Football,52,Kansas State,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,17,0.191011236
OK,BIZMAN,Football,52,Oklahoma,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,5,0.087719298
NO.ILL,BIZMAN,Football,52,Northern Illinois,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,28,0.291666667
UT,BIZMAN,Football,52,Texas,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,7,0.24137931
UTA.ST,BIZMAN,School,52,Utah State,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,536,0.158908983
SCAR,BIZMAN,Football,52,South Carolina,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,8,0.163265306
UM,BIZMAN,School,52,Michigan,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,389,0.059919901
SCAR,BIZMAN,School,52,South Carolina,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,1211,0.2652212
VANDY,BIZMAN,Football,52,Vanderbilt,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,1,0.03125
UGA,BIZMAN,School,52,Georgia,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,1436,0.209298936
NEB,BIZMAN,Football,52,Nebraska,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,27,0.264705882
LSU,BIZMAN,Football,52,Louisiana State,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,17,0.207317073
UM,BIZMAN,Football,52,Michigan,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,1,0.012987013
TAM,BIZMAN,School,52,Texas A&M,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,1533,0.169974498
ND,BIZMAN,School,52,Notre Dame,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,418,0.201251805
LOUIS,BIZMAN,Football,52,Louisville,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,8,0.131147541
SJ.ST,BIZMAN,School,52,San Jose State,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,1360,0.277721054
ORE,BIZMAN,School,52,Oregon,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,610,0.12987013
RUT,BIZMAN,Football,52,Rutgers,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,14,0.142857143
UTA.ST,HIST,School,54,Utah State,HISTORY.,College Major,74,0.021938927
FSU,HIST,School,54,Florida State,HISTORY.,College Major,126,0.016059138
BAMA,HIST,School,54,Alabama,HISTORY.,College Major,96,0.021510195
NWST,HIST,Football,54,Northwestern,HISTORY.,College Major,4,0.040816327
UT,HIST,Football,54,Texas,HISTORY.,College Major,1,0.034482759
NEB,HIST,Football,54,Nebraska,HISTORY.,College Major,2,0.019607843
NEB,HIST,School,54,Nebraska,HISTORY.,College Major,66,0.017751479
OK,HIST,School,54,Oklahoma,HISTORY.,College Major,82,0.020093114
FLA,HIST,School,54,Florida,HISTORY.,College Major,176,0.020462737
KAN.ST,HIST,School,54,Kansas State,HISTORY.,College Major,44,0.012087912
NO.ILL,HIST,Football,54,Northern Illinois,HISTORY.,College Major,2,0.020833333
BOS.ST,HIST,School,54,Boise State,HISTORY.,College Major,39,0.015052103
SCAR,HIST,School,54,South Carolina,HISTORY.,College Major,109,0.023872098
BAMA,HIST,Football,54,Alabama,HISTORY.,College Major,1,0.037037037
UM,HIST,School,54,Michigan,HISTORY.,College Major,130,0.020024646
TAM,HIST,School,54,Texas A&M,HISTORY.,College Major,180,0.019957867
CLEM,HIST,Football,54,Clemson,HISTORY.,College Major,1,0.011363636
UM,HIST,Football,54,Michigan,HISTORY.,College Major,1,0.012987013
UGA,HIST,School,54,Georgia,HISTORY.,College Major,172,0.025069232
LOUIS,HIST,School,54,Louisville,HISTORY.,College Major,66,0.024435394
SCAR,HIST,Football,54,South Carolina,HISTORY.,College Major,2,0.040816327
UGA,HIST,Football,54,Georgia,HISTORY.,College Major,4,0.034482759
UT,HIST,School,54,Texas,HISTORY.,College Major,247,0.028061804
SJ.ST,HIST,Football,54,San Jose State,HISTORY.,College Major,1,0.009345794
CLEM,HIST,School,54,Clemson,HISTORY.,College Major,69,0.02005814
ORE.ST,HIST,School,54,Oregon State,HISTORY.,College Major,55,0.013980681
ORE,HIST,School,54,Oregon,HISTORY.,College Major,141,0.030019161
VANDY,HIST,School,54,Vanderbilt,HISTORY.,College Major,58,0.034668261
LSU,HIST,School,54,Louisiana State,HISTORY.,College Major,141,0.030658839
OSU,HIST,School,54,Ohio State,HISTORY.,College Major,213,0.018831226
SJ.ST,HIST,School,54,San Jose State,HISTORY.,College Major,50,0.010210333
ND,HIST,School,54,Notre Dame,HISTORY.,College Major,64,0.030813674
NO.ILL,HIST,School,54,Northern Illinois,HISTORY.,College Major,108,0.027543994
RUT,HIST,School,54,Rutgers,HISTORY.,College Major,253,0.040925267
STAN,HIST,School,54,Stanford,HISTORY.,College Major,64,0.037339557
STAN,HIST,Football,54,Stanford,HISTORY.,College Major,2,0.031746032
RUT,HIST,Football,54,Rutgers,HISTORY.,College Major,1,0.010204082
