id,university,season,school_year,sport,revenue_thousands,expense_thousands,profit_thousands,athletes,revenue_athlete,expense_athlete,profit_athlete
273,Illinois Wesleyan University,2000,2000-2001,Football,10.54,216.65,-206.11,111,94.95,1951.8,-1856.85
274,Independence Community College,2000,2000-2001,Football,42.77,42.77,0,61,701.15,701.15,0
275,Indiana State University,2000,2000-2001,Football,999.88,1133.09,-133.22,91,10987.69,12451.54,-1463.96
276,Indiana University of Pennsylvania-Main Campus,2000,2000-2001,Football,834.68,748.8,85.88,79,10565.57,9478.48,1087.09
277,Indiana University-Bloomington,2000,2000-2001,Football,10463.84,7328.63,3135.21,106,98715.47,69138.02,29577.45
278,Iona College,2000,2000-2001,Football,304.5,293.27,11.23,83,3668.67,3533.37,135.3
279,Iowa Central Community College,2000,2000-2001,Football,4,66.78,-62.78,110,36.36,607.09,-570.73
280,Iowa State University,2000,2000-2001,Football,9638.31,6020.65,3617.66,151,63829.87,39871.85,23958.01
281,Iowa Valley Community College District,2000,2000-2001,Football,6,22,-16,75,80,293.33,-213.33
282,Iowa Wesleyan College,2000,2000-2001,Football,1.1,60.07,-58.97,64,17.19,938.59,-921.41
283,Itasca Community College,2000,2000-2001,Football,1.5,43.64,-42.14,47,31.91,928.51,-896.6
284,Itawamba Community College,2000,2000-2001,Football,14.33,29.65,-15.32,56,255.89,529.46,-273.57
285,Ithaca College,2000,2000-2001,Football,38.3,247.28,-208.98,89,430.34,2778.43,-2348.09
286,Jacksonville State University,2000,2000-2001,Football,169.2,1495.66,-1326.46,113,1497.35,13235.93,-11738.58
287,Jacksonville University,2000,2000-2001,Football,41.55,362.79,-321.24,107,388.32,3390.56,-3002.24
288,James Madison University,2000,2000-2001,Football,463.39,2061.18,-1597.79,127,3648.74,16229.76,-12581.02
289,Jamestown College,2000,2000-2001,Football,6.7,36.56,-29.86,48,139.58,761.67,-622.08
290,John Carroll University,2000,2000-2001,Football,276.25,276.25,0,120,2302.08,2302.08,0
291,Johns Hopkins University,2000,2000-2001,Football,15.18,201.64,-186.47,88,172.5,2291.36,-2118.98
292,Johnson C Smith University,2000,2000-2001,Football,623.83,623.83,0,55,11342.36,11342.36,0
293,Joliet Junior College,2000,2000-2001,Football,11.3,120.48,-109.18,85,132.94,1417.41,-1284.47
294,Jones County Junior College,2000,2000-2001,Football,24.39,287.34,-262.95,55,443.45,5224.36,-4780.91
295,Juniata College,2000,2000-2001,Football,96.11,246.04,-149.93,82,1172.07,3000.49,-1828.41
296,Kalamazoo College,2000,2000-2001,Football,124.01,124.62,-0.61,66,1878.94,1888.18,-9.24
297,Kansas State University,2000,2000-2001,Football,13989.13,6941.51,7047.62,125,111913.04,55532.08,56380.96
298,Kansas Wesleyan University,2000,2000-2001,Football,1.64,160.26,-158.62,70,23.43,2289.43,-2266
299,Kean University,2000,2000-2001,Football,0,44.15,-44.15,92,0,479.89,-479.89
300,Kent State University-Main Campus,2000,2000-2001,Football,601.22,2204.08,-1602.85,99,6072.93,22263.43,-16190.4
301,Kentucky Wesleyan College,2000,2000-2001,Football,222.99,206.1,16.89,75,2973.2,2748,225.2
302,Kenyon College,2000,2000-2001,Football,246.45,45.49,200.95,47,5243.62,967.87,4275.53
303,Kilgore College,2000,2000-2001,Football,22.9,308.76,-285.86,81,282.72,3811.85,-3529.14
304,Kings College,2000,2000-2001,Football,464.55,45.61,418.94,121,3839.26,376.94,3462.31
305,Knox College,2000,2000-2001,Football,122.63,122.07,0.57,71,1727.18,1719.3,8.03
306,Kutztown University of Pennsylvania,2000,2000-2001,Football,412.86,338.92,73.93,79,5226.08,4290.13,935.82
307,La Salle University,2000,2000-2001,Football,208.48,189.98,18.5,82,2542.44,2316.83,225.61
308,Lackawanna Junior College,2000,2000-2001,Football,4.3,193.92,-189.62,88,48.86,2203.64,-2154.77
309,Lafayette College,2000,2000-2001,Football,1904.33,1904.33,0,97,19632.27,19632.27,0
310,Lake Forest College,2000,2000-2001,Football,1.5,102.5,-101,69,21.74,1485.51,-1463.77
311,Lakeland College,2000,2000-2001,Football,111.7,113.78,-2.07,85,1314.12,1338.59,-24.35
312,Lane College,2000,2000-2001,Football,108.02,315.41,-207.4,70,1543.14,4505.86,-2962.86
313,Laney College,2000,2000-2001,Football,3.8,72.21,-68.41,61,62.3,1183.77,-1121.48
314,Lawrence University,2000,2000-2001,Football,125.74,125.74,0,48,2619.58,2619.58,0
315,Lebanon Valley College,2000,2000-2001,Football,18.75,42.91,-24.16,62,302.42,692.1,-389.68
316,Lehigh University,2000,2000-2001,Football,309.68,2258.67,-1949,105,2949.33,21511.14,-18561.9
317,Lenoir-Rhyne College,2000,2000-2001,Football,895.9,972.74,-76.84,110,8144.55,8843.09,-698.55
318,Lewis And Clark College,2000,2000-2001,Football,178.83,171.8,7.03,46,3887.61,3734.78,152.83
319,Liberty University,2000,2000-2001,Football,2248.47,1598.85,649.62,95,23668.11,16830,6838.11
320,Lincoln University,2000,2000-2001,Football,33.35,598.76,-565.42,61,546.72,9815.74,-9269.18
321,Lindenwood University,2000,2000-2001,Football,23.05,167.69,-144.64,48,480.21,3493.54,-3013.33
322,Linfield College,2000,2000-2001,Football,307.9,251.61,56.29,104,2960.58,2419.33,541.25
323,Livingstone College,2000,2000-2001,Football,556.33,556.33,0,67,8303.43,8303.43,0
324,Lock Haven University of Pennsylvania,2000,2000-2001,Football,377.19,492.54,-115.35,85,4437.53,5794.59,-1357.06
325,Long Beach City College,2000,2000-2001,Football,48.36,32.35,16.01,71,681.13,455.63,225.49
326,Loras College,2000,2000-2001,Football,5.1,281.25,-276.15,83,61.45,3388.55,-3327.11
327,Los Angeles Harbor College,2000,2000-2001,Football,4.02,35.4,-31.38,84,47.86,421.43,-373.57
328,Los Angeles Pierce College,2000,2000-2001,Football,0,55.49,-55.49,56,0,990.89,-990.89
329,Los Angeles Southwest College,2000,2000-2001,Football,4,70,-66,68,58.82,1029.41,-970.59
330,Los Angeles Valley College,2000,2000-2001,Football,4.04,27.75,-23.72,85,47.53,326.47,-279.06
331,Los Medanos College,2000,2000-2001,Football,1.03,32.24,-31.21,51,20.2,632.16,-611.96
332,Louisiana College,2000,2000-2001,Football,464.05,464.05,0,88,5273.3,5273.3,0
333,Louisiana State Univ & Ag & Mech & Hebert Laws Ctr,2000,2000-2001,Football,25270.01,7822.35,17447.66,152,166250.07,51462.83,114787.24
334,Louisiana Tech University,2000,2000-2001,Football,2887.42,2786.95,100.48,101,28588.32,27593.56,994.85
335,Luther College,2000,2000-2001,Football,197.98,188.88,9.1,82,2414.39,2303.41,110.98
336,Lycoming College,2000,2000-2001,Football,7.32,178.95,-171.64,103,71.07,1737.38,-1666.41
337,Macalester College,2000,2000-2001,Football,2.51,200.14,-197.63,42,59.76,4765.24,-4705.48
338,Macmurray College,2000,2000-2001,Football,113.74,104.46,9.29,90,1263.78,1160.67,103.22
339,Maine Maritime Academy,2000,2000-2001,Football,118.44,59.21,59.23,52,2277.69,1138.65,1139.04
340,Malone College,2000,2000-2001,Football,27.4,251.84,-224.45,80,342.5,3148,-2805.63
341,Manchester College,2000,2000-2001,Football,4.84,130.28,-125.44,72,67.22,1809.44,-1742.22
342,Mansfield University of Pennsylvania,2000,2000-2001,Football,308.36,58.86,249.5,73,4224.11,806.3,3417.81
343,Maranatha Baptist Bible College Inc,2000,2000-2001,Football,NA,10.06,NA,53,0,189.81,0
344,Marietta College,2000,2000-2001,Football,2.56,244.91,-242.35,95,26.95,2578,-2551.05
345,Marist College,2000,2000-2001,Football,372.57,372.57,0,104,3582.4,3582.4,0
346,Mars Hill College,2000,2000-2001,Football,382.91,622.04,-239.13,110,3481,5654.91,-2173.91
347,Marshall University,2000,2000-2001,Football,3869.35,3787.58,81.77,127,30467.32,29823.46,643.86
348,Martin Luther College,2000,2000-2001,Football,15.1,51.36,-36.26,64,235.94,802.5,-566.56
349,Maryville College,2000,2000-2001,Football,160.94,161.93,-0.99,104,1547.5,1557.02,-9.52
350,Massachusetts Institute of Technology,2000,2000-2001,Football,58.26,60.23,-1.97,52,1120.38,1158.27,-37.88
351,Massachusetts Maritime Academy,2000,2000-2001,Football,49.5,41,8.5,72,687.5,569.44,118.06
352,Mayville State University,2000,2000-2001,Football,3.24,37.46,-34.22,72,45,520.28,-475.28
353,Mckendree College,2000,2000-2001,Football,8.66,462.39,-453.73,119,72.77,3885.63,-3812.86
354,Mcmurry University,2000,2000-2001,Football,286.15,321.2,-35.04,119,2404.62,2699.16,-294.45
355,Mcneese State University,2000,2000-2001,Football,1151.28,1092.22,59.06,116,9924.83,9415.69,509.14
356,Mcpherson College,2000,2000-2001,Football,0,31.83,-31.83,44,0,723.41,-723.41
357,Mendocino College,2000,2000-2001,Football,5.52,3.71,1.81,43,128.37,86.28,42.09
358,Merced College,2000,2000-2001,Football,48.05,31.1,16.95,65,739.23,478.46,260.77
359,Mercyhurst College,2000,2000-2001,Football,738.64,554.93,183.71,122,6054.43,4548.61,1505.82
360,Merrimack College,2000,2000-2001,Football,35.42,112.41,-76.99,85,416.71,1322.47,-905.76
361,Mesa Community College,2000,2000-2001,Football,5,35.68,-30.68,74,67.57,482.16,-414.59
362,Mesa State College,2000,2000-2001,Football,467.78,467.71,0.07,114,4103.33,4102.72,0.61
363,Mesabi Range Community And Technical College,2000,2000-2001,Football,0.87,16.86,-15.99,46,18.91,366.52,-347.61
364,Methodist College,2000,2000-2001,Football,9.28,227.78,-218.5,88,105.45,2588.41,-2482.95
365,Miami University-Oxford,2000,2000-2001,Football,2823.36,2821.12,2.24,105,26889.14,26867.81,21.33
366,Michigan State University,2000,2000-2001,Football,14304.22,6390.99,7913.23,106,134945.47,60292.36,74653.11
367,Michigan Technological University,2000,2000-2001,Football,1061.25,238.09,823.16,82,12942.07,2903.54,10038.54
368,Midamerica Nazarene University,2000,2000-2001,Football,8,103.73,-95.73,98,81.63,1058.47,-976.84
369,Middle Georgia College,2000,2000-2001,Football,195.23,194.15,1.08,79,2471.27,2457.59,13.67
370,Middle Tennessee State University,2000,2000-2001,Football,2929.93,2929.93,0,122,24015.82,24015.82,0
371,Middlebury College,2000,2000-2001,Football,306.8,270.88,35.92,89,3447.19,3043.6,403.6
372,Midland Lutheran College,2000,2000-2001,Football,4.3,67.64,-63.34,97,44.33,697.32,-652.99
373,Midwestern State University,2000,2000-2001,Football,50.49,393.04,-342.55,113,446.81,3478.23,-3031.42
374,Miles College,2000,2000-2001,Football,53.51,NA,NA,62,863.06,0,0
375,Millersville University of Pennsylvania,2000,2000-2001,Football,468.25,62.39,405.86,83,5641.57,751.69,4889.88
376,Millikin University,2000,2000-2001,Football,6.05,167.42,-161.37,145,41.72,1154.62,-1112.9
377,Millsaps College,2000,2000-2001,Football,46.07,255,-208.93,75,614.27,3400,-2785.73
378,Minnesota State University-Moorhead,2000,2000-2001,Football,240.41,278.41,-38,96,2504.27,2900.1,-395.83
379,Minnesota State Unversity-Mankato,2000,2000-2001,Football,547.26,547.18,0.08,82,6673.9,6672.93,0.98
380,Minnesota West Community And Technical College,2000,2000-2001,Football,3.24,24.89,-21.65,41,79.02,607.07,-528.05
381,Minot State University,2000,2000-2001,Football,8.49,75.35,-66.86,64,132.66,1177.34,-1044.69
382,Mississippi College,2000,2000-2001,Football,60.08,294.54,-234.46,103,583.3,2859.61,-2276.31
383,Mississippi Delta Community College,2000,2000-2001,Football,7.8,225.32,-217.52,58,134.48,3884.83,-3750.34
384,Mississippi Gulf Coast Community College,2000,2000-2001,Football,9.48,61.55,-52.07,55,172.36,1119.09,-946.73
385,Mississippi State University,2000,2000-2001,Football,9236.87,4784.03,4452.84,120,76973.92,39866.92,37107
386,Mississippi Valley State University,2000,2000-2001,Football,323.01,521.52,-198.51,68,4750.15,7669.41,-2919.26
387,Missouri Southern State College,2000,2000-2001,Football,682.43,622.78,59.65,86,7935.23,7241.63,693.6
388,Missouri Valley College,2000,2000-2001,Football,53,592.7,-539.7,131,404.58,4524.43,-4119.85
389,Missouri Western State College,2000,2000-2001,Football,561.78,613.27,-51.49,101,5562.18,6071.98,-509.8
390,Modesto Junior College,2000,2000-2001,Football,9.14,27.19,-18.05,66,138.48,411.97,-273.48
391,Monmouth College,2000,2000-2001,Football,0,55.43,-55.43,93,0,596.02,-596.02
392,Monmouth University,2000,2000-2001,Football,580.84,587.03,-6.19,91,6382.86,6450.88,-68.02
393,Montana State University-Bozeman,2000,2000-2001,Football,2006.87,2160.52,-153.65,94,21349.68,22984.26,-1634.57
394,Montana State University-Northern,2000,2000-2001,Football,39.77,119.77,-80,84,473.45,1425.83,-952.38
395,Montana Tech of The University of Montana,2000,2000-2001,Football,104.97,386.71,-281.74,97,1082.16,3986.7,-2904.54
396,Montclair State University,2000,2000-2001,Football,82.31,51.6,30.72,81,1016.17,637.04,379.26
397,Monterey Peninsula College,2000,2000-2001,Football,62.23,61.23,1,46,1352.83,1331.09,21.74
398,Montgomery College,2000,2000-2001,Football,3.4,41.14,-37.74,75,45.33,548.53,-503.2
399,Moorpark College,2000,2000-2001,Football,7.88,22.29,-14.41,80,98.5,278.63,-180.13
400,Moravian College And Theological Seminary,2000,2000-2001,Football,158.34,185.59,-27.25,74,2139.73,2507.97,-368.24
401,Morehead State University,2000,2000-2001,Football,158.64,402.1,-243.46,137,1157.96,2935.04,-1777.08
402,Morgan State University,2000,2000-2001,Football,222.48,1089.63,-867.15,96,2317.5,11350.31,-9032.81
403,Morningside College,2000,2000-2001,Football,NA,760.27,NA,66,0,11519.24,0
404,Morris Brown College,2000,2000-2001,Football,560,187.96,372.04,70,8000,2685.14,5314.86
405,Mount Ida College,2000,2000-2001,Football,5.5,77.06,-71.56,30,183.33,2568.67,-2385.33
406,Mount San Jacinto College,2000,2000-2001,Football,19.42,57.38,-37.96,53,366.42,1082.64,-716.23
407,Mount Senario College,2000,2000-2001,Football,7.15,133.94,-126.79,100,71.5,1339.4,-1267.9
408,Mount Union College,2000,2000-2001,Football,114.94,266.72,-151.78,165,696.61,1616.48,-919.88
409,Mt San Antonio College,2000,2000-2001,Football,248.85,238.1,10.76,124,2006.85,1920.16,86.77
410,Muhlenberg College,2000,2000-2001,Football,210.01,63.17,146.84,92,2282.72,686.63,1596.09
411,Murray State University,2000,2000-2001,Football,1227.15,1341.19,-114.04,74,16583.11,18124.19,-1541.08
412,Muskingum College,2000,2000-2001,Football,3.1,72.13,-69.02,86,36.05,838.72,-802.56
413,Nassau Community College,2000,2000-2001,Football,0,0,0,99,0,0,0
414,Navarro College,2000,2000-2001,Football,12,348.83,-336.83,87,137.93,4009.54,-3871.61
415,Nebraska Wesleyan University,2000,2000-2001,Football,124.14,90.7,33.44,101,1229.11,898.02,331.09
416,New Jersey City University,2000,2000-2001,Football,47.83,140.18,-92.35,56,854.11,2503.21,-1649.11
417,New Mexico Military Institute,2000,2000-2001,Football,NA,84.5,NA,60,0,1408.33,0
418,New Mexico State University-Main Campus,2000,2000-2001,Football,1572.65,2682.17,-1109.52,101,15570.79,26556.14,-10985.35
419,Newberry College,2000,2000-2001,Football,754.34,701.46,52.87,75,10057.87,9352.8,704.93
420,Nicholls State University,2000,2000-2001,Football,238.59,815.92,-577.32,95,2511.47,8588.63,-6077.05
421,Nichols College,2000,2000-2001,Football,19.4,70.17,-50.76,82,236.59,855.73,-619.02
422,North Carolina Agricultural And Technical St Univ,2000,2000-2001,Football,1351.66,1236.24,115.42,109,12400.55,11341.65,1058.9
423,North Carolina Central University,2000,2000-2001,Football,218.98,501.22,-282.25,63,3475.87,7955.87,-4480.16
424,North Carolina State University at Raleigh,2000,2000-2001,Football,9558.27,6843.43,2714.84,102,93708.53,67092.45,26616.08
425,North Central College,2000,2000-2001,Football,16.01,58,-41.99,85,188.35,682.35,-494
426,North Dakota State College of Science,2000,2000-2001,Football,1.85,46.15,-44.3,76,24.34,607.24,-582.89
427,North Dakota State University-Main Campus,2000,2000-2001,Football,1101.89,1111.59,-9.7,108,10202.69,10292.5,-89.81
428,North Greenville College,2000,2000-2001,Football,3.2,58.4,-55.2,78,41.03,748.72,-707.69
429,North Iowa Area Community College,2000,2000-2001,Football,7.55,75.22,-67.68,64,117.97,1175.31,-1057.5
430,North Park University,2000,2000-2001,Football,10.73,289.03,-278.31,91,117.91,3176.15,-3058.35
431,Northeast Mississippi Community College,2000,2000-2001,Football,23.56,282.89,-259.33,51,461.96,5546.86,-5084.9
432,Northeastern Oklahoma Agricultural And Mech Coll,2000,2000-2001,Football,24.54,133.83,-109.29,78,314.62,1715.77,-1401.15
433,Northeastern State University,2000,2000-2001,Football,427.69,385.09,42.6,92,4648.8,4185.76,463.04
434,Northeastern University,2000,2000-2001,Football,167.03,2147.38,-1980.35,79,2114.3,27182.03,-25067.72
435,Northern Arizona University,2000,2000-2001,Football,1035.98,1392.23,-356.25,98,10571.22,14206.43,-3635.2
436,Northern Illinois University,2000,2000-2001,Football,1015.66,2221.83,-1206.18,108,9404.26,20572.5,-11168.33
437,Northern Michigan University,2000,2000-2001,Football,901.61,840.54,61.07,92,9800.11,9136.3,663.8
438,Northern State University,2000,2000-2001,Football,20.61,323.75,-303.13,103,200.1,3143.2,-2943.01
439,Northland Community And Technical College,2000,2000-2001,Football,34.86,31.07,3.79,61,571.48,509.34,62.13
440,Northwest Missouri State University,2000,2000-2001,Football,684.62,684.62,0,113,6058.58,6058.58,0
441,Northwestern College,2000,2000-2001,Football,6.75,52.59,-45.85,79,85.44,665.7,-580.38
442,Northwestern College,2000,2000-2001,Football,10.94,185.04,-174.1,70,156.29,2643.43,-2487.14
443,Northwestern Oklahoma State University,2000,2000-2001,Football,18.35,33.4,-15.05,100,183.5,334,-150.5
444,Northwestern State University of Louisiana,2000,2000-2001,Football,802.63,1247.57,-444.94,122,6578.93,10225.98,-3647.05
445,Northwestern University,2000,2000-2001,Football,12518.88,7858.31,4660.57,94,133179.57,83599.04,49580.53
446,Northwood University,2000,2000-2001,Football,43.96,881.22,-837.26,130,338.15,6778.62,-6440.46
447,Norwich University,2000,2000-2001,Football,195.23,215.7,-20.46,108,1807.69,1997.22,-189.44
448,Oberlin College,2000,2000-2001,Football,112.43,239.63,-127.19,50,2248.6,4792.6,-2543.8
449,Occidental College,2000,2000-2001,Football,274.22,271.52,2.7,71,3862.25,3824.23,38.03
450,Ohio Northern University,2000,2000-2001,Football,11.75,255.52,-243.78,149,78.86,1714.9,-1636.11
451,Ohio State University-Main Campus,2000,2000-2001,Football,27473.21,11295.22,16177.99,104,264165.48,108607.88,155557.6
452,Ohio University-Main Campus,2000,2000-2001,Football,789.9,2566.5,-1776.6,122,6474.59,21036.89,-14562.3
453,Ohio Wesleyan University,2000,2000-2001,Football,171.47,175.62,-4.14,75,2286.27,2341.6,-55.2
454,Oklahoma Panhandle State University,2000,2000-2001,Football,3.5,62.08,-58.58,62,56.45,1001.29,-944.84
455,Oklahoma State University-Main Campus,2000,2000-2001,Football,10513.77,4936.66,5577.11,117,89861.28,42193.68,47667.61
456,Olivet Nazarene University,2000,2000-2001,Football,21.46,100.36,-78.9,75,286.13,1338.13,-1052
457,Orange Coast College,2000,2000-2001,Football,32.58,22.47,10.11,69,472.17,325.65,146.52
458,Oregon State University,2000,2000-2001,Football,16972.37,9010.09,7962.28,120,141436.42,75084.08,66352.33
459,Ottawa University,2000,2000-2001,Football,11.71,61.18,-49.47,93,125.91,657.85,-531.94
460,Otterbein College,2000,2000-2001,Football,100.38,83.62,16.75,84,1195,995.48,199.4
461,Ouachita Baptist University,2000,2000-2001,Football,25.83,887.87,-862.04,80,322.88,11098.38,-10775.5
462,Pace University-Pleasantville Briarcliff,2000,2000-2001,Football,431.29,322.81,108.48,66,6534.7,4891.06,1643.64
