,unitid,DOE.Institution_Name,Year,ID_School,ID_Conference,Sport,ID_Variable,Variable,Total,M,W,C,C.M,C.W,AA,AA.M,AA.W,H,H.M,H.W,AS.PI,AS.PI.M,AS.PI.W,AI,AI.M,AI.W,UNK,UNK.M,UNK.W,NON,NON.M,NON.W,fname
1618,159391,Louisiana State University and Agricultural & Mechanical College,1998-1999,LSU,SEC,Basketball,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,5,1,4,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1999Sports.csv
1619,159391,Louisiana State University and Agricultural & Mechanical College,1998-1999,LSU,SEC,Baseball,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),7,7,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999Sports.csv
1620,159391,Louisiana State University and Agricultural & Mechanical College,1998-1999,LSU,SEC,Basketball,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),9,3,6,4,1,3,3,2,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1999Sports.csv
1621,159391,Louisiana State University and Agricultural & Mechanical College,1998-1999,LSU,SEC,Cross country and/or track,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),6,1,5,3,1,2,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999Sports.csv
1650,159391,Louisiana State University and Agricultural & Mechanical College,1998-1999,LSU,SEC,All other sports combined,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),34,9,25,17,6,11,4,0,4,2,0,2,1,0,1,0,0,0,0,0,0,10,3,7,1999Sports.csv
1651,159391,Louisiana State University and Agricultural & Mechanical College,1998-1999,LSU,SEC,All other sports combined,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,24,7,17,10,4,6,2,0,2,2,0,2,1,0,1,0,0,0,0,0,0,9,3,6,1999Sports.csv
1655,159391,Louisiana State University and Agricultural & Mechanical College,1998-1999,LSU,SEC,Football,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),25,25,0,11,11,0,13,13,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1999Sports.csv
1686,170976,University of Michigan-Ann Arbor,1998-1999,UM,BIG10,Cross country and/or track,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,4,3,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1999Sports.csv
1695,170976,University of Michigan-Ann Arbor,1998-1999,UM,BIG10,Basketball,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,5,0,5,3,0,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999Sports.csv
1697,170976,University of Michigan-Ann Arbor,1998-1999,UM,BIG10,Football,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,6,6,0,5,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999Sports.csv
1699,170976,University of Michigan-Ann Arbor,1998-1999,UM,BIG10,Football,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),20,20,0,10,10,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999Sports.csv
1731,170976,University of Michigan-Ann Arbor,1998-1999,UM,BIG10,All other sports combined,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,32,13,19,26,9,17,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1,1999Sports.csv
1753,170976,University of Michigan-Ann Arbor,1998-1999,UM,BIG10,All other sports combined,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),38,16,22,29,11,18,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,5,3,1999Sports.csv
1762,170976,University of Michigan-Ann Arbor,1998-1999,UM,BIG10,Baseball,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999Sports.csv
1763,170976,University of Michigan-Ann Arbor,1998-1999,UM,BIG10,Basketball,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),7,2,5,3,0,3,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1999Sports.csv
1766,170976,University of Michigan-Ann Arbor,1998-1999,UM,BIG10,Baseball,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999Sports.csv
1767,170976,University of Michigan-Ann Arbor,1998-1999,UM,BIG10,Cross country and/or track,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),5,3,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1999Sports.csv
1771,181464,University of Nebraska-Lincoln,1998-1999,NEB,BIG10,Cross country and/or track,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,9,1,8,6,0,6,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1999Sports.csv
1772,181464,University of Nebraska-Lincoln,1998-1999,NEB,BIG10,Football,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,7,7,0,6,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999Sports.csv
1783,181464,University of Nebraska-Lincoln,1998-1999,NEB,BIG10,Baseball,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1999Sports.csv
1785,181464,University of Nebraska-Lincoln,1998-1999,NEB,BIG10,Basketball,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),6,1,5,3,0,3,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999Sports.csv
1791,181464,University of Nebraska-Lincoln,1998-1999,NEB,BIG10,All other sports combined,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),35,15,20,24,7,17,2,2,0,0,0,0,1,0,1,2,1,1,0,0,0,6,5,1,1999Sports.csv
1794,181464,University of Nebraska-Lincoln,1998-1999,NEB,BIG10,Cross country and/or track,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),12,2,10,7,0,7,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1999Sports.csv
1809,181464,University of Nebraska-Lincoln,1998-1999,NEB,BIG10,Baseball,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),6,6,0,5,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1999Sports.csv
1814,181464,University of Nebraska-Lincoln,1998-1999,NEB,BIG10,Basketball,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999Sports.csv
1816,181464,University of Nebraska-Lincoln,1998-1999,NEB,BIG10,Football,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),14,14,0,9,9,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999Sports.csv
1827,181464,University of Nebraska-Lincoln,1998-1999,NEB,BIG10,All other sports combined,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,25,8,17,17,3,14,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,5,4,1,1999Sports.csv
1877,186380,Rutgers University-New Brunswick,1998-1999,RUT,BIGEAST,Football,Cohort,Degree/certificate-seeking students (4-yr institution) Transfer-out students,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999Sports.csv
1879,186380,Rutgers University-New Brunswick,1998-1999,RUT,BIGEAST,Cross country and/or track,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,11,4,7,3,1,2,5,1,4,0,0,0,0,0,0,1,0,1,0,0,0,2,2,0,1999Sports.csv
1883,186380,Rutgers University-New Brunswick,1998-1999,RUT,BIGEAST,Baseball,Cohort,Degree/certificate-seeking students (4-yr institution) Transfer-out students,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999Sports.csv
1885,186380,Rutgers University-New Brunswick,1998-1999,RUT,BIGEAST,All other sports combined,Cohort,Degree/certificate-seeking students (4-yr institution) Transfer-out students,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999Sports.csv
1887,186380,Rutgers University-New Brunswick,1998-1999,RUT,BIGEAST,All other sports combined,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,37,8,29,30,8,22,2,0,2,2,0,2,2,0,2,0,0,0,0,0,0,1,0,1,1999Sports.csv
1888,186380,Rutgers University-New Brunswick,1998-1999,RUT,BIGEAST,Football,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,8,8,0,3,3,0,4,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1999Sports.csv
1890,186380,Rutgers University-New Brunswick,1998-1999,RUT,BIGEAST,Cross country and/or track,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),14,5,9,4,2,2,7,1,6,0,0,0,0,0,0,1,0,1,0,0,0,2,2,0,1999Sports.csv
1896,186380,Rutgers University-New Brunswick,1998-1999,RUT,BIGEAST,Basketball,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999Sports.csv
1906,186380,Rutgers University-New Brunswick,1998-1999,RUT,BIGEAST,Baseball,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999Sports.csv
1919,186380,Rutgers University-New Brunswick,1998-1999,RUT,BIGEAST,Basketball,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),3,2,1,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999Sports.csv
1922,186380,Rutgers University-New Brunswick,1998-1999,RUT,BIGEAST,Football,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),18,18,0,6,6,0,11,11,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1999Sports.csv
1932,186380,Rutgers University-New Brunswick,1998-1999,RUT,BIGEAST,All other sports combined,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),49,13,36,41,12,29,3,1,2,2,0,2,2,0,2,0,0,0,0,0,0,1,0,1,1999Sports.csv
1933,186380,Rutgers University-New Brunswick,1998-1999,RUT,BIGEAST,Baseball,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),7,7,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999Sports.csv
2033,198419,Duke University,1998-1999,DUKE,ACC,Football,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),12,12,0,6,6,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999Sports.csv
2034,198419,Duke University,1998-1999,DUKE,ACC,All other sports combined,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,28,21,7,25,19,6,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,1,0,1999Sports.csv
2048,198419,Duke University,1998-1999,DUKE,ACC,Baseball,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,3,3,0,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1999Sports.csv
2049,198419,Duke University,1998-1999,DUKE,ACC,Basketball,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,6,2,4,1,0,1,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999Sports.csv
2050,198419,Duke University,1998-1999,DUKE,ACC,Football,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,12,12,0,6,6,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999Sports.csv
2061,198419,Duke University,1998-1999,DUKE,ACC,Basketball,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),9,4,5,3,1,2,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1999Sports.csv
2071,198419,Duke University,1998-1999,DUKE,ACC,Baseball,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),3,3,0,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1999Sports.csv
2076,198419,Duke University,1998-1999,DUKE,ACC,All other sports combined,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),34,23,11,29,20,9,1,0,1,0,0,0,3,2,1,0,0,0,0,0,0,1,1,0,1999Sports.csv
2133,199120,University of North Carolina at Chapel Hill,1998-1999,UNC,ACC,Cross country and/or track,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),15,10,5,9,7,2,5,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1999Sports.csv
2137,199120,University of North Carolina at Chapel Hill,1998-1999,UNC,ACC,Basketball,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),5,3,2,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1999Sports.csv
2156,199120,University of North Carolina at Chapel Hill,1998-1999,UNC,ACC,Football,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),20,20,0,6,6,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999Sports.csv
2158,199120,University of North Carolina at Chapel Hill,1998-1999,UNC,ACC,Baseball,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,5,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999Sports.csv
2162,199120,University of North Carolina at Chapel Hill,1998-1999,UNC,ACC,All other sports combined,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),44,21,23,39,17,22,1,1,0,3,3,0,0,0,0,1,0,1,0,0,0,0,0,0,1999Sports.csv
2163,199120,University of North Carolina at Chapel Hill,1998-1999,UNC,ACC,Baseball,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),6,6,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999Sports.csv
2195,199120,University of North Carolina at Chapel Hill,1998-1999,UNC,ACC,Cross country and/or track,Cohort,Degree/certificate-seeking students (4-yr institution) Transfer-out students,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999Sports.csv
2199,199120,University of North Carolina at Chapel Hill,1998-1999,UNC,ACC,Basketball,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,3,1,2,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1999Sports.csv
2208,199120,University of North Carolina at Chapel Hill,1998-1999,UNC,ACC,All other sports combined,Cohort,Degree/certificate-seeking students (4-yr institution) Transfer-out students,3,2,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999Sports.csv
2214,199120,University of North Carolina at Chapel Hill,1998-1999,UNC,ACC,All other sports combined,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,38,17,21,35,14,21,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1999Sports.csv
2215,199120,University of North Carolina at Chapel Hill,1998-1999,UNC,ACC,Football,Cohort,Degree/certificate-seeking students (4-yr institution) Transfer-out students,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999Sports.csv
2224,199120,University of North Carolina at Chapel Hill,1998-1999,UNC,ACC,Cross country and/or track,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,11,7,4,7,6,1,3,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1999Sports.csv
2230,199120,University of North Carolina at Chapel Hill,1998-1999,UNC,ACC,Football,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,13,13,0,6,6,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999Sports.csv
2241,204796,Ohio State University-Main Campus,1998-1999,OSU,BIG10,Basketball,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999Sports.csv
2247,204796,Ohio State University-Main Campus,1998-1999,OSU,BIG10,All other sports combined,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,30,9,21,26,7,19,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1999Sports.csv
2266,204796,Ohio State University-Main Campus,1998-1999,OSU,BIG10,Football,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),21,21,0,9,9,0,11,11,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1999Sports.csv
2277,204796,Ohio State University-Main Campus,1998-1999,OSU,BIG10,Cross country and/or track,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1999Sports.csv
2282,204796,Ohio State University-Main Campus,1998-1999,OSU,BIG10,All other sports combined,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),56,20,36,45,13,32,1,0,1,1,1,0,2,2,0,0,0,0,0,0,0,7,4,3,1999Sports.csv
2293,204796,Ohio State University-Main Campus,1998-1999,OSU,BIG10,Football,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999Sports.csv
2297,204796,Ohio State University-Main Campus,1998-1999,OSU,BIG10,Basketball,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999Sports.csv
2298,204796,Ohio State University-Main Campus,1998-1999,OSU,BIG10,Cross country and/or track,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),3,2,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1999Sports.csv
2309,204796,Ohio State University-Main Campus,1998-1999,OSU,BIG10,Baseball,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999Sports.csv
2364,207388,Oklahoma State University-Main Campus,1998-1999,OKSTATE,BIG12,Football,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),22,22,0,9,9,0,12,12,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1999Sports.csv
2376,207388,Oklahoma State University-Main Campus,1998-1999,OKSTATE,BIG12,Basketball,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999Sports.csv
2400,207388,Oklahoma State University-Main Campus,1998-1999,OKSTATE,BIG12,Cross country and/or track,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),10,3,7,8,2,6,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1999Sports.csv
2401,207388,Oklahoma State University-Main Campus,1998-1999,OKSTATE,BIG12,All other sports combined,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,8,5,3,8,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999Sports.csv
2402,207388,Oklahoma State University-Main Campus,1998-1999,OKSTATE,BIG12,Baseball,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999Sports.csv
2413,207388,Oklahoma State University-Main Campus,1998-1999,OKSTATE,BIG12,Basketball,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),6,3,3,4,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999Sports.csv
2430,207388,Oklahoma State University-Main Campus,1998-1999,OKSTATE,BIG12,Cross country and/or track,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,3,1,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999Sports.csv
2450,207388,Oklahoma State University-Main Campus,1998-1999,OKSTATE,BIG12,Football,Cohort,Degree/certificate-seeking students (4-yr institution) Transfer-out students,5,5,0,0,0,0,4,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1999Sports.csv
