,DOE.Institution_Name,Year,SportName,Total.Revenue,Total.Expense,Total.Profit,Men.Revenue,Men.Expense,Men.Profit,Women.Revenue,Women.Expense,Women.Profit,Male.Athletes,Female.Athletes,Men.Team.Expense,Women.Team.Expense,SportCode,Coed.Athletes,Total.Women.Including.Coed.Expense,Total.Men.Including.Coed.Expense,Coed.Expense,Women.Coed.Expense,Men.Coed.Expense,Women.Men.Expense,Women.Including.Coed.Revenue,Men.Including.Coed.Revenue,Coed.Revenue,Women.Coed.Revenue,Men.Coed.Revenue,Total.Men.Women.Revenue,Total.Team.Expense,Total.Women.Team.Expense.Including.Coed,Total.Men.Team.Expense.Including.Coed,Total.Coed.Team.Expense,Total.Women.Coed.Team.Expense,Total.Men.Coed.Team.Expense,Total.Men.Women.Team.Expense,Total.Female.Including.Coed,Total.Male.Including.Coed,Female.Coed.Athletes,Male.Coed.Athletes
2016,Benedict College                                  ,2000-2001,Football,55543,507704,-452161,55543,507704,-452161,NA,NA,NA,65,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,Benedict College                                  ,2001-2002,Football,99218,752124,-652906,99218,752124,-652906,NA,NA,NA,65,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2039,Benedictine College                               ,2000-2001,Football,39600,56748,-17148,39600,56748,-17148,NA,NA,NA,138,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2051,Benedictine College                               ,2001-2002,Football,86657,456550,-369893,86657,456550,-369893,NA,NA,NA,131,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2064,Benedictine University                            ,2000-2001,Football,142249,172937,-30688,142249,172937,-30688,NA,NA,NA,74,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2079,Benedictine University                            ,2001-2002,Football,186204,206254,-20050,186204,206254,-20050,NA,NA,NA,49,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2093,Bentley College                                   ,2000-2001,Football,376939,373027,3912,376939,373027,3912,NA,NA,NA,82,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2108,Bentley College                                   ,2001-2002,Football,428748,412886,15862,428748,412886,15862,NA,NA,NA,86,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2208,Bethany College                                   ,2000-2001,Football,4085,69245,-65160,4085,69245,-65160,NA,NA,NA,117,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2209,Bethany College                                   ,2000-2001,Football,166040,152937,13103,166040,152937,13103,NA,NA,NA,85,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2234,Bethany College                                   ,2001-2002,Football,7313,136567,-129254,7313,136567,-129254,NA,NA,NA,113,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2235,Bethany College                                   ,2001-2002,Football,170616,119581,51035,170616,119581,51035,NA,NA,NA,85,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2298,Bethel College                                    ,2000-2001,Football,2625,543235,-540610,2625,543235,-540610,NA,NA,NA,90,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2299,Bethel College                                    ,2000-2001,Football,5664,285080,-279416,5664,285080,-279416,NA,NA,NA,55,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2300,Bethel College                                    ,2000-2001,Football,274317,274317,0,274317,274317,0,NA,NA,NA,105,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2341,Bethel College                                    ,2001-2002,Football,1500,491227,-489727,1500,491227,-489727,NA,NA,NA,72,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2342,Bethel College                                    ,2001-2002,Football,4232,293138,-288906,4232,293138,-288906,NA,NA,NA,55,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2343,Bethel College                                    ,2001-2002,Football,325410,325410,0,325410,325410,0,NA,NA,NA,99,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2385,Bethune Cookman College                           ,2000-2001,Football,1743492,1841122,-97630,1743492,1841122,-97630,NA,NA,NA,79,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2396,Bethune Cookman College                           ,2001-2002,Football,886284,2137699,-1251415,886284,2137699,-1251415,NA,NA,NA,81,NA,NA,NA,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2525,Blackburn College                                 ,2000-2001,Football,129066,129066,0,129066,129066,0,NA,NA,NA,56,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2537,Blackburn College                                 ,2001-2002,Football,110709,110709,0,110709,110709,0,NA,NA,NA,51,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2548,Blinn College                                     ,2000-2001,Football,53878,425006,-371128,53878,425006,-371128,NA,NA,NA,65,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2555,Blinn College                                     ,2001-2002,Football,26850,427278,-400428,26850,427278,-400428,NA,NA,NA,70,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2582,Bloomsburg University Of Pennsylvania             ,2000-2001,Football,232547,443341,-210794,232547,443341,-210794,NA,NA,NA,88,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2596,Bloomsburg University Of Pennsylvania             ,2001-2002,Football,307729,521879,-214150,307729,521879,-214150,NA,NA,NA,85,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2627,Bluffton College                                  ,2000-2001,Football,160117,140215,19902,160117,140215,19902,NA,NA,NA,92,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2638,Bluffton College                                  ,2001-2002,Football,144739,142338,2401,144739,142338,2401,NA,NA,NA,93,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2651,Boise State University                            ,2000-2001,Football,4061114,2799861,1261253,4061114,2799861,1261253,NA,NA,NA,105,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2662,Boise State University                            ,2001-2002,Football,3614772,3235866,378906,3614772,3235866,378906,NA,NA,NA,114,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2692,Boston College                                    ,2000-2001,Football,10829586,9332254,1497332,10829586,9332254,1497332,NA,NA,NA,105,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2714,Boston College                                    ,2001-2002,Football,13527693,10624368,2903325,13527693,10624368,2903325,NA,NA,NA,101,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2767,Bowdoin College                                   ,2000-2001,Football,274205,274205,0,274205,274205,0,NA,NA,NA,69,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2785,Bowdoin College                                   ,2001-2002,Football,319265,319265,0,319265,319265,0,NA,NA,NA,63,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2803,Bowie State University                            ,2000-2001,Football,23000,236000,-213000,23000,236000,-213000,NA,NA,NA,48,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2810,Bowie State University                            ,2001-2002,Football,38106,413926,-375820,38106,413926,-375820,NA,NA,NA,70,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2822,Bowling Green State University-Main Campus        ,2000-2001,Football,924872,2529722,-1604850,924872,2529722,-1604850,NA,NA,NA,107,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2839,Bowling Green State University-Main Campus        ,2001-2002,Football,1090968,2475857,-1384889,1090968,2475857,-1384889,NA,NA,NA,102,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3006,Bridgewater College                               ,2000-2001,Football,283593,241028,42565,283593,241028,42565,NA,NA,NA,113,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3021,Bridgewater College                               ,2001-2002,Football,234046,190005,44041,234046,190005,44041,NA,NA,NA,109,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3036,Bridgewater State College                         ,2000-2001,Football,6353,32507,-26154,6353,32507,-26154,NA,NA,NA,70,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3052,Bridgewater State College                         ,2001-2002,Football,6694,34952,-28258,6694,34952,-28258,NA,NA,NA,70,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3067,Brigham Young University                          ,2000-2001,Football,8110995,1033760,7077235,8110995,1033760,7077235,NA,NA,NA,109,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3082,Brigham Young University                          ,2001-2002,Football,9880942,10377378,-496436,9880942,10377378,-496436,NA,NA,NA,117,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3188,Brown University                                  ,2000-2001,Football,1487313,1448735,38578,1487313,1448735,38578,NA,NA,NA,98,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3212,Brown University                                  ,2001-2002,Football,1221620,1206992,14628,1221620,1206992,14628,NA,NA,NA,98,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3266,Bryant College                                    ,2000-2001,Football,233014,508544,-275530,233014,508544,-275530,NA,NA,NA,99,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3281,Bryant College                                    ,2001-2002,Football,699390,699390,0,699390,699390,0,NA,NA,NA,103,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3297,Bucknell University                               ,2000-2001,Football,2716241,2548507,167734,2716241,2548507,167734,NA,NA,NA,96,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3315,Bucknell University                               ,2001-2002,Football,2753853,2587712,166141,2753853,2587712,166141,NA,NA,NA,90,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3341,Buena Vista University                            ,2000-2001,Football,211518,230469,-18951,211518,230469,-18951,NA,NA,NA,95,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3356,Buena Vista University                            ,2001-2002,Football,224582,224096,486,224582,224096,486,NA,NA,NA,101,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3403,Butler County Community College                   ,2000-2001,Football,18077,352769,-334692,18077,352769,-334692,NA,NA,NA,93,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3422,Butler County Community College                   ,2001-2002,Football,22401,544303,-521902,22401,544303,-521902,NA,NA,NA,134,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3439,Butler University                                 ,2000-2001,Football,82050,272206,-190156,82050,272206,-190156,NA,NA,NA,92,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3455,Butler University                                 ,2001-2002,Football,125420,275306,-149886,125420,275306,-149886,NA,NA,NA,70,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3471,Butte College                                     ,2000-2001,Football,9000,85665,-76665,9000,85665,-76665,NA,NA,NA,74,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3483,Butte College                                     ,2001-2002,Football,6000,85665,-79665,6000,85665,-79665,NA,NA,NA,58,NA,NA,NA,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3496,Cabrillo College                                  ,2000-2001,Football,27233,29323,-2090,27233,29323,-2090,NA,NA,NA,51,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3509,Cabrillo College                                  ,2001-2002,Football,23470,29360,-5890,23470,29360,-5890,NA,NA,NA,61,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3609,California Lutheran University                    ,2000-2001,Football,239070,238612,458,239070,238612,458,NA,NA,NA,65,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3620,California Lutheran University                    ,2001-2002,Football,251674,255491,-3817,251674,255491,-3817,NA,NA,NA,78,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3655,California Polytechnic State Univ-San Luis Obispo ,2000-2001,Football,116805,1197581,-1080776,116805,1197581,-1080776,NA,NA,NA,81,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3670,California Polytechnic State Univ-San Luis Obispo ,2001-2002,Football,290937,1303710,-1012773,290937,1303710,-1012773,NA,NA,NA,85,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3777,California State University-Fresno                ,2000-2001,Football,4449753,3258516,1191237,4449753,3258516,1191237,NA,NA,NA,99,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3792,California State University-Fresno                ,2001-2002,Football,5039161,4224530,814631,5039161,4224530,814631,NA,NA,NA,102,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3902,California State University-Northridge            ,2000-2001,Football,185097,1104891,-919794,185097,1104891,-919794,NA,NA,NA,64,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3914,California State University-Northridge            ,2001-2002,Football,160001,1034541,-874540,160001,1034541,-874540,NA,NA,NA,91,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3928,California State University-Sacramento            ,2000-2001,Football,470420,296267,174153,470420,296267,174153,NA,NA,NA,90,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3943,California State University-Sacramento            ,2001-2002,Football,517734,244892,272842,517734,244892,272842,NA,NA,NA,87,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4018,California University Of Pennsylvania             ,2000-2001,Football,505090,674802,-169712,505090,674802,-169712,NA,NA,NA,89,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4029,California University Of Pennsylvania             ,2001-2002,Football,658976,635258,23718,658976,635258,23718,NA,NA,NA,87,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4128,Campbellsville University                         ,2000-2001,Football,4037,261003,-256966,4037,261003,-256966,NA,NA,NA,112,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4139,Campbellsville University                         ,2001-2002,Football,16006,262553,-246547,16006,262553,-246547,NA,NA,NA,91,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4166,Canisius College                                  ,2000-2001,Football,310595,106499,204096,310595,106499,204096,NA,NA,NA,70,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4183,Canisius College                                  ,2001-2002,Football,332437,82594,249843,332437,82594,249843,NA,NA,NA,73,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4214,Capital University                                ,2000-2001,Football,193668,65506,128162,193668,65506,128162,NA,NA,NA,99,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4226,Capital University                                ,2001-2002,Football,196189,147758,48431,196189,147758,48431,NA,NA,NA,102,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4278,Carleton College                                  ,2000-2001,Football,187789,187789,0,187789,187789,0,NA,NA,NA,63,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4294,Carleton College                                  ,2001-2002,Football,66678,136488,-69810,66678,136488,-69810,NA,NA,NA,42,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4324,Carnegie Mellon University                        ,2000-2001,Football,503624,110039,393585,503624,110039,393585,NA,NA,NA,123,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4335,Carnegie Mellon University                        ,2001-2002,Football,494960,493001,1959,494960,493001,1959,NA,NA,NA,119,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4348,Carroll College                                   ,2000-2001,Football,19630,559584,-539954,19630,559584,-539954,NA,NA,NA,73,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4349,Carroll College                                   ,2000-2001,Football,150063,151524,-1461,150063,151524,-1461,NA,NA,NA,84,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4368,Carroll College                                   ,2001-2002,Football,33173,642954,-609781,33173,642954,-609781,NA,NA,NA,92,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4369,Carroll College                                   ,2001-2002,Football,72193,213478,-141285,72193,213478,-141285,NA,NA,NA,60,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4389,Carson-Newman College                             ,2000-2001,Football,50644,747498,-696854,50644,747498,-696854,NA,NA,NA,133,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4401,Carson-Newman College                             ,2001-2002,Football,37029,751538,-714509,37029,751538,-714509,NA,NA,NA,169,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4418,Carthage College                                  ,2000-2001,Football,1688,243050,-241362,1688,243050,-241362,NA,NA,NA,148,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4431,Carthage College                                  ,2001-2002,Football,1754,254250,-252496,1754,254250,-252496,NA,NA,NA,150,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4462,Case Western Reserve University                   ,2000-2001,Football,307045,102162,204883,307045,102162,204883,NA,NA,NA,58,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4479,Case Western Reserve University                   ,2001-2002,Football,243337,236320,7017,243337,236320,7017,NA,NA,NA,54,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4526,Catawba College                                   ,2000-2001,Football,167453,1031993,-864540,167453,1031993,-864540,NA,NA,NA,128,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4540,Catawba College                                   ,2001-2002,Football,154172,1026657,-872485,154172,1026657,-872485,NA,NA,NA,114,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4561,Catholic University Of America                    ,2000-2001,Football,69000,59000,10000,69000,59000,10000,NA,NA,NA,85,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4576,Catholic University Of America                    ,2001-2002,Football,73100,164927,-91827,73100,164927,-91827,NA,NA,NA,71,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4765,Central College                                   ,2000-2001,Football,100426,194819,-94393,100426,194819,-94393,NA,NA,NA,128,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4777,Central College                                   ,2001-2002,Football,87541,205735,-118194,87541,205735,-118194,NA,NA,NA,133,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
