Year,unitid,Institution_Name,Major,Award_Level,CIP_Classificaiton,cipcode,Total,T.M,T.F,T.C,T.C.M,T.C.F,T.AA,T.AA.M,T.AA.F,T.H,T.H.M,T.H.W,T.AS/PI,T.AS/PI.M,T.AS/PI.F,T.AI,T.AI.M,T.AI.F,T.UNK,T.UNK.M,T.UNK.W,T.NON,T.NON.M,T.NON.F
2003-2004,199120,University of North Carolina at Chapel Hill,First major,Bachelor's degree,Foreign languages- literatures- and linguistics.,'16',60,12,48,52,11,41,3,0,3,1,0,1,1,0,1,1,0,1,1,1,0,1,0,1
2003-2004,199120,University of North Carolina at Chapel Hill,First major,Bachelor's degree,Health professions and related clinical sciences.,'51',253,21,232,200,18,182,32,1,31,2,0,2,13,1,12,1,1,0,3,0,3,2,0,2
2003-2004,199120,University of North Carolina at Chapel Hill,First major,Bachelor's degree,Liberal arts and sciences- general studies and humanities.,'24',6,4,2,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-2004,199120,University of North Carolina at Chapel Hill,First major,Bachelor's degree,Multi/interdisciplinary studies.,'30',26,13,13,24,11,13,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-2004,199120,University of North Carolina at Chapel Hill,First major,Bachelor's degree,Philosophy and religious studies.,'38',39,25,14,33,21,12,3,1,2,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0
2003-2004,199120,University of North Carolina at Chapel Hill,First major,Bachelor's degree,Physical sciences.,'40',114,70,44,87,51,36,5,2,3,2,2,0,18,13,5,1,1,0,0,0,0,1,1,0
2003-2004,199120,University of North Carolina at Chapel Hill,First major,Bachelor's degree,Public administration and social service professions.,'44',31,6,25,20,6,14,10,0,10,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2003-2004,199120,University of North Carolina at Chapel Hill,First major,Bachelor's degree,Visual and performing arts.,'50',102,34,68,94,32,62,3,0,3,2,1,1,2,0,2,1,1,0,0,0,0,0,0,0
2003-2004,152080,University of Notre Dame,First major,Bachelor's degree,Biological and biomedical sciences.,'26',90,41,49,74,34,40,0,0,0,8,4,4,8,3,5,0,0,0,0,0,0,0,0,0
2003-2004,152080,University of Notre Dame,First major,Bachelor's degree,Liberal arts and sciences- general studies and humanities.,'24',55,24,31,46,23,23,0,0,0,6,1,5,3,0,3,0,0,0,0,0,0,0,0,0
2003-2004,152080,University of Notre Dame,First major,Bachelor's degree,Architecture and related services.,'04',43,22,21,32,20,12,3,0,3,3,1,2,2,0,2,1,0,1,0,0,0,2,1,1
2003-2004,152080,University of Notre Dame,First major,Bachelor's degree,Health professions and related clinical sciences.,'51',113,60,53,100,58,42,3,0,3,5,0,5,5,2,3,0,0,0,0,0,0,0,0,0
2003-2004,152080,University of Notre Dame,First major,Bachelor's degree,Multi/interdisciplinary studies.,'30',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-2004,152080,University of Notre Dame,First major,Bachelor's degree,Visual and performing arts.,'50',81,21,60,66,18,48,5,1,4,7,1,6,2,1,1,0,0,0,0,0,0,1,0,1
2003-2004,152080,University of Notre Dame,First major,Bachelor's degree,Area- ethnic- cultural- and gender studies.,'05',44,13,31,37,12,25,0,0,0,4,1,3,2,0,2,1,0,1,0,0,0,0,0,0
2003-2004,152080,University of Notre Dame,First major,Bachelor's degree,Business- management- marketing- and related support services.,'52',580,356,224,457,283,174,22,15,7,54,31,23,23,11,12,2,1,1,0,0,0,22,15,7
2003-2004,152080,University of Notre Dame,First major,Bachelor's degree,Computer and information sciences and support services.,'11',41,35,6,32,27,5,0,0,0,2,2,0,2,1,1,0,0,0,0,0,0,5,5,0
2003-2004,152080,University of Notre Dame,First major,Bachelor's degree,Education.,'13',1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-2004,152080,University of Notre Dame,First major,Bachelor's degree,Engineering.,'14',194,146,48,170,129,41,5,2,3,10,8,2,3,2,1,0,0,0,0,0,0,6,5,1
2003-2004,152080,University of Notre Dame,First major,Bachelor's degree,Psychology.,'42',130,33,97,102,25,77,3,1,2,14,2,12,9,3,6,1,1,0,0,0,0,1,1,0
2003-2004,152080,University of Notre Dame,First major,Bachelor's degree,Natural resources and conservation.,'03',16,9,7,12,8,4,0,0,0,3,1,2,1,0,1,0,0,0,0,0,0,0,0,0
2003-2004,152080,University of Notre Dame,First major,Bachelor's degree,English language and literature/letters.,'23',95,34,61,83,29,54,3,1,2,2,1,1,4,1,3,2,2,0,0,0,0,1,0,1
2003-2004,152080,University of Notre Dame,First major,Bachelor's degree,Foreign languages- literatures- and linguistics.,'16',37,13,24,32,11,21,2,1,1,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0
2003-2004,152080,University of Notre Dame,First major,Bachelor's degree,History,'54',75,49,26,71,47,24,2,0,2,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0
2003-2004,152080,University of Notre Dame,First major,Bachelor's degree,Mathematics and statistics.,'27',40,25,15,38,23,15,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
2003-2004,152080,University of Notre Dame,First major,Bachelor's degree,Philosophy and religious studies.,'38',36,28,8,32,25,7,0,0,0,2,1,1,1,1,0,0,0,0,0,0,0,1,1,0
2003-2004,152080,University of Notre Dame,First major,Bachelor's degree,Physical sciences.,'40',18,13,5,16,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
2003-2004,152080,University of Notre Dame,First major,Bachelor's degree,Social sciences.,'45',341,186,155,272,152,120,16,9,7,29,13,16,15,8,7,3,1,2,0,0,0,6,3,3
2003-2004,152080,University of Notre Dame,First major,Bachelor's degree,Theology and religious vocations.,'39',22,8,14,18,5,13,0,0,0,1,1,0,3,2,1,0,0,0,0,0,0,0,0,0
2003-2004,207500,University of Oklahoma Norman Campus,First major,Bachelor's degree,Biological and biomedical sciences.,'26',173,80,93,124,58,66,8,2,6,6,3,3,18,8,10,15,9,6,0,0,0,2,0,2
2003-2004,207500,University of Oklahoma Norman Campus,First major,Bachelor's degree,Communications technologies/technicians and support services.,'10',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-2004,207500,University of Oklahoma Norman Campus,First major,Bachelor's degree,Computer and information sciences and support services.,'11',46,40,6,31,28,3,2,1,1,1,1,0,5,4,1,3,3,0,0,0,0,4,3,1
2003-2004,207500,University of Oklahoma Norman Campus,First major,Bachelor's degree,Health professions and related clinical sciences.,'51',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-2004,207500,University of Oklahoma Norman Campus,First major,Bachelor's degree,Communication- journalism- and related programs.,'09',394,141,253,327,118,209,21,8,13,15,5,10,8,2,6,19,7,12,0,0,0,4,1,3
2003-2004,207500,University of Oklahoma Norman Campus,First major,Bachelor's degree,Education.,'13',282,65,217,221,49,172,10,1,9,15,5,10,7,2,5,29,8,21,0,0,0,0,0,0
2003-2004,207500,University of Oklahoma Norman Campus,First major,Bachelor's degree,Engineering.,'14',310,240,70,183,154,29,28,15,13,20,14,6,25,20,5,22,18,4,0,0,0,32,19,13
2003-2004,207500,University of Oklahoma Norman Campus,First major,Bachelor's degree,Family and consumer sciences/human sciences.,'19',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-2004,207500,University of Oklahoma Norman Campus,First major,Bachelor's degree,Liberal arts and sciences- general studies and humanities.,'24',101,40,61,91,37,54,6,3,3,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0
2003-2004,207500,University of Oklahoma Norman Campus,First major,Bachelor's degree,Mathematics and statistics.,'27',18,10,8,15,9,6,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1
2003-2004,207500,University of Oklahoma Norman Campus,First major,Bachelor's degree,Parks- recreation- leisure- and fitness studies.,'31',1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-2004,207500,University of Oklahoma Norman Campus,First major,Bachelor's degree,Physical sciences.,'40',115,69,46,91,61,30,9,4,5,4,2,2,7,0,7,2,2,0,0,0,0,2,0,2
2003-2004,207500,University of Oklahoma Norman Campus,First major,Bachelor's degree,Security and protective services.,'43',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-2004,207500,University of Oklahoma Norman Campus,First major,Bachelor's degree,Area- ethnic- cultural- and gender studies.,'05',48,12,36,27,6,21,9,2,7,1,0,1,2,0,2,9,4,5,0,0,0,0,0,0
2003-2004,207500,University of Oklahoma Norman Campus,First major,Bachelor's degree,English language and literature/letters.,'23',124,49,75,107,45,62,1,0,1,1,0,1,5,0,5,10,4,6,0,0,0,0,0,0
2003-2004,207500,University of Oklahoma Norman Campus,First major,Bachelor's degree,Foreign languages- literatures- and linguistics.,'16',53,21,32,39,13,26,2,1,1,3,1,2,2,1,1,7,5,2,0,0,0,0,0,0
2003-2004,207500,University of Oklahoma Norman Campus,First major,Bachelor's degree,Public administration and social service professions.,'44',33,8,25,21,5,16,6,3,3,2,0,2,0,0,0,4,0,4,0,0,0,0,0,0
2003-2004,207500,University of Oklahoma Norman Campus,First major,Bachelor's degree,Architecture and related services.,'04',92,68,24,79,61,18,2,0,2,2,2,0,2,1,1,1,0,1,0,0,0,6,4,2
2003-2004,207500,University of Oklahoma Norman Campus,First major,Bachelor's degree,Business- management- marketing- and related support services.,'52',714,432,282,510,314,196,33,18,15,27,17,10,50,31,19,49,26,23,0,0,0,45,26,19
2003-2004,207500,University of Oklahoma Norman Campus,First major,Bachelor's degree,History,'54',61,40,21,53,35,18,1,0,1,0,0,0,0,0,0,7,5,2,0,0,0,0,0,0
2003-2004,207500,University of Oklahoma Norman Campus,First major,Bachelor's degree,Philosophy and religious studies.,'38',23,17,6,21,15,6,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
2003-2004,207500,University of Oklahoma Norman Campus,First major,Bachelor's degree,Psychology.,'42',118,23,95,87,16,71,11,4,7,5,2,3,6,1,5,6,0,6,0,0,0,3,0,3
2003-2004,207500,University of Oklahoma Norman Campus,First major,Bachelor's degree,Social sciences.,'45',352,180,172,268,139,129,28,13,15,11,8,3,11,7,4,28,10,18,0,0,0,6,3,3
2003-2004,207500,University of Oklahoma Norman Campus,First major,Bachelor's degree,Visual and performing arts.,'50',224,88,136,173,68,105,13,3,10,11,7,4,10,4,6,15,5,10,0,0,0,2,1,1
2003-2004,209551,University of Oregon,First major,Bachelor's degree,Area- ethnic- cultural- and gender studies.,'05',39,7,32,20,2,18,2,2,0,2,1,1,4,0,4,2,0,2,3,0,3,6,2,4
2003-2004,209551,University of Oregon,First major,Bachelor's degree,Mathematics and statistics.,'27',46,31,15,29,22,7,0,0,0,1,0,1,5,3,2,0,0,0,6,5,1,5,1,4
2003-2004,209551,University of Oregon,First major,Bachelor's degree,Natural resources and conservation.,'03',90,49,41,72,42,30,0,0,0,0,0,0,3,1,2,1,1,0,11,5,6,3,0,3
2003-2004,209551,University of Oregon,First major,Bachelor's degree,Parks- recreation- leisure- and fitness studies.,'31',30,12,18,23,8,15,0,0,0,0,0,0,4,3,1,0,0,0,3,1,2,0,0,0
2003-2004,209551,University of Oregon,First major,Bachelor's degree,Psychology.,'42',280,94,186,207,69,138,5,2,3,8,3,5,16,4,12,6,1,5,19,10,9,19,5,14
2003-2004,209551,University of Oregon,First major,Bachelor's degree,Communication- journalism- and related programs.,'09',343,99,244,248,68,180,3,2,1,12,5,7,24,2,22,1,0,1,32,15,17,23,7,16
2003-2004,209551,University of Oregon,First major,Bachelor's degree,Education.,'13',169,30,139,143,28,115,1,1,0,4,1,3,8,0,8,1,0,1,10,0,10,2,0,2
2003-2004,209551,University of Oregon,First major,Bachelor's degree,Health professions and related clinical sciences.,'51',25,3,22,21,2,19,0,0,0,0,0,0,1,0,1,1,0,1,2,1,1,0,0,0
2003-2004,209551,University of Oregon,First major,Bachelor's degree,History,'54',107,62,45,89,53,36,0,0,0,4,3,1,3,1,2,0,0,0,10,4,6,1,1,0
2003-2004,209551,University of Oregon,First major,Bachelor's degree,Public administration and social service professions.,'44',73,13,60,54,6,48,1,1,0,3,1,2,2,1,1,4,0,4,7,3,4,2,1,1
2003-2004,209551,University of Oregon,First major,Bachelor's degree,Business- management- marketing- and related support services.,'52',358,191,167,239,133,106,2,2,0,4,2,2,31,17,14,2,1,1,20,10,10,60,26,34
2003-2004,209551,University of Oregon,First major,Bachelor's degree,Computer and information sciences and support services.,'11',79,65,14,32,29,3,1,1,0,0,0,0,7,3,4,1,1,0,9,9,0,29,22,7
2003-2004,209551,University of Oregon,First major,Bachelor's degree,Liberal arts and sciences- general studies and humanities.,'24',10,4,6,7,3,4,1,1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0
2003-2004,209551,University of Oregon,First major,Bachelor's degree,Multi/interdisciplinary studies.,'30',164,64,100,114,48,66,1,0,1,3,1,2,12,1,11,1,1,0,19,8,11,14,5,9
2003-2004,209551,University of Oregon,First major,Bachelor's degree,Physical sciences.,'40',49,38,11,38,29,9,0,0,0,0,0,0,0,0,0,0,0,0,9,7,2,2,2,0
2003-2004,209551,University of Oregon,First major,Bachelor's degree,Social sciences.,'45',654,350,304,497,263,234,12,9,3,17,7,10,31,17,14,6,3,3,50,29,21,41,22,19
2003-2004,209551,University of Oregon,First major,Bachelor's degree,Architecture and related services.,'04',102,56,46,78,40,38,1,1,0,1,1,0,3,2,1,1,1,0,14,7,7,4,4,0
2003-2004,209551,University of Oregon,First major,Bachelor's degree,Biological and biomedical sciences.,'26',102,52,50,75,40,35,0,0,0,2,0,2,6,4,2,1,0,1,14,7,7,4,1,3
2003-2004,209551,University of Oregon,First major,Bachelor's degree,English language and literature/letters.,'23',116,46,70,99,42,57,1,0,1,2,0,2,3,1,2,1,0,1,10,3,7,0,0,0
2003-2004,209551,University of Oregon,First major,Bachelor's degree,Foreign languages- literatures- and linguistics.,'16',175,52,123,133,41,92,1,0,1,6,2,4,14,3,11,0,0,0,17,5,12,4,1,3
2003-2004,209551,University of Oregon,First major,Bachelor's degree,Philosophy and religious studies.,'38',53,41,12,38,29,9,0,0,0,4,4,0,3,3,0,0,0,0,8,5,3,0,0,0
2003-2004,209551,University of Oregon,First major,Bachelor's degree,Visual and performing arts.,'50',271,106,165,211,86,125,1,1,0,8,2,6,7,2,5,2,1,1,23,9,14,19,5,14
2003-2004,218663,University of South Carolina-Columbia,First major,Bachelor's degree,Business- management- marketing- and related support services.,'52',809,394,415,572,291,281,126,50,76,5,1,4,34,14,20,2,0,2,21,9,12,49,29,20
2003-2004,218663,University of South Carolina-Columbia,First major,Bachelor's degree,Communication- journalism- and related programs.,'09',264,69,195,213,56,157,32,9,23,3,0,3,7,2,5,2,0,2,5,2,3,2,0,2
2003-2004,218663,University of South Carolina-Columbia,First major,Bachelor's degree,Education.,'13',25,7,18,22,6,16,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
2003-2004,218663,University of South Carolina-Columbia,First major,Bachelor's degree,Engineering.,'14',164,134,30,124,105,19,28,18,10,2,2,0,3,3,0,2,1,1,0,0,0,5,5,0
2003-2004,218663,University of South Carolina-Columbia,First major,Bachelor's degree,Foreign languages- literatures- and linguistics.,'16',47,12,35,34,10,24,3,0,3,4,1,3,1,0,1,0,0,0,3,0,3,2,1,1
2003-2004,218663,University of South Carolina-Columbia,First major,Bachelor's degree,Liberal arts and sciences- general studies and humanities.,'24',102,41,61,72,31,41,17,4,13,4,1,3,1,1,0,1,0,1,5,3,2,2,1,1
2003-2004,218663,University of South Carolina-Columbia,First major,Bachelor's degree,Physical sciences.,'40',50,27,23,32,18,14,9,4,5,2,2,0,4,2,2,0,0,0,2,1,1,1,0,1
2003-2004,218663,University of South Carolina-Columbia,First major,Bachelor's degree,Security and protective services.,'43',135,74,61,103,58,45,19,8,11,2,1,1,3,3,0,0,0,0,8,4,4,0,0,0
2003-2004,218663,University of South Carolina-Columbia,First major,Bachelor's degree,Social sciences.,'45',282,146,136,209,122,87,49,15,34,6,2,4,4,0,4,0,0,0,11,6,5,3,1,2
2003-2004,218663,University of South Carolina-Columbia,First major,Bachelor's degree,Area- ethnic- cultural- and gender studies.,'05',30,9,21,6,0,6,23,9,14,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2003-2004,218663,University of South Carolina-Columbia,First major,Bachelor's degree,Biological and biomedical sciences.,'26',154,48,106,105,37,68,33,8,25,1,0,1,10,1,9,0,0,0,2,0,2,3,2,1
2003-2004,218663,University of South Carolina-Columbia,First major,Bachelor's degree,Psychology.,'42',201,47,154,150,36,114,37,7,30,2,1,1,5,1,4,0,0,0,5,2,3,2,0,2
2003-2004,218663,University of South Carolina-Columbia,First major,Bachelor's degree,Visual and performing arts.,'50',173,81,92,144,68,76,19,8,11,0,0,0,2,2,0,1,1,0,6,2,4,1,0,1
2003-2004,218663,University of South Carolina-Columbia,First major,Bachelor's degree,English language and literature/letters.,'23',121,33,88,90,24,66,21,3,18,0,0,0,1,1,0,1,1,0,8,4,4,0,0,0
2003-2004,218663,University of South Carolina-Columbia,First major,Bachelor's degree,Health professions and related clinical sciences.,'51',96,5,91,70,5,65,22,0,22,2,0,2,1,0,1,0,0,0,1,0,1,0,0,0
2003-2004,218663,University of South Carolina-Columbia,First major,Bachelor's degree,History,'54',101,64,37,86,58,28,9,3,6,0,0,0,0,0,0,1,0,1,4,2,2,1,1,0
2003-2004,218663,University of South Carolina-Columbia,First major,Bachelor's degree,Mathematics and statistics.,'27',33,16,17,26,12,14,2,1,1,0,0,0,2,0,2,0,0,0,1,1,0,2,2,0
2003-2004,218663,University of South Carolina-Columbia,First major,Bachelor's degree,Philosophy and religious studies.,'38',25,14,11,18,11,7,4,0,4,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0
2003-2004,218663,University of South Carolina-Columbia,First major,Bachelor's degree,Computer and information sciences and support services.,'11',60,40,20,24,20,4,20,6,14,0,0,0,7,6,1,0,0,0,2,2,0,7,6,1
2003-2004,218663,University of South Carolina-Columbia,First major,Bachelor's degree,Parks- recreation- leisure- and fitness studies.,'31',119,55,64,83,44,39,24,6,18,2,1,1,3,1,2,1,0,1,3,0,3,3,3,0
2003-2004,123961,University of Southern California,First major,Bachelor's degree,Business- management- marketing- and related support services.,'52',1177,665,512,420,268,152,34,11,23,127,73,54,392,198,194,6,3,3,42,25,17,156,87,69
2003-2004,123961,University of Southern California,First major,Bachelor's degree,Physical sciences.,'40',14,6,8,11,6,5,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2003-2004,123961,University of Southern California,First major,Bachelor's degree,Biological and biomedical sciences.,'26',135,58,77,51,24,27,6,2,4,10,2,8,58,24,34,3,1,2,4,3,1,3,2,1
2003-2004,123961,University of Southern California,First major,Bachelor's degree,Computer and information sciences and support services.,'11',105,92,13,35,33,2,5,4,1,3,3,0,26,22,4,0,0,0,5,3,2,31,27,4
2003-2004,123961,University of Southern California,First major,Bachelor's degree,Foreign languages- literatures- and linguistics.,'16',77,25,52,35,12,23,3,0,3,18,6,12,13,4,9,0,0,0,5,2,3,3,1,2
2003-2004,123961,University of Southern California,First major,Bachelor's degree,Health professions and related clinical sciences.,'51',179,28,151,54,7,47,23,2,21,35,8,27,59,11,48,3,0,3,5,0,5,0,0,0
2003-2004,123961,University of Southern California,First major,Bachelor's degree,Natural resources and conservation.,'03',16,3,13,10,2,8,1,0,1,0,0,0,3,1,2,0,0,0,0,0,0,2,0,2
2003-2004,123961,University of Southern California,First major,Bachelor's degree,Parks- recreation- leisure- and fitness studies.,'31',43,16,27,19,5,14,4,0,4,5,3,2,11,6,5,1,0,1,3,2,1,0,0,0
2003-2004,123961,University of Southern California,First major,Bachelor's degree,Architecture and related services.,'04',113,61,52,62,42,20,1,0,1,14,6,8,25,8,17,1,1,0,1,1,0,9,3,6
2003-2004,123961,University of Southern California,First major,Bachelor's degree,Communication- journalism- and related programs.,'09',429,106,323,229,57,172,32,11,21,56,13,43,72,13,59,4,1,3,21,6,15,15,5,10
2003-2004,123961,University of Southern California,First major,Bachelor's degree,Education.,'13',43,6,37,26,3,23,1,0,1,11,3,8,3,0,3,0,0,0,2,0,2,0,0,0
2003-2004,123961,University of Southern California,First major,Bachelor's degree,Engineering.,'14',302,215,87,118,88,30,17,8,9,32,26,6,85,59,26,2,1,1,10,7,3,38,26,12
2003-2004,123961,University of Southern California,First major,Bachelor's degree,English language and literature/letters.,'23',130,58,72,73,39,34,12,1,11,25,11,14,8,1,7,0,0,0,12,6,6,0,0,0
2003-2004,123961,University of Southern California,First major,Bachelor's degree,Area- ethnic- cultural- and gender studies.,'05',27,6,21,12,2,10,6,2,4,5,2,3,1,0,1,1,0,1,2,0,2,0,0,0
2003-2004,123961,University of Southern California,First major,Bachelor's degree,Multi/interdisciplinary studies.,'30',27,8,19,10,3,7,2,0,2,1,0,1,11,4,7,0,0,0,3,1,2,0,0,0
2003-2004,123961,University of Southern California,First major,Bachelor's degree,Philosophy and religious studies.,'38',40,24,16,25,15,10,0,0,0,6,3,3,8,5,3,0,0,0,0,0,0,1,1,0
2003-2004,123961,University of Southern California,First major,Bachelor's degree,Psychology.,'42',193,61,132,95,34,61,20,2,18,37,13,24,32,8,24,0,0,0,5,3,2,4,1,3
2003-2004,123961,University of Southern California,First major,Bachelor's degree,Public administration and social service professions.,'44',70,38,32,32,18,14,15,8,7,11,5,6,11,6,5,1,1,0,0,0,0,0,0,0
2003-2004,123961,University of Southern California,First major,Bachelor's degree,History,'54',65,41,24,37,26,11,4,2,2,12,7,5,6,2,4,1,1,0,2,1,1,3,2,1
2003-2004,123961,University of Southern California,First major,Bachelor's degree,Legal professions and studies.,'22',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-2004,123961,University of Southern California,First major,Bachelor's degree,Mathematics and statistics.,'27',21,15,6,10,7,3,0,0,0,1,1,0,6,4,2,0,0,0,1,1,0,3,2,1
2003-2004,123961,University of Southern California,First major,Bachelor's degree,Social sciences.,'45',588,282,306,259,145,114,59,24,35,97,36,61,121,54,67,2,0,2,22,12,10,28,11,17
2003-2004,123961,University of Southern California,First major,Bachelor's degree,Visual and performing arts.,'50',550,306,244,364,212,152,31,14,17,51,29,22,49,26,23,7,1,6,29,15,14,19,9,10
2003-2004,230728,Utah State University,First major,Bachelor's degree,Agriculture- agriculture operations- and related sciences.,'01',76,55,21,71,52,19,0,0,0,2,1,1,1,1,0,0,0,0,1,1,0,1,0,1
2003-2004,230728,Utah State University,First major,Bachelor's degree,Architecture and related services.,'04',27,23,4,22,20,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4,3,1
2003-2004,230728,Utah State University,First major,Bachelor's degree,Business- management- marketing- and related support services.,'52',415,285,130,379,264,115,0,0,0,5,4,1,3,2,1,1,0,1,6,5,1,21,10,11
2003-2004,230728,Utah State University,First major,Bachelor's degree,Computer and information sciences and support services.,'11',139,107,32,115,88,27,0,0,0,1,1,0,8,6,2,0,0,0,1,1,0,14,11,3
2003-2004,230728,Utah State University,First major,Bachelor's degree,Engineering technologies/technicians.,'15',7,7,0,6,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2003-2004,230728,Utah State University,First major,Bachelor's degree,Engineering.,'14',185,167,18,165,150,15,0,0,0,1,1,0,0,0,0,0,0,0,5,5,0,14,11,3
2003-2004,230728,Utah State University,First major,Bachelor's degree,Liberal arts and sciences- general studies and humanities.,'24',69,37,32,62,36,26,1,0,1,2,0,2,2,0,2,0,0,0,1,1,0,1,0,1
2003-2004,230728,Utah State University,First major,Bachelor's degree,Mathematics and statistics.,'27',16,10,6,14,9,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0
2003-2004,230728,Utah State University,First major,Bachelor's degree,Mechanic and repair technologies/technicians.,'47',3,2,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-2004,230728,Utah State University,First major,Bachelor's degree,Parks- recreation- leisure- and fitness studies.,'31',23,12,11,22,11,11,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2003-2004,230728,Utah State University,First major,Bachelor's degree,Communication- journalism- and related programs.,'09',87,38,49,79,33,46,1,1,0,0,0,0,3,2,1,0,0,0,3,1,2,1,1,0
2003-2004,230728,Utah State University,First major,Bachelor's degree,Biological and biomedical sciences.,'26',72,53,19,66,48,18,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,4,3,1
2003-2004,230728,Utah State University,First major,Bachelor's degree,Education.,'13',330,82,248,314,76,238,2,1,1,5,1,4,3,1,2,1,0,1,1,0,1,4,3,1
2003-2004,230728,Utah State University,First major,Bachelor's degree,English language and literature/letters.,'23',81,27,54,80,26,54,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-2004,230728,Utah State University,First major,Bachelor's degree,Family and consumer sciences/human sciences.,'19',172,8,164,162,7,155,0,0,0,4,0,4,1,0,1,0,0,0,2,1,1,3,0,3
2003-2004,230728,Utah State University,First major,Bachelor's degree,Legal professions and studies.,'22',12,9,3,11,8,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2003-2004,230728,Utah State University,First major,Bachelor's degree,Physical sciences.,'40',23,19,4,21,17,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0
2003-2004,230728,Utah State University,First major,Bachelor's degree,Precision production.,'48',9,9,0,8,8,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2003-2004,230728,Utah State University,First major,Bachelor's degree,Psychology.,'42',67,25,42,64,25,39,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1
2003-2004,230728,Utah State University,First major,Bachelor's degree,Public administration and social service professions.,'44',39,3,36,32,3,29,0,0,0,3,0,3,2,0,2,1,0,1,1,0,1,0,0,0
2003-2004,230728,Utah State University,First major,Bachelor's degree,Transportation and materials moving.,'49',19,18,1,18,17,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-2004,230728,Utah State University,First major,Bachelor's degree,Visual and performing arts.,'50',129,51,78,122,48,74,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,4,2,2
2003-2004,230728,Utah State University,First major,Bachelor's degree,Area- ethnic- cultural- and gender studies.,'05',7,6,1,7,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-2004,230728,Utah State University,First major,Bachelor's degree,Foreign languages- literatures- and linguistics.,'16',24,20,4,22,18,4,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-2004,230728,Utah State University,First major,Bachelor's degree,Health professions and related clinical sciences.,'51',49,17,32,49,17,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-2004,230728,Utah State University,First major,Bachelor's degree,History,'54',39,20,19,37,18,19,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
2003-2004,230728,Utah State University,First major,Bachelor's degree,Multi/interdisciplinary studies.,'30',51,24,27,46,21,25,2,2,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0
2003-2004,230728,Utah State University,First major,Bachelor's degree,Natural resources and conservation.,'03',28,17,11,25,15,10,0,0,0,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0
2003-2004,230728,Utah State University,First major,Bachelor's degree,Philosophy and religious studies.,'38',4,3,1,3,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
