"","Year","Sport","ID_School","Males","Females","White.Males","White.Females","Black.Males","Black.Females","Hispanic.Males","Hispanic.Females"
"1542","2005-2006","All other sports combined","UM",111,166,88,135,6,3,0,5
"1543","2005-2006","Baseball","UM",30,0,28,0,0,0,0,0
"1544","2005-2006","Basketball","UM",13,14,1,7,10,6,0,0
"1545","2005-2006","Cross-country and/or track","UM",18,33,9,23,6,6,0,0
"1546","2005-2006","Football","UM",96,0,39,0,55,0,2,0
"1547","2005-2006","All other sports combined","UNC",118,164,98,145,6,4,2,1
"1548","2005-2006","Baseball","UNC",26,0,24,0,1,0,0,0
"1549","2005-2006","Basketball","UNC",11,18,3,3,8,15,0,0
"1550","2005-2006","Cross-country and/or track","UNC",17,26,11,15,4,9,1,0
"1551","2005-2006","Football","UNC",98,0,34,0,60,0,2,0
"1552","2005-2006","All other sports combined","UOFM",7,85,4,43,0,8,0,3
"1553","2005-2006","Baseball","UOFM",20,0,5,0,2,0,11,0
"1554","2005-2006","Basketball","UOFM",12,12,0,3,9,5,2,0
"1555","2005-2006","Cross-country and/or track","UOFM",18,20,12,2,3,15,2,1
"1556","2005-2006","Football","UOFM",81,0,14,0,62,0,1,0
"1557","2005-2006","All other sports combined","USC",65,116,40,68,3,5,2,7
"1558","2005-2006","Baseball","USC",24,0,20,0,0,0,3,0
"1559","2005-2006","Basketball","USC",13,13,4,4,6,8,0,0
"1560","2005-2006","Cross-country and/or track","USC",19,21,4,2,9,11,0,0
"1561","2005-2006","Football","USC",92,0,25,0,47,0,5,0
"1562","2005-2006","All other sports combined","UT",56,132,41,96,0,8,4,8
"1563","2005-2006","Baseball","UT",38,0,31,0,0,0,3,0
"1564","2005-2006","Basketball","UT",12,14,4,2,8,10,0,1
"1565","2005-2006","Cross-country and/or track","UT",35,23,24,3,6,18,4,1
"1566","2005-2006","Football","UT",86,0,31,0,52,0,3,0
"1567","2005-2006","All other sports combined","UTA.ST",7,78,7,66,0,1,0,3
"1568","2005-2006","Basketball","UTA.ST",13,12,5,7,5,4,0,1
"1569","2005-2006","Cross-country and/or track","UTA.ST",24,21,17,19,3,0,0,1
"1570","2005-2006","Football","UTA.ST",63,0,30,0,23,0,0,0
"1571","2005-2006","All other sports combined","VANDY",35,55,23,49,2,0,1,0
"1572","2005-2006","Baseball","VANDY",22,0,16,0,2,0,3,0
"1573","2005-2006","Basketball","VANDY",13,12,3,7,8,5,0,0
"1574","2005-2006","Cross-country and/or track","VANDY",0,17,0,10,0,6,0,0
"1575","2005-2006","Football","VANDY",84,0,32,0,49,0,0,0
