Player,Draft Year,Height Without Shoes,Height Without Shoes (inches),Height,Height (inches),Weight (lbs),Wingspan,Wingspan (inches),Reach,Reach (inches),Body Fat (%),Hand Length (inches),Hand Width (inches),No Step Verticle (inches),No Step Verticle Reach,No Step Verticle Reach (inches),Max Verticle (Inches),Max Verticle Reach,Max Verticle Reach (inches),Bench Press (reps of 185lbs.),Lane Agility Drill ,Sprint (3 Quarter Court in seconds),Predraft Rank,Draft Number,Draftexpress_Player_URL,Source,ID.Date
Michal Michalak,2012,"6' 5.5""",77.5,"6' 6.5""",78.5,195,"6' 7""",79,"8' 4""",100,NA,NA,NA,25.5,"10' 5.5""",125.5,30.5,"10' 10.5""",130.5,NA,11.42,3.5,NA,NA,http://draftexpress.com/profile/Michal-Michalak-6422/,Draftexpress,5/1/12
Michal Michalak,2012,NA,NA,"6' 6""",78,194,"6' 6""",78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://draftexpress.com/profile/Michal-Michalak-6422/,Draftexpress,5/1/12
Michael Ignerski,2003,"6' 9.5""",81.5,"6' 11""",83,232,"6' 10.75""",NA,"8' 11""",107,10.50%,NA,NA,26.5,"11' 1.5""",133.5,33,"11' 8""",140,10,11.21,3.13,29,NA,http://draftexpress.com/profile/Michal-Ignerski-32937/,Draftexpress,5/1/03
Michael Wright,2001,"6' 7""",79,NA,NA,247,"6' 11.5""",NA,"8' 10.5""",106.5,NA,NA,NA,27.5,"11' 2""",134,33.5,"11' 8""",140,18,11.37,3.21,22,38,http://draftexpress.com/profile/Michael-Wright-5303/,Draftexpress,5/1/01
Michael Washington,2010,"6' 8.5""",80.5,NA,NA,239,"7' 0""",84,"8' 11.75""",107.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://draftexpress.com/profile/Michael-WashingtonNA7/,Draftexpress,5/1/10
Michael Southall,2006,"6' 9.5""",81.5,"6' 10.25""",82.25,241,"7' 4.25""",NA,"8' 11.5""",107.5,7.90%,NA,NA,31.5,"11' 7""",139,37,"12' 0.5""",144.5,2,12.29,3.51,76,NA,http://draftexpress.com/profile/Michael-Southall-473/,Draftexpress,5/1/06
Michael Southall,2006,"6' 9.75""",81.75,"6' 10.75""",82.75,248,"7' 4.5""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://draftexpress.com/profile/Michael-Southall-473/,Draftexpress,5/1/06
Michael Redd,2000,"6' 4.75""",76.75,"6' 5.75""",77.75,214,"6' 9""",NA,"8' 6""",102,NA,NA,NA,27,"10' 9""",129,31,"11' 1""",133,12,12.06,3.34,36,43,http://draftexpress.com/profile/Michael-Redd-4049/,Draftexpress,5/1/00
Michael Olowokandi,1998,"6' 11.75""",83.75,NA,NA,269,"7' 8""",NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,1,http://draftexpress.com/profile/Michael-Olowokandi-3823/,Draftexpress,5/1/98
Michael McDonald,1995,"6' 8.25""",80.25,NA,NA,211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,http://draftexpress.com/profile/Michael-Mcdonald-3506/,Draftexpress,5/1/95
Michael Maddox,1998,"6' 7""",79,NA,NA,217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://draftexpress.com/profile/Michael-Maddox-50251/,Draftexpress,5/1/98
Michael Hicks,2001,"6' 4""",76,"6' 5.25""",77.25,197,"6' 9.25""",NA,"8' 4.5""",100.5,NA,NA,NA,33,"11' 1.5""",133.5,40.5,"11' 9""",141,13,11.38,3.19,15,NA,http://draftexpress.com/profile/Michael-Hicks-5617/,Draftexpress,5/1/01
Michael Kidd-Gilchrist,2012,"6' 5.75""",77.75,"6' 7.5""",79.5,233,"7' 0""",84,"8' 8.5""",104.5,7.00%,9,10.25,32,"11' 4.5""",136.5,35.5,"11' 8""",140,6,11.77,3.18,NA,2,http://draftexpress.com/profile/Michael-Gilchrist-5707/,Draftexpress,5/1/12
Michael Gilchrist,2011,NA,NA,"6' 7.5""",79.5,228,"6' 10""",82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,http://draftexpress.com/profile/Michael-Gilchrist-5707/,Draftexpress,5/1/11
Michael Gilchrist,2009,NA,NA,"6' 6""",78,216,"7' 0.5""",84.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,http://draftexpress.com/profile/Michael-Gilchrist-5707/,Draftexpress,5/1/09
Mike Gbinije,2010,NA,NA,"6' 6.5""",78.5,191,"6' 6""",78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://draftexpress.com/profile/Michael-Gbinije-5765/,Draftexpress,5/1/10
Mike Gbinije,2010,NA,NA,"6' 6.5""",78.5,191,"6' 6""",78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://draftexpress.com/profile/Michael-Gbinije-5765/,Draftexpress,5/1/10
Michael Gbinije,2009,NA,NA,"6' 6""",78,194,"6' 3""",75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://draftexpress.com/profile/Michael-Gbinije-5765/,Draftexpress,5/1/09
Michael Gbinije,2009,NA,NA,"6' 6""",78,194,"6' 3""",75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://draftexpress.com/profile/Michael-Gbinije-5765/,Draftexpress,5/1/09
Michael Finley,1995,"6' 5.75""",77.75,NA,NA,204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,http://draftexpress.com/profile/Michael-Finley-2418/,Draftexpress,5/1/95
Michael Dunigan,2011,"6' 8.5""",80.5,"6' 10""",82,238,"7' 3.25""",87.25,"8' 11.5""",107.5,8.00%,9,10.75,29.5,"11' 5""",137,34.5,"11' 10""",142,10,11.85,3.27,NA,58,http://draftexpress.com/profile/Michael-Dunigan-1320/,Draftexpress,5/1/11
Michael Chandler,2010,"6' 9""",81,NA,NA,246,"7' 0""",84,"8' 10""",106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://draftexpress.com/profile/Michael-Chandler-5767/,Draftexpress,5/1/10
Michael Carter Williams,2010,NA,NA,"6' 5""",77,175,"6' 5""",77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://draftexpress.com/profile/Michael-Carter-Williams-6262/,Draftexpress,5/1/10
Michael Carter-Williams,2010,"6' 4.5""",76.5,NA,NA,167,"6' 7""",79,"8' 4""",100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://draftexpress.com/profile/Michael-Carter-Williams-6262/,Draftexpress,5/1/10
Michael Bramos,2009,"6' 4.5""",76.5,"6' 6""",78,215,"6' 11.75""",83.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://draftexpress.com/profile/Michael-Bramos-5320/,Draftexpress,5/1/09
Michael Bradley,2001,"6' 9.5""",81.5,"6' 11""",83,227,"7' 1.5""",NA,"8' 11""",107,NA,NA,NA,27,"11' 2""",134,30,"11' 5""",137,13,11.11,3.35,38,17,http://draftexpress.com/profile/Michael-Bradley-1772/,Draftexpress,5/1/01
Michael Beasley,2008,"6' 7""",79,"6' 8.25""",80.25,239,"7' 0.25""",NA,"8' 11""",107,7.70%,NA,NA,30,"11' 5""",137,35,"11' 10""",142,19,11.06,3.24,NA,2,http://draftexpress.com/profile/Michael-Beasley-605/,Draftexpress,5/1/08
Michael Beasley,2007,NA,NA,"6' 9""",81,NA,"7' 0""",NA,"9' 1""",109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,http://draftexpress.com/profile/Michael-Beasley-605/,Draftexpress,5/1/07
Micah Downs,2009,"6' 8.25""",80.25,"6' 9""",81,197,"6' 9.5""",81.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://draftexpress.com/profile/Micah-Downs-236/,Draftexpress,5/1/09
Meyers Leonard,2012,"6' 11.75""",83.75,"7' 1.25""",85.25,250,"7' 3""",87,"9' 0""",108,5.70%,9.25,11,30,"11' 6""",138,32.5,"11' 8.5""",140.5,19,11.34,3.41,NA,11,http://draftexpress.com/profile/Meyers-Leonard-5756/,Draftexpress,5/1/12
Meyers Leonard,2009,NA,NA,"7' 0""",84,215,"7' 3""",87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,http://draftexpress.com/profile/Meyers-Leonard-5756/,Draftexpress,5/1/09
Meyers Leonard,2009,NA,NA,"7' 0""",84,215,"7' 3""",87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,http://draftexpress.com/profile/Meyers-Leonard-5756/,Draftexpress,5/1/09
Metecan Birsen,2012,"6' 7.75""",79.75,"6' 8.75""",80.75,202,"6' 10""",82,"8' 8.5""",104.5,NA,NA,NA,23.5,"10' 8""",128,25.5,"10' 10""",130,NA,12.23,3.46,NA,NA,http://draftexpress.com/profile/Metecan-Birsen-6426/,Draftexpress,5/1/12
Melvin Ely,2002,"6' 9""",81,"6' 10""",82,240,"7' 4""",NA,"9' 3""",111,NA,NA,NA,26,"11' 5""",137,29,"11' 8""",140,7,11.96,3.35,70,12,http://draftexpress.com/profile/Melvin-Ely-2358/,Draftexpress,5/1/02
Maxi Kleber,2012,"6' 8.75""",80.75,"6' 10""",82,211,"6' 10.75""",82.75,"8' 11""",107,NA,NA,NA,28.5,"11' 3.5""",135.5,33.5,"11' 8.5""",140.5,NA,11.92,3.38,NA,NA,http://draftexpress.com/profile/Maximilian-Kleber-48972/,Draftexpress,5/1/12
Maurice Williams,2003,"6' 0.75""",72.75,"6' 2""",74,189,"6' 5.5""",NA,"8' 2.5""",98.5,6.70%,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,80,47,http://draftexpress.com/profile/Maurice-Williams-4926/,Draftexpress,5/1/03
Maurice Evans,2001,"6' 4.25""",76.25,"6' 5.25""",77.25,221,"6' 8""",NA,"8' 5""",101,NA,NA,NA,34.5,"11' 3.5""",135.5,37.5,"11' 6.5""",138.5,22,10.08,3.12,1,NA,http://draftexpress.com/profile/Maurice-Evans-2381/,Draftexpress,5/1/01
Maurice Baker,2002,"5' 11.75""",71.75,"6' 1""",73,178,"6' 4""",NA,"8' 0""",96,NA,NA,NA,29.5,"10' 5.5""",125.5,33,"10' 9""",129,2,12.19,3.29,58,NA,http://draftexpress.com/profile/Maurice-Baker-1572/,Draftexpress,5/1/02
Maurice Ager,2006,"6' 3.25""",75.25,"6' 4.5""",76.5,203,"6' 7.75""",NA,"8' 5.5""",101.5,8.00%,NA,NA,29.5,"10' 11""",131,35,"11' 4.5""",136.5,11,11.73,3.22,37,28,http://draftexpress.com/profile/Maurice-Ager-354/,Draftexpress,5/1/06
Matt Santangelo,2000,"6' 0""",72,"6' 0.75""",72.75,177,"6' 3""",NA,"7' 10""",94,NA,NA,NA,33.5,"10' 7.5""",127.5,43,"11' 5""",137,12,10.66,3.06,1,NA,http://draftexpress.com/profile/Matt-Santangelo-35537/,Draftexpress,5/1/00
Matthew Nielsen,2000,"6' 9""",81,NA,NA,223,"6' 10.5""",NA,"8' 10""",106,NA,NA,NA,26,"11' 0""",132,29,"11' 3""",135,3,11.28,3.35,43,NA,http://draftexpress.com/profile/Matt-Nielsen-5358/,Draftexpress,5/1/00
Matt Jones,2011,NA,NA,"6' 4.5""",76.5,182,"6' 6""",78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://draftexpress.com/profile/Matt-Jones-7082/,Draftexpress,5/1/11
Matthew Bryan-Amaning,2011,"6' 8.5""",80.5,NA,NA,232,"7' 4""",88,"8' 11.5""",107.5,NA,NA,NA,30,"11' 5.5""",137.5,NA,NA,NA,NA,11.12,3.41,NA,NA,http://draftexpress.com/profile/Matthew-Bryan-Amaning-6333/,Draftexpress,5/1/11
Matt Haryasz,2006,"6' 9.75""",81.75,"6' 11""",83,219,"7' 0.25""",NA,"8' 11.5""",107.5,9.80%,NA,NA,27.5,"11' 3""",135,31.5,"11' 7""",139,10,11.34,3.46,62,NA,http://draftexpress.com/profile/Matt-Haryasz-306/,Draftexpress,5/1/06
Matt Harpring,1998,"6' 6.5""",78.5,NA,NA,231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,http://draftexpress.com/profile/Matt-Harpring-2733/,Draftexpress,5/1/98
Matt Gatens,2012,"6' 4.25""",76.25,NA,NA,213,"6' 6.5""",78.5,NA,NA,NA,NA,NA,26.3,NA,NA,NA,NA,NA,NA,10.99,3.25,NA,NA,http://draftexpress.com/profile/Matt-Gatens-19308/,Draftexpress,5/1/12
Matt Freije,2004,"6' 8.25""",80.25,"6' 9.5""",81.5,234,"7' 1""",NA,"9' 0.5""",108.5,NA,NA,NA,29.5,"11' 6""",138,31,"11' 7.5""",139.5,13,11.15,3.25,27,53,http://draftexpress.com/profile/Matt-Freije-2479/,Draftexpress,5/1/04
Matt Carroll,2003,"6' 5""",77,"6' 6.25""",78.25,207,"6' 6.5""",NA,"8' 2.5""",98.5,6.70%,NA,NA,29,"10' 7.5""",127.5,33.5,"11' 0""",132,13,11.11,3.35,33,NA,http://draftexpress.com/profile/Matt-Carroll-1941/,Draftexpress,5/1/03
Matt Bouldin,2009,NA,NA,"6' 5""",77,224,"6' 5""",77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://draftexpress.com/profile/Matt-Bouldin-1154/,Draftexpress,5/1/09
Matt Bonner,2003,"6' 8.5""",80.5,"6' 10""",82,242,"6' 8.75""",NA,"8' 9.5""",105.5,13.60%,NA,NA,27,"11' 0.5""",132.5,32,"11' 5.5""",137.5,20,11.52,3.32,24,45,http://draftexpress.com/profile/Matt-Bonner-1726/,Draftexpress,5/1/03
Matt Barnes,2002,"6' 6.75""",78.75,"6' 8""",80,226,"6' 9""",NA,"8' 0.5""",96.5,NA,NA,NA,35.5,"11' 0""",132,40.5,"11' 5""",137,11,10.68,3.28,8,45,http://draftexpress.com/profile/Matt-Barnes-1592/,Draftexpress,5/1/02
Matias Nocedal,2010,"6' 1.62""",73.62,"6' 2.80""",74.8,180,"6' 5.17""",77.17,"8' 2.43""",98.43,NA,NA,NA,28.7,"10' 7.13""",127.13,37,"11' 3.43""",135.43,NA,NA,NA,NA,NA,http://draftexpress.com/profile/Matias-Nocedal-1333/,Draftexpress,5/1/10
Mateusz Ponitka,2012,"6' 5""",77,"6' 6""",78,211,"6' 6""",78,"8' 4.5""",100.5,NA,NA,NA,27,"10' 7.5""",127.5,31.5,"11' 0""",132,NA,12.15,3.34,NA,NA,http://draftexpress.com/profile/Mateusz-Ponitka-6130/,Draftexpress,5/1/12
Mason Plumlee,2011,NA,NA,"6' 10""",82,234,"6' 11""",83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://draftexpress.com/profile/Mason-Plumlee-5231/,Draftexpress,5/1/11
Mason Plumlee,2011,NA,NA,"6' 10""",82,234,"6' 11""",83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://draftexpress.com/profile/Mason-Plumlee-5231/,Draftexpress,5/1/11
Marvin Williams,2005,"6' 7""",79,"6' 8.25""",80.25,228,"7' 3.5""",NA,"9' 0""",108,NA,NA,NA,29.5,"11' 5.5""",137.5,35,"11' 11""",143,12,11.11,3.17,15,2,http://draftexpress.com/profile/Marvin-Williams-59/,Draftexpress,5/1/05
Marvin Stone,2003,"6' 9.5""",81.5,"6' 10.5""",82.5,261,"7' 3.5""",NA,"9' 1.5""",109.5,17.40%,NA,NA,25.5,"11' 3""",135,27.5,"11' 5""",137,9,12.1,3.5,69,NA,http://draftexpress.com/profile/Marvin-Stone-33039/,Draftexpress,5/1/03
Martynas Andriuskevicius,2005,"7' 1.25""",85.25,"7' 3""",87,228,"6' 11.25""",NA,"9' 4.5""",112.5,NA,NA,NA,24,"11' 4.5""",136.5,27.5,"11' 8""",140,,11.94,3.42,73,44,http://draftexpress.com/profile/Martynas-Andriuskevicius-40/,Draftexpress,5/1/05
Martin Zeno,2008,"6' 3.5""",75.5,"6' 5""",77,196,"6' 7.75""",79.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://draftexpress.com/profile/Martin-Zeno-475/,Draftexpress,5/1/08
Martin Samarco,2007,"6' 1.5""",73.5,"6' 2.5""",74.5,208,"6' 5.25""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://draftexpress.com/profile/Martin-Samarco-27105/,Draftexpress,5/1/07
Martin Rancik,2001,"6' 8.75""",80.75,"6' 10""",82,230,"6' 8""",NA,"8' 6.5""",102.5,NA,NA,NA,32,"11' 2.5""",134.5,37,"11' 7.5""",139.5,14,10.77,3.19,8,NA,http://draftexpress.com/profile/Martin-Rancik-36220/,Draftexpress,5/1/01
Martin Iti,2004,"6' 8.5""",80.5,"6' 9.75""",81.75,233,"7' 5""",NA,"9' 3.5""",111.5,NA,NA,NA,26.5,"11' 6""",138,32.5,"12' 0""",144,13,12.28,3.41,49,NA,http://draftexpress.com/profile/Martin-Iti-173/,Draftexpress,5/1/04
Martell Webster,2005,"6' 6""",78,"6' 7.5""",79.5,230,"6' 11""",NA,"8' 10""",106,NA,NA,NA,28,"11' 2""",134,30.5,"11' 4.5""",136.5,7,11.39,3.39,59,6,http://draftexpress.com/profile/Martell-Webster-279/,Draftexpress,5/1/05
Marshon Brooks,2011,"6' 4.25""",76.25,"6' 5.25""",77.25,195,"7' 1""",85,"8' 5""",101,5.20%,9,10.5,34,"11' 3""",135,38.5,"11' 7.5""",139.5,5,10.74,3.09,NA,51,http://draftexpress.com/profile/Marshon-Brooks-6347/,Draftexpress,5/1/11
Marshon Brooks,2009,NA,NA,"6' 4""",76,197,"6' 11.5""",83.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,http://draftexpress.com/profile/Marshon-Brooks-6347/,Draftexpress,5/1/09
Marshawn Powell,2010,NA,NA,"6' 7""",79,225,"6' 10.5""",82.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://draftexpress.com/profile/Marshawn-Powell-5818/,Draftexpress,5/1/10
Marshawn Powell,2010,NA,NA,"6' 7""",79,225,"6' 10.5""",82.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://draftexpress.com/profile/Marshawn-Powell-5818/,Draftexpress,5/1/10
Marshall Plumlee,2010,NA,NA,"7' 1""",85,208,"6' 8.5""",80.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://draftexpress.com/profile/Marshall-Plumlee-6261/,Draftexpress,5/1/10
Marshall Plumlee,2010,"6' 11.5""",83.5,NA,NA,214,"6' 9""",81,"8' 9.5""",105.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://draftexpress.com/profile/Marshall-Plumlee-6261/,Draftexpress,5/1/10
Marqus Blakely,2010,"6' 4.75""",76.75,NA,NA,219,"7' 1""",85,"8' 9.5""",105.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://draftexpress.com/profile/Marqus-Blakely-5312/,Draftexpress,5/1/10
Marquis Teague,2012,"6' 1""",73,"6' 2""",74,180,"6' 7.25""",79.25,"8' 0.5""",96.5,6.30%,8.25,7.75,32.5,"10' 9""",129,40.5,"11' 5""",137,8,10.65,3.19,NA,29,http://draftexpress.com/profile/Marquis-Teague-5720/,Draftexpress,5/1/12
Marquis Teague,2011,NA,NA,"6' 2""",74,179,"6' 6""",78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,http://draftexpress.com/profile/Marquis-Teague-5720/,Draftexpress,5/1/11
Marquis Teague,2009,NA,NA,"6' 2""",74,165,"6' 7""",79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,http://draftexpress.com/profile/Marquis-Teague-5720/,Draftexpress,5/1/09
Marquis Teague,2009,NA,NA,"6' 2""",74,165,"6' 7""",79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,http://draftexpress.com/profile/Marquis-Teague-5720/,Draftexpress,5/1/09
Marquis Rankin,2011,NA,NA,"6' 0.5""",72.5,158,"6' 4.5""",76.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://draftexpress.com/profile/Marquis-Rankin-42112/,Draftexpress,5/1/11
Marquis Rankin,2010,NA,NA,"6' 0""",72,158,"6' 4.5""",76.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://draftexpress.com/profile/Marquis-Rankin-42112/,Draftexpress,5/1/10
Marquis Rankin,2010,"6' 0""",72,NA,NA,161,"6' 5""",77,"7' 11""",95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://draftexpress.com/profile/Marquis-Rankin-42112/,Draftexpress,5/1/10
Marquis Gilstrap,2010,"6' 5.5""",77.5,NA,NA,207,"6' 8.75""",80.75,"8' 7.75""",103.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://draftexpress.com/profile/Marquis-Gilstrap-5801/,Draftexpress,5/1/10
Marquis Estill,2003,"6' 8.5""",80.5,"6' 9.5""",81.5,257,"7' 4""",NA,"9' 0""",108,11.70%,NA,NA,30,"11' 6""",138,36,"12' 0""",144,7,12.92,3.31,65,NA,http://draftexpress.com/profile/Marquis-Estill-33108/,Draftexpress,5/1/03
Marquis Daniels,2003,"6' 5.25""",77.25,"6' 6.75""",78.75,198,"6' 10""",NA,"8' 7.5""",103.5,4.00%,NA,NA,30.5,"11' 2""",134,35,"11' 6.5""",138.5,6,11.62,3.25,46,NA,http://draftexpress.com/profile/Marquis-Daniels-2134/,Draftexpress,5/1/03
Marquez Haynes,2010,"6' 0.5""",72.5,NA,NA,186,"6' 5.75""",77.75,"8' 0.75""",96.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://draftexpress.com/profile/Marquez-Haynes-5835/,Draftexpress,5/1/10
Marlon Parmer,2003,"6' 0.75""",72.75,"6' 1.75""",73.75,184,"6' 3.5""",NA,"8' 1""",97,9.30%,NA,NA,28,"10' 5""",125,32,"10' 9""",129,13,NA,3.42,72,NA,http://draftexpress.com/profile/Marlon-Parmer-5621/,Draftexpress,5/1/03
Marlon Parmer,2002,"6' 0.75""",72.75,NA,NA,182,"6' 3.5""",NA,"8' 2.25""",98.25,NA,NA,NA,26,"10' 4.25""",124.25,31.5,"10' 9.75""",129.75,10,12.46,3.26,54,NA,http://draftexpress.com/profile/Marlon-Parmer-5621/,Draftexpress,5/1/02
Markus Kennedy,2009,NA,NA,"6' 8.5""",80.5,268,"6' 11""",83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://draftexpress.com/profile/Markus-Kennedy-42104/,Draftexpress,5/1/09
Markus Kennedy,2009,NA,NA,"6' 8.5""",80.5,268,"6' 11""",83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://draftexpress.com/profile/Markus-Kennedy-42104/,Draftexpress,5/1/09
Mark Tyndale,2008,"6' 2.75""",74.75,"6' 3.5""",75.5,217,"6' 11""",83,"8' 7.5""",103.5,6.70%,NA,NA,27,"10' 10.5""",130.5,33.5,"11' 5""",137,5,12.52,3.14,NA,NA,http://draftexpress.com/profile/Mark-Tyndale-5172/,Draftexpress,5/1/08
Mark Tyndale,2008,"6' 3.75""",75.75,"6' 5""",77,220,"6' 10.5""",82.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://draftexpress.com/profile/Mark-Tyndale-5172/,Draftexpress,5/1/08
Mark Randall,1991,"6' 7.5""",79.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,http://draftexpress.com/profile/Mark-Randall-4027/,Draftexpress,5/1/91
Mark Payne,2011,"6' 5.5""",77.5,NA,NA,206,"6' 5.5""",77.5,"8' 3.5""",99.5,NA,NA,NA,29.5,"10' 9""",129,NA,NA,NA,NA,12.11,3.34,NA,NA,http://draftexpress.com/profile/Mark-Payne-5679/,Draftexpress,5/1/11
Marko Tusek,1998,"6' 7.5""",79.5,NA,NA,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://draftexpress.com/profile/Marko-Tusek-5458/,Draftexpress,5/1/98
Marko Tomas,2004,"6' 6.5""",78.5,"6' 7.75""",79.75,198,"6' 7""",NA,"8' 7.5""",103.5,NA,NA,NA,32,"11' 3.5""",135.5,31.5,"11' 3""",135,NA,11.8,3.23,57,NA,http://draftexpress.com/profile/Marko-Tomas-51/,Draftexpress,5/1/04
Marko Lekic,2007,"6' 9.75""",81.75,"6' 10.5""",82.5,267,"7' 1""",NA,"9' 0.5""",108.5,11.40%,NA,NA,24,"11' 0.5""",132.5,30.5,"11' 7""",139,19,11.96,3.43,48,NA,http://draftexpress.com/profile/Marko-Lekic-152/,Draftexpress,5/1/07
Marko Jaric,2000,"6' 6.5""",78.5,"6' 8""",80,210,"6' 9""",NA,"8' 8""",104,NA,NA,NA,27.5,"10' 11.5""",131.5,33,"11' 5""",137,NA,11.32,3.28,38,30,http://draftexpress.com/profile/Marko-Jaric-2972/,Draftexpress,5/1/00
Mark Madsen,2000,"6' 8""",80,"6' 9""",81,237,"7' 0.5""",NA,"8' 8.5""",104.5,NA,NA,NA,30.5,"11' 3""",135,33.5,"11' 6""",138,13,12.12,3.46,35,29,http://draftexpress.com/profile/Mark-Madsen-3392/,Draftexpress,5/1/00
Mark Karcher,2000,"6' 4""",76,"6' 5""",77,218,"6' 8""",NA,"8' 6.5""",102.5,NA,NA,NA,27.5,"10' 10""",130,30.5,"11' 1""",133,12,11.51,3.4,34,48,http://draftexpress.com/profile/Mark-Karcher-36917/,Draftexpress,5/1/00
Mark Jones,1998,"6' 5""",77,NA,NA,216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://draftexpress.com/profile/Mark-Jones-3079/,Draftexpress,5/1/98
Markieff Morris,2011,"6' 7.75""",79.75,"6' 9.25""",81.25,241,"6' 10.75""",82.75,"8' 10.5""",106.5,10.20%,8.5,8.25,27,"11' 1.5""",133.5,31.5,"11' 6""",138,11,NA,3.4,NA,13,http://draftexpress.com/profile/Markieff-Morris-5179/,Draftexpress,5/1/11
Mark Hendrickson,1996,"6' 7.75""",79.75,NA,NA,229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,http://draftexpress.com/profile/Mark-Hendrickson-2795/,Draftexpress,5/1/96
