year,team,rank,value,value_change,debt_percent,revenue,expenses,operating_income,gate_revenue,media_revenue,stadium_revenue,player_expense,other_revenue,other_expense,name,team_id,wikiurl,imageurl,revenue_multiple,ebitda_multiple,debt,debt_yield,operating_income_yield,league
2002,Tampa Bay Buccaneers,6.00,606.00,0.04,0.23,151.00,119.60,31.40,NA,NA,NA,NA,NA,NA,Buccaneers,tam,wikipedia.org/wiki/Tampa_Bay_Buccaneers,http://upload.wikimedia.org/wikipedia/en/thumb/a/a2/Tampa_Bay_Buccaneers_logo.svg/200px-Tampa_Bay_Buccaneers_logo.svg.png,4.01,19.30,139.38,0.23,0.05,NFL
2002,Denver Broncos,7.00,604.00,0.12,0.33,159.00,147.70,11.30,NA,NA,NA,NA,NA,NA,Broncos,den,wikipedia.org/wiki/Denver_Broncos,http://upload.wikimedia.org/wikipedia/en/thumb/4/44/Denver_Broncos_logo.svg/200px-Denver_Broncos_logo.svg.png,3.80,53.45,199.32,0.06,0.02,NFL
2002,New England Patriots,8.00,571.00,0.09,0.81,136.00,119.10,16.90,NA,NA,NA,NA,NA,NA,Patriots,new,wikipedia.org/wiki/New_England_Patriots,http://upload.wikimedia.org/wikipedia/en/thumb/b/b9/New_England_Patriots_logo.svg/200px-New_England_Patriots_logo.svg.png,4.20,33.79,462.51,0.04,0.03,NFL
2002,Pittsburgh Steelers,9.00,555.00,0.19,0.20,142.00,125.80,16.20,NA,NA,NA,NA,NA,NA,Steelers,pit,wikipedia.org/wiki/Pittsburgh_Steelers,http://upload.wikimedia.org/wikipedia/commons/thumb/d/de/Pittsburgh_Steelers_logo.svg/200px-Pittsburgh_Steelers_logo.svg.png,3.91,34.26,111.00,0.15,0.03,NFL
2002,Miami Dolphins,10.00,553.00,0.09,0.36,145.00,136.10,8.90,NA,NA,NA,NA,NA,NA,Dolphins,mia,wikipedia.org/wiki/Miami_Dolphins,http://upload.wikimedia.org/wikipedia/en/thumb/8/81/Miami_Dolphins_2013_Logo.svg/200px-Miami_Dolphins_2013_Logo.svg.png,3.81,62.13,199.08,0.04,0.02,NFL
2002,Tennessee Titans,11.00,551.00,0.03,0.10,141.00,115.10,25.90,NA,NA,NA,NA,NA,NA,Titans,oti,wikipedia.org/wiki/Tennessee_Titans,http://upload.wikimedia.org/wikipedia/en/thumb/c/c1/Tennessee_Titans_logo.svg/200px-Tennessee_Titans_logo.svg.png,3.91,21.27,55.10,0.47,0.05,NFL
2002,St. Louis Rams,12.00,544.00,0.22,0.07,136.00,110.40,25.60,NA,NA,NA,NA,NA,NA,Rams,ram,wikipedia.org/wiki/St._Louis_Rams,http://upload.wikimedia.org/wikipedia/en/thumb/b/b8/St_Louis_Rams_logo.svg/100px-St_Louis_Rams_logo.svg.png,4.00,21.25,38.08,0.67,0.05,NFL
2002,Chicago Bears,13.00,540.00,0.49,0.37,124.00,111.60,12.40,NA,NA,NA,NA,NA,NA,Bears,chi,wikipedia.org/wiki/Chicago_Bears,http://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Chicago_Bears_logo.svg/200px-Chicago_Bears_logo.svg.png,4.35,43.55,199.80,0.06,0.02,NFL
2002,Seattle Seahawks,14.00,534.00,0.22,0.24,119.00,111.50,7.50,NA,NA,NA,NA,NA,NA,Seahawks,sea,wikipedia.org/wiki/Seattle_Seahawks,http://upload.wikimedia.org/wikipedia/en/thumb/2/22/Seattle_Seahawks_Vector_Logo.svg/200px-Seattle_Seahawks_Vector_Logo.svg.png,4.49,71.20,128.16,0.06,0.01,NFL
2002,Jacksonville Jaguars,15.00,522.00,0.04,0.21,137.00,110.00,27.00,NA,NA,NA,NA,NA,NA,Jaguars,jax,wikipedia.org/wiki/Jacksonville_Jaguars,http://upload.wikimedia.org/wikipedia/en/thumb/7/7f/Jaguars_2013_logo.jpg/200px-Jaguars_2013_logo.jpg,3.81,19.33,109.62,0.25,0.05,NFL
2002,Philadelphia Eagles,16.00,518.00,0.28,0.59,120.00,101.80,18.20,NA,NA,NA,NA,NA,NA,Eagles,phi,wikipedia.org/wiki/Philadelphia_Eagles,http://upload.wikimedia.org/wikipedia/en/thumb/7/7f/Philadelphia_Eagles_primary_logo.svg/200px-Philadelphia_Eagles_primary_logo.svg.png,4.32,28.46,305.62,0.06,0.04,NFL
2002,New York Giants,17.00,514.00,0.23,0.12,134.00,113.80,20.20,NA,NA,NA,NA,NA,NA,Giants,nyg,wikipedia.org/wiki/New_York_Giants,http://upload.wikimedia.org/wikipedia/commons/thumb/6/60/New_York_Giants_logo.svg/200px-New_York_Giants_logo.svg.png,3.84,25.45,61.68,0.33,0.04,NFL
2002,New York Jets,18.00,512.00,0.21,0.20,131.00,114.50,16.50,NA,NA,NA,NA,NA,NA,Jets,nyj,wikipedia.org/wiki/New_York_Jets,http://upload.wikimedia.org/wikipedia/en/thumb/6/6b/New_York_Jets_logo.svg/200px-New_York_Jets_logo.svg.png,3.91,31.03,102.40,0.16,0.03,NFL
2002,Detroit Lions,19.00,509.00,0.20,0.39,116.00,108.30,7.70,NA,NA,NA,NA,NA,NA,Lions,det,wikipedia.org/wiki/Detroit_Lions,http://upload.wikimedia.org/wikipedia/en/thumb/3/3f/New_Lions_Logo.svg/200px-New_Lions_Logo.svg.png,4.39,66.10,198.51,0.04,0.02,NFL
2002,Cincinnati Bengals,20.00,507.00,0.06,0.13,130.00,114.50,15.50,NA,NA,NA,NA,NA,NA,Bengals,cin,wikipedia.org/wiki/Cincinnati_Bengals,http://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Cincinnati_Bengals.svg/200px-Cincinnati_Bengals.svg.png,3.90,32.71,65.91,0.24,0.03,NFL
2002,New Orleans Saints,21.00,481.00,0.30,0.21,139.00,109.40,29.60,NA,NA,NA,NA,NA,NA,Saints,nor,wikipedia.org/wiki/New_Orleans_Saints,http://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/New_Orleans_Saints.svg/200px-New_Orleans_Saints.svg.png,3.46,16.25,101.01,0.29,0.06,NFL
2002,Green Bay Packers,22.00,474.00,0.21,0.04,132.00,129.30,2.70,NA,NA,NA,NA,NA,NA,Packers,gnb,wikipedia.org/wiki/Green_Bay_Packers,http://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Green_Bay_Packers_logo.svg/100px-Green_Bay_Packers_logo.svg.png,3.59,175.56,18.96,0.14,0.01,NFL
2002,San Francisco 49ers,23.00,463.00,0.11,0.16,129.00,108.70,20.30,NA,NA,NA,NA,NA,NA,49ers,sfo,wikipedia.org/wiki/San_Francisco_49ers,http://upload.wikimedia.org/wikipedia/commons/thumb/8/83/49ers_Logo.svg/200px-49ers_Logo.svg.png,3.59,22.81,74.08,0.27,0.04,NFL
2002,Kansas City Chiefs,24.00,462.00,0.12,0.08,138.00,106.50,31.50,NA,NA,NA,NA,NA,NA,Chiefs,kan,wikipedia.org/wiki/Kansas_City_Chiefs,http://upload.wikimedia.org/wikipedia/en/thumb/e/e1/Kansas_City_Chiefs_logo.svg/200px-Kansas_City_Chiefs_logo.svg.png,3.35,14.67,36.96,0.85,0.07,NFL
2002,Buffalo Bills,25.00,458.00,0.16,0.15,131.00,101.60,29.40,NA,NA,NA,NA,NA,NA,Bills,buf,wikipedia.org/wiki/Buffalo_Bills,http://upload.wikimedia.org/wikipedia/en/thumb/7/77/Buffalo_Bills_logo.svg/200px-Buffalo_Bills_logo.svg.png,3.50,15.58,68.70,0.43,0.06,NFL
2002,San Diego Chargers,26.00,447.00,0.07,0.17,131.00,117.20,13.80,NA,NA,NA,NA,NA,NA,Chargers,sdg,wikipedia.org/wiki/San_Diego_Chargers,http://upload.wikimedia.org/wikipedia/en/thumb/0/06/San_Diego_Chargers_logo.svg/200px-San_Diego_Chargers_logo.svg.png,3.41,32.39,75.99,0.18,0.03,NFL
2002,Minnesota Vikings,27.00,437.00,0.26,0.29,123.00,102.80,20.20,NA,NA,NA,NA,NA,NA,Vikings,min,wikipedia.org/wiki/Minnesota_Vikings,http://upload.wikimedia.org/wikipedia/en/b/b0/Minnesota_Vikings_Logo_2013.png,3.55,21.63,126.73,0.16,0.05,NFL
2002,Oakland Raiders,28.00,421.00,0.20,0.08,132.00,117.50,14.50,NA,NA,NA,NA,NA,NA,Raiders,rai,wikipedia.org/wiki/Oakland_Raiders,http://upload.wikimedia.org/wikipedia/en/thumb/9/9d/Oakland_Raiders.svg/200px-Oakland_Raiders.svg.png,3.19,29.03,33.68,0.43,0.03,NFL
2002,Indianapolis Colts,29.00,419.00,0.14,0.21,127.00,108.30,18.70,NA,NA,NA,NA,NA,NA,Colts,clt,wikipedia.org/wiki/Indianapolis_Colts,http://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Indianapolis_Colts_logo.svg/200px-Indianapolis_Colts_logo.svg.png,3.30,22.41,87.99,0.21,0.04,NFL
2002,Atlanta Falcons,30.00,407.00,0.20,0.67,120.00,113.80,6.20,NA,NA,NA,NA,NA,NA,Falcons,atl,wikipedia.org/wiki/Atlanta_Falcons,http://upload.wikimedia.org/wikipedia/en/thumb/c/c5/Atlanta_Falcons_logo.svg/100px-Atlanta_Falcons_logo.svg.png,3.39,65.65,272.69,0.02,0.02,NFL
2002,Arizona Cardinals,31.00,374.00,0.09,0.09,110.00,106.40,3.60,NA,NA,NA,NA,NA,NA,Cardinals,crd,wikipedia.org/wiki/Arizona_Cardinals,http://upload.wikimedia.org/wikipedia/en/thumb/7/72/Arizona_Cardinals_logo.svg/200px-Arizona_Cardinals_logo.svg.png,3.40,103.89,33.66,0.11,0.01,NFL
2001,Washington Redskins,1.00,796.00,0.07,0.77,194.00,117.70,76.30,NA,NA,NA,NA,NA,NA,Redskins,was,wikipedia.org/wiki/Washington_Redskins,http://upload.wikimedia.org/wikipedia/en/thumb/6/63/Washington_Redskins_logo.svg/200px-Washington_Redskins_logo.svg.png,4.10,10.43,612.92,0.12,0.10,NFL
2001,Dallas Cowboys,2.00,743.00,0.04,0.08,181.00,124.60,56.40,NA,NA,NA,NA,NA,NA,Cowboys,dal,wikipedia.org/wiki/Dallas_Cowboys,http://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Dallas_Cowboys.svg/200px-Dallas_Cowboys.svg.png,4.10,13.17,59.44,0.95,0.08,NFL
2001,Cleveland Browns,3.00,598.00,0.07,0.17,153.00,126.70,26.30,NA,NA,NA,NA,NA,NA,Browns,cle,wikipedia.org/wiki/Cleveland_Browns,http://upload.wikimedia.org/wikipedia/en/thumb/e/ee/Cleveland_Browns_logo%2C_2006_to_present.svg/200px-Cleveland_Browns_logo%2C_2006_to_present.svg.png,3.91,22.74,101.66,0.26,0.04,NFL
2001,Tampa Bay Buccaneers,4.00,582.00,0.10,0.24,146.00,110.50,35.50,NA,NA,NA,NA,NA,NA,Buccaneers,tam,wikipedia.org/wiki/Tampa_Bay_Buccaneers,http://upload.wikimedia.org/wikipedia/en/thumb/a/a2/Tampa_Bay_Buccaneers_logo.svg/200px-Tampa_Bay_Buccaneers_logo.svg.png,3.99,16.39,139.68,0.25,0.06,NFL
2001,Carolina Panthers,5.00,574.00,0.12,0.22,144.00,114.00,30.00,NA,NA,NA,NA,NA,NA,Panthers,car,wikipedia.org/wiki/Carolina_Panthers,http://upload.wikimedia.org/wikipedia/en/thumb/7/7a/Carolina_Panthers_logo_2012.svg/200px-Carolina_Panthers_logo_2012.svg.png,3.99,19.13,126.28,0.24,0.05,NFL
2001,Baltimore Ravens,6.00,544.00,0.13,0.28,139.00,139.70,-0.70,NA,NA,NA,NA,NA,NA,Ravens,rav,wikipedia.org/wiki/Baltimore_Ravens,http://upload.wikimedia.org/wikipedia/en/thumb/1/16/Baltimore_Ravens_logo.svg/100px-Baltimore_Ravens_logo.svg.png,3.91,0.00,152.32,0.00,0.00,NFL
2001,Denver Broncos,7.00,540.00,0.15,0.33,115.00,109.20,5.80,NA,NA,NA,NA,NA,NA,Broncos,den,wikipedia.org/wiki/Denver_Broncos,http://upload.wikimedia.org/wikipedia/en/thumb/4/44/Denver_Broncos_logo.svg/200px-Denver_Broncos_logo.svg.png,4.70,93.10,178.20,0.03,0.01,NFL
2001,Tennessee Titans,8.00,536.00,0.06,0.10,134.00,92.50,41.50,NA,NA,NA,NA,NA,NA,Titans,oti,wikipedia.org/wiki/Tennessee_Titans,http://upload.wikimedia.org/wikipedia/en/thumb/c/c1/Tennessee_Titans_logo.svg/200px-Tennessee_Titans_logo.svg.png,4.00,12.92,53.60,0.77,0.08,NFL
2001,New England Patriots,9.00,524.00,0.13,0.60,128.00,131.70,-3.70,NA,NA,NA,NA,NA,NA,Patriots,new,wikipedia.org/wiki/New_England_Patriots,http://upload.wikimedia.org/wikipedia/en/thumb/b/b9/New_England_Patriots_logo.svg/200px-New_England_Patriots_logo.svg.png,4.09,0.00,314.40,0.00,-0.01,NFL
2001,Miami Dolphins,10.00,508.00,0.08,0.63,141.00,134.90,6.10,NA,NA,NA,NA,NA,NA,Dolphins,mia,wikipedia.org/wiki/Miami_Dolphins,http://upload.wikimedia.org/wikipedia/en/thumb/8/81/Miami_Dolphins_2013_Logo.svg/200px-Miami_Dolphins_2013_Logo.svg.png,3.60,83.28,320.04,0.02,0.01,NFL
2001,Jacksonville Jaguars,11.00,500.00,0.09,0.40,132.00,110.20,21.80,NA,NA,NA,NA,NA,NA,Jaguars,jax,wikipedia.org/wiki/Jacksonville_Jaguars,http://upload.wikimedia.org/wikipedia/en/thumb/7/7f/Jaguars_2013_logo.jpg/200px-Jaguars_2013_logo.jpg,3.79,22.94,200.00,0.11,0.04,NFL
2001,Cincinnati Bengals,12.00,479.00,0.13,0.14,120.00,105.50,14.50,NA,NA,NA,NA,NA,NA,Bengals,cin,wikipedia.org/wiki/Cincinnati_Bengals,http://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Cincinnati_Bengals.svg/200px-Cincinnati_Bengals.svg.png,3.99,33.03,67.06,0.22,0.03,NFL
2001,Pittsburgh Steelers,13.00,468.00,0.13,0.24,109.00,118.30,-9.30,NA,NA,NA,NA,NA,NA,Steelers,pit,wikipedia.org/wiki/Pittsburgh_Steelers,http://upload.wikimedia.org/wikipedia/commons/thumb/d/de/Pittsburgh_Steelers_logo.svg/200px-Pittsburgh_Steelers_logo.svg.png,4.29,0.00,112.32,0.00,-0.02,NFL
2001,St. Louis Rams,14.00,448.00,0.07,0.04,124.00,98.80,25.20,NA,NA,NA,NA,NA,NA,Rams,ram,wikipedia.org/wiki/St._Louis_Rams,http://upload.wikimedia.org/wikipedia/en/thumb/b/b8/St_Louis_Rams_logo.svg/100px-St_Louis_Rams_logo.svg.png,3.61,17.78,17.92,1.41,0.06,NFL
2001,Seattle Seahawks,15.00,440.00,0.08,0.29,110.00,126.40,-16.40,NA,NA,NA,NA,NA,NA,Seahawks,sea,wikipedia.org/wiki/Seattle_Seahawks,http://upload.wikimedia.org/wikipedia/en/thumb/2/22/Seattle_Seahawks_Vector_Logo.svg/200px-Seattle_Seahawks_Vector_Logo.svg.png,4.00,0.00,127.60,0.00,-0.04,NFL
2001,Detroit Lions,16.00,423.00,0.12,0.24,109.00,118.70,-9.70,NA,NA,NA,NA,NA,NA,Lions,det,wikipedia.org/wiki/Detroit_Lions,http://upload.wikimedia.org/wikipedia/en/thumb/3/3f/New_Lions_Logo.svg/200px-New_Lions_Logo.svg.png,3.88,0.00,101.52,0.00,-0.02,NFL
2001,New York Jets,17.00,423.00,0.10,0.24,121.00,103.90,17.10,NA,NA,NA,NA,NA,NA,Jets,nyj,wikipedia.org/wiki/New_York_Jets,http://upload.wikimedia.org/wikipedia/en/thumb/6/6b/New_York_Jets_logo.svg/200px-New_York_Jets_logo.svg.png,3.50,24.74,101.52,0.17,0.04,NFL
2001,New York Giants,19.00,419.00,0.08,0.23,120.00,100.80,19.20,NA,NA,NA,NA,NA,NA,Giants,nyg,wikipedia.org/wiki/New_York_Giants,http://upload.wikimedia.org/wikipedia/commons/thumb/6/60/New_York_Giants_logo.svg/200px-New_York_Giants_logo.svg.png,3.49,21.82,96.37,0.20,0.05,NFL
2001,San Francisco 49ers,18.00,419.00,0.10,0.18,120.00,93.90,26.10,NA,NA,NA,NA,NA,NA,49ers,sfo,wikipedia.org/wiki/San_Francisco_49ers,http://upload.wikimedia.org/wikipedia/commons/thumb/8/83/49ers_Logo.svg/200px-49ers_Logo.svg.png,3.49,16.05,75.42,0.35,0.06,NFL
2001,San Diego Chargers,20.00,416.00,0.06,0.18,119.00,110.10,8.90,NA,NA,NA,NA,NA,NA,Chargers,sdg,wikipedia.org/wiki/San_Diego_Chargers,http://upload.wikimedia.org/wikipedia/en/thumb/0/06/San_Diego_Chargers_logo.svg/200px-San_Diego_Chargers_logo.svg.png,3.50,46.74,74.88,0.12,0.02,NFL
2001,Kansas City Chiefs,21.00,412.00,0.12,0.05,125.00,108.40,16.60,NA,NA,NA,NA,NA,NA,Chiefs,kan,wikipedia.org/wiki/Kansas_City_Chiefs,http://upload.wikimedia.org/wikipedia/en/thumb/e/e1/Kansas_City_Chiefs_logo.svg/200px-Kansas_City_Chiefs_logo.svg.png,3.30,24.82,20.60,0.81,0.04,NFL
2001,Philadelphia Eagles,22.00,405.00,0.23,0.37,116.00,109.30,6.70,NA,NA,NA,NA,NA,NA,Eagles,phi,wikipedia.org/wiki/Philadelphia_Eagles,http://upload.wikimedia.org/wikipedia/en/thumb/7/7f/Philadelphia_Eagles_primary_logo.svg/200px-Philadelphia_Eagles_primary_logo.svg.png,3.49,60.45,149.85,0.04,0.02,NFL
2001,Buffalo Bills,23.00,393.00,0.08,0.14,123.00,108.50,14.50,NA,NA,NA,NA,NA,NA,Bills,buf,wikipedia.org/wiki/Buffalo_Bills,http://upload.wikimedia.org/wikipedia/en/thumb/7/77/Buffalo_Bills_logo.svg/200px-Buffalo_Bills_logo.svg.png,3.20,27.10,55.02,0.26,0.04,NFL
2001,Green Bay Packers,24.00,392.00,0.16,0.05,119.00,109.60,9.40,NA,NA,NA,NA,NA,NA,Packers,gnb,wikipedia.org/wiki/Green_Bay_Packers,http://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Green_Bay_Packers_logo.svg/100px-Green_Bay_Packers_logo.svg.png,3.29,41.70,19.60,0.48,0.02,NFL
2001,New Orleans Saints,25.00,371.00,0.14,0.20,116.00,123.60,-7.60,NA,NA,NA,NA,NA,NA,Saints,nor,wikipedia.org/wiki/New_Orleans_Saints,http://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/New_Orleans_Saints.svg/200px-New_Orleans_Saints.svg.png,3.20,0.00,74.20,0.00,-0.02,NFL
2001,Indianapolis Colts,26.00,367.00,0.10,0.25,118.00,120.40,-2.40,NA,NA,NA,NA,NA,NA,Colts,clt,wikipedia.org/wiki/Indianapolis_Colts,http://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Indianapolis_Colts_logo.svg/200px-Indianapolis_Colts_logo.svg.png,3.11,0.00,91.75,0.00,-0.01,NFL
2001,Chicago Bears,27.00,362.00,0.14,0.55,113.00,109.70,3.30,NA,NA,NA,NA,NA,NA,Bears,chi,wikipedia.org/wiki/Chicago_Bears,http://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Chicago_Bears_logo.svg/200px-Chicago_Bears_logo.svg.png,3.20,109.70,199.10,0.02,0.01,NFL
2001,Oakland Raiders,28.00,351.00,0.12,0.06,117.00,103.80,13.20,NA,NA,NA,NA,NA,NA,Raiders,rai,wikipedia.org/wiki/Oakland_Raiders,http://upload.wikimedia.org/wikipedia/en/thumb/9/9d/Oakland_Raiders.svg/200px-Oakland_Raiders.svg.png,3.00,26.59,21.06,0.63,0.04,NFL
2001,Minnesota Vikings,29.00,346.00,0.07,0.35,112.00,98.40,13.60,NA,NA,NA,NA,NA,NA,Vikings,min,wikipedia.org/wiki/Minnesota_Vikings,http://upload.wikimedia.org/wikipedia/en/b/b0/Minnesota_Vikings_Logo_2013.png,3.09,25.44,121.10,0.11,0.04,NFL
2001,Arizona Cardinals,30.00,342.00,0.12,0.18,107.00,101.90,5.10,NA,NA,NA,NA,NA,NA,Cardinals,crd,wikipedia.org/wiki/Arizona_Cardinals,http://upload.wikimedia.org/wikipedia/en/thumb/7/72/Arizona_Cardinals_logo.svg/200px-Arizona_Cardinals_logo.svg.png,3.20,67.06,61.56,0.08,0.01,NFL
2001,Atlanta Falcons,31.00,338.00,0.05,0.06,113.00,108.00,5.00,NA,NA,NA,NA,NA,NA,Falcons,atl,wikipedia.org/wiki/Atlanta_Falcons,http://upload.wikimedia.org/wikipedia/en/thumb/c/c5/Atlanta_Falcons_logo.svg/100px-Atlanta_Falcons_logo.svg.png,2.99,67.60,20.28,0.25,0.01,NFL
2000,Washington Redskins,1.00,741.00,0.22,0.83,176.00,107.00,69.00,48.00,70.00,NA,NA,NA,NA,Redskins,was,wikipedia.org/wiki/Washington_Redskins,http://upload.wikimedia.org/wikipedia/en/thumb/6/63/Washington_Redskins_logo.svg/200px-Washington_Redskins_logo.svg.png,4.21,10.74,615.03,0.11,0.09,NFL
2000,Dallas Cowboys,2.00,713.00,0.08,0.06,174.00,132.00,42.00,27.00,70.00,NA,NA,NA,NA,Cowboys,dal,wikipedia.org/wiki/Dallas_Cowboys,http://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Dallas_Cowboys.svg/200px-Dallas_Cowboys.svg.png,4.10,16.98,42.78,0.98,0.06,NFL
2000,Cleveland Browns,3.00,557.00,0.00,0.18,146.00,117.00,29.00,40.00,66.00,NA,NA,NA,NA,Browns,cle,wikipedia.org/wiki/Cleveland_Browns,http://upload.wikimedia.org/wikipedia/en/thumb/e/ee/Cleveland_Browns_logo%2C_2006_to_present.svg/200px-Cleveland_Browns_logo%2C_2006_to_present.svg.png,3.82,19.21,100.26,0.29,0.05,NFL
2000,Tampa Bay Buccaneers,4.00,532.00,0.06,0.26,133.00,93.00,40.00,37.00,64.00,NA,NA,NA,NA,Buccaneers,tam,wikipedia.org/wiki/Tampa_Bay_Buccaneers,http://upload.wikimedia.org/wikipedia/en/thumb/a/a2/Tampa_Bay_Buccaneers_logo.svg/200px-Tampa_Bay_Buccaneers_logo.svg.png,4.00,13.30,138.32,0.29,0.08,NFL
2000,Carolina Panthers,5.00,513.00,0.05,0.29,128.00,101.00,27.00,31.00,66.00,NA,NA,NA,NA,Panthers,car,wikipedia.org/wiki/Carolina_Panthers,http://upload.wikimedia.org/wikipedia/en/thumb/7/7a/Carolina_Panthers_logo_2012.svg/200px-Carolina_Panthers_logo_2012.svg.png,4.01,19.00,148.77,0.18,0.05,NFL
2000,Tennessee Titans,6.00,506.00,0.37,0.11,126.00,94.00,32.00,34.00,65.00,NA,NA,NA,NA,Titans,oti,wikipedia.org/wiki/Tennessee_Titans,http://upload.wikimedia.org/wikipedia/en/thumb/c/c1/Tennessee_Titans_logo.svg/200px-Tennessee_Titans_logo.svg.png,4.02,15.81,55.66,0.57,0.06,NFL
2000,Baltimore Ravens,7.00,479.00,0.17,0.31,123.00,101.00,22.00,28.00,66.00,NA,NA,NA,NA,Ravens,rav,wikipedia.org/wiki/Baltimore_Ravens,http://upload.wikimedia.org/wikipedia/en/thumb/1/16/Baltimore_Ravens_logo.svg/100px-Baltimore_Ravens_logo.svg.png,3.89,21.77,148.49,0.15,0.05,NFL
2000,Miami Dolphins,8.00,472.00,0.06,0.68,131.00,114.00,17.00,30.00,65.00,NA,NA,NA,NA,Dolphins,mia,wikipedia.org/wiki/Miami_Dolphins,http://upload.wikimedia.org/wikipedia/en/thumb/8/81/Miami_Dolphins_2013_Logo.svg/200px-Miami_Dolphins_2013_Logo.svg.png,3.60,27.76,320.96,0.05,0.04,NFL
2000,Denver Broncos,9.00,471.00,0.10,0.38,107.00,96.00,11.00,28.00,67.00,NA,NA,NA,NA,Broncos,den,wikipedia.org/wiki/Denver_Broncos,http://upload.wikimedia.org/wikipedia/en/thumb/4/44/Denver_Broncos_logo.svg/200px-Denver_Broncos_logo.svg.png,4.40,42.82,178.98,0.06,0.02,NFL
2000,New England Patriots,10.00,464.00,0.01,0.37,113.00,112.00,1.00,23.00,67.00,NA,NA,NA,NA,Patriots,new,wikipedia.org/wiki/New_England_Patriots,http://upload.wikimedia.org/wikipedia/en/thumb/b/b9/New_England_Patriots_logo.svg/200px-New_England_Patriots_logo.svg.png,4.11,464.00,171.68,0.01,0.00,NFL
2000,Jacksonville Jaguars,11.00,460.00,0.10,0.20,121.00,106.00,15.00,31.00,64.00,NA,NA,NA,NA,Jaguars,jax,wikipedia.org/wiki/Jacksonville_Jaguars,http://upload.wikimedia.org/wikipedia/en/thumb/7/7f/Jaguars_2013_logo.jpg/200px-Jaguars_2013_logo.jpg,3.80,30.67,92.00,0.16,0.03,NFL
2000,Cincinnati Bengals,12.00,423.00,0.07,0.15,92.00,88.00,4.00,19.00,63.00,NA,NA,NA,NA,Bengals,cin,wikipedia.org/wiki/Cincinnati_Bengals,http://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Cincinnati_Bengals.svg/200px-Cincinnati_Bengals.svg.png,4.60,105.75,63.45,0.06,0.01,NFL
2000,St. Louis Rams,13.00,418.00,0.07,0.05,116.00,100.00,16.00,25.00,66.00,NA,NA,NA,NA,Rams,ram,wikipedia.org/wiki/St._Louis_Rams,http://upload.wikimedia.org/wikipedia/en/thumb/b/b8/St_Louis_Rams_logo.svg/100px-St_Louis_Rams_logo.svg.png,3.60,26.13,20.90,0.77,0.04,NFL
2000,Pittsburgh Steelers,14.00,414.00,0.04,0.27,96.00,93.00,3.00,21.00,64.00,NA,NA,NA,NA,Steelers,pit,wikipedia.org/wiki/Pittsburgh_Steelers,http://upload.wikimedia.org/wikipedia/commons/thumb/d/de/Pittsburgh_Steelers_logo.svg/200px-Pittsburgh_Steelers_logo.svg.png,4.31,138.00,111.78,0.03,0.01,NFL
2000,Seattle Seahawks,15.00,407.00,0.02,0.32,102.00,95.00,7.00,22.00,65.00,NA,NA,NA,NA,Seahawks,sea,wikipedia.org/wiki/Seattle_Seahawks,http://upload.wikimedia.org/wikipedia/en/thumb/2/22/Seattle_Seahawks_Vector_Logo.svg/200px-Seattle_Seahawks_Vector_Logo.svg.png,3.99,58.14,130.24,0.05,0.02,NFL
2000,San Diego Chargers,16.00,393.00,0.22,0.19,109.00,83.00,26.00,31.00,65.00,NA,NA,NA,NA,Chargers,sdg,wikipedia.org/wiki/San_Diego_Chargers,http://upload.wikimedia.org/wikipedia/en/thumb/0/06/San_Diego_Chargers_logo.svg/200px-San_Diego_Chargers_logo.svg.png,3.61,15.12,74.67,0.35,0.07,NFL
2000,New York Giants,17.00,387.00,0.03,0.25,111.00,107.00,4.00,29.00,67.00,NA,NA,NA,NA,Giants,nyg,wikipedia.org/wiki/New_York_Giants,http://upload.wikimedia.org/wikipedia/commons/thumb/6/60/New_York_Giants_logo.svg/200px-New_York_Giants_logo.svg.png,3.49,96.75,96.75,0.04,0.01,NFL
2000,New York Jets,18.00,384.00,0.06,0.26,110.00,98.00,12.00,28.00,66.00,NA,NA,NA,NA,Jets,nyj,wikipedia.org/wiki/New_York_Jets,http://upload.wikimedia.org/wikipedia/en/thumb/6/6b/New_York_Jets_logo.svg/200px-New_York_Jets_logo.svg.png,3.49,32.00,99.84,0.12,0.03,NFL
2000,San Francisco 49ers,19.00,379.00,0.02,0.20,112.00,106.00,6.00,28.00,68.00,NA,NA,NA,NA,49ers,sfo,wikipedia.org/wiki/San_Francisco_49ers,http://upload.wikimedia.org/wikipedia/commons/thumb/8/83/49ers_Logo.svg/200px-49ers_Logo.svg.png,3.38,63.17,75.80,0.08,0.02,NFL
