"","date","player","season","team","notes","new_contract_source","pst_contract_value_millions","contract_term","contract_start_season","contract_end_season","contract_option","year"
"72022",2010-08-14,"Ricky Romero",2010,"Blue Jays","re-signed to a 5-year contract extension through 2015 with an option for 2016","re-signinging",0,5,2010,"2015 with an option for 2016","",2010
"72031",2010-08-15,"Yhency Brazoban",2010,"Mets","signed free agent","free agency",0,1,2010,"2011","",2010
"72037",2010-08-16,"David Triplet",2010,"Yankees","signed free agent","free agency",0,1,2010,"2011","",2010
"72057",2010-08-16,"Matthew Price",2010,"Red Sox","signed","free agency",0,1,2010,"2011","",2010
"72059",2010-08-16,"Andrew Cisco",2010,"Reds","signed","free agency",0,1,2010,"2011","",2010
"72071",2010-08-16,"Jeff Sues",2010,"White Sox","signed free agent","free agency",0,1,2010,"2011","",2010
"72077",2010-08-16,"Jamar Walton",2010,"Nationals","signed free agent","free agency",0,1,2010,"2011","",2010
"72097",2010-08-16,"William McGuire",2010,"Blue Jays","signed","free agency",0,1,2010,"2011","",2010
"72099",2010-08-16,"Jason Lowey",2010,"Braves","signed free agent","free agency",0,1,2010,"2011","",2010
"72108",2010-08-16,"Grabiel Oviedo",2010,"Dodgers","signed free agent","free agency",0,1,2010,"2011","",2010
"72113",2010-08-16,"Adrian Martin",2010,"Giants","signed free agent","free agency",0,1,2010,"2011","",2010
"72129",2010-08-16,"Samuel Dyson",2010,"Blue Jays","signed","free agency",0,1,2010,"2011","",2010
"72133",2010-08-17,"Bobby Livingston",2010,"Rays","signed to a minior league contract","free agency",0,1,2010,"2011","",2010
"72137",2010-08-17,"Ramon Ortiz",2010,"Rays","signed free agent (from Mets)","free agency",0,1,2010,"2011","",2010
"72141",2010-08-17,"Clark Ian Marsha",2010,"Braves","signed","free agency",0,1,2010,"2011","",2010
"72143",2010-08-17,"David Rohn",2010,"Braves","signed","free agency",0,1,2010,"2011","",2010
"72144",2010-08-17,"James Gattis",2010,"Braves","signed","free agency",0,1,2010,"2011","",2010
"72151",2010-08-17,"Thomas Cunningham",2010,"Braves","signed","free agency",0,1,2010,"2011","",2010
"72159",2010-08-19,"Matt Meyer",2010,"Angels","signed free agent","free agency",0,1,2010,"2011","",2010
"72164",2010-08-19,"Brandon Barrow",2010,"Tigers","signed free agent","free agency",0,1,2010,"2011","",2010
"72168",2010-08-20,"Abe Woody",2010,"Reds","signed free agent","free agency",0,1,2010,"2011","",2010
"72188",2010-08-24,"Luis Heredia",2010,"Pirates","signed","free agency",0,1,2010,"2011","",2010
"72193",2010-08-24,"Christian Colonel",2010,"Braves","signed free agent (from Padres)","free agency",0,1,2010,"2011","",2010
"72199",2010-08-25,"Dilson Herrera",2010,"Pirates","signed","free agency",0,1,2010,"2011","",2010
"72204",2010-08-25,"Gilbert De La Vara",2010,"Reds","signed free agent (from Tigers)","free agency",0,1,2010,"2011","",2010
"72206",2010-08-26,"Willie Collazo",2010,"Blue Jays","signed free agent","free agency",0,1,2010,"2011","",2010
"72212",2010-08-27,"Francisco Felix",2010,"Dodgers","signed free agent","free agency",0,1,2010,"2011","",2010
"72216",2010-08-28,"Jamie Vermilyea",2010,"Blue Jays","signed free agent","free agency",0,1,2010,"2011","",2010
"72218",2010-08-29,"Livan Hernandez",2010,"Nationals","re-signed to a 1-year contract extension through 2011","re-signinging",0,1,2010,"2011","",2010
"72219",2010-08-30,"Ricardo Nanita",2010,"Blue Jays","signed free agent","free agency",0,1,2010,"2011","",2010
"72224",2010-08-31,"Thomas Melgarejo",2010,"Dodgers","signed free agent","free agency",0,1,2010,"2011","",2010
"72234",2010-09-03,"Russell Brewer",2010,"Rockies","signed","free agency",0,1,2010,"2011","",2010
"72245",2010-09-09,"Patrick White",2010,"Royals","signed free agent","free agency",0,1,2010,"2011","",2010
"72264",2010-09-12,"Akinori Iwamura",2010,"Athletics","signed free agent","free agency",0,1,2010,"2011","",2010
"72292",2010-09-25,"Felipe Lopez",2010,"Red Sox","signed free agent","free agency",0,1,2010,"2011","",2010
"72302",2010-09-28,"David Paulino",2010,"Tigers","signed free agent","free agency",0,1,2010,"2011","",2010
"72332",2010-10-05,"Andrew Emmick",2011,"Brewers","re-signed as AAA strength and conditioning specialist to a 1-year contract","re-signinging",0,1,2011,"2012","",2010
"72333",2010-10-05,"Dave Yeager",2011,"Brewers","re-signed as AAA athletic trainer to a 1-year contract","re-signinging",0,1,2011,"2012","",2010
"72340",2010-10-06,"Juan Herrera",2011,"Indians","signed international free agent","free agency",0,1,2011,"2012","",2010
"72384",2010-10-14,"Jarrod Saltalamacchia",2011,"Red Sox","re-signed to a 1-year contract","re-signinging",0,1,2011,"2012","",2010
"72387",2010-10-14,"Mike Rivera",2011,"Brewers","signed free agent (from Marlins)","free agency",0,1,2011,"2012","",2010
"72402",2010-10-16,"Ted Lilly",2011,"Dodgers","re-signed to a 3-year contract extension through 2013","re-signinging",0,3,2011,"2013","",2010
"72428",2010-10-21,"Brandon Inge",2011,"Tigers","re-signed to a 2-year contract extension through 2012 with an option for 2013","re-signinging",0,2,2011,"2012 with an option for 2013","",2010
"72488",2010-11-01,"Omar Vizquel",2011,"White Sox","re-signed to a 1-year contract extension","re-signinging",0,1,2011,"2012","",2010
"72505",2010-11-02,"Scott Proctor",2011,"Braves","re-signed to a 1-year contract","re-signinging",0,1,2011,"2012","",2010
"72550",2010-11-03,"Wilfredo Ledezma",2011,"Pirates","re-signed to a 1-year contract","re-signinging",0,1,2011,"2012","",2010
"72559",2010-11-04,"Don Zimmer",2011,"Rays","re-signed as senior baseball adviser to a 1-year contract","re-signinging",0,1,2011,"2012","",2010
"72575",2010-11-04,"Jay Gibbons",2011,"Dodgers","re-signed free agent to a 1-year contract","re-signinging",0,1,2011,"2012","",2010
"72601",2010-11-05,"Tim Dillard",2011,"Brewers","re-signed","re-signinging",0,1,2011,"2012","",2010
"72753",2010-11-08,"Jhonny Peralta",2011,"Tigers","re-signed free agent to a 2-year contract through 2012 with a team option for 2013","re-signinging",0,2,2011,"2012","team option for 2013",2010
"72765",2010-11-09,"Eric Hacker",2011,"Twins","signed free agent (from Giants) to a 1-year contract","free agency",0,1,2011,"2012","",2010
"72796",2010-11-11,"",2011,"Mariners","signed as a free agent with Hanshin Tigers of Japanese League","free agency",0,1,2011,"2012","",2010
"72831",2010-11-15,"Jose Contreras",2011,"Phillies","re-signed free agent to a 2-year contract with a team option for 2013","re-signinging",0,2,2011,"2013","",2010
"72835",2010-11-15,"Ramon Hernandez",2011,"Reds","re-signed free agent to a 1-year contract","re-signinging",0,1,2011,"2012","",2010
"72853",2010-11-15,"",2011,"Diamondbacks","resigned as director of player development","free agency",0,1,2011,"2012","",2010
"72855",2010-11-15,"Geoff Blum",2011,"Diamondbacks","signed free agent to a 2-year contract through 2012","free agency",0,2,2011,"2012","",2010
"72857",2010-11-15,"Hiroki Kuroda",2011,"Dodgers","re-signed free agent to a 1-year contract","re-signinging",0,1,2011,"2012","",2010
"72863",2010-11-16,"Jake Westbrook",2011,"Cardinals","re-signed free agent to a 2-year contract with a mutual option for 2013","re-signinging",0,2,2011,"2013","",2010
"72864",2010-11-16,"John Buck",2011,"Marlins","signed free agent to a 3-year contract through 2013","free agency",0,3,2011,"2013","",2010
"72867",2010-11-16,"",2011,"Reds","signed to play in Japan","free agency",0,1,2011,"2012","",2010
"72878",2010-11-17,"Joaquin Benoit",2011,"Tigers","signed free agent to a 3-year contract through 2013","free agency",0,3,2011,"2013","",2010
"72893",2010-11-18,"Rick McWane",2011,"Twins","re-signed as athletic trainer to a 2-year contract through 2012","re-signinging",0,2,2011,"2012","",2010
"72919",2010-11-18,"Dave Pruemer",2011,"Twins","re-signed as assistant athletic trainer to a 2-year contract through 2012","re-signinging",0,2,2011,"2012","",2010
"72922",2010-11-18,"Perry Castellano",2011,"Twins","re-signed as strength and conditioning coordinator to a 2-year contract through 2012","re-signinging",0,2,2011,"2012","",2010
"72941",2010-11-19,"Matt Miller",2011,"Phillies","signed free agent (from Rockies)","free agency",0,1,2011,"2012","",2010
"72943",2010-11-19,"Barret Loux",2011,"Rangers","signed free agent (from Diamondbacks)","free agency",0,1,2011,"2012","",2010
"72945",2010-11-19,"Al Alburquerque",2011,"Tigers","signed free agent (from Rockies) to a 1-year contract","free agency",0,1,2011,"2012","",2010
"72962",2010-11-19,"Cleuluis Rondon",2011,"Red Sox","signed international free agent","free agency",0,1,2011,"2012","",2010
"72972",2010-11-20,"Chase Lambin",2011,"Twins","signed free agent (from Nationals)","free agency",0,1,2011,"2012","",2010
"72973",2010-11-20,"Kazuki Nishijimi",2011,"Dodgers","signed free agent","free agency",0,1,2011,"2012","",2010
"72974",2010-11-20,"Kazuya Takano",2011,"Dodgers","signed free agent","free agency",0,1,2011,"2012","",2010
"73016",2010-11-23,"Aubrey Huff",2011,"Giants","re-signed free agent to a 2-year contract with a team option for 2013","re-signinging",0,2,2011,"2013","",2010
"73028",2010-11-24,"Brandon Boggs",2011,"Brewers","signed free agent (from Rangers) to a 1-year contract (date 12-01 per CBS MLB)","free agency",0,1,2011,"2012","",2010
"73041",2010-11-24,"Victor Martinez",2011,"Tigers","signed free agent to a 4-year contract through 2014","free agency",0,4,2011,"2014","",2010
"73050",2010-11-25,"",2011,"Rockies","signed with the Tohoku Rakuten Golden Eagles (Japanese League)","free agency",0,1,2011,"2012","",2010
"73055",2010-11-26,"Jon Garland",2011,"Dodgers","signed free agent to a 1-year contract through 2011 with an option for 2012","free agency",0,1,2011,"2011 with an option for 2012","",2010
"73057",2010-11-27,"",2011,"","signed with the Yomiuri Giants (Japanese League)","free agency",0,1,2011,"2012","",2010
"73061",2010-11-28,"Javier Vazquez",2011,"Marlins","signed free agent to a 1-year contract","free agency",0,1,2011,"2012","",2010
"73064",2010-11-29,"Mark Lowe",2011,"Rangers","re-signed to a 1-year contract","re-signinging",0,1,2011,"2012","",2010
"73065",2010-11-29,"Yorvit Torrealba",2011,"Rangers","signed free agent to a 2-year contract","free agency",0,2,2011,"2013","",2010
"73077",2010-11-29,"",2011,"","signed to play in Japan (Hiroshima Toyo Carp)","free agency",0,1,2011,"2012","",2010
"73081",2010-11-29,"Juan Uribe",2011,"Dodgers","signed free agent to a 3-year contract through 2013","free agency",0,3,2011,"2013","",2010
"73085",2010-11-30,"Miguel Tejada",2011,"Giants","signed free agent to a 1-year contract","free agency",0,1,2011,"2012","",2010
"73087",2010-11-30,"Yoshinori Tateyama",2011,"Rangers","signed free agent to a 1-year contract with team options for 2012 and 2013","free agency",0,1,2011,"2012","",2010
"73090",2010-11-30,"Troy Tulowitzki",2011,"Rockies","re-signed to a 7-year contract extension through 2020","re-signinging",0,7,2011,"2020","",2010
"73093",2010-11-30,"Humberto Quintero",2011,"Astros","re-signed to a 1-year contract","re-signinging",0,1,2011,"2012","",2010
"73095",2010-11-30,"Jason Frasor",2011,"Blue Jays","re-signed to a 1-year contract (player accepted salary arbitration)","re-signinging",0,1,2011,"2012","",2010
"73103",2010-11-30,"Brian Tallet",2011,"Cardinals","signed free agent to a 1-year contract","free agency",0,1,2011,"2012","",2010
"73108",2010-12-01,"Nelson Figueroa",2011,"Astros","re-signed to a 1-year contract","re-signinging",0,1,2011,"2012","",2010
"73109",2010-12-01,"Chris Denorfia",2011,"Padres","re-signed to a 1-year contract","re-signinging",0,1,2011,"2012","",2010
"73118",2010-12-01,"Sergio Mitre",2011,"Yankees","re-signed to a 1-year contract","re-signinging",0,1,2011,"2012","",2010
"73123",2010-12-02,"Jason Varitek",2011,"Red Sox","re-signed free agent to a 1-year contract","re-signinging",0,1,2011,"2012","",2010
"73127",2010-12-02,"Brayan Pena",2011,"Royals","re-signed to a 1-year contract","re-signinging",0,1,2011,"2012","",2010
"73128",2010-12-02,"Wilson Betemit",2011,"Royals","re-signed to a 1-year contract","re-signinging",0,1,2011,"2012","",2010
"73130",2010-12-02,"Jason Repko",2011,"Twins","re-signed to a 1-year contract","re-signinging",0,1,2011,"2012","",2010
"73131",2010-12-02,"Pat Neshek",2011,"Twins","re-signed to a 1-year contract","re-signinging",0,1,2011,"2012","",2010
"73147",2010-12-02,"Jesus Flores",2011,"Nationals","re-signed to a 1-year contract","re-signinging",0,1,2011,"2012","",2010
"73160",2010-12-02,"Jeff Karstens",2011,"Pirates","re-signed to a 1-year contract","re-signinging",0,1,2011,"2012","",2010
"73161",2010-12-02,"Ronny Cedeno",2011,"Pirates","re-signed to a 1-year contract with an option for 2012","re-signinging",0,1,2011,"2012","",2010
"73172",2010-12-02,"Zach Duke",2011,"Diamondbacks","re-signed to a 1-year contract","re-signinging",0,1,2011,"2012","",2010
"73178",2010-12-02,"Mike Fontenot",2011,"Giants","re-signed to a 1-year contract","re-signinging",0,1,2011,"2012","",2010
"73179",2010-12-02,"Pat Burrell",2011,"Giants","re-signed free agent to a 1-year contract","re-signinging",0,1,2011,"2012","",2010
"73180",2010-12-02,"Jensen Lewis",2011,"Indians","re-signed to a 1-year contract","re-signinging",0,1,2011,"2012","",2010
"73181",2010-12-02,"Joe Smith",2011,"Indians","re-signed to a 1-year contract","re-signinging",0,1,2011,"2012","",2010
"73185",2010-12-02,"Erik Bedard",2011,"Mariners","re-signed free agent to a 1-year contract","re-signinging",0,1,2011,"2012","",2010
"73186",2010-12-02,"Josh Wilson",2011,"Mariners","re-signed to a 1-year contract","re-signinging",0,1,2011,"2012","",2010
"73189",2010-12-02,"Burke Badenhop",2011,"Marlins","re-signed to a 1-year contract","re-signinging",0,1,2011,"2012","",2010
"73196",2010-12-02,"Alberto Gonzalez",2011,"Nationals","re-signed to a 1-year contract","re-signinging",0,1,2011,"2012","",2010
"73198",2010-12-02,"Hisanori Takahashi",2011,"Angels","signed free agent to a 2-year contract through 2012","free agency",0,2,2011,"2012","",2010
"73205",2010-12-02,"Dustin McGowan",2011,"Blue Jays","re-signed to a 1-year contract","re-signinging",0,1,2011,"2012","",2010
"73207",2010-12-02,"Eric Hinske",2011,"Braves","re-signed to a 1-year contract with a 1-year option for 2012","re-signinging",0,1,2011,"2012","",2010
"73210",2010-12-02,"Jeff Baker",2011,"Cubs","re-signed to a 1-year contract","re-signinging",0,1,2011,"2012","",2010
"73225",2010-12-03,"Bronson Arroyo",2011,"Reds","re-signed to a 3-year contract extension through 2013","re-signinging",0,3,2011,"2013","",2010
"73226",2010-12-03,"Jorge De La Rosa",2011,"Rockies","re-signed free agent to a 2-year contract through 2012 with option for 2013-14","re-signinging",0,2,2011,"2012 with option for 2013-14","",2010
"73228",2010-12-03,"A.J. Pierzynski",2011,"White Sox","re-signed free agent to a 2-year contract through 2012","re-signinging",0,2,2011,"2012","",2010
"73229",2010-12-03,"Adam Dunn",2011,"White Sox","signed free agent to a 4-year contract through 2014","free agency",0,4,2011,"2014","",2010
"73233",2010-12-03,"Ryan Sweeney",2011,"Athletics","re-signed to a 1-year contract","re-signinging",0,1,2011,"2012","",2010
"73237",2010-12-03,"Rod Barajas",2011,"Dodgers","re-signed free agent to a 1-year contract","re-signinging",0,1,2011,"2012","",2010
"73258",2010-12-04,"Lance Berkman",2011,"Cardinals","signed free agent to a 1-year contract","free agency",0,1,2011,"2012","",2010
"73259",2010-12-04,"Aaron Harang",2011,"Padres","signed free agent to a 1-year contract with an option for 2012","free agency",0,1,2011,"2012","",2010
"73260",2010-12-04,"Derek Jeter",2011,"Yankees","re-signed free agent to a 3-year contract through 2013 with an option for 2014","re-signinging",0,3,2011,"2013 with an option for 2014","",2010
"73261",2010-12-05,"Jayson Werth",2011,"Nationals","signed free agent to a 7-year contract through 2017","free agency",0,7,2011,"2017","",2010
"73263",2010-12-06,"Dan Johnson",2011,"Rays","re-signed to a 1-year contract","re-signinging",0,1,2011,"2012","",2010
"73272",2010-12-06,"J.J. Putz",2011,"Diamondbacks","signed free agent to a 2-year contract through 2012 with an option for 2013","free agency",0,2,2011,"2012 with an option for 2013","",2010
"73274",2010-12-06,"Melvin Mora",2011,"Diamondbacks","signed free agent to a 1-year contract","free agency",0,1,2011,"2012","",2010
"73277",2010-12-07,"Kevin Correia",2011,"Pirates","signed free agent to a 2-year contract through 2012","free agency",0,2,2011,"2012","",2010
"73278",2010-12-07,"Scott Olsen",2011,"Pirates","signed free agent to a 1-year contract with an option for 2012","free agency",0,1,2011,"2012","",2010
"73279",2010-12-07,"Ty Wigginton",2011,"Rockies","signed free agent to a 2-year contract through 2012 with an option for 2013","free agency",0,2,2011,"2012 with an option for 2013","",2010
"73280",2010-12-07,"Mariano Rivera",2011,"Yankees","re-signed free agent to a 2-year contract through 2012","re-signinging",0,2,2011,"2012","",2010
"73284",2010-12-07,"Darin Downs",2011,"Marlins","signed free agent (from Cubs)","free agency",0,1,2011,"2012","",2010
"73297",2010-12-07,"Ryan Theriot",2011,"Cardinals","re-signed to a 1-year contract","re-signinging",0,1,2011,"2012","",2010
"73299",2010-12-07,"Tim Torres",2011,"Marlins","re-signed free agent","re-signinging",0,1,2011,"2012","",2010
"73303",2010-12-08,"Paul Konerko",2011,"White Sox","re-signed free agent to a 3-year contract through 2013","re-signinging",0,3,2011,"2013","",2010
"73310",2010-12-08,"George Sherrill",2011,"Braves","signed free agent to a 1-year contract","free agency",0,1,2011,"2012","",2010
"73311",2010-12-08,"Carlos Pena",2011,"Cubs","signed free agent to a 1-year contract","free agency",0,1,2011,"2012","",2010
"73314",2010-12-08,"Dioner Navarro",2011,"Dodgers","signed free agent to a 1-year contract","free agency",0,1,2011,"2012","",2010
"73316",2010-12-08,"Jack Cust",2011,"Mariners","signed free agent to a 1-year contract","free agency",0,1,2011,"2012","",2010
"73319",2010-12-08,"Matt Diaz",2011,"Pirates","signed free agent to a 2-year contract","free agency",0,2,2011,"2013","",2010
"73320",2010-12-08,"Miguel Cairo",2011,"Reds","re-signed free agent to a 2-year contract through 2012","re-signinging",0,2,2011,"2012","",2010
"73321",2010-12-08,"Jeff Francoeur",2011,"Royals","signed free agent to a 1-year contract with an option for 2012","free agency",0,1,2011,"2012","",2010
"73404",2010-12-09,"Vicente Padilla",2011,"Dodgers","re-signed free agent to a 1-year contract","re-signinging",0,1,2011,"2012","",2010
"73405",2010-12-09,"Miguel Olivo",2011,"Mariners","signed free agent to a 2-year contract through 2012 with an option for 2013","free agency",0,2,2011,"2012 with an option for 2013","",2010
"73406",2010-12-09,"D.J. Carrasco",2011,"Mets","signed free agent to a 2-year contract through 2012","free agency",0,2,2011,"2012","",2010
"73407",2010-12-09,"Ronny Paulino",2011,"Mets","signed free agent to a 1-year contract","free agency",0,1,2011,"2012","",2010
"73409",2010-12-09,"Koji Uehara",2011,"Orioles","re-signed free agent to a 1-year contract with an option for 2012","re-signinging",0,1,2011,"2012","",2010
"73410",2010-12-09,"Carl Crawford",2011,"Red Sox","signed free agent to a 7-year contract through 2017 (date 12-11 per CBC E MLB)","free agency",0,7,2011,"2017 (date 12-11 per CBC E MLB)","",2010
"73426",2010-12-10,"Scott Downs",2011,"Angels","signed free agent to a 3-year contract through 2013","free agency",0,3,2011,"2013","",2010
"73427",2010-12-10,"Ryan Rowland-Smith",2011,"Astros","signed free agent to a 1-year contract","free agency",0,1,2011,"2012","",2010
"73428",2010-12-10,"Wilberto Nieves",2011,"Brewers","signed free agent to a 1-year contract","free agency",0,1,2011,"2012","",2010
"73429",2010-12-10,"Cesar Izturis",2011,"Orioles","re-signed free agent to a 1-year contract","re-signinging",0,1,2011,"2012","",2010
"73430",2010-12-10,"Jay Bruce",2011,"Reds","re-signed to a 6-year contract through 2016 with an option for 2017","re-signinging",0,6,2011,"2016 with an option for 2017","",2010
"73431",2010-12-10,"Melky Cabrera",2011,"Royals","signed free agent to a 1-year contract","free agency",0,1,2011,"2012","",2010
"73438",2010-12-11,"Tony Gwynn Jr.",2011,"Dodgers","signed free agent to a 1-year contract","free agency",0,1,2011,"2012","",2010
"73448",2010-12-13,"Dustin Moseley",2011,"Padres","signed free agent to a 1-year contract","free agency",0,1,2011,"2012","",2010
"73449",2010-12-13,"Cliff Lee",2011,"Phillies","signed free agent to a 5-year contract through 2015 with an option for 2016","free agency",0,5,2011,"2015 with an option for 2016","",2010
"73450",2010-12-13,"Matt Treanor",2011,"Rangers","re-signed free agent to a 1-year contract","re-signinging",0,1,2011,"2012","",2010
"73451",2010-12-13,"J.P. Howell",2011,"Rays","re-signed free agent to a 1-year contract","re-signinging",0,1,2011,"2012","",2010
"73456",2010-12-13,"Brandon McCarthy",2011,"Athletics","signed free agent to a 1-year contract","free agency",0,1,2011,"2012","",2010
"73457",2010-12-13,"Joey Devine",2011,"Athletics","re-signed to a 1-year contract","re-signinging",0,1,2011,"2012","",2010
"73479",2010-12-14,"Hideki Matsui",2011,"Athletics","signed free agent to a 1-year contract","free agency",0,1,2011,"2012","",2010
"73480",2010-12-14,"Gerald Laird",2011,"Cardinals","signed free agent to a 1-year contract","free agency",0,1,2011,"2012","",2010
"73486",2010-12-14,"Jeremy Accardo",2011,"Orioles","signed free agent to a 1-year contract","free agency",0,1,2011,"2012","",2010
"73487",2010-12-14,"Lyle Overbay",2011,"Pirates","signed free agent to a 1-year contract","free agency",0,1,2011,"2012","",2010
"73491",2010-12-14,"Russell Martin",2011,"Yankees","signed free agent to a 1-year contract","free agency",0,1,2011,"2012","",2010
"73496",2010-12-15,"Scott Rice",2011,"Cubs","signed free agent (from Rockies)","free agency",0,1,2011,"2012","",2010
"73509",2010-12-15,"Bryan LaHair",2011,"Cubs","re-signed","re-signinging",0,1,2011,"2012","",2010
"73511",2010-12-15,"Henry Blanco",2011,"Diamondbacks","signed free agent to a 1-year contract with a 1-year option for 2012","free agency",0,1,2011,"2012","",2010
"73512",2010-12-15,"Randy Choate",2011,"Marlins","signed free agent to a 2-year contract through 2012","free agency",0,2,2011,"2012","",2010
"73530",2010-12-16,"Matt Albers",2011,"Red Sox","signed free agent to a 1-year contract","free agency",0,1,2011,"2012","",2010
"73534",2010-12-16,"Magglio Ordonez",2011,"Tigers","re-signed free agent to a 1-year contract","re-signinging",0,1,2011,"2012","",2010
"73536",2010-12-16,"",2011,"White Sox","signed to play in Japan with Tohoku Rakuten Golden Eagles","free agency",0,1,2011,"2012","",2010
"73537",2010-12-16,"Jesse Crain",2011,"White Sox","signed free agent to a 3-year contract through 2013","free agency",0,3,2011,"2013","",2010
"73554",2010-12-16,"Kerry Wood",2011,"Cubs","signed free agent to a 1-year contract","free agency",0,1,2011,"2012","",2010
"73562",2010-12-16,"Xavier Nady",2011,"Diamondbacks","signed free agent to a 1-year contract","free agency",0,1,2011,"2012","",2010
"73563",2010-12-16,"Matt Guerrier",2011,"Dodgers","signed free agent to a 3-year contract through 2013","free agency",0,3,2011,"2013","",2010
"73565",2010-12-16,"Chien-Ming Wang",2011,"Nationals","re-signed free agent to a 1-year contract","re-signinging",0,1,2011,"2012","",2010
"73568",2010-12-16,"Joel Peralta",2011,"Rays","signed free agent to a 1-year contract","free agency",0,1,2011,"2012","",2010
"73570",2010-12-16,"Bobby Jenks",2011,"Red Sox","signed free agent to a 2-year contract through 2012","free agency",0,2,2011,"2012","",2010
"73572",2010-12-16,"Rich Harden",2011,"Athletics","signed free agent to a 1-year contract","free agency",0,1,2011,"2012","",2010
"73573",2010-12-16,"Edwin Encarnacion",2011,"Blue Jays","signed free agent to a 1-year contract with an option for 2012","free agency",0,1,2011,"2012","",2010
"73589",2010-12-17,"Tsuyoshi Nishioka",2011,"Twins","signed free agent to a 3-year contract through 2013 with an option for 2014","free agency",0,3,2011,"2013 with an option for 2014","",2010
"73590",2010-12-17,"Pedro Feliciano",2011,"Yankees","signed free agent to a 2-year contract through 2012 with an option for 2013","free agency",0,2,2011,"2012 with an option for 2013","",2010
"73598",2010-12-17,"Gabe DeHoyos",2011,"Athletics","signed free agent (from Angels)","free agency",0,1,2011,"2012","",2010
"73601",2010-12-17,"Wes Timmons",2011,"Athletics","signed free agent (from Braves)","free agency",0,1,2011,"2012","",2010
"73603",2010-12-17,"Bill Hall",2011,"Astros","signed free agent to a 1-year contract with an option for 2012","free agency",0,1,2011,"2012","",2010
"73604",2010-12-17,"Anthony Recker",2011,"Athletics","re-signed","re-signinging",0,1,2011,"2012","",2010
"73605",2010-12-17,"Grant Green",2011,"Athletics","re-signed","re-signinging",0,1,2011,"2012","",2010
"73606",2010-12-17,"Jemile Weeks",2011,"Athletics","re-signed","re-signinging",0,1,2011,"2012","",2010
"73607",2010-12-17,"Max Stassi",2011,"Athletics","re-signed","re-signinging",0,1,2011,"2012","",2010
"73608",2010-12-17,"Michael Choice",2011,"Athletics","re-signed","re-signinging",0,1,2011,"2012","",2010
"73609",2010-12-17,"Carlos Gomez",2011,"Brewers","re-signed to a 1-year contract","re-signinging",0,1,2011,"2012","",2010
"73612",2010-12-18,"Orlando Hudson",2011,"Padres","signed free agent to a 2-year contract through 2012 with an option for 2013","free agency",0,2,2011,"2012 with an option for 2013","",2010
"73615",2010-12-18,"Dan Wheeler",2011,"Red Sox","signed free agent to a 1-year contract with a team option for 2012","free agency",0,1,2011,"2012","",2010
"73621",2010-12-19,"",2011,"Athletics","signed to play in Japan (Fukuoka SoftBank Hawks)","free agency",0,1,2011,"2012","",2010
"73634",2010-12-20,"",2011,"","signed with the Orix Buffaloes (Japanese League)","free agency",0,1,2011,"2012","",2010
"73637",2010-12-20,"Craig Counsell",2011,"Brewers","re-signed free agent to a 1-year contract","re-signinging",0,1,2011,"2012","",2010
"73640",2010-12-20,"Austin Kearns",2011,"Indians","signed free agent to a 1-year contract","free agency",0,1,2011,"2012","",2010
"73642",2010-12-20,"Ricky Nolasco",2011,"Marlins","re-signed to a 3-year contract extension through 2013","re-signinging",0,3,2011,"2013","",2010
"73645",2010-12-20,"Rick Ankiel",2011,"Nationals","signed free agent to a 1-year contract","free agency",0,1,2011,"2012","",2010
"73698",2010-12-22,"Sean Green",2011,"Brewers","signed free agent to a 1-year contract","free agency",0,1,2011,"2012","",2010
"73725",2010-12-23,"Sean Burnett",2011,"Nationals","re-signed to a 2-year contract extension through 2012 with a mutual option for 2013","re-signinging",0,2,2011,"2012","mutual option for 2013",2010
"73739",2010-12-26,"Brandon Webb",2011,"Rangers","signed free agent to a 1-year contract","free agency",0,1,2011,"2012","",2010
"73740",2010-12-27,"Takashi Saito",2011,"Brewers","signed free agent to a 1-year contract","free agency",0,1,2011,"2012","",2010
"73743",2010-12-27,"J.C. Romero",2011,"Phillies","re-signed free agent to a 1-year contract","re-signinging",0,1,2011,"2012","",2010
"73744",2010-12-28,"Octavio Dotel",2011,"Blue Jays","signed free agent to a 1-year contract with a team option for 2012","free agency",0,1,2011,"2012","",2010
"73745",2010-12-28,"",2011,"Orioles","signed to play in Japan (Chiba Lotte Marines)","free agency",0,1,2011,"2012","",2010
"73746",2010-12-31,"Derrek Lee",2011,"Orioles","signed free agent to a 1-year contract","free agency",0,1,2011,"2012","",2010
"73747",2010-12-31,"Hideki Okajima",2011,"Red Sox","re-signed free agent to a 1-year contract","re-signinging",0,1,2011,"2012","",2010
"73750",2011-01-02,"",2011,"Cardinals","signed with the Orix Buffaloes (Japanese League)","free agency",0,1,2011,"2012","",2011
"73751",2011-01-03,"Brendan Ryan",2011,"Mariners","re-signed to a 2-year contract through 2012","re-signinging",0,2,2011,"2012","",2011
"73752",2011-01-03,"Chris Capuano",2011,"Mets","signed free agent to a 1-year contract","free agency",0,1,2011,"2012","",2011
"73753",2011-01-03,"Taylor Buchholz",2011,"Mets","signed free agent to a 1-year contract","free agency",0,1,2011,"2012","",2011
"73755",2011-01-03,"Brad Hawpe",2011,"Padres","signed free agent to a 1-year contract","free agency",0,1,2011,"2012","",2011
"73757",2011-01-03,"Arthur Rhodes",2011,"Rangers","signed free agent to a 1-year contract with an option for 2012","free agency",0,1,2011,"2012","",2011
