ModelName,Year,Bodypaint,CoverModel,ModelNationality,ModelHairFacet,ModelHairColor,ModelEyeFacet,ModelEyeColor,ModelDateOfBirth,ModelBirthYear,ModelBirthPlace,ModelBirthCity,ModelBirthStateProvence,ModelBirthCountry,ModelEthnicity,ModelHeight.US,Height.in,ModelHeight.numeric,ModelHeight.Label,ModelMeasurements.US,ModelBust.in,ModelWaste.in,ModelHips.in,ModelDressSize.US,ModelShoeSize.US,ModelAgency,ModelsHobbies,ModelCupSize,UnconfirmedCupSize,ModelImplants.,ModelNaturalCupSize,Wikipedia_URL,FMDURL
Heidi Klum,2006,TRUE,NA,German,,Brown,Light,Brown,6/1/73,1973,"Bergisch Gladbach, Nr. Cologne, Germany",Bergisch Gladbach,Nr. Cologne,Germany,German,"5'9.5""",69.5,5.79,5.95,34-24-34 ,34,24,34,4,9,IMG Models,"Cooking, Painting/Drawing, Skiing, Shopping",C,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Heidi_Klum,http://www.fashionmodeldirectory.com/models/Heidi_Klum
Hilary Rhoda,2011,NA,NA,American,,Brown,,Blue,4/6/87,1987,"Chevy Chase, Maryland, United States of America",Chevy Chase,Maryland,United States of America,American,"5'11""",71,5.92,5.11,34-24-34 ,34,24,34,4,8,Elite Model Management,Field Hockey,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Hilary_Rhoda,http://www.fashionmodeldirectory.com/models/Hilary_Rhoda
Hilary Rhoda,2009,NA,NA,American,,Brown,,Blue,4/6/87,1987,"Chevy Chase, Maryland, United States of America",Chevy Chase,Maryland,United States of America,American,"5'11""",71,5.92,5.11,34-24-34 ,34,24,34,4,8,Elite Model Management,Field Hockey,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Hilary_Rhoda,http://www.fashionmodeldirectory.com/models/Hilary_Rhoda
Hilary Rhoda,2010,NA,NA,American,,Brown,,Blue,4/6/87,1987,"Chevy Chase, Maryland, United States of America",Chevy Chase,Maryland,United States of America,American,"5'11""",71,5.92,5.11,34-24-34 ,34,24,34,4,8,Elite Model Management,Field Hockey,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Hilary_Rhoda,http://www.fashionmodeldirectory.com/models/Hilary_Rhoda
Hilary Safire,1983,NA,NA,American,,Red,,Green,,,United States of America,,,United States of America,American,,0,0,NA,,NA,NA,NA,NA,NA,NA,,B,TRUE,FALSE,NA,http://en.wikipedia.org/w/index.php?title=Hilary_Safire&action=edit&redlink=1,
Hina Tama,1968,NA,NA,Polynesian,,Black,,Brown,,,Tahiti,,,Tahiti,Polynesian,,0,0,NA,,NA,NA,NA,NA,NA,NA,,B,TRUE,FALSE,NA,http://en.wikipedia.org/w/index.php?title=Hina_Tama&action=edit&redlink=1,
Ingrid Seynhaeve,1994,NA,NA,Belgian,,Blonde,,Green,6/28/73,1973,"Menen, Belgium",Menen,,Belgium,Belgian,"5'10.5""",70.5,5.87,5.11,34-24-34 ,34,24,34,4,8.5,Click Models,"Shopping, Rollerblading, Family, Piano",B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Ingrid_Seynhaeve,http://www.fashionmodeldirectory.com/models/Ingrid_Seynhaeve
Ingrid Seynhaeve,1996,NA,NA,Belgian,,Blonde,,Green,6/28/73,1973,"Menen, Belgium",Menen,,Belgium,Belgian,"5'10.5""",70.5,5.87,5.11,34-24-34 ,34,24,34,4,8.5,Click Models,"Shopping, Rollerblading, Family, Piano",B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Ingrid_Seynhaeve,http://www.fashionmodeldirectory.com/models/Ingrid_Seynhaeve
Ingrid Seynhaeve,1993,NA,NA,Belgian,,Blonde,,Green,6/28/73,1973,"Menen, Belgium",Menen,,Belgium,Belgian,"5'10.5""",70.5,5.87,5.11,34-24-34 ,34,24,34,4,8.5,Click Models,"Shopping, Rollerblading, Family, Piano",B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Ingrid_Seynhaeve,http://www.fashionmodeldirectory.com/models/Ingrid_Seynhaeve
Ingrid Seynhaeve,1995,NA,NA,Belgian,,Blonde,,Green,6/28/73,1973,"Menen, Belgium",Menen,,Belgium,Belgian,"5'10.5""",70.5,5.87,5.11,34-24-34 ,34,24,34,4,8.5,Click Models,"Shopping, Rollerblading, Family, Piano",B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Ingrid_Seynhaeve,http://www.fashionmodeldirectory.com/models/Ingrid_Seynhaeve
Irina Gerasimenko,1980,NA,NA,Russian,,Blonde,,Green,,1961,Russia,,,Russia,Russian,,0,0,NA,,NA,NA,NA,NA,NA,NA,,B,TRUE,FALSE,NA,http://en.wikipedia.org/w/index.php?title=Irina_Gerasimenko&action=edit&redlink=1,
Irina Pantaeva,1998,NA,NA,Russian,,Black,,Brown,10/31/67,1967,"Ulan-Ude, Siberia, Russia",Ulan-Ude,Siberia,Russia,"Eskimo, Mongol","5'10""",70,5.83,5.10,34-25-35 ,34,25,35,6,9,Ford Models,,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Irina_Pantaeva,http://www.fashionmodeldirectory.com/models/Irina_Pantaeva
Irina Shayk,2007,NA,NA,Russian,,Brown,,Green,1/6/86,1986,"Yemanzhelinsk, Chelyabinsk, Russia",Yemanzhelinsk,Chelyabinsk,Russia,Russian,"5'10""",70,5.83,5.10,34-23-35 ,34,23,35,4,7,Women Management,,C,FALSE,TRUE,A,http://en.wikipedia.org/wiki/Irina_Shayk,http://www.fashionmodeldirectory.com/models/Irina_Shayk
Irina Shayk,2012,NA,NA,Russian,,Brown,,Green,1/6/86,1986,"Yemanzhelinsk, Chelyabinsk, Russia",Yemanzhelinsk,Chelyabinsk,Russia,Russian,"5'10""",70,5.83,5.10,34-23-35 ,34,23,35,4,7,Women Management,,C,FALSE,TRUE,A,http://en.wikipedia.org/wiki/Irina_Shayk,http://www.fashionmodeldirectory.com/models/Irina_Shayk
Irina Shayk,2009,TRUE,NA,Russian,,Brown,,Green,1/6/86,1986,"Yemanzhelinsk, Chelyabinsk, Russia",Yemanzhelinsk,Chelyabinsk,Russia,Russian,"5'10""",70,5.83,5.10,34-23-35 ,34,23,35,4,7,Women Management,,C,FALSE,TRUE,A,http://en.wikipedia.org/wiki/Irina_Shayk,http://www.fashionmodeldirectory.com/models/Irina_Shayk
Irina Shayk,2013,NA,NA,Russian,,Brown,,Green,1/6/86,1986,"Yemanzhelinsk, Chelyabinsk, Russia",Yemanzhelinsk,Chelyabinsk,Russia,Russian,"5'10""",70,5.83,5.10,34-23-35 ,34,23,35,4,7,Women Management,,C,FALSE,TRUE,A,http://en.wikipedia.org/wiki/Irina_Shayk,http://www.fashionmodeldirectory.com/models/Irina_Shayk
Irina Shayk,2008,NA,NA,Russian,,Brown,,Green,1/6/86,1986,"Yemanzhelinsk, Chelyabinsk, Russia",Yemanzhelinsk,Chelyabinsk,Russia,Russian,"5'10""",70,5.83,5.10,34-23-35 ,34,23,35,4,7,Women Management,,C,FALSE,TRUE,A,http://en.wikipedia.org/wiki/Irina_Shayk,http://www.fashionmodeldirectory.com/models/Irina_Shayk
Irina Shayk,2010,NA,NA,Russian,,Brown,,Green,1/6/86,1986,"Yemanzhelinsk, Chelyabinsk, Russia",Yemanzhelinsk,Chelyabinsk,Russia,Russian,"5'10""",70,5.83,5.10,34-23-35 ,34,23,35,4,7,Women Management,,C,FALSE,TRUE,A,http://en.wikipedia.org/wiki/Irina_Shayk,http://www.fashionmodeldirectory.com/models/Irina_Shayk
Irina Shayk,2011,NA,TRUE,Russian,,Brown,,Green,1/6/86,1986,"Yemanzhelinsk, Chelyabinsk, Russia",Yemanzhelinsk,Chelyabinsk,Russia,Russian,"5'10""",70,5.83,5.10,34-23-35 ,34,23,35,4,7,Women Management,,C,FALSE,TRUE,A,http://en.wikipedia.org/wiki/Irina_Shayk,http://www.fashionmodeldirectory.com/models/Irina_Shayk
Isabeli Fontana,2003,NA,NA,Brazilian,,Brown,,Blue,7/4/83,1983,"Curitiba, Parana, Brazil",Curitiba,Parana,Brazil,Italian,"5'9.5""",69.5,5.79,5.95,34-23-35 ,34,23,35,4,8,Women Management,"Martial Arts, Pilates",B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Isabeli_Fontana,http://www.fashionmodeldirectory.com/models/Isabeli_Fontana
Isabeli Fontana,2002,NA,NA,Brazilian,,Brown,,Blue,7/4/83,1983,"Curitiba, Parana, Brazil",Curitiba,Parana,Brazil,Italian,"5'9.5""",69.5,5.79,5.95,34-23-35 ,34,23,35,4,8,Women Management,"Martial Arts, Pilates",B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Isabeli_Fontana,http://www.fashionmodeldirectory.com/models/Isabeli_Fontana
Izabel Goulart,2011,NA,NA,Brazilian,Light,Brown,,Brown,10/23/84,1984,"Sao Carlos, Sao Paulo, Brazil",Sao Carlos,Sao Paulo,Brazil,"Brazilian, Italian","5'9.5""",69.5,5.79,5.95,32.5-23.5-35 ,32.5,23.5,35,4,8,Women Management,"Bowling, Tennis",B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Izabel_Goulart,http://www.fashionmodeldirectory.com/models/Izabel_Goulart
Izabel Goulart,2012,NA,NA,Brazilian,Light,Brown,,Brown,10/23/84,1984,"Sao Carlos, Sao Paulo, Brazil",Sao Carlos,Sao Paulo,Brazil,"Brazilian, Italian","5'9.5""",69.5,5.79,5.95,32.5-23.5-35 ,32.5,23.5,35,4,8,Women Management,"Bowling, Tennis",B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Izabel_Goulart,http://www.fashionmodeldirectory.com/models/Izabel_Goulart
Jamee Becker,1969,NA,TRUE,American,Dark,Blonde,,Green,,1948,"Greenwich, Conneticut, United States of America",Greenwich,Conneticut,United States of America,American,"5'9""",69,5.75,5.90,,NA,NA,NA,NA,NA,Wilhelmina Models,,B,TRUE,FALSE,NA,http://en.wikipedia.org/w/index.php?title=Jamee_Becker&action=edit&redlink=1,
Jane Gill,1973,NA,NA,American,,Blonde,,Blue,,1954,"New York City, New York, United States of America",New York City,New York,United States of America,American,,0,0,NA,,NA,NA,NA,NA,NA,Ford Models,,B,TRUE,FALSE,NA,http://en.wikipedia.org/w/index.php?title=Jane_Gill&action=edit&redlink=1,
Janelle Fishman,2001,NA,NA,American,,Brown,,Blue,3/27/83,1983,United States of America,,,United States of America,Israeli,"5'10""",70,5.83,5.10,34-24.5-34 ,34,24.5,34,4,8.5,Ford Models,,A,TRUE,FALSE,NA,http://en.wikipedia.org/w/index.php?title=Janelle_Fishman&action=edit&redlink=1,http://www.fashionmodeldirectory.com/models/Janelle_Fishman
Jarah Mariano,2008,NA,NA,American,,Brown,,Brown,11/23/84,1984,"Kauai, Hawaii, United States of America",Kauai,Hawaii,United States of America,"Hawaiian, Korean, Chinese","5'7.5""",67.5,5.62,5.75,34-24-34 ,34,24,34,4,8.5,IMG Models,Surfing,C,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Jarah_Mariano,http://www.fashionmodeldirectory.com/models/Jarah_Mariano
Jarah Mariano,2009,NA,NA,American,,Brown,,Brown,11/23/84,1984,"Kauai, Hawaii, United States of America",Kauai,Hawaii,United States of America,"Hawaiian, Korean, Chinese","5'7.5""",67.5,5.62,5.75,34-24-34 ,34,24,34,4,8.5,IMG Models,Surfing,C,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Jarah_Mariano,http://www.fashionmodeldirectory.com/models/Jarah_Mariano
Jean Pelton,1984,NA,NA,American,,Blonde,,Green,3/20/63,1963,"Santa Barbara California, California, United States of America",Santa Barbara,California,United States of America,American,"5'9""",69,5.75,5.90,34-27-36,34,27,36,6,9,Heffner Management,,C,FALSE,FALSE,NA,http://en.wikipedia.org/w/index.php?title=Jean_Pelton&action=edit&redlink=1,
Jeisa Chiminazzo,2008,NA,NA,Brazilian,,Brown,,Green,4/12/85,1985,"Mucum, Rio Grande do Sul, Brazil",Mucum,Rio Grande do Sul,Brazil,"Italian, German","5'9""",69,5.75,5.90,34-24-34 ,34,24,34,4,7,L'Equipe Agence,,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Je%C3%ADsa_Chiminazzo,http://www.fashionmodeldirectory.com/models/Jeisa_Chiminazzo
Jenna de Rosnay,1986,NA,NA,American,,Blonde,,Green,3/6/63,1963,"Laguna Beach, California, United States of America",Laguna Beach,California,United States of America,American,,0,0,NA,,NA,NA,NA,NA,NA,NA,,C,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Jenna_de_Rosnay,
Jenny Brunt,1994,NA,NA,British,,Brown,,Blue,1/1/70,1970,"London, England",London,,England,British,"5'9""",69,5.75,5.90,34-25-35 ,34,25,35,6,9.5,Ford Models,,B,FALSE,FALSE,NA,http://en.wikipedia.org/w/index.php?title=Jenny_Brunt&action=edit&redlink=1,http://www.fashionmodeldirectory.com/models/Jenny_Brunt
Jesse Sanders,1965,NA,NA,American,,Brown,,Blue,,,United States of America,,,United States of America,American,,0,0,NA,,NA,NA,NA,NA,NA,NA,,B,TRUE,FALSE,NA,http://en.wikipedia.org/w/index.php?title=Jesse_Sanders_(model)&action=edit&redlink=1,
Jessica Gomes,2008,TRUE,NA,Australian,Dark,Brown,,Brown,9/25/85,1985,"Perth, Australia",Perth,,Australia,"Singaporean, Portuguese","5'9.5""",69.5,5.79,5.95,33-23-35 ,33,23,35,8,9,Vivien's Model Management,,C,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Jessica_Gomes,http://www.fashionmodeldirectory.com/models/Jessica_Gomes
Jessica Gomes,2010,NA,NA,Australian,Dark,Brown,,Brown,9/25/85,1985,"Perth, Australia",Perth,,Australia,"Singaporean, Portuguese","5'9.5""",69.5,5.79,5.95,33-23-35 ,33,23,35,8,9,Vivien's Model Management,,C,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Jessica_Gomes,http://www.fashionmodeldirectory.com/models/Jessica_Gomes
Jessica Gomes,2012,NA,NA,Australian,Dark,Brown,,Brown,9/25/85,1985,"Perth, Australia",Perth,,Australia,"Singaporean, Portuguese","5'9.5""",69.5,5.79,5.95,33-23-35 ,33,23,35,8,9,Vivien's Model Management,,C,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Jessica_Gomes,http://www.fashionmodeldirectory.com/models/Jessica_Gomes
Jessica Gomes,2011,NA,NA,Australian,Dark,Brown,,Brown,9/25/85,1985,"Perth, Australia",Perth,,Australia,"Singaporean, Portuguese","5'9.5""",69.5,5.79,5.95,33-23-35 ,33,23,35,8,9,Vivien's Model Management,,C,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Jessica_Gomes,http://www.fashionmodeldirectory.com/models/Jessica_Gomes
Jessica Gomes,2013,NA,NA,Australian,Dark,Brown,,Brown,9/25/85,1985,"Perth, Australia",Perth,,Australia,"Singaporean, Portuguese","5'9.5""",69.5,5.79,5.95,33-23-35 ,33,23,35,8,9,Vivien's Model Management,,C,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Jessica_Gomes,http://www.fashionmodeldirectory.com/models/Jessica_Gomes
Jessica Gomes,2009,NA,NA,Australian,Dark,Brown,,Brown,9/25/85,1985,"Perth, Australia",Perth,,Australia,"Singaporean, Portuguese","5'9.5""",69.5,5.79,5.95,33-23-35 ,33,23,35,8,9,Vivien's Model Management,,C,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Jessica_Gomes,http://www.fashionmodeldirectory.com/models/Jessica_Gomes
Jessica Hart,2009,NA,NA,Australian,Dark,Brown,,Green,3/26/86,1986,"Melbourne, Australia",Melbourne,,Australia,Australian,"5'9.5""",69.5,5.79,5.95,34-24-34 ,34,24,34,6,9,Women Management,,C,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Jessica_Hart_(model),http://www.fashionmodeldirectory.com/models/Jessica_Hart
Jessica Perez,2013,NA,NA,Costa Rican,Dark,Blonde,,Blue,8/24/86,1986,Costa Rica,,,Costa Rica,"Costa Rican, American","5'8.5""",68.5,5.71,5.85,34-24-35 ,34,24,35,4,9,Trump Model Management,,B,FALSE,FALSE,NA,http://en.wikipedia.org/w/index.php?title=Jessica_Perez&action=edit&redlink=1,http://www.fashionmodeldirectory.com/models/Jessica_Perez
Jessica Perez,2012,NA,NA,Costa Rican,Dark,Blonde,,Blue,8/24/86,1986,Costa Rica,,,Costa Rica,"Costa Rican, American","5'8.5""",68.5,5.71,5.85,34-24-35 ,34,24,35,4,9,Trump Model Management,,B,FALSE,FALSE,NA,http://en.wikipedia.org/w/index.php?title=Jessica_Perez&action=edit&redlink=1,http://www.fashionmodeldirectory.com/models/Jessica_Perez
Jessica Van Der Steen,2005,NA,NA,Belgian,Light,Blonde,,Blue,7/9/84,1984,"Antwerp, Belgium",Antwerp,,Belgium,Belgian,"5'7.5""",67.5,5.62,5.75,35-23-35 ,35,23,35,6,7,Models Office,,C,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Jessica_Van_Der_Steen,http://www.fashionmodeldirectory.com/models/jessica_van+der+steen/
Jessica Van Der Steen,2004,NA,NA,Belgian,Light,Blonde,,Blue,7/9/84,1984,"Antwerp, Belgium",Antwerp,,Belgium,Belgian,"5'7.5""",67.5,5.62,5.75,35-23-35 ,35,23,35,6,7,Models Office,,C,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Jessica_Van_Der_Steen,http://www.fashionmodeldirectory.com/models/jessica_van+der+steen/
Jessica White,2005,TRUE,NA,American,Dark,Brown,Dark,Brown,6/21/84,1984,"Buffalo, New York, United States of America",Buffalo,New York,United States of America,African-American,"5'9.5""",69.5,5.79,5.95,34-24-34 ,34,24,34,4,8.5,One Management,,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Jessica_White,http://www.fashionmodeldirectory.com/models/Jessica_White
Jessica White,2010,NA,NA,American,Dark,Brown,Dark,Brown,6/21/84,1984,"Buffalo, New York, United States of America",Buffalo,New York,United States of America,African-American,"5'9.5""",69.5,5.79,5.95,34-24-34 ,34,24,34,4,8.5,One Management,,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Jessica_White,http://www.fashionmodeldirectory.com/models/Jessica_White
Jessica White,2004,TRUE,NA,American,Dark,Brown,Dark,Brown,6/21/84,1984,"Buffalo, New York, United States of America",Buffalo,New York,United States of America,African-American,"5'9.5""",69.5,5.79,5.95,34-24-34 ,34,24,34,4,8.5,One Management,,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Jessica_White,http://www.fashionmodeldirectory.com/models/Jessica_White
Jessica White,2008,NA,NA,American,Dark,Brown,Dark,Brown,6/21/84,1984,"Buffalo, New York, United States of America",Buffalo,New York,United States of America,African-American,"5'9.5""",69.5,5.79,5.95,34-24-34 ,34,24,34,4,8.5,One Management,,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Jessica_White,http://www.fashionmodeldirectory.com/models/Jessica_White
Jessica White,2003,NA,NA,American,Dark,Brown,Dark,Brown,6/21/84,1984,"Buffalo, New York, United States of America",Buffalo,New York,United States of America,African-American,"5'9.5""",69.5,5.79,5.95,34-24-34 ,34,24,34,4,8.5,One Management,,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Jessica_White,http://www.fashionmodeldirectory.com/models/Jessica_White
Jessica White,2007,NA,NA,American,Dark,Brown,Dark,Brown,6/21/84,1984,"Buffalo, New York, United States of America",Buffalo,New York,United States of America,African-American,"5'9.5""",69.5,5.79,5.95,34-24-34 ,34,24,34,4,8.5,One Management,,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Jessica_White,http://www.fashionmodeldirectory.com/models/Jessica_White
Jessica White,2009,TRUE,NA,American,Dark,Brown,Dark,Brown,6/21/84,1984,"Buffalo, New York, United States of America",Buffalo,New York,United States of America,African-American,"5'9.5""",69.5,5.79,5.95,34-24-34 ,34,24,34,4,8.5,One Management,,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Jessica_White,http://www.fashionmodeldirectory.com/models/Jessica_White
Jessica White,2011,NA,NA,American,Dark,Brown,Dark,Brown,6/21/84,1984,"Buffalo, New York, United States of America",Buffalo,New York,United States of America,African-American,"5'9.5""",69.5,5.79,5.95,34-24-34 ,34,24,34,4,8.5,One Management,,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Jessica_White,http://www.fashionmodeldirectory.com/models/Jessica_White
Jocelyn Javits,1980,NA,NA,American,,Brown,,Green,12/1/60,1960,"Key Biscayne, Florida, United States of America",Key Biscayne,Florida,United States of America,American,,0,0,NA,,NA,NA,NA,NA,NA,NA,,B,TRUE,FALSE,NA,http://en.wikipedia.org/w/index.php?title=Jocelyn_Javits&action=edit&redlink=1,
Josie Maran,2002,NA,NA,American,,Brown,,Brown,5/8/78,1978,"Menlo Park, California, United States of America",Menlo Park,California,United States of America,American,"5'7.5""",67.5,5.62,5.75,34-23-34 ,34,23,34,4,8.5,One Management,"Hiking, Reading, Running, Travelling, Family",C,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Josie_Maran,http://www.fashionmodeldirectory.com/models/Josie_Maran
Josie Maran,2001,NA,NA,American,,Brown,,Brown,5/8/78,1978,"Menlo Park, California, United States of America",Menlo Park,California,United States of America,American,"5'7.5""",67.5,5.62,5.75,34-23-34 ,34,23,34,4,8.5,One Management,"Hiking, Reading, Running, Travelling, Family",C,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Josie_Maran,http://www.fashionmodeldirectory.com/models/Josie_Maran
Josie Maran,2000,NA,NA,American,,Brown,,Brown,5/8/78,1978,"Menlo Park, California, United States of America",Menlo Park,California,United States of America,American,"5'7.5""",67.5,5.62,5.75,34-23-34 ,34,23,34,4,8.5,One Management,"Hiking, Reading, Running, Travelling, Family",C,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Josie_Maran,http://www.fashionmodeldirectory.com/models/Josie_Maran
Judit Masco,1994,NA,NA,Spanish,,Blonde,,Green,10/12/69,1969,"Barcelona, Spain",Barcelona,,Spain,Spanish,"5'9.5""",69.5,5.79,5.95,34.5-24.5-36 ,34.5,24.5,36,8,8,SS&M Model Management,,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Judit_Masc%C3%B3,http://www.fashionmodeldirectory.com/models/judit_masc%f3/
Judit Masco,1992,NA,NA,Spanish,,Blonde,,Green,10/12/69,1969,"Barcelona, Spain",Barcelona,,Spain,Spanish,"5'9.5""",69.5,5.79,5.95,34.5-24.5-36 ,34.5,24.5,36,8,8,SS&M Model Management,,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Judit_Masc%C3%B3,http://www.fashionmodeldirectory.com/models/judit_masc%f3/
Judit Masco,1995,NA,NA,Spanish,,Blonde,,Green,10/12/69,1969,"Barcelona, Spain",Barcelona,,Spain,Spanish,"5'9.5""",69.5,5.79,5.95,34.5-24.5-36 ,34.5,24.5,36,8,8,SS&M Model Management,,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Judit_Masc%C3%B3,http://www.fashionmodeldirectory.com/models/judit_masc%f3/
Judit Masco,1991,NA,NA,Spanish,,Blonde,,Green,10/12/69,1969,"Barcelona, Spain",Barcelona,,Spain,Spanish,"5'9.5""",69.5,5.79,5.95,34.5-24.5-36 ,34.5,24.5,36,8,8,SS&M Model Management,,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Judit_Masc%C3%B3,http://www.fashionmodeldirectory.com/models/judit_masc%f3/
Judit Masco,1990,NA,TRUE,Spanish,,Blonde,,Green,10/12/69,1969,"Barcelona, Spain",Barcelona,,Spain,Spanish,"5'9.5""",69.5,5.79,5.95,34.5-24.5-36 ,34.5,24.5,36,8,8,SS&M Model Management,,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Judit_Masc%C3%B3,http://www.fashionmodeldirectory.com/models/judit_masc%f3/
Juliana Martins,2003,NA,NA,Brazilian,Dark,Brown,,Brown,10/3/83,1983,"Jose Bonifacio, Sao Paulo, Brazil",Jose Bonifacio,Sao Paulo,Brazil,Brazilian,"5'9.5""",69.5,5.79,5.95,34-23-35 ,34,23,35,4,8.5,Next Model Management,,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Juliana_Martins,http://www.fashionmodeldirectory.com/models/Juliana_Martins
Julie Henderson,2012,NA,NA,American,,Blonde,,Blue,3/5/86,1986,"Houston, Texas, United States of America",Houston,Texas,United States of America,American,"5'10""",70,5.83,5.10,34-24-35 ,34,24,35,6,9,New York Model Management,,C,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Julie_Henderson,http://www.fashionmodeldirectory.com/models/Julie_Henderson
Julie Henderson,2007,NA,NA,American,,Blonde,,Blue,3/5/86,1986,"Houston, Texas, United States of America",Houston,Texas,United States of America,American,"5'10""",70,5.83,5.10,34-24-35 ,34,24,35,6,9,New York Model Management,,C,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Julie_Henderson,http://www.fashionmodeldirectory.com/models/Julie_Henderson
Julie Henderson,2013,NA,NA,American,,Blonde,,Blue,3/5/86,1986,"Houston, Texas, United States of America",Houston,Texas,United States of America,American,"5'10""",70,5.83,5.10,34-24-35 ,34,24,35,6,9,New York Model Management,,C,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Julie_Henderson,http://www.fashionmodeldirectory.com/models/Julie_Henderson
Julie Henderson,2011,NA,NA,American,,Blonde,,Blue,3/5/86,1986,"Houston, Texas, United States of America",Houston,Texas,United States of America,American,"5'10""",70,5.83,5.10,34-24-35 ,34,24,35,6,9,New York Model Management,,C,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Julie_Henderson,http://www.fashionmodeldirectory.com/models/Julie_Henderson
Julie Henderson,2009,TRUE,NA,American,,Blonde,,Blue,3/5/86,1986,"Houston, Texas, United States of America",Houston,Texas,United States of America,American,"5'10""",70,5.83,5.10,34-24-35 ,34,24,35,6,9,New York Model Management,,C,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Julie_Henderson,http://www.fashionmodeldirectory.com/models/Julie_Henderson
Julie Henderson,2008,NA,NA,American,,Blonde,,Blue,3/5/86,1986,"Houston, Texas, United States of America",Houston,Texas,United States of America,American,"5'10""",70,5.83,5.10,34-24-35 ,34,24,35,6,9,New York Model Management,,C,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Julie_Henderson,http://www.fashionmodeldirectory.com/models/Julie_Henderson
Julie Henderson,2010,NA,NA,American,,Blonde,,Blue,3/5/86,1986,"Houston, Texas, United States of America",Houston,Texas,United States of America,American,"5'10""",70,5.83,5.10,34-24-35 ,34,24,35,6,9,New York Model Management,,C,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Julie_Henderson,http://www.fashionmodeldirectory.com/models/Julie_Henderson
Julie Ordon,2010,NA,NA,Swiss,,Blonde,,Green,6/27/84,1984,"Geneva, Switzerland",Geneva,,Switzerland,Swiss,"5'7.5""",67.5,5.62,5.75,33-23-35 ,33,23,35,4,7,XS Model Management,,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Julie_Ordon,http://www.fashionmodeldirectory.com/models/Julie_Ordon
Kadra Ahmed Omar,1999,NA,NA,Ethiopian,,Brown,,Brown,,1975,Ethopia,,,Ethopia,Ethopian,"5'9""",69,5.75,5.90,33-23-35 ,33,23,35,6,8.5,Heffner Management,,B,TRUE,FALSE,NA,http://en.wikipedia.org/w/index.php?title=Kadra_Ahmed_Omar&action=edit&redlink=1,http://www.fashionmodeldirectory.com/models/kadra_ahmed-omar/
