ModelName,Year,Bodypaint,CoverModel,ModelNationality,ModelHairFacet,ModelHairColor,ModelEyeFacet,ModelEyeColor,ModelDateOfBirth,ModelBirthYear,ModelBirthPlace,ModelBirthCity,ModelBirthStateProvence,ModelBirthCountry,ModelEthnicity,ModelHeight.US,Height.in,ModelHeight.numeric,ModelHeight.Label,ModelMeasurements.US,ModelBust.in,ModelWaste.in,ModelHips.in,ModelDressSize.US,ModelShoeSize.US,ModelAgency,ModelsHobbies,ModelCupSize,UnconfirmedCupSize,ModelImplants.,ModelNaturalCupSize,Wikipedia_URL,FMDURL
Veronica Blume,1994,NA,NA,Spanish,,Brown,,Blue,7/17/77,1977,Germany,,,Germany,"German, Uruguayan","5'9.5""",69.5,5.79,5.95,35-24-35 ,35,24,35,6,8.5,UNO Models,,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Veronica_Blume,http://www.fashionmodeldirectory.com/models/Veronica_Blume
Veronica Varekova,2001,TRUE,NA,Czech,,Blonde,,Blue,6/19/77,1977,"Olomouc, Czech Republic",Olomouc,,Czech Republic,Czech,"5'10""",70,5.83,5.10,36-24-35 ,36,24,35,6,9.5,Next Model Management,,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Veronika_Va%C5%99ekov%C3%A1,http://www.fashionmodeldirectory.com/models/Veronica_Varekova
Veronica Varekova,2007,NA,NA,Czech,,Blonde,,Blue,6/19/77,1977,"Olomouc, Czech Republic",Olomouc,,Czech Republic,Czech,"5'10""",70,5.83,5.10,36-24-35 ,36,24,35,6,9.5,Next Model Management,,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Veronika_Va%C5%99ekov%C3%A1,http://www.fashionmodeldirectory.com/models/Veronica_Varekova
Veronica Varekova,2005,NA,NA,Czech,,Blonde,,Blue,6/19/77,1977,"Olomouc, Czech Republic",Olomouc,,Czech Republic,Czech,"5'10""",70,5.83,5.10,36-24-35 ,36,24,35,6,9.5,Next Model Management,,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Veronika_Va%C5%99ekov%C3%A1,http://www.fashionmodeldirectory.com/models/Veronica_Varekova
Veronica Varekova,1999,NA,NA,Czech,,Blonde,,Blue,6/19/77,1977,"Olomouc, Czech Republic",Olomouc,,Czech Republic,Czech,"5'10""",70,5.83,5.10,36-24-35 ,36,24,35,6,9.5,Next Model Management,,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Veronika_Va%C5%99ekov%C3%A1,http://www.fashionmodeldirectory.com/models/Veronica_Varekova
Veronica Varekova,2002,NA,NA,Czech,,Blonde,,Blue,6/19/77,1977,"Olomouc, Czech Republic",Olomouc,,Czech Republic,Czech,"5'10""",70,5.83,5.10,36-24-35 ,36,24,35,6,9.5,Next Model Management,,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Veronika_Va%C5%99ekov%C3%A1,http://www.fashionmodeldirectory.com/models/Veronica_Varekova
Veronica Varekova,2004,NA,TRUE,Czech,,Blonde,,Blue,6/19/77,1977,"Olomouc, Czech Republic",Olomouc,,Czech Republic,Czech,"5'10""",70,5.83,5.10,36-24-35 ,36,24,35,6,9.5,Next Model Management,,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Veronika_Va%C5%99ekov%C3%A1,http://www.fashionmodeldirectory.com/models/Veronica_Varekova
Veronica Varekova,2000,NA,NA,Czech,,Blonde,,Blue,6/19/77,1977,"Olomouc, Czech Republic",Olomouc,,Czech Republic,Czech,"5'10""",70,5.83,5.10,36-24-35 ,36,24,35,6,9.5,Next Model Management,,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Veronika_Va%C5%99ekov%C3%A1,http://www.fashionmodeldirectory.com/models/Veronica_Varekova
Veronica Varekova,2006,NA,TRUE,Czech,,Blonde,,Blue,6/19/77,1977,"Olomouc, Czech Republic",Olomouc,,Czech Republic,Czech,"5'10""",70,5.83,5.10,36-24-35 ,36,24,35,6,9.5,Next Model Management,,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Veronika_Va%C5%99ekov%C3%A1,http://www.fashionmodeldirectory.com/models/Veronica_Varekova
Vicky Howard,1969,NA,NA,American,,Blonde,,Brown,,,United States of America,,,United States of America,American,,0,0,NA,,NA,NA,NA,NA,NA,NA,,B,TRUE,FALSE,NA,http://en.wikipedia.org/w/index.php?title=Vicky_Howard&action=edit&redlink=1,
Yamila Diaz,1999,TRUE,NA,Argentinian,,Black,,Green,3/9/77,1977,"Buenos Aires, Argentina",Buenos Aires,,Argentina,"Lebanese, Spanish","5'8""",68,5.67,5.80,33.5-23-35 ,33.5,23,35,6,7,Next Model Management,,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Yamila_Diaz-Rahi,http://www.fashionmodeldirectory.com/models/yamila_diaz+rahi/
Yamila Diaz,2004,NA,NA,Argentinian,,Black,,Green,3/9/77,1977,"Buenos Aires, Argentina",Buenos Aires,,Argentina,"Lebanese, Spanish","5'8""",68,5.67,5.80,33.5-23-35 ,33.5,23,35,6,7,Next Model Management,,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Yamila_Diaz-Rahi,http://www.fashionmodeldirectory.com/models/yamila_diaz+rahi/
Yamila Diaz,2000,NA,NA,Argentinian,,Black,,Green,3/9/77,1977,"Buenos Aires, Argentina",Buenos Aires,,Argentina,"Lebanese, Spanish","5'8""",68,5.67,5.80,33.5-23-35 ,33.5,23,35,6,7,Next Model Management,,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Yamila_Diaz-Rahi,http://www.fashionmodeldirectory.com/models/yamila_diaz+rahi/
Yamila Diaz,2003,NA,NA,Argentinian,,Black,,Green,3/9/77,1977,"Buenos Aires, Argentina",Buenos Aires,,Argentina,"Lebanese, Spanish","5'8""",68,5.67,5.80,33.5-23-35 ,33.5,23,35,6,7,Next Model Management,,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Yamila_Diaz-Rahi,http://www.fashionmodeldirectory.com/models/yamila_diaz+rahi/
Yamila Diaz,2006,NA,TRUE,Argentinian,,Black,,Green,3/9/77,1977,"Buenos Aires, Argentina",Buenos Aires,,Argentina,"Lebanese, Spanish","5'8""",68,5.67,5.80,33.5-23-35 ,33.5,23,35,6,7,Next Model Management,,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Yamila_Diaz-Rahi,http://www.fashionmodeldirectory.com/models/yamila_diaz+rahi/
Yamila Diaz,2007,NA,NA,Argentinian,,Black,,Green,3/9/77,1977,"Buenos Aires, Argentina",Buenos Aires,,Argentina,"Lebanese, Spanish","5'8""",68,5.67,5.80,33.5-23-35 ,33.5,23,35,6,7,Next Model Management,,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Yamila_Diaz-Rahi,http://www.fashionmodeldirectory.com/models/yamila_diaz+rahi/
Yamila Diaz,2001,TRUE,NA,Argentinian,,Black,,Green,3/9/77,1977,"Buenos Aires, Argentina",Buenos Aires,,Argentina,"Lebanese, Spanish","5'8""",68,5.67,5.80,33.5-23-35 ,33.5,23,35,6,7,Next Model Management,,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Yamila_Diaz-Rahi,http://www.fashionmodeldirectory.com/models/yamila_diaz+rahi/
Yamila Diaz,2002,NA,TRUE,Argentinian,,Black,,Green,3/9/77,1977,"Buenos Aires, Argentina",Buenos Aires,,Argentina,"Lebanese, Spanish","5'8""",68,5.67,5.80,33.5-23-35 ,33.5,23,35,6,7,Next Model Management,,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Yamila_Diaz-Rahi,http://www.fashionmodeldirectory.com/models/yamila_diaz+rahi/
Yamila Diaz,2005,NA,NA,Argentinian,,Black,,Green,3/9/77,1977,"Buenos Aires, Argentina",Buenos Aires,,Argentina,"Lebanese, Spanish","5'8""",68,5.67,5.80,33.5-23-35 ,33.5,23,35,6,7,Next Model Management,,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Yamila_Diaz-Rahi,http://www.fashionmodeldirectory.com/models/yamila_diaz+rahi/
Yasmeen Ghauri,1997,NA,NA,Canadian,Dark,Brown,,Brown,3/23/71,1971,"Montreal, Quebec, Canada",Montreal,Quebec,Canada,"German, Pakistani","5'10""",70,5.83,5.10,34-24-35 ,34,24,35,6,9,NA,"Painting/Drawing, Rollerblading, Skiing, Pool, Cycling, Backgammon",B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Yasmeen_Ghauri,http://www.fashionmodeldirectory.com/models/Yasmeen_Ghauri
Yasmeen Ghauri,1995,NA,NA,Canadian,Dark,Brown,,Brown,3/23/71,1971,"Montreal, Quebec, Canada",Montreal,Quebec,Canada,"German, Pakistani","5'10""",70,5.83,5.10,34-24-35 ,34,24,35,6,9,NA,"Painting/Drawing, Rollerblading, Skiing, Pool, Cycling, Backgammon",B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Yasmeen_Ghauri,http://www.fashionmodeldirectory.com/models/Yasmeen_Ghauri
Yasmin Brunet,2008,NA,NA,Brazilian,,Blonde,,Brown,6/6/88,1988,"Gavea, Rio de Janeiro, Brazil",Gavea,Rio de Janeiro,Brazil,Brazilian,"5'8""",68,5.67,5.80,32-24-34 ,32,24,34,4,8.5,Ford Models,,C,TRUE,FALSE,NA,http://en.wikipedia.org/wiki/Yasmin_Brunet,http://www.fashionmodeldirectory.com/models/Yasmin_Brunet
Yesica Toscanini,2006,NA,NA,Argentinian,,Brown,,Brown,3/8/86,1986,"Junin, Argentina",Junin,,Argentina,"Argentinian, Italian","5'9.5""",69.5,5.79,5.95,34.5-24.5-35 ,34.5,24.5,35,6,8.5,New York Model Management,,C,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Y%C3%A9sica_Toscanini,http://www.fashionmodeldirectory.com/models/Yesica_Toscanini
Yesica Toscanini,2007,NA,NA,Argentinian,,Brown,,Brown,3/8/86,1986,"Junin, Argentina",Junin,,Argentina,"Argentinian, Italian","5'9.5""",69.5,5.79,5.95,34.5-24.5-35 ,34.5,24.5,35,6,8.5,New York Model Management,,C,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Y%C3%A9sica_Toscanini,http://www.fashionmodeldirectory.com/models/Yesica_Toscanini
Yvette Sylvander,1976,NA,TRUE,Swedish,,Blonde,,Blue,,1956,Sweden,,,Sweden,Swedish,,0,0,NA,,NA,NA,NA,NA,NA,NA,,B,TRUE,FALSE,NA,http://en.wikipedia.org/wiki/Yvette_and_Yvonne_Sylvander,
Yvette Sylvander,1989,NA,NA,Swedish,,Blonde,,Blue,,1956,Sweden,,,Sweden,Swedish,,0,0,NA,,NA,NA,NA,NA,NA,NA,,B,TRUE,FALSE,NA,http://en.wikipedia.org/wiki/Yvette_and_Yvonne_Sylvander,
Yvonne Sylvander,1976,NA,TRUE,Swedish,,Blonde,,Blue,,1956,Sweden,,,Sweden,Swedish,,0,0,NA,,NA,NA,NA,NA,NA,NA,,C,TRUE,FALSE,NA,http://en.wikipedia.org/wiki/Yvette_and_Yvonne_Sylvander,
Yvonne Sylvander,1989,NA,NA,Swedish,,Blonde,,Blue,,1956,Sweden,,,Sweden,Swedish,,0,0,NA,,NA,NA,NA,NA,NA,NA,,C,TRUE,FALSE,NA,http://en.wikipedia.org/wiki/Yvette_and_Yvonne_Sylvander,
Zoe Duchesne,2010,NA,NA,Canadian,,Brown,,Blue,12/29/79,1979,"Montreal, Quebec, Canada",Montreal,Quebec,Canada,Canadian,"5'8.5""",68.5,5.71,5.85,34-24-35 ,34,24,35,6,8.5,Elite Model Management,,B,FALSE,FALSE,NA,http://en.wikipedia.org/w/index.php?title=Zoe_Duchesne&action=edit&redlink=1,http://www.fashionmodeldirectory.com/models/Zoe_Duchesne
