Year,unitid,Institution_Name,CIP_Classificaiton,cipcode,Award_Level,Total,T.M,T.F,T.C,T.C.M,T.C.F,T.AA,T.AA.M,T.AA.F,T.H,T.H.M,T.H.W,T.AS/PI,T.AS/PI.M,T.AS/PI.F,T.AI,T.AI.M,T.AI.F,T.UNK,T.UNK.M,T.UNK.W,T.NON,T.NON.M,T.NON.F
1998-1999,159391,Louisiana State University and Agricultural & Mechanical College,Home Economics- General,'19',Bachelor's degree,87,6,81,76,5,71,4,0,4,3,1,2,0,0,0,0,0,0,1,0,1,3,0,3
1998-1999,159391,Louisiana State University and Agricultural & Mechanical College,Liberal Arts and Studies- General Sciences and Humanities,'24',Bachelor's degree,214,100,114,178,88,90,22,5,17,2,0,2,3,2,1,1,0,1,5,3,2,3,2,1
1998-1999,159391,Louisiana State University and Agricultural & Mechanical College,Marketing Operations/Marketing and Distribution,'08',Bachelor's degree,21,1,20,19,0,19,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1998-1999,159391,Louisiana State University and Agricultural & Mechanical College,Mathematics,'27',Bachelor's degree,14,9,5,9,7,2,1,0,1,1,0,1,2,1,1,0,0,0,0,0,0,1,1,0
1998-1999,159391,Louisiana State University and Agricultural & Mechanical College,Philosophy and Religion,'38',Bachelor's degree,21,17,4,19,17,2,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1998-1999,159391,Louisiana State University and Agricultural & Mechanical College,Physical Sciences,'40',Bachelor's degree,41,27,14,30,19,11,6,4,2,1,1,0,1,0,1,0,0,0,0,0,0,3,3,0
1998-1999,159391,Louisiana State University and Agricultural & Mechanical College,Psychology,'42',Bachelor's degree,195,53,142,169,48,121,8,2,6,6,0,6,3,1,2,0,0,0,4,1,3,5,1,4
1998-1999,159391,Louisiana State University and Agricultural & Mechanical College,Social Sciences and History,'45',Bachelor's degree,293,164,129,238,137,101,27,11,16,9,5,4,6,3,3,0,0,0,9,5,4,4,3,1
1998-1999,159391,Louisiana State University and Agricultural & Mechanical College,Visual and Performing Arts,'50',Bachelor's degree,124,46,78,97,36,61,10,3,7,2,0,2,7,4,3,0,0,0,3,2,1,5,1,4
1998-1999,170976,University of Michigan-Ann Arbor,Architecture and Related Programs,'04',Bachelor's degree,81,51,30,59,39,20,6,2,4,2,2,0,5,3,2,1,0,1,2,0,2,6,5,1
1998-1999,170976,University of Michigan-Ann Arbor,Area- Ethnic and Cultural Studies,'05',Bachelor's degree,94,21,73,59,13,46,10,1,9,7,1,6,11,5,6,0,0,0,5,0,5,2,1,1
1998-1999,170976,University of Michigan-Ann Arbor,Biological Science/Life Sciences,'26',Bachelor's degree,402,185,217,249,117,132,24,3,21,14,5,9,93,47,46,2,2,0,9,5,4,11,6,5
1998-1999,170976,University of Michigan-Ann Arbor,Business Management and Administrative Services,'52',Bachelor's degree,312,187,125,205,131,74,13,3,10,6,4,2,47,25,22,2,2,0,6,3,3,33,19,14
1998-1999,170976,University of Michigan-Ann Arbor,Communications,'09',Bachelor's degree,111,48,63,79,40,39,16,3,13,10,3,7,3,0,3,1,0,1,1,1,0,1,1,0
1998-1999,170976,University of Michigan-Ann Arbor,Computer and Information Sciences,'11',Bachelor's degree,62,49,13,32,26,6,3,2,1,1,1,0,16,13,3,0,0,0,3,2,1,7,5,2
1998-1999,170976,University of Michigan-Ann Arbor,Conservation and Renewable Natural Resources,'03',Bachelor's degree,113,42,71,96,33,63,1,0,1,4,3,1,6,3,3,2,1,1,1,1,0,3,1,2
1998-1999,170976,University of Michigan-Ann Arbor,Education,'13',Bachelor's degree,119,31,88,99,27,72,10,3,7,2,0,2,3,0,3,2,0,2,3,1,2,0,0,0
1998-1999,170976,University of Michigan-Ann Arbor,Engineering,'14',Bachelor's degree,915,670,245,636,471,165,51,24,27,20,17,3,113,74,39,5,3,2,22,22,0,68,59,9
1998-1999,170976,University of Michigan-Ann Arbor,English Language and Literature/Letters,'23',Bachelor's degree,345,124,221,253,98,155,35,7,28,11,5,6,28,10,18,5,0,5,9,2,7,4,2,2
1998-1999,170976,University of Michigan-Ann Arbor,Foreign Languages and Literatures,'16',Bachelor's degree,129,44,85,94,34,60,8,1,7,10,3,7,7,2,5,1,0,1,7,4,3,2,0,2
1998-1999,170976,University of Michigan-Ann Arbor,Health Professions and Related Sciences,'51',Bachelor's degree,195,9,186,160,8,152,13,0,13,3,0,3,12,1,11,3,0,3,3,0,3,1,0,1
1998-1999,170976,University of Michigan-Ann Arbor,Liberal Arts and Studies- General Sciences and Humanities,'24',Bachelor's degree,164,83,81,99,50,49,22,11,11,7,3,4,18,9,9,3,2,1,8,4,4,7,4,3
1998-1999,170976,University of Michigan-Ann Arbor,Mathematics,'27',Bachelor's degree,67,40,27,51,28,23,1,0,1,2,2,0,5,3,2,0,0,0,4,3,1,4,4,0
1998-1999,170976,University of Michigan-Ann Arbor,Multi/Interdisciplinary Studies,'30',Bachelor's degree,178,50,128,139,43,96,11,2,9,7,1,6,8,1,7,3,0,3,6,2,4,4,1,3
1998-1999,170976,University of Michigan-Ann Arbor,Parks- Recreation- Leisure and Fitness Studies,'31',Bachelor's degree,205,101,104,149,73,76,33,16,17,7,5,2,9,5,4,1,0,1,2,1,1,4,1,3
1998-1999,170976,University of Michigan-Ann Arbor,Philosophy and Religion,'38',Bachelor's degree,42,31,11,31,22,9,1,0,1,1,1,0,3,2,1,0,0,0,6,6,0,0,0,0
1998-1999,170976,University of Michigan-Ann Arbor,Physical Sciences,'40',Bachelor's degree,65,44,21,50,36,14,1,1,0,3,1,2,5,3,2,1,0,1,2,1,1,3,2,1
1998-1999,170976,University of Michigan-Ann Arbor,Psychology,'42',Bachelor's degree,533,141,392,367,103,264,44,13,31,34,4,30,56,17,39,3,1,2,20,3,17,9,0,9
1998-1999,170976,University of Michigan-Ann Arbor,Social Sciences and History,'45',Bachelor's degree,660,319,341,430,217,213,64,11,53,25,9,16,74,45,29,7,3,4,23,12,11,37,22,15
1998-1999,170976,University of Michigan-Ann Arbor,Visual and Performing Arts,'50',Bachelor's degree,332,145,187,250,115,135,16,9,7,13,4,9,27,11,16,4,0,4,15,6,9,7,0,7
1998-1999,181464,University of Nebraska-Lincoln,Agricultural Business and Production,'01',Bachelor's degree,105,85,20,102,82,20,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,1,0
1998-1999,181464,University of Nebraska-Lincoln,Agricultural Sciences,'02',Bachelor's degree,98,68,30,96,67,29,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
1998-1999,181464,University of Nebraska-Lincoln,Architecture and Related Programs,'04',Bachelor's degree,41,21,20,37,19,18,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,2,1,1
1998-1999,181464,University of Nebraska-Lincoln,Area- Ethnic and Cultural Studies,'05',Bachelor's degree,5,1,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,1,0,1
1998-1999,181464,University of Nebraska-Lincoln,Biological Science/Life Sciences,'26',Bachelor's degree,178,85,93,160,80,80,3,0,3,1,1,0,5,1,4,0,0,0,5,1,4,4,2,2
1998-1999,181464,University of Nebraska-Lincoln,Business Management and Administrative Services,'52',Bachelor's degree,604,344,260,502,292,210,9,7,2,6,4,2,10,7,3,0,0,0,6,4,2,71,30,41
1998-1999,181464,University of Nebraska-Lincoln,Communications,'09',Bachelor's degree,228,86,142,208,76,132,3,1,2,3,1,2,3,2,1,0,0,0,7,4,3,4,2,2
1998-1999,181464,University of Nebraska-Lincoln,Computer and Information Sciences,'11',Bachelor's degree,32,26,6,21,18,3,0,0,0,0,0,0,2,2,0,0,0,0,1,0,1,8,6,2
1998-1999,181464,University of Nebraska-Lincoln,Conservation and Renewable Natural Resources,'03',Bachelor's degree,57,35,22,53,32,21,0,0,0,0,0,0,1,0,1,0,0,0,2,2,0,1,1,0
1998-1999,181464,University of Nebraska-Lincoln,Education,'13',Bachelor's degree,292,99,193,279,95,184,1,0,1,1,0,1,4,2,2,0,0,0,7,2,5,0,0,0
1998-1999,181464,University of Nebraska-Lincoln,Engineering,'14',Bachelor's degree,215,187,28,184,158,26,1,1,0,4,4,0,6,5,1,0,0,0,4,4,0,16,15,1
1998-1999,181464,University of Nebraska-Lincoln,Engineering-Related Technologies,'15',Bachelor's degree,83,78,5,74,69,5,1,1,0,2,2,0,4,4,0,0,0,0,2,2,0,0,0,0
1998-1999,181464,University of Nebraska-Lincoln,English Language and Literature/Letters,'23',Bachelor's degree,91,38,53,79,32,47,2,0,2,1,0,1,1,0,1,1,0,1,7,6,1,0,0,0
1998-1999,181464,University of Nebraska-Lincoln,Foreign Languages and Literatures,'16',Bachelor's degree,35,13,22,28,10,18,1,0,1,3,2,1,0,0,0,1,1,0,1,0,1,1,0,1
1998-1999,181464,University of Nebraska-Lincoln,Health Professions and Related Sciences,'51',Bachelor's degree,71,19,52,68,19,49,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,2
1998-1999,181464,University of Nebraska-Lincoln,Home Economics- General,'19',Bachelor's degree,223,12,211,204,11,193,5,1,4,3,0,3,2,0,2,3,0,3,6,0,6,0,0,0
1998-1999,181464,University of Nebraska-Lincoln,Liberal Arts and Studies- General Sciences and Humanities,'24',Bachelor's degree,5,0,5,4,0,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1998-1999,181464,University of Nebraska-Lincoln,Mathematics,'27',Bachelor's degree,25,18,7,21,16,5,0,0,0,1,1,0,2,0,2,0,0,0,1,1,0,0,0,0
1998-1999,181464,University of Nebraska-Lincoln,Multi/Interdisciplinary Studies,'30',Bachelor's degree,5,2,3,4,2,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1998-1999,181464,University of Nebraska-Lincoln,Parks- Recreation- Leisure and Fitness Studies,'31',Bachelor's degree,31,16,15,29,14,15,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
1998-1999,181464,University of Nebraska-Lincoln,Philosophy and Religion,'38',Bachelor's degree,8,7,1,6,5,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
1998-1999,181464,University of Nebraska-Lincoln,Physical Sciences,'40',Bachelor's degree,29,17,12,24,14,10,0,0,0,0,0,0,1,0,1,0,0,0,3,2,1,1,1,0
1998-1999,181464,University of Nebraska-Lincoln,Psychology,'42',Bachelor's degree,166,42,124,147,39,108,3,2,1,4,0,4,4,0,4,0,0,0,4,1,3,4,0,4
1998-1999,181464,University of Nebraska-Lincoln,Social Sciences and History,'45',Bachelor's degree,169,102,67,149,90,59,5,4,1,4,3,1,2,0,2,0,0,0,7,4,3,2,1,1
1998-1999,181464,University of Nebraska-Lincoln,Visual and Performing Arts,'50',Bachelor's degree,80,37,43,73,34,39,1,1,0,1,0,1,2,1,1,0,0,0,2,1,1,1,0,1
1998-1999,186380,Rutgers University-New Brunswick,Agricultural Sciences,'02',Bachelor's degree,103,30,73,83,24,59,3,1,2,3,1,2,9,2,7,0,0,0,2,0,2,3,2,1
1998-1999,186380,Rutgers University-New Brunswick,Architecture and Related Programs,'04',Bachelor's degree,44,33,11,35,26,9,0,0,0,1,0,1,3,2,1,0,0,0,3,3,0,2,2,0
1998-1999,186380,Rutgers University-New Brunswick,Area- Ethnic and Cultural Studies,'05',Bachelor's degree,84,14,70,58,7,51,10,3,7,9,2,7,1,0,1,0,0,0,5,2,3,1,0,1
1998-1999,186380,Rutgers University-New Brunswick,Biological Science/Life Sciences,'26',Bachelor's degree,552,209,343,256,92,164,41,15,26,39,17,22,170,70,100,0,0,0,35,14,21,11,1,10
1998-1999,186380,Rutgers University-New Brunswick,Business Management and Administrative Services,'52',Bachelor's degree,349,169,180,200,111,89,19,9,10,12,5,7,98,35,63,0,0,0,15,7,8,5,2,3
1998-1999,186380,Rutgers University-New Brunswick,Communications,'09',Bachelor's degree,349,117,232,238,83,155,22,7,15,35,13,22,38,10,28,0,0,0,15,4,11,1,0,1
1998-1999,186380,Rutgers University-New Brunswick,Computer and Information Sciences,'11',Bachelor's degree,212,152,60,93,74,19,6,4,2,6,5,1,86,58,28,0,0,0,10,6,4,11,5,6
1998-1999,186380,Rutgers University-New Brunswick,Conservation and Renewable Natural Resources,'03',Bachelor's degree,157,73,84,129,61,68,3,1,2,2,1,1,8,3,5,0,0,0,14,7,7,1,0,1
1998-1999,186380,Rutgers University-New Brunswick,Education,'13',Bachelor's degree,137,57,80,92,40,52,5,0,5,9,5,4,25,10,15,2,1,1,3,0,3,1,1,0
1998-1999,186380,Rutgers University-New Brunswick,Engineering,'14',Bachelor's degree,418,324,94,222,180,42,23,15,8,27,21,6,105,70,35,1,1,0,17,15,2,23,22,1
1998-1999,186380,Rutgers University-New Brunswick,English Language and Literature/Letters,'23',Bachelor's degree,299,88,211,219,63,156,22,3,19,21,8,13,20,8,12,1,0,1,14,6,8,2,0,2
1998-1999,186380,Rutgers University-New Brunswick,Foreign Languages and Literatures,'16',Bachelor's degree,127,31,96,64,21,43,8,3,5,31,5,26,18,2,16,0,0,0,3,0,3,3,0,3
1998-1999,186380,Rutgers University-New Brunswick,Health Professions and Related Sciences,'51',Bachelor's degree,212,68,144,104,33,71,24,6,18,12,4,8,61,22,39,1,0,1,6,1,5,4,2,2
1998-1999,186380,Rutgers University-New Brunswick,Home Economics- General,'19',Bachelor's degree,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998-1999,186380,Rutgers University-New Brunswick,Mathematics,'27',Bachelor's degree,51,16,35,34,12,22,4,1,3,0,0,0,10,1,9,0,0,0,2,2,0,1,0,1
1998-1999,186380,Rutgers University-New Brunswick,Multi/Interdisciplinary Studies,'30',Bachelor's degree,9,4,5,2,0,2,1,0,1,1,1,0,1,0,1,1,0,1,3,3,0,0,0,0
1998-1999,186380,Rutgers University-New Brunswick,Philosophy and Religion,'38',Bachelor's degree,33,22,11,20,12,8,3,1,2,2,2,0,3,2,1,1,1,0,4,4,0,0,0,0
1998-1999,186380,Rutgers University-New Brunswick,Physical Sciences,'40',Bachelor's degree,75,51,24,57,41,16,1,1,0,2,2,0,9,5,4,0,0,0,3,2,1,3,0,3
1998-1999,186380,Rutgers University-New Brunswick,Protective Services,'43',Bachelor's degree,221,135,86,140,90,50,23,12,11,33,18,15,13,7,6,1,1,0,11,7,4,0,0,0
1998-1999,186380,Rutgers University-New Brunswick,Psychology,'42',Bachelor's degree,579,153,426,382,107,275,34,3,31,53,18,35,75,19,56,3,0,3,30,6,24,2,0,2
1998-1999,186380,Rutgers University-New Brunswick,Public Administration and Services,'44',Bachelor's degree,26,2,24,17,0,17,3,0,3,1,0,1,1,0,1,0,0,0,3,2,1,1,0,1
1998-1999,186380,Rutgers University-New Brunswick,Social Sciences and History,'45',Bachelor's degree,1032,562,470,598,342,256,95,43,52,78,44,34,178,92,86,5,3,2,57,24,33,21,14,7
1998-1999,186380,Rutgers University-New Brunswick,Visual and Performing Arts,'50',Bachelor's degree,193,76,117,142,59,83,7,2,5,11,2,9,17,8,9,0,0,0,13,5,8,3,0,3
1998-1999,198419,Duke University,Area- Ethnic and Cultural Studies,'05',Bachelor's degree,37,11,26,20,5,15,4,2,2,7,2,5,3,1,2,0,0,0,0,0,0,3,1,2
1998-1999,198419,Duke University,Biological Science/Life Sciences,'26',Bachelor's degree,212,98,114,141,66,75,13,3,10,10,5,5,42,23,19,2,0,2,0,0,0,4,1,3
1998-1999,198419,Duke University,Computer and Information Sciences,'11',Bachelor's degree,42,32,10,33,25,8,1,0,1,0,0,0,8,7,1,0,0,0,0,0,0,0,0,0
1998-1999,198419,Duke University,Conservation and Renewable Natural Resources,'03',Bachelor's degree,41,13,28,28,8,20,7,2,5,0,0,0,4,2,2,2,1,1,0,0,0,0,0,0
1998-1999,198419,Duke University,Engineering,'14',Bachelor's degree,186,133,53,128,90,38,6,4,2,4,4,0,37,27,10,1,1,0,0,0,0,10,7,3
1998-1999,198419,Duke University,English Language and Literature/Letters,'23',Bachelor's degree,108,28,80,91,23,68,7,3,4,4,1,3,5,1,4,0,0,0,0,0,0,1,0,1
1998-1999,198419,Duke University,Foreign Languages and Literatures,'16',Bachelor's degree,37,10,27,29,7,22,2,0,2,5,2,3,1,1,0,0,0,0,0,0,0,0,0,0
1998-1999,198419,Duke University,Liberal Arts and Studies- General Sciences and Humanities,'24',Bachelor's degree,9,4,5,8,4,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1998-1999,198419,Duke University,Mathematics,'27',Bachelor's degree,26,19,7,19,16,3,3,2,1,0,0,0,3,1,2,0,0,0,0,0,0,1,0,1
1998-1999,198419,Duke University,Multi/Interdisciplinary Studies,'30',Bachelor's degree,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998-1999,198419,Duke University,Philosophy and Religion,'38',Bachelor's degree,24,16,8,18,11,7,2,2,0,0,0,0,2,2,0,0,0,0,1,1,0,1,0,1
1998-1999,198419,Duke University,Physical Sciences,'40',Bachelor's degree,55,29,26,35,20,15,6,3,3,5,1,4,6,4,2,2,1,1,1,0,1,0,0,0
1998-1999,198419,Duke University,Psychology,'42',Bachelor's degree,136,35,101,91,22,69,16,3,13,11,5,6,15,5,10,1,0,1,1,0,1,1,0,1
1998-1999,198419,Duke University,Public Administration and Services,'44',Bachelor's degree,146,66,80,115,52,63,14,4,10,6,5,1,9,5,4,1,0,1,0,0,0,1,0,1
1998-1999,198419,Duke University,Social Sciences and History,'45',Bachelor's degree,472,258,214,358,197,161,37,15,22,13,7,6,41,25,16,1,0,1,2,2,0,20,12,8
1998-1999,198419,Duke University,Visual and Performing Arts,'50',Bachelor's degree,42,12,30,33,10,23,2,0,2,3,1,2,3,1,2,0,0,0,1,0,1,0,0,0
1998-1999,199120,University of North Carolina at Chapel Hill,Area- Ethnic and Cultural Studies,'05',Bachelor's degree,121,40,81,88,28,60,16,4,12,5,3,2,7,2,5,1,0,1,0,0,0,4,3,1
1998-1999,199120,University of North Carolina at Chapel Hill,Biological Science/Life Sciences,'26',Bachelor's degree,357,152,205,274,123,151,41,9,32,7,2,5,30,16,14,4,2,2,0,0,0,1,0,1
1998-1999,199120,University of North Carolina at Chapel Hill,Business Management and Administrative Services,'52',Bachelor's degree,335,165,170,290,149,141,18,6,12,4,2,2,16,5,11,1,0,1,0,0,0,6,3,3
1998-1999,199120,University of North Carolina at Chapel Hill,Communications,'09',Bachelor's degree,521,156,365,429,123,306,66,26,40,7,2,5,14,3,11,2,1,1,0,0,0,3,1,2
1998-1999,199120,University of North Carolina at Chapel Hill,Education,'13',Bachelor's degree,58,6,52,51,6,45,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998-1999,199120,University of North Carolina at Chapel Hill,English Language and Literature/Letters,'23',Bachelor's degree,197,64,133,178,59,119,10,1,9,4,2,2,5,2,3,0,0,0,0,0,0,0,0,0
1998-1999,199120,University of North Carolina at Chapel Hill,Foreign Languages and Literatures,'16',Bachelor's degree,54,13,41,48,13,35,3,0,3,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0
1998-1999,199120,University of North Carolina at Chapel Hill,Health Professions and Related Sciences,'51',Bachelor's degree,257,51,206,202,36,166,20,4,16,4,1,3,29,10,19,2,0,2,0,0,0,0,0,0
1998-1999,199120,University of North Carolina at Chapel Hill,Home Economics- General,'19',Bachelor's degree,17,0,17,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
1998-1999,199120,University of North Carolina at Chapel Hill,Liberal Arts and Studies- General Sciences and Humanities,'24',Bachelor's degree,11,3,8,7,1,6,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0
1998-1999,199120,University of North Carolina at Chapel Hill,Mathematics,'27',Bachelor's degree,91,60,31,71,47,24,9,3,6,2,2,0,5,4,1,1,1,0,0,0,0,3,3,0
1998-1999,199120,University of North Carolina at Chapel Hill,Multi/Interdisciplinary Studies,'30',Bachelor's degree,7,4,3,7,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998-1999,199120,University of North Carolina at Chapel Hill,Parks- Recreation- Leisure and Fitness Studies,'31',Bachelor's degree,134,49,85,101,37,64,27,10,17,2,0,2,3,2,1,1,0,1,0,0,0,0,0,0
1998-1999,199120,University of North Carolina at Chapel Hill,Philosophy and Religion,'38',Bachelor's degree,32,21,11,32,21,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998-1999,199120,University of North Carolina at Chapel Hill,Physical Sciences,'40',Bachelor's degree,118,69,49,82,52,30,11,3,8,0,0,0,22,13,9,0,0,0,0,0,0,3,1,2
1998-1999,199120,University of North Carolina at Chapel Hill,Psychology,'42',Bachelor's degree,350,80,270,280,59,221,45,12,33,4,1,3,18,7,11,1,0,1,0,0,0,2,1,1
1998-1999,199120,University of North Carolina at Chapel Hill,Public Administration and Services,'44',Bachelor's degree,37,12,25,27,9,18,6,3,3,0,0,0,3,0,3,1,0,1,0,0,0,0,0,0
1998-1999,199120,University of North Carolina at Chapel Hill,Social Sciences and History,'45',Bachelor's degree,633,362,271,544,325,219,57,19,38,5,1,4,18,10,8,5,3,2,0,0,0,4,4,0
1998-1999,199120,University of North Carolina at Chapel Hill,Visual and Performing Arts,'50',Bachelor's degree,77,23,54,71,22,49,2,1,1,1,0,1,3,0,3,0,0,0,0,0,0,0,0,0
1998-1999,204796,Ohio State University-Main Campus,Agricultural Business and Production,'01',Bachelor's degree,100,71,29,83,62,21,13,7,6,0,0,0,1,1,0,1,0,1,2,1,1,0,0,0
1998-1999,204796,Ohio State University-Main Campus,Agricultural Sciences,'02',Bachelor's degree,179,85,94,167,83,84,5,1,4,3,1,2,3,0,3,0,0,0,1,0,1,0,0,0
1998-1999,204796,Ohio State University-Main Campus,Architecture and Related Programs,'04',Bachelor's degree,90,65,25,65,45,20,2,2,0,1,1,0,3,2,1,1,1,0,4,3,1,14,11,3
1998-1999,204796,Ohio State University-Main Campus,Area- Ethnic and Cultural Studies,'05',Bachelor's degree,45,5,40,23,1,22,20,4,16,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
1998-1999,204796,Ohio State University-Main Campus,Biological Science/Life Sciences,'26',Bachelor's degree,285,142,143,210,108,102,11,2,9,11,7,4,45,21,24,1,0,1,2,1,1,5,3,2
1998-1999,204796,Ohio State University-Main Campus,Business Management and Administrative Services,'52',Bachelor's degree,960,553,407,708,434,274,39,17,22,8,5,3,57,27,30,1,0,1,12,8,4,135,62,73
1998-1999,204796,Ohio State University-Main Campus,Communications,'09',Bachelor's degree,409,161,248,348,141,207,44,13,31,5,3,2,7,1,6,0,0,0,1,1,0,4,2,2
1998-1999,204796,Ohio State University-Main Campus,Computer and Information Sciences,'11',Bachelor's degree,162,134,28,107,91,16,8,4,4,3,3,0,21,17,4,0,0,0,2,0,2,21,19,2
1998-1999,204796,Ohio State University-Main Campus,Conservation and Renewable Natural Resources,'03',Bachelor's degree,175,92,83,159,86,73,4,0,4,1,0,1,4,1,3,3,1,2,3,3,0,1,1,0
1998-1999,204796,Ohio State University-Main Campus,Education,'13',Bachelor's degree,283,83,200,254,72,182,16,6,10,5,2,3,4,2,2,0,0,0,2,1,1,2,0,2
1998-1999,204796,Ohio State University-Main Campus,Engineering,'14',Bachelor's degree,552,461,91,412,349,63,15,13,2,7,5,2,35,27,8,0,0,0,4,2,2,79,65,14
1998-1999,204796,Ohio State University-Main Campus,Engineering-Related Technologies,'15',Bachelor's degree,4,4,0,3,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998-1999,204796,Ohio State University-Main Campus,English Language and Literature/Letters,'23',Bachelor's degree,280,128,152,251,117,134,14,4,10,2,0,2,4,2,2,3,2,1,6,3,3,0,0,0
1998-1999,204796,Ohio State University-Main Campus,Foreign Languages and Literatures,'16',Bachelor's degree,142,63,79,117,53,64,5,2,3,5,3,2,5,3,2,1,0,1,4,2,2,5,0,5
1998-1999,204796,Ohio State University-Main Campus,Health Professions and Related Sciences,'51',Bachelor's degree,546,122,424,479,109,370,24,1,23,4,1,3,30,8,22,2,1,1,1,1,0,6,1,5
1998-1999,204796,Ohio State University-Main Campus,Home Economics- General,'19',Bachelor's degree,619,189,430,517,161,356,43,10,33,8,3,5,33,9,24,1,0,1,5,2,3,12,4,8
1998-1999,204796,Ohio State University-Main Campus,Liberal Arts and Studies- General Sciences and Humanities,'24',Bachelor's degree,3,1,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998-1999,204796,Ohio State University-Main Campus,Marketing Operations/Marketing and Distribution,'08',Bachelor's degree,43,27,16,28,19,9,3,0,3,1,1,0,3,1,2,0,0,0,0,0,0,8,6,2
1998-1999,204796,Ohio State University-Main Campus,Mathematics,'27',Bachelor's degree,53,36,17,43,33,10,4,0,4,0,0,0,3,1,2,0,0,0,0,0,0,3,2,1
1998-1999,204796,Ohio State University-Main Campus,Multi/Interdisciplinary Studies,'30',Bachelor's degree,15,6,9,13,4,9,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1998-1999,204796,Ohio State University-Main Campus,Parks- Recreation- Leisure and Fitness Studies,'31',Bachelor's degree,65,34,31,56,29,27,3,2,1,1,1,0,1,1,0,0,0,0,1,0,1,3,1,2
1998-1999,204796,Ohio State University-Main Campus,Philosophy and Religion,'38',Bachelor's degree,34,24,10,28,19,9,1,1,0,1,1,0,2,2,0,0,0,0,2,1,1,0,0,0
1998-1999,204796,Ohio State University-Main Campus,Physical Sciences,'40',Bachelor's degree,75,48,27,56,39,17,5,0,5,1,0,1,7,3,4,0,0,0,2,2,0,4,4,0
1998-1999,204796,Ohio State University-Main Campus,Psychology,'42',Bachelor's degree,427,135,292,342,103,239,39,14,25,4,3,1,28,10,18,2,1,1,5,2,3,7,2,5
1998-1999,204796,Ohio State University-Main Campus,Public Administration and Services,'44',Bachelor's degree,70,3,67,62,2,60,5,1,4,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0
1998-1999,204796,Ohio State University-Main Campus,Social Sciences and History,'45',Bachelor's degree,934,489,445,751,411,340,79,24,55,19,10,9,30,12,18,5,3,2,16,9,7,34,20,14
1998-1999,204796,Ohio State University-Main Campus,Transporation and Material Moving Workers,'49',Bachelor's degree,56,50,6,51,45,6,2,2,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0
1998-1999,204796,Ohio State University-Main Campus,Visual and Performing Arts,'50',Bachelor's degree,213,89,124,179,77,102,10,4,6,2,1,1,10,1,9,0,0,0,2,1,1,10,5,5
1998-1999,207388,Oklahoma State University-Main Campus,Agricultural Business and Production,'01',Bachelor's degree,123,85,38,111,74,37,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,6,5,1
1998-1999,207388,Oklahoma State University-Main Campus,Agricultural Sciences,'02',Bachelor's degree,363,223,140,311,192,119,2,2,0,0,0,0,1,0,1,45,27,18,0,0,0,4,2,2
1998-1999,207388,Oklahoma State University-Main Campus,Architecture and Related Programs,'04',Bachelor's degree,48,36,12,37,30,7,0,0,0,0,0,0,0,0,0,8,4,4,0,0,0,3,2,1
1998-1999,207388,Oklahoma State University-Main Campus,Biological Science/Life Sciences,'26',Bachelor's degree,249,120,129,199,99,100,7,0,7,2,0,2,3,3,0,32,17,15,0,0,0,6,1,5
1998-1999,207388,Oklahoma State University-Main Campus,Business Management and Administrative Services,'52',Bachelor's degree,1321,722,599,937,527,410,22,12,10,19,8,11,30,15,15,74,35,39,0,0,0,239,125,114
1998-1999,207388,Oklahoma State University-Main Campus,Communications,'09',Bachelor's degree,168,74,94,136,56,80,3,3,0,4,2,2,4,2,2,13,7,6,0,0,0,8,4,4
