Year,unitid,Institution_Name,CIP_Classificaiton,cipcode,Award_Level,Total,T.M,T.F,T.C,T.C.M,T.C.F,T.AA,T.AA.M,T.AA.F,T.H,T.H.M,T.H.W,T.AS/PI,T.AS/PI.M,T.AS/PI.F,T.AI,T.AI.M,T.AI.F,T.NON,T.NON.M,T.NON.F
1986-1987,228246,Southern Methodist University,Business and Management,'06.0000',Bachelor's degree,374,204,170,352,194,158,3,3,0,10,4,6,5,1,4,1,0,1,3,2,1
1986-1987,228246,Southern Methodist University,Communications,'09.0000',Bachelor's degree,222,54,168,213,51,162,2,1,1,4,1,3,2,0,2,0,0,0,1,1,0
1986-1987,228246,Southern Methodist University,Computer and Information Sciences,'11.0000',Bachelor's degree,25,14,11,19,10,9,1,1,0,2,1,1,3,2,1,0,0,0,0,0,0
1986-1987,228246,Southern Methodist University,Education,'13.0000',Bachelor's degree,18,9,9,16,7,9,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
1986-1987,228246,Southern Methodist University,Engineering,'14.0000',Bachelor's degree,119,103,16,96,84,12,4,2,2,7,6,1,6,5,1,0,0,0,6,6,0
1986-1987,228246,Southern Methodist University,Engineering-Related Technologies,'15.0000',Bachelor's degree,10,4,6,9,3,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1986-1987,228246,Southern Methodist University,English Language and Literature/Letters,'23.0000',Bachelor's degree,45,19,26,44,19,25,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1986-1987,228246,Southern Methodist University,Foreign Languages and Literatures,'16.0000',Bachelor's degree,26,7,19,23,7,16,0,0,0,2,0,2,0,0,0,0,0,0,1,0,1
1986-1987,228246,Southern Methodist University,Mathematics,'27.0000',Bachelor's degree,27,13,14,24,13,11,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0
1986-1987,228246,Southern Methodist University,Philosophy and Religion,'38.0000',Bachelor's degree,12,6,6,12,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986-1987,228246,Southern Methodist University,Physical Sciences,'40.0000',Bachelor's degree,17,13,4,16,12,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1986-1987,228246,Southern Methodist University,Protective Services,'43.0000',Bachelor's degree,8,2,6,7,1,6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1986-1987,228246,Southern Methodist University,Psychology,'42.0000',Bachelor's degree,75,32,43,67,28,39,5,2,3,2,1,1,0,0,0,0,0,0,1,1,0
1986-1987,228246,Southern Methodist University,Social Sciences and History,'45.0000',Bachelor's degree,259,177,82,234,160,74,7,4,3,7,2,5,3,3,0,0,0,0,8,8,0
1986-1987,228246,Southern Methodist University,Visual and Performing Arts,'50.0000',Bachelor's degree,120,33,87,116,32,84,3,1,2,0,0,0,1,0,1,0,0,0,0,0,0
1986-1987,243744,Stanford University,Area- Ethnic and Cultural Studies,'05.0000',Bachelor's degree,20,8,12,18,7,11,1,0,1,1,1,0,0,,,0,0,0,0,,
1986-1987,243744,Stanford University,Biological Sciences/Life Sciences,'26.0000',Bachelor's degree,147,87,60,87,54,33,10,5,5,12,8,4,27,15,12,3,1,2,8,4,4
1986-1987,243744,Stanford University,Communications,'09.0000',Bachelor's degree,35,9,26,26,9,17,4,0,4,2,0,2,3,0,3,0,,,0,,
1986-1987,243744,Stanford University,Computer and Information Sciences,'11.0000',Bachelor's degree,16,13,3,12,9,3,0,0,0,0,0,0,1,1,0,1,1,0,2,2,0
1986-1987,243744,Stanford University,Engineering,'14.0000',Bachelor's degree,333,257,76,208,164,44,29,22,7,34,22,12,31,24,7,1,1,0,30,24,6
1986-1987,243744,Stanford University,English Language and Literature/Letters,'23.0000',Bachelor's degree,101,31,70,82,26,56,7,2,5,6,1,5,5,1,4,0,0,0,1,1,0
1986-1987,243744,Stanford University,Foreign Languages and Literatures,'16.0000',Bachelor's degree,29,8,21,21,8,13,4,0,4,3,0,3,1,0,1,0,0,0,0,,
1986-1987,243744,Stanford University,Health Sciences,'18.0000',Bachelor's degree,1,1,0,1,1,0,0,0,0,0,,,0,0,0,0,0,0,0,,
1986-1987,243744,Stanford University,Mathematics,'27.0000',Bachelor's degree,44,30,14,35,23,12,1,0,1,3,3,0,1,1,0,0,0,0,4,3,1
1986-1987,243744,Stanford University,Multi/Interdisciplinary Studies,'30.0000',Bachelor's degree,158,58,100,116,42,74,12,5,7,11,6,5,13,4,9,2,1,1,4,0,4
1986-1987,243744,Stanford University,Philosophy and Religion,'38.0000',Bachelor's degree,25,17,8,21,16,5,0,0,0,2,1,1,0,0,0,0,0,0,2,0,2
1986-1987,243744,Stanford University,Physical Sciences,'40.0000',Bachelor's degree,43,32,11,35,28,7,1,1,0,2,1,1,2,1,1,0,0,0,3,1,2
1986-1987,243744,Stanford University,Psychology,'42.0000',Bachelor's degree,76,35,41,52,25,27,7,1,6,8,5,3,5,3,2,2,0,2,2,1,1
1986-1987,243744,Stanford University,Public Administration and Services,'44.0000',Bachelor's degree,8,4,4,3,2,1,3,0,3,2,2,0,0,,,0,0,0,0,,
1986-1987,243744,Stanford University,Social Sciences and History,'45.0000',Bachelor's degree,547,329,218,421,269,152,41,15,26,37,21,16,18,6,12,2,2,0,28,16,12
1986-1987,243744,Stanford University,Visual and Performing Arts,'50.0000',Bachelor's degree,45,16,29,31,14,17,2,1,1,5,0,5,3,1,2,0,0,0,4,0,4
1986-1987,228723,Texas A & M University-College Station,Agricultural Business and Production,'01.0000',Bachelor's degree,277,214,63,260,199,61,1,1,0,7,6,1,0,0,0,2,1,1,7,7,0
1986-1987,228723,Texas A & M University-College Station,Agricultural Sciences,'02.0000',Bachelor's degree,364,198,166,333,182,151,3,1,2,10,5,5,2,0,2,0,0,0,16,10,6
1986-1987,228723,Texas A & M University-College Station,Architecture and Related Programs,'04.0000',Bachelor's degree,339,266,73,304,237,67,1,1,0,14,12,2,7,7,0,1,1,0,12,8,4
1986-1987,228723,Texas A & M University-College Station,Biological Sciences/Life Sciences,'26.0000',Bachelor's degree,220,121,99,183,98,85,3,0,3,10,9,1,20,11,9,0,0,0,4,3,1
1986-1987,228723,Texas A & M University-College Station,Business and Management,'06.0000',Bachelor's degree,1159,568,591,1084,528,556,9,5,4,34,19,15,11,2,9,0,0,0,21,14,7
1986-1987,228723,Texas A & M University-College Station,Communications,'09.0000',Bachelor's degree,121,37,84,115,35,80,2,1,1,3,1,2,0,0,0,0,0,0,1,0,1
1986-1987,228723,Texas A & M University-College Station,Computer and Information Sciences,'11.0000',Bachelor's degree,246,172,74,202,138,64,5,4,1,12,11,1,10,7,3,0,0,0,17,12,5
1986-1987,228723,Texas A & M University-College Station,Conservation and Renewable Natural Resources,'03.0000',Bachelor's degree,8,7,1,7,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1986-1987,228723,Texas A & M University-College Station,Education,'13.0000',Bachelor's degree,630,130,500,596,121,475,12,6,6,15,3,12,3,0,3,0,0,0,4,0,4
1986-1987,228723,Texas A & M University-College Station,Engineering,'14.0000',Bachelor's degree,1298,1112,186,1059,917,142,16,10,6,77,59,18,57,43,14,3,3,0,86,80,6
1986-1987,228723,Texas A & M University-College Station,Engineering-Related Technologies,'15.0000',Bachelor's degree,156,145,11,136,129,7,1,0,1,15,12,3,0,0,0,1,1,0,10,7,3
1986-1987,228723,Texas A & M University-College Station,English Language and Literature/Letters,'23.0000',Bachelor's degree,97,25,72,87,23,64,2,0,2,8,2,6,0,0,0,0,0,0,0,0,0
1986-1987,228723,Texas A & M University-College Station,Foreign Languages and Literatures,'16.0000',Bachelor's degree,27,8,19,21,7,14,1,0,1,4,1,3,0,0,0,0,0,0,1,0,1
1986-1987,228723,Texas A & M University-College Station,Health Sciences,'18.0000',Bachelor's degree,106,58,48,101,55,46,0,0,0,4,3,1,1,0,1,0,0,0,0,0,0
1986-1987,228723,Texas A & M University-College Station,Home Economics,'19.0000',Bachelor's degree,19,2,17,17,2,15,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0
1986-1987,228723,Texas A & M University-College Station,Marketing Operations/Marketing and Distribution,'08.0000',Bachelor's degree,98,86,12,93,81,12,1,1,0,2,2,0,1,1,0,0,0,0,1,1,0
1986-1987,228723,Texas A & M University-College Station,Mathematics,'27.0000',Bachelor's degree,26,12,14,26,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986-1987,228723,Texas A & M University-College Station,Multi/Interdisciplinary Studies,'30.0000',Bachelor's degree,121,47,74,106,41,65,2,0,2,11,6,5,1,0,1,0,0,0,1,0,1
1986-1987,228723,Texas A & M University-College Station,Parks- Recreation- Leisure and Fitness,'31.0000',Bachelor's degree,48,18,30,44,16,28,1,1,0,2,0,2,0,0,0,1,1,0,0,0,0
1986-1987,228723,Texas A & M University-College Station,Philosophy and Religion,'38.0000',Bachelor's degree,11,7,4,10,7,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1986-1987,228723,Texas A & M University-College Station,Physical Sciences,'40.0000',Bachelor's degree,113,77,36,101,70,31,0,0,0,7,4,3,1,0,1,0,0,0,4,3,1
1986-1987,228723,Texas A & M University-College Station,Psychology,'42.0000',Bachelor's degree,200,49,151,176,44,132,1,0,1,17,5,12,3,0,3,1,0,1,2,0,2
1986-1987,228723,Texas A & M University-College Station,Social Sciences and History,'45.0000',Bachelor's degree,375,223,152,344,206,138,1,1,0,26,14,12,2,1,1,0,0,0,2,1,1
1986-1987,228723,Texas A & M University-College Station,Visual and Performing Arts,'50.0000',Bachelor's degree,5,3,2,4,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1986-1987,100751,The University of Alabama,Allied Health,'17.0000',Bachelor's degree,7,2,5,7,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986-1987,100751,The University of Alabama,Architecture and Related Programs,'04.0000',Bachelor's degree,13,1,12,13,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986-1987,100751,The University of Alabama,Area- Ethnic and Cultural Studies,'05.0000',Bachelor's degree,7,4,3,7,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986-1987,100751,The University of Alabama,Biological Sciences/Life Sciences,'26.0000',Bachelor's degree,33,20,13,29,18,11,3,2,1,1,,1,0,0,0,0,0,0,0,,
1986-1987,100751,The University of Alabama,Business (Admin Support),'07.0000',Bachelor's degree,2,,2,2,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986-1987,100751,The University of Alabama,Business and Management,'06.0000',Bachelor's degree,589,353,236,543,331,212,35,15,20,1,1,,1,,1,0,,,9,6,3
1986-1987,100751,The University of Alabama,Communications,'09.0000',Bachelor's degree,309,139,170,283,131,152,25,7,18,0,0,0,0,0,0,0,0,0,1,1,
1986-1987,100751,The University of Alabama,Computer and Information Sciences,'11.0000',Bachelor's degree,34,21,13,26,18,8,6,3,3,0,0,0,1,,1,0,0,0,1,,1
1986-1987,100751,The University of Alabama,Education,'13.0000',Bachelor's degree,206,36,170,193,33,160,11,2,9,0,0,0,1,1,,0,0,0,1,,1
1986-1987,100751,The University of Alabama,Engineering,'14.0000',Bachelor's degree,322,262,60,217,179,38,28,19,9,3,3,,6,4,2,2,1,1,66,56,10
1986-1987,100751,The University of Alabama,Engineering-Related Technologies,'15.0000',Bachelor's degree,24,23,1,12,12,,4,3,1,0,0,0,1,1,,0,0,0,7,7,
1986-1987,100751,The University of Alabama,English Language and Literature/Letters,'23.0000',Bachelor's degree,37,9,28,32,8,24,4,,4,0,0,0,0,0,0,1,1,,0,0,0
1986-1987,100751,The University of Alabama,Foreign Languages and Literatures,'16.0000',Bachelor's degree,4,2,2,4,2,2,0,,,0,0,0,0,0,0,0,0,0,0,0,0
1986-1987,100751,The University of Alabama,Health Sciences,'18.0000',Bachelor's degree,138,24,114,122,23,99,16,1,15,0,0,0,0,0,0,0,0,0,0,,
1986-1987,100751,The University of Alabama,Home Economics,'19.0000',Bachelor's degree,86,3,83,78,2,76,7,1,6,1,,1,0,0,0,0,0,0,0,,
1986-1987,100751,The University of Alabama,Law (non-first professional),'22.0000',Bachelor's degree,9,9,,9,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986-1987,100751,The University of Alabama,Liberal/General Studies and Humanities,'24.0000',Bachelor's degree,4,,4,4,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986-1987,100751,The University of Alabama,Mathematics,'27.0000',Bachelor's degree,20,10,10,15,8,7,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0
1986-1987,100751,The University of Alabama,Multi/Interdisciplinary Studies,'30.0000',Bachelor's degree,88,55,33,86,53,33,1,1,,0,0,0,0,0,0,0,0,0,1,1,
1986-1987,100751,The University of Alabama,Parks- Recreation- Leisure and Fitness,'31.0000',Bachelor's degree,6,1,5,5,1,4,1,,1,0,0,0,0,0,0,0,0,0,0,0,0
1986-1987,100751,The University of Alabama,Philosophy and Religion,'38.0000',Bachelor's degree,3,3,,2,2,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
1986-1987,100751,The University of Alabama,Physical Sciences,'40.0000',Bachelor's degree,45,33,12,41,30,11,0,0,0,0,0,0,1,,1,0,0,0,3,3,
1986-1987,100751,The University of Alabama,Protective Services,'43.0000',Bachelor's degree,32,19,13,26,17,9,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0
1986-1987,100751,The University of Alabama,Psychology,'42.0000',Bachelor's degree,59,26,33,52,26,26,6,,6,0,0,0,0,,,1,,1,0,0,0
1986-1987,100751,The University of Alabama,Public Administration and Services,'44.0000',Bachelor's degree,27,3,24,24,1,23,2,1,1,0,,,0,0,0,0,0,0,1,1,
1986-1987,100751,The University of Alabama,Social Sciences and History,'45.0000',Bachelor's degree,109,77,32,89,65,24,13,6,7,0,0,0,0,0,0,0,0,0,7,6,1
1986-1987,100751,The University of Alabama,Visual and Performing Arts,'50.0000',Bachelor's degree,33,14,19,30,12,18,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0
1986-1987,100751,The University of Alabama,Vocational Home Economics,'20.0000',Bachelor's degree,1,,1,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986-1987,228778,The University of Texas at Austin,Allied Health,'17.0000',Bachelor's degree,8,1,7,6,0,6,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0
1986-1987,228778,The University of Texas at Austin,Architecture and Related Programs,'04.0000',Bachelor's degree,73,52,21,49,31,18,1,1,0,14,13,1,2,1,1,1,1,0,6,5,1
1986-1987,228778,The University of Texas at Austin,Area- Ethnic and Cultural Studies,'05.0000',Bachelor's degree,40,11,29,38,10,28,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0
1986-1987,228778,The University of Texas at Austin,Biological Sciences/Life Sciences,'26.0000',Bachelor's degree,264,151,113,197,114,83,6,4,2,28,17,11,26,15,11,0,0,0,7,1,6
1986-1987,228778,The University of Texas at Austin,Business (Admin Support),'07.0000',Bachelor's degree,119,63,56,88,47,41,4,1,3,13,7,6,6,3,3,1,1,0,7,4,3
1986-1987,228778,The University of Texas at Austin,Business and Management,'06.0000',Bachelor's degree,1494,830,664,1277,712,565,24,13,11,116,61,55,27,10,17,1,1,0,49,33,16
1986-1987,228778,The University of Texas at Austin,Communications,'09.0000',Bachelor's degree,859,279,580,743,240,503,22,6,16,70,25,45,11,4,7,3,2,1,10,2,8
1986-1987,228778,The University of Texas at Austin,Computer and Information Sciences,'11.0000',Bachelor's degree,160,123,37,98,79,19,2,2,0,12,11,1,17,9,8,0,0,0,31,22,9
1986-1987,228778,The University of Texas at Austin,Education,'13.0000',Bachelor's degree,377,49,328,330,42,288,9,2,7,35,5,30,0,0,0,0,0,0,3,0,3
1986-1987,228778,The University of Texas at Austin,Engineering,'14.0000',Bachelor's degree,831,723,108,558,484,74,5,3,2,53,47,6,52,38,14,3,3,0,160,148,12
1986-1987,228778,The University of Texas at Austin,English Language and Literature/Letters,'23.0000',Bachelor's degree,214,90,124,189,79,110,11,3,8,8,5,3,2,1,1,1,1,0,3,1,2
1986-1987,228778,The University of Texas at Austin,Foreign Languages and Literatures,'16.0000',Bachelor's degree,110,31,79,88,26,62,2,1,1,14,3,11,2,1,1,0,0,0,4,0,4
1986-1987,228778,The University of Texas at Austin,Health Sciences,'18.0000',Bachelor's degree,222,50,172,164,33,131,6,2,4,32,11,21,12,1,11,0,0,0,8,3,5
1986-1987,228778,The University of Texas at Austin,Home Economics,'19.0000',Bachelor's degree,170,5,165,139,2,137,4,1,3,17,2,15,8,0,8,0,0,0,2,0,2
1986-1987,228778,The University of Texas at Austin,Liberal/General Studies and Humanities,'24.0000',Bachelor's degree,97,46,51,88,44,44,3,0,3,5,1,4,1,1,0,0,0,0,0,0,0
1986-1987,228778,The University of Texas at Austin,Mathematics,'27.0000',Bachelor's degree,77,50,27,56,36,20,5,3,2,4,3,1,3,1,2,1,1,0,8,6,2
1986-1987,228778,The University of Texas at Austin,Multi/Interdisciplinary Studies,'30.0000',Bachelor's degree,19,6,13,18,6,12,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1986-1987,228778,The University of Texas at Austin,Philosophy and Religion,'38.0000',Bachelor's degree,30,18,12,25,16,9,0,0,0,2,2,0,3,0,3,0,0,0,0,0,0
1986-1987,228778,The University of Texas at Austin,Physical Sciences,'40.0000',Bachelor's degree,172,136,36,135,108,27,4,2,2,5,5,0,18,13,5,0,0,0,10,8,2
1986-1987,228778,The University of Texas at Austin,Psychology,'42.0000',Bachelor's degree,308,85,223,254,70,184,10,2,8,35,9,26,3,2,1,0,0,0,6,2,4
1986-1987,228778,The University of Texas at Austin,Public Administration and Services,'44.0000',Bachelor's degree,77,15,62,63,9,54,5,4,1,5,1,4,2,0,2,0,0,0,2,1,1
1986-1987,228778,The University of Texas at Austin,Social Sciences and History,'45.0000',Bachelor's degree,823,521,302,659,422,237,36,15,21,95,61,34,9,3,6,1,1,0,23,19,4
1986-1987,228778,The University of Texas at Austin,Visual and Performing Arts,'50.0000',Bachelor's degree,207,74,133,179,64,115,6,1,5,14,8,6,3,1,2,0,0,0,5,0,5
1986-1987,134130,University of Florida,Agricultural Business and Production,'01.0000',Bachelor's degree,87,59,28,68,48,20,12,6,6,1,0,1,0,0,0,0,0,0,6,5,1
1986-1987,134130,University of Florida,Agricultural Sciences,'02.0000',Bachelor's degree,105,55,50,84,42,42,2,1,1,6,3,3,1,0,1,0,0,0,12,9,3
1986-1987,134130,University of Florida,Allied Health,'17.0000',Bachelor's degree,121,27,94,106,21,85,3,2,1,9,4,5,2,0,2,0,0,0,1,0,1
1986-1987,134130,University of Florida,Architecture and Related Programs,'04.0000',Bachelor's degree,117,75,42,94,60,34,3,2,1,15,12,3,2,1,1,0,0,0,3,0,3
1986-1987,134130,University of Florida,Area- Ethnic and Cultural Studies,'05.0000',Bachelor's degree,11,5,6,9,5,4,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
1986-1987,134130,University of Florida,Biological Sciences/Life Sciences,'26.0000',Bachelor's degree,185,114,71,152,96,56,5,2,3,18,13,5,6,3,3,0,0,0,4,0,4
1986-1987,134130,University of Florida,Business and Management,'06.0000',Bachelor's degree,1091,638,453,987,587,400,25,11,14,43,26,17,16,1,15,0,0,0,18,12,6
1986-1987,134130,University of Florida,Communications,'09.0000',Bachelor's degree,653,242,411,596,227,369,20,5,15,26,8,18,6,2,4,0,0,0,5,0,5
1986-1987,134130,University of Florida,Computer and Information Sciences,'11.0000',Bachelor's degree,220,150,70,179,129,50,13,8,5,8,4,4,9,6,3,0,0,0,10,3,7
1986-1987,134130,University of Florida,Conservation and Renewable Natural Resources,'03.0000',Bachelor's degree,21,13,8,20,12,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1986-1987,134130,University of Florida,Education,'13.0000',Bachelor's degree,318,60,258,290,52,238,14,5,9,12,3,9,0,0,0,1,0,1,1,0,1
1986-1987,134130,University of Florida,Engineering,'14.0000',Bachelor's degree,615,522,93,470,402,68,15,10,5,41,37,4,29,19,10,1,1,0,55,51,4
1986-1987,134130,University of Florida,Engineering-Related Technologies,'15.0000',Bachelor's degree,116,108,8,108,101,7,1,1,0,3,2,1,1,1,0,0,0,0,2,2,0
1986-1987,134130,University of Florida,English Language and Literature/Letters,'23.0000',Bachelor's degree,213,67,146,185,57,128,14,3,11,12,5,7,2,2,0,0,0,0,0,0,0
1986-1987,134130,University of Florida,Foreign Languages and Literatures,'16.0000',Bachelor's degree,28,9,19,22,9,13,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3
1986-1987,134130,University of Florida,Health Sciences,'18.0000',Bachelor's degree,210,44,166,175,34,141,5,0,5,21,9,12,5,1,4,0,0,0,3,0,3
1986-1987,134130,University of Florida,Home Economics,'19.0000',Bachelor's degree,11,0,11,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1986-1987,134130,University of Florida,Mathematics,'27.0000',Bachelor's degree,96,55,41,76,44,32,6,3,3,7,5,2,3,1,2,0,0,0,4,2,2
1986-1987,134130,University of Florida,Multi/Interdisciplinary Studies,'30.0000',Bachelor's degree,35,16,19,25,13,12,0,0,0,0,0,0,7,3,4,0,0,0,3,0,3
1986-1987,134130,University of Florida,Philosophy and Religion,'38.0000',Bachelor's degree,14,10,4,13,10,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1986-1987,134130,University of Florida,Physical Sciences,'40.0000',Bachelor's degree,66,50,16,55,43,12,1,1,0,2,1,1,3,1,2,0,0,0,5,4,1
1986-1987,134130,University of Florida,Protective Services,'43.0000',Bachelor's degree,110,67,43,93,56,37,15,9,6,2,2,0,0,0,0,0,0,0,0,0,0
1986-1987,134130,University of Florida,Psychology,'42.0000',Bachelor's degree,260,112,148,225,102,123,18,4,14,13,4,9,3,2,1,0,0,0,1,0,1
1986-1987,134130,University of Florida,Social Sciences and History,'45.0000',Bachelor's degree,476,288,188,414,250,164,23,10,13,28,19,9,4,4,0,0,0,0,7,5,2
1986-1987,134130,University of Florida,Visual and Performing Arts,'50.0000',Bachelor's degree,81,31,50,69,26,43,5,1,4,2,1,1,2,1,1,0,0,0,3,2,1
1986-1987,139959,University of Georgia,Agricultural Business and Production,'01.0000',Bachelor's degree,98,79,19,89,72,17,2,2,,1,1,,0,0,0,0,0,0,6,4,2
1986-1987,139959,University of Georgia,Agricultural Sciences,'02.0000',Bachelor's degree,119,77,42,114,73,41,0,0,0,2,1,1,0,,,0,0,0,3,3,
1986-1987,139959,University of Georgia,Allied Health,'17.0000',Bachelor's degree,5,,5,5,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986-1987,139959,University of Georgia,Architecture and Related Programs,'04.0000',Bachelor's degree,41,28,13,38,27,11,2,,2,1,1,,0,0,0,0,0,0,0,,
1986-1987,139959,University of Georgia,Area- Ethnic and Cultural Studies,'05.0000',Bachelor's degree,3,,3,3,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986-1987,139959,University of Georgia,Biological Sciences/Life Sciences,'26.0000',Bachelor's degree,174,100,74,157,90,67,6,3,3,3,3,,7,4,3,0,0,0,1,,1
1986-1987,139959,University of Georgia,Business and Management,'06.0000',Bachelor's degree,945,485,460,876,460,416,36,11,25,4,1,3,8,4,4,1,,1,20,9,11
1986-1987,139959,University of Georgia,Communications,'09.0000',Bachelor's degree,336,93,243,311,91,220,17,,17,2,1,1,0,0,0,0,0,0,6,1,5
1986-1987,139959,University of Georgia,Communications Technologies,'10.0000',Bachelor's degree,96,40,56,86,38,48,8,2,6,0,0,0,2,,2,0,0,0,0,0,0
1986-1987,139959,University of Georgia,Computer and Information Sciences,'11.0000',Bachelor's degree,114,71,43,92,66,26,5,2,3,0,0,0,0,0,0,0,0,0,17,3,14
1986-1987,139959,University of Georgia,Conservation and Renewable Natural Resources,'03.0000',Bachelor's degree,34,32,2,34,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1986-1987,139959,University of Georgia,Education,'13.0000',Bachelor's degree,509,129,380,481,122,359,17,3,14,3,1,2,1,1,,0,,,7,2,5
1986-1987,139959,University of Georgia,Engineering,'14.0000',Bachelor's degree,23,20,3,22,19,3,1,1,,0,0,0,0,0,0,0,0,0,0,0,0
1986-1987,139959,University of Georgia,English Language and Literature/Letters,'23.0000',Bachelor's degree,194,68,126,189,67,122,5,1,4,0,,,0,0,0,0,0,0,0,,
1986-1987,139959,University of Georgia,Foreign Languages and Literatures,'16.0000',Bachelor's degree,23,5,18,19,3,16,2,2,,1,,1,0,0,0,0,0,0,1,,1
1986-1987,139959,University of Georgia,Health Sciences,'18.0000',Bachelor's degree,165,59,106,153,55,98,5,3,2,0,,,2,,2,0,0,0,5,1,4
1986-1987,139959,University of Georgia,Home Economics,'19.0000',Bachelor's degree,91,3,88,88,3,85,2,,2,0,0,0,0,0,0,0,0,0,1,,1
1986-1987,139959,University of Georgia,Marketing Operations/Marketing and Distribution,'08.0000',Bachelor's degree,38,1,37,37,1,36,0,0,0,0,0,0,0,0,0,0,0,0,1,,1
1986-1987,139959,University of Georgia,Mathematics,'27.0000',Bachelor's degree,31,16,15,21,12,9,9,3,6,0,0,0,0,,,0,0,0,1,1,
1986-1987,139959,University of Georgia,Multi/Interdisciplinary Studies,'30.0000',Bachelor's degree,25,11,14,23,10,13,0,0,0,1,,1,1,1,,0,0,0,0,0,0
1986-1987,139959,University of Georgia,Philosophy and Religion,'38.0000',Bachelor's degree,4,2,2,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1986-1987,139959,University of Georgia,Physical Sciences,'40.0000',Bachelor's degree,39,30,9,37,28,9,1,1,,0,,,0,0,0,0,0,0,1,1,
1986-1987,139959,University of Georgia,Protective Services,'43.0000',Bachelor's degree,28,16,12,24,15,9,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0
1986-1987,139959,University of Georgia,Psychology,'42.0000',Bachelor's degree,151,64,87,142,61,81,6,2,4,2,1,1,1,,1,0,0,0,0,,
1986-1987,139959,University of Georgia,Public Administration and Services,'44.0000',Bachelor's degree,26,4,22,23,4,19,2,,2,0,,,0,,,0,0,0,1,,1
1986-1987,139959,University of Georgia,Social Sciences and History,'45.0000',Bachelor's degree,393,295,98,362,275,87,23,14,9,2,2,,1,1,,0,,,5,3,2
1986-1987,139959,University of Georgia,Visual and Performing Arts,'50.0000',Bachelor's degree,137,30,107,131,29,102,4,1,3,0,0,0,1,,1,0,0,0,1,,1
1986-1987,139959,University of Georgia,Vocational Home Economics,'20.0000',Bachelor's degree,29,2,27,27,1,26,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1986-1987,157289,University of Louisville,Allied Health,'17.0000',Bachelor's degree,24,2,22,23,1,22,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1986-1987,157289,University of Louisville,Architecture and Related Programs,'04.0000',Bachelor's degree,14,2,12,12,1,11,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
1986-1987,157289,University of Louisville,Area- Ethnic and Cultural Studies,'05.0000',Bachelor's degree,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986-1987,157289,University of Louisville,Biological Sciences/Life Sciences,'26.0000',Bachelor's degree,68,34,34,59,31,28,4,0,4,1,0,1,4,3,1,0,0,0,0,0,0
1986-1987,157289,University of Louisville,Business and Management,'06.0000',Bachelor's degree,381,207,174,361,197,164,14,6,8,1,0,1,3,3,0,0,0,0,2,1,1
1986-1987,157289,University of Louisville,Communications,'09.0000',Bachelor's degree,103,49,54,85,40,45,17,9,8,1,0,1,0,0,0,0,0,0,0,0,0
1986-1987,157289,University of Louisville,Computer and Information Sciences,'11.0000',Bachelor's degree,10,4,6,10,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
