Season,Year_Start,Year_End,Date,Month,Day,Name,Person_Type,Current_Team,Team,First_Team,Second_Team,Third_Team,Notes,Award,Award.Name,League,fname,PTS,REB,AST,Wins,Losses,WL%,PPG,RPG,APG,BPG,PPG_Previous,RPG_Previous,APG_Previous,SPG,FG%,FT%,source
1992-1993,1992,1993,NA,NA,NA,Larry Johnson,Player,New Orleans Hornets,Charlotte Hornets,NA,TRUE,NA,six players in All-Interview Second Team,All-Interview,NA,NBA,All NBA Interview Team History Winners (1).csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1992-1993,1992,1993,NA,NA,NA,John Lucas,Coach,San Antonio Spurs,San Antonio Spurs,NA,TRUE,NA,,All-Interview,NA,NBA,All NBA Interview Team History Winners (1).csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1993-1994,1993,1994,NA,NA,NA,Charles Barkley,Player,Phoenix Suns,Phoenix Suns,TRUE,NA,NA,six players in All-Interview First Team,All-Interview,NA,NBA,All NBA Interview Team History Winners (1).csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1993-1994,1993,1994,NA,NA,NA,Karl Malone,Player,Utah Jazz,Utah Jazz,TRUE,NA,NA,six players in All-Interview First Team,All-Interview,NA,NBA,All NBA Interview Team History Winners (1).csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1993-1994,1993,1994,NA,NA,NA,David Robinson,Player,San Antonio Spurs,San Antonio Spurs,TRUE,NA,NA,six players in All-Interview First Team,All-Interview,NA,NBA,All NBA Interview Team History Winners (1).csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1993-1994,1993,1994,NA,NA,NA,Reggie Miller,Player,Indiana Pacers,Indiana Pacers,TRUE,NA,NA,six players in All-Interview First Team,All-Interview,NA,NBA,All NBA Interview Team History Winners (1).csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1993-1994,1993,1994,NA,NA,NA,Horace Grant,Player,Chicago Bulls,Chicago Bulls,TRUE,NA,NA,six players in All-Interview First Team,All-Interview,NA,NBA,All NBA Interview Team History Winners (1).csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1993-1994,1993,1994,NA,NA,NA,Doc Rivers,Player,New York Knicks,New York Knicks,TRUE,NA,NA,six players in All-Interview First Team,All-Interview,NA,NBA,All NBA Interview Team History Winners (1).csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1993-1994,1993,1994,NA,NA,NA,George Karl,Coach,Oklahoma City Thunder,Seattle SuperSonics,TRUE,NA,NA,,All-Interview,NA,NBA,All NBA Interview Team History Winners (1).csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1993-1994,1993,1994,NA,NA,NA,Dikembe Mutombo,Player,Denver Nuggets,Denver Nuggets,NA,TRUE,NA,six players in All-Interview Second Team,All-Interview,NA,NBA,All NBA Interview Team History Winners (1).csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1993-1994,1993,1994,NA,NA,NA,Hakeem Olajuwon,Player,Houston Rockets,Houston Rockets,NA,TRUE,NA,six players in All-Interview Second Team,All-Interview,NA,NBA,All NBA Interview Team History Winners (1).csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1993-1994,1993,1994,NA,NA,NA,Gary Payton,Player,Oklahoma City Thunder,Seattle SuperSonics,NA,TRUE,NA,six players in All-Interview Second Team,All-Interview,NA,NBA,All NBA Interview Team History Winners (1).csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1993-1994,1993,1994,NA,NA,NA,Danny Ainge,Player,Phoenix Suns,Phoenix Suns,NA,TRUE,NA,six players in All-Interview Second Team,All-Interview,NA,NBA,All NBA Interview Team History Winners (1).csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1993-1994,1993,1994,NA,NA,NA,Scottie Pippen,Player,Chicago Bulls,Chicago Bulls,NA,TRUE,NA,six players in All-Interview Second Team,All-Interview,NA,NBA,All NBA Interview Team History Winners (1).csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1993-1994,1993,1994,NA,NA,NA,Dominique Wilkins,Player,Los Angeles Clippers,Los Angeles Clippers,NA,TRUE,NA,six players in All-Interview Second Team ; Played for Atlanta and L.A.Clippers,All-Interview,NA,NBA,All NBA Interview Team History Winners (1).csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1993-1994,1993,1994,NA,NA,NA,Chuck Daly,Coach,Brooklyn Nets,New Jersey Nets,NA,TRUE,NA,,All-Interview,NA,NBA,All NBA Interview Team History Winners (1).csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1994-1995,1994,1995,NA,NA,NA,Charles Barkley,Player,Philadelphia 76ers,Philadelphia 76ers,TRUE,NA,NA,,All-Interview,NA,NBA,All NBA Interview Team History Winners (1).csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1994-1995,1994,1995,NA,NA,NA,Karl Malone,Player,Utah Jazz,Utah Jazz,TRUE,NA,NA,,All-Interview,NA,NBA,All NBA Interview Team History Winners (1).csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1994-1995,1994,1995,NA,NA,NA,David Robinson,Player,San Antonio Spurs,San Antonio Spurs,TRUE,NA,NA,,All-Interview,NA,NBA,All NBA Interview Team History Winners (1).csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1994-1995,1994,1995,NA,NA,NA,Doc Rivers,Player,San Antonio Spurs,San Antonio Spurs,TRUE,NA,NA,Played for New York and San Antonio,All-Interview,NA,NBA,All NBA Interview Team History Winners (1).csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1994-1995,1994,1995,NA,NA,NA,Reggie Miller,Player,Indiana Pacers,Indiana Pacers,TRUE,NA,NA,,All-Interview,NA,NBA,All NBA Interview Team History Winners (1).csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1994-1995,1994,1995,NA,NA,NA,George Karl,Coach,Oklahoma City Thunder,Seattle SuperSonics,TRUE,NA,NA,,All-Interview,NA,NBA,All NBA Interview Team History Winners (1).csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1994-1995,1994,1995,NA,NA,NA,Grant Hill,Player,Detroit Pistons,Detroit Pistons,NA,TRUE,NA,seven players in All-Interview Second Team,All-Interview,NA,NBA,All NBA Interview Team History Winners (1).csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1994-1995,1994,1995,NA,NA,NA,Joe Dumars,Player,Detroit Pistons,Detroit Pistons,NA,TRUE,NA,seven players in All-Interview Second Team,All-Interview,NA,NBA,All NBA Interview Team History Winners (1).csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1994-1995,1994,1995,NA,NA,NA,Avery Johnson,Player,San Antonio Spurs,San Antonio Spurs,NA,TRUE,NA,seven players in All-Interview Second Team,All-Interview,NA,NBA,All NBA Interview Team History Winners (1).csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1994-1995,1994,1995,NA,NA,NA,Derek Harper,Player,New York Knicks,New York Knicks,NA,TRUE,NA,seven players in All-Interview Second Team,All-Interview,NA,NBA,All NBA Interview Team History Winners (1).csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1994-1995,1994,1995,NA,NA,NA,Hersey Hawkins,Player,New Orleans Hornets,Charlotte Hornets,NA,TRUE,NA,seven players in All-Interview Second Team,All-Interview,NA,NBA,All NBA Interview Team History Winners (1).csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1994-1995,1994,1995,NA,NA,NA,Michael Jordan,Player,Chicago Bulls,Chicago Bulls,NA,TRUE,NA,seven players in All-Interview Second Team,All-Interview,NA,NBA,All NBA Interview Team History Winners (1).csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1994-1995,1994,1995,NA,NA,NA,Buck Williams,Player,Portland Trail Blazers,Portland Trail Blazers,NA,TRUE,NA,seven players in All-Interview Second Team,All-Interview,NA,NBA,All NBA Interview Team History Winners (1).csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1994-1995,1994,1995,NA,NA,NA,Bill Fitch,Coach,Los Angeles Clippers,Los Angeles Clippers,NA,TRUE,NA,,All-Interview,NA,NBA,All NBA Interview Team History Winners (1).csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1995-1996,1995,1996,NA,NA,NA,Charles Barkley,Player,Phoenix Suns,Phoenix Suns,TRUE,NA,NA,,All-Interview,NA,NBA,All NBA Interview Team History Winners (1).csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1995-1996,1995,1996,NA,NA,NA,Jayson Williams,Player,Brooklyn Nets,New Jersey Nets,TRUE,NA,NA,,All-Interview,NA,NBA,All NBA Interview Team History Winners (1).csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1995-1996,1995,1996,NA,NA,NA,Michael Jordan,Player,Chicago Bulls,Chicago Bulls,TRUE,NA,NA,,All-Interview,NA,NBA,All NBA Interview Team History Winners (1).csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1995-1996,1995,1996,NA,NA,NA,Karl Malone,Player,Utah Jazz,Utah Jazz,TRUE,NA,NA,,All-Interview,NA,NBA,All NBA Interview Team History Winners (1).csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1995-1996,1995,1996,NA,NA,NA,Magic Johnson,Player,Los Angeles Lakers,Los Angeles Lakers,TRUE,NA,NA,,All-Interview,NA,NBA,All NBA Interview Team History Winners (1).csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1995-1996,1995,1996,NA,NA,NA,George Karl,Coach,Oklahoma City Thunder,Seattle SuperSonics,TRUE,NA,NA,,All-Interview,NA,NBA,All NBA Interview Team History Winners (1).csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1995-1996,1995,1996,NA,NA,NA,Derek Harper,Player,New York Knicks,New York Knicks,NA,TRUE,NA,,All-Interview,NA,NBA,All NBA Interview Team History Winners (1).csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1995-1996,1995,1996,NA,NA,NA,Doc Rivers,Player,San Antonio Spurs,San Antonio Spurs,NA,TRUE,NA,,All-Interview,NA,NBA,All NBA Interview Team History Winners (1).csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1995-1996,1995,1996,NA,NA,NA,David Robinson,Player,San Antonio Spurs,San Antonio Spurs,NA,TRUE,NA,,All-Interview,NA,NBA,All NBA Interview Team History Winners (1).csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1995-1996,1995,1996,NA,NA,NA,Grant Hill,Player,Detroit Pistons,Detroit Pistons,NA,TRUE,NA,,All-Interview,NA,NBA,All NBA Interview Team History Winners (1).csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1995-1996,1995,1996,NA,NA,NA,Brian Williams,Player,Los Angeles Clippers,Los Angeles Clippers,NA,TRUE,NA,,All-Interview,NA,NBA,All NBA Interview Team History Winners (1).csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1995-1996,1995,1996,NA,NA,NA,Larry Brown,Coach,Indiana Pacers,Indiana Pacers,NA,TRUE,NA,two coaches in All-Interview Second Team,All-Interview,NA,NBA,All NBA Interview Team History Winners (1).csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1995-1996,1995,1996,NA,NA,NA,Garry St. Jean,Coach,Sacramento Kings,Sacramento Kings,NA,TRUE,NA,two coaches in All-Interview Second Team,All-Interview,NA,NBA,All NBA Interview Team History Winners (1).csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1996-1997,1996,1997,NA,NA,NA,Charles Barkley,Player,Houston Rockets,Houston Rockets,TRUE,NA,NA,,All-Interview,NA,NBA,All NBA Interview Team History Winners (1).csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1996-1997,1996,1997,NA,NA,NA,Jayson Williams,Player,Brooklyn Nets,New Jersey Nets,TRUE,NA,NA,,All-Interview,NA,NBA,All NBA Interview Team History Winners (1).csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1996-1997,1996,1997,NA,NA,NA,Michael Jordan,Player,Chicago Bulls,Chicago Bulls,TRUE,NA,NA,,All-Interview,NA,NBA,All NBA Interview Team History Winners (1).csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1996-1997,1996,1997,NA,NA,NA,Karl Malone,Player,Utah Jazz,Utah Jazz,TRUE,NA,NA,,All-Interview,NA,NBA,All NBA Interview Team History Winners (1).csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1996-1997,1996,1997,NA,NA,NA,Grant Hill,Player,Detroit Pistons,Detroit Pistons,TRUE,NA,NA,,All-Interview,NA,NBA,All NBA Interview Team History Winners (1).csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1996-1997,1996,1997,NA,NA,NA,George Karl,Coach,Oklahoma City Thunder,Seattle SuperSonics,TRUE,NA,NA,,All-Interview,NA,NBA,All NBA Interview Team History Winners (1).csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1996-1997,1996,1997,NA,NA,NA,Steve Kerr,Player,Chicago Bulls,Chicago Bulls,NA,TRUE,NA,,All-Interview,NA,NBA,All NBA Interview Team History Winners (1).csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1996-1997,1996,1997,NA,NA,NA,Dikembe Mutombo,Player,Atlanta Hawks,Atlanta Hawks,NA,TRUE,NA,,All-Interview,NA,NBA,All NBA Interview Team History Winners (1).csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1996-1997,1996,1997,NA,NA,NA,Tim Hardaway,Player,Miami Heat,Miami Heat,NA,TRUE,NA,,All-Interview,NA,NBA,All NBA Interview Team History Winners (1).csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1996-1997,1996,1997,NA,NA,NA,Buck Williams,Player,New York Knicks,New York Knicks,NA,TRUE,NA,,All-Interview,NA,NBA,All NBA Interview Team History Winners (1).csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1996-1997,1996,1997,NA,NA,NA,Reggie Miller,Player,Indiana Pacers,Indiana Pacers,NA,TRUE,NA,,All-Interview,NA,NBA,All NBA Interview Team History Winners (1).csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1996-1997,1996,1997,NA,NA,NA,Rudy Tomjanovich,Coach,Houston Rockets,Houston Rockets,NA,TRUE,NA,,All-Interview,NA,NBA,All NBA Interview Team History Winners (1).csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1997-1998,1997,1998,NA,NA,NA,Jayson Williams,Player,Brooklyn Nets,New Jersey Nets,TRUE,NA,NA,,All-Interview,NA,NBA,All NBA Interview Team History Winners (1).csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1997-1998,1997,1998,NA,NA,NA,Charles Barkley,Player,Houston Rockets,Houston Rockets,TRUE,NA,NA,,All-Interview,NA,NBA,All NBA Interview Team History Winners (1).csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1997-1998,1997,1998,NA,NA,NA,Karl Malone,Player,Utah Jazz,Utah Jazz,TRUE,NA,NA,,All-Interview,NA,NBA,All NBA Interview Team History Winners (1).csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1997-1998,1997,1998,NA,NA,NA,Michael Jordan,Player,Chicago Bulls,Chicago Bulls,TRUE,NA,NA,,All-Interview,NA,NBA,All NBA Interview Team History Winners (1).csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1997-1998,1997,1998,NA,NA,NA,Avery Johnson,Player,San Antonio Spurs,San Antonio Spurs,TRUE,NA,NA,,All-Interview,NA,NBA,All NBA Interview Team History Winners (1).csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1997-1998,1997,1998,NA,NA,NA,George Karl,Coach,Oklahoma City Thunder,Seattle SuperSonics,TRUE,NA,NA,,All-Interview,NA,NBA,All NBA Interview Team History Winners (1).csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1997-1998,1997,1998,NA,NA,NA,Grant Hill,Player,Detroit Pistons,Detroit Pistons,NA,TRUE,NA,seven players in All-Interview Second Team,All-Interview,NA,NBA,All NBA Interview Team History Winners (1).csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1997-1998,1997,1998,NA,NA,NA,Tim Hardaway,Player,Miami Heat,Miami Heat,NA,TRUE,NA,seven players in All-Interview Second Team,All-Interview,NA,NBA,All NBA Interview Team History Winners (1).csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1997-1998,1997,1998,NA,NA,NA,Dikembe Mutombo,Player,Atlanta Hawks,Atlanta Hawks,NA,TRUE,NA,seven players in All-Interview Second Team,All-Interview,NA,NBA,All NBA Interview Team History Winners (1).csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1997-1998,1997,1998,NA,NA,NA,Steve Kerr,Player,Chicago Bulls,Chicago Bulls,NA,TRUE,NA,seven players in All-Interview Second Team,All-Interview,NA,NBA,All NBA Interview Team History Winners (1).csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1997-1998,1997,1998,NA,NA,NA,Reggie Miller,Player,Indiana Pacers,Indiana Pacers,NA,TRUE,NA,seven players in All-Interview Second Team,All-Interview,NA,NBA,All NBA Interview Team History Winners (1).csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1997-1998,1997,1998,NA,NA,NA,David Robinson,Player,San Antonio Spurs,San Antonio Spurs,NA,TRUE,NA,seven players in All-Interview Second Team,All-Interview,NA,NBA,All NBA Interview Team History Winners (1).csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1997-1998,1997,1998,NA,NA,NA,Brian Williams,Player,Detroit Pistons,Detroit Pistons,NA,TRUE,NA,seven players in All-Interview Second Team,All-Interview,NA,NBA,All NBA Interview Team History Winners (1).csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1997-1998,1997,1998,NA,NA,NA,Del Harris,Coach,Los Angeles Lakers,Los Angeles Lakers,NA,TRUE,NA,,All-Interview,NA,NBA,All NBA Interview Team History Winners (1).csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1998-1999,1998,1999,NA,NA,NA,Charles Barkley,Player,Houston Rockets,Houston Rockets,TRUE,NA,NA,,All-Interview,NA,NBA,All NBA Interview Team History Winners (1).csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1998-1999,1998,1999,NA,NA,NA,Jayson Williams,Player,Brooklyn Nets,New Jersey Nets,TRUE,NA,NA,,All-Interview,NA,NBA,All NBA Interview Team History Winners (1).csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1998-1999,1998,1999,NA,NA,NA,Avery Johnson,Player,San Antonio Spurs,San Antonio Spurs,TRUE,NA,NA,,All-Interview,NA,NBA,All NBA Interview Team History Winners (1).csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1998-1999,1998,1999,NA,NA,NA,Karl Malone,Player,Utah Jazz,Utah Jazz,TRUE,NA,NA,,All-Interview,NA,NBA,All NBA Interview Team History Winners (1).csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1998-1999,1998,1999,NA,NA,NA,David Robinson,Player,San Antonio Spurs,San Antonio Spurs,TRUE,NA,NA,,All-Interview,NA,NBA,All NBA Interview Team History Winners (1).csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1998-1999,1998,1999,NA,NA,NA,George Karl,Coach,Milwaukee Bucks,Milwaukee Bucks,TRUE,NA,NA,,All-Interview,NA,NBA,All NBA Interview Team History Winners (1).csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1998-1999,1998,1999,NA,NA,NA,Grant Hill,Player,Detroit Pistons,Detroit Pistons,NA,TRUE,NA,,All-Interview,NA,NBA,All NBA Interview Team History Winners (1).csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1998-1999,1998,1999,NA,NA,NA,Steve Kerr,Player,San Antonio Spurs,San Antonio Spurs,NA,TRUE,NA,,All-Interview,NA,NBA,All NBA Interview Team History Winners (1).csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1998-1999,1998,1999,NA,NA,NA,Darrell Armstrong,Player,Orlando Magic,Orlando Magic,NA,TRUE,NA,,All-Interview,NA,NBA,All NBA Interview Team History Winners (1).csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1998-1999,1998,1999,NA,NA,NA,Chris Childs,Player,New York Knicks,New York Knicks,NA,TRUE,NA,,All-Interview,NA,NBA,All NBA Interview Team History Winners (1).csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1998-1999,1998,1999,NA,NA,NA,Steve Smith,Player,Atlanta Hawks,Atlanta Hawks,NA,TRUE,NA,,All-Interview,NA,NBA,All NBA Interview Team History Winners (1).csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1998-1999,1998,1999,NA,NA,NA,Larry Brown,Coach,Philadelphia 76ers,Philadelphia 76ers,NA,TRUE,NA,,All-Interview,NA,NBA,All NBA Interview Team History Winners (1).csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1999-2000,1999,2000,NA,NA,NA,Grant Hill,Player,Detroit Pistons,Detroit Pistons,TRUE,NA,NA,seven players in All-Interview First Team,All-Interview,NA,NBA,All NBA Interview Team History Winners (1).csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1999-2000,1999,2000,NA,NA,NA,Charles Barkley,Player,Houston Rockets,Houston Rockets,TRUE,NA,NA,seven players in All-Interview First Team,All-Interview,NA,NBA,All NBA Interview Team History Winners (1).csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1999-2000,1999,2000,NA,NA,NA,Avery Johnson,Player,San Antonio Spurs,San Antonio Spurs,TRUE,NA,NA,seven players in All-Interview First Team,All-Interview,NA,NBA,All NBA Interview Team History Winners (1).csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1999-2000,1999,2000,NA,NA,NA,David Robinson,Player,San Antonio Spurs,San Antonio Spurs,TRUE,NA,NA,seven players in All-Interview First Team,All-Interview,NA,NBA,All NBA Interview Team History Winners (1).csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1999-2000,1999,2000,NA,NA,NA,John Amaechi,Player,Orlando Magic,Orlando Magic,TRUE,NA,NA,seven players in All-Interview First Team,All-Interview,NA,NBA,All NBA Interview Team History Winners (1).csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
