RSCI,Player,HS,PS,AS,RC,Total,Ht,Height_Inches,Pos,College,City.State,State,City,Country,Class,Ranking_Date,fname,Pre,Chg,DT,RB,SN,HP,FB,HH,FS,VB,JG,SS,Avg,X5yr,Dev,VC,HM,RH,SI,SC,MP,RU,IR,FC
15,Brandon Ashley ,NA,16,NA,23,511,6'8 ,80,PF,Arizona,"Oakland, CA",CA,Oakland,United States,2012,5/1/2012,rcsi12_Final.csv,NA,-9,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,37,13,NA,NA,NA,10,17,NA,NA,NA
15,Aaron Miles,16,28,9,NA,510,6'0,72,PG,Kansas,"Portland, OR",OR,Portland,United States,2001,6/1/2001,rcsi01_Final.csv,NA,-2,20,NA,15,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,Sean May,35,13,10,NA,509,6'8,80,C-PF,North Carolina,"Bloomington, IN",IN,Bloomington,United States,2002,12/1/2001,rcsi02_Fall.csv,NA,-3,12,NA,NA,NA,NA,NA,NA,12,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,Cody Zeller ,NA,14,NA,20,509,6'10 ,82,PF,,"Washington, IN",IN,Washington,United States,2011,9/1/2010,rcsi11_Summer.csv,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,30,NA,13,14,20,NA,NA,NA,NA,NA
13,Dajuan Coleman ,NA,19,NA,28,509,6'8 ,80,PF,,"Dewitt, NY",NY,Dewitt,United States,2012,9/1/2011,rcsi12_Summer.csv,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,44,14,NA,NA,NA,12,10,NA,NA,NA
14,Jason Fraser,19,15,14,NA,508,6'8,80,PF,,"Amityville, NY",NY,Amityville,United States,2002,8/26/2001,rcsi02_Summer.csv,NA,7,20,NA,NA,NA,NA,NA,NA,18,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,Richard McBride,27,27,26,32,508,6'3,75,SG,Illinois,"Springfield, IL",IL,Springfield,United States,2003,11/16/2002,rcsi03_Fall.csv,NA, ,33,NA,NA,NA,NA,NA,26,NA,NA,28,28,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,Ivan Harris,26,34,35,12,508,6'8,80,PF,Ohio State,"Mouth of Wilson, VA",VA,Mouth of Wilson,United States,2003,8/12/2003,rcsi03_Final.csv,NA,-12,48,NA,NA,NA,NA,NA,19,NA,NA,25,28,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,Austin Freeman,24,16,NA,9,507,6'4,76,SG,Georgetown,"Hyattsville, MD",MD,Hyattsville,United States,2007,8/1/2006,rcsi07_Summer.csv,NA, ,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,6.6,NA,12,25,NA,NA,NA,NA,NA,NA
14,Jarnell Stokes ,NA,14,NA,12,507,6'8 ,80,C,,"Memphis, TN",TN,Memphis,United States,2012,9/1/2011,rcsi12_Summer.csv,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,27,21,NA,NA,NA,18,16,NA,NA,NA
26,Michael Dunleavy,40,30,6,NA,507,6'6,78,SF,Duke,"Portland, OR",OR,Portland,United States,1999,6/13/1999,rcsi99_Final.csv,NA,-3,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,19,31
22,Iman Shumpert,35,20,NA,39,506,6'4,76,SG,Georgia Tech,"Oak Park, IL",IL,Oak Park,United States,2008,5/1/2008,rcsi08_Final.csv,NA,-10,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,,9.7,NA,21,30,38,NA,NA,NA,NA,NA
22,Michael Dunigan,18,35,NA,32,506,6'9,81,C,Oregon,"Chicago, IL",IL,Chicago,United States,2008,5/1/2008,rcsi08_Final.csv,NA,1,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,27, ,6.7,NA,24,44,22,NA,NA,NA,NA,NA
14,Javaris Crittenton,7,19,NA,7,504,6'5,77,SG,Georgia Tech,"Atlanta, GA",GA,Atlanta,United States,2006,9/1/2005,rcsi06_Summer.csv,NA,16,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,,10.4,NA,19,35,NA,NA,NA,NA,NA,NA
16,Maurice Williams,21,22,14,NA,503,6'0,72,PG,Alabama,"Jackson, MS",MS,Jackson,United States,2001,6/1/2001,rcsi01_Final.csv,NA,-2,16,NA,14,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,Chris Taft,43,28,29,20,503,6'9,81,C,Pittsburgh,"Brooklyn, NY",NY,Brooklyn,United States,2003,11/16/2002,rcsi03_Fall.csv,NA, ,40,NA,NA,NA,NA,NA,30,NA,NA,14,29, ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,Trey Thompkins,44,22,NA,30,503,6'8,80,PF,Georgia,"Norcross, GA",GA,Norcross,United States,2008,7/1/2007,rcsi08_Fall.csv,NA,-13,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,8.4,NA,27,32,23,NA,NA,NA,NA,NA
16,Joe Jackson ,NA,15,NA,18,503,5'11 ,71,PG,Memphis,"Memphis, TN",TN,Memphis,United States,2010,6/1/2010,rcsi10_Final.csv,NA,-2,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,33,NA,16,10,21,NA,NA,NA,NA,NA
25,Cameron Clark ,NA,30,30,30,503,6'6 ,78,SF,Oklahoma,"Sherman, TX",TX,Sherman,United States,2010,9/1/2009,rcsi10_Summer.csv,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,45,NA,33,33,18,NA,NA,NA,NA,NA
16,Gary Harris ,NA,20,NA,25,503,6'4 ,76,SG,Michigan State,"Fishers, IN",IN,Fishers,United States,2012,5/1/2012,rcsi12_Final.csv,NA,  ,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,40,18,NA,NA,NA,16,13,NA,NA,NA
15,Ricardo Ledo ,NA,10,NA,9,503,6'5 ,77,SF,Providence,"Fitchburg, MA",MA,Fitchburt,United States,2012,9/1/2011,rcsi12_Summer.csv,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,51,25,NA,NA,NA,26,11,NA,NA,NA
15,Gary Harris ,NA,16,NA,26,503,6'4 ,76,SG,,"Fishers, IN",IN,Fishers,United States,2012,9/1/2011,rcsi12_Summer.csv,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,42,16,NA,NA,NA,13,22,NA,NA,NA
16,Daniel Horton,9,24,7,NA,502,6'2,74,PG,Michigan,"Cedar Hill, TX",TX,Cedar Hill,United States,2002,12/1/2001,rcsi02_Fall.csv,NA, ,24,NA,NA,NA,NA,NA,NA,22,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,DeAngelo Collins,7,8,34,NA,502,6'9,81,C,,"Inglewood, CA",CA,Inglewood,United States,2002,8/26/2001,rcsi02_Summer.csv,NA,4,21,NA,NA,NA,NA,NA,NA,16,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,Taylor King,20,17,17,37,502,6'7,79,SF,Duke,"Santa Ana, CA",CA,Santa Ana,United States,2007,5/1/2007,rcsi07_Final.csv,NA,-4,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,,15.3,NA,29,29,NA,NA,NA,NA,NA,NA
17,DeShaun Thomas ,NA,14,NA,22,502,6'6 ,78,PF,Ohio State,"Fort Wayne, IN",IN,Fort Wayne,United States,2010,6/1/2010,rcsi10_Final.csv,NA,-5,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,34,NA,13,19,12,NA,NA,NA,NA,NA
17,Rasheed Sulaimon ,NA,15,NA,33,502,6'3 ,75,SG,Duke,"Houston, TX",TX,Houston,United States,2012,9/1/2011,rcsi12_Summer.csv,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,53,13,NA,NA,NA,11,20,NA,NA,NA
26,Emmanuel Negedu,16,24,NA,31,501,6'7,79,PF,Arizona,"Wolfeboro, NH",NH,Wolfeboro,United States,2008,7/1/2007,rcsi08_Fall.csv,NA,2,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,13,NA,30,41,13,NA,NA,NA,NA,NA
26,Justin Coleman ,NA,24,25,45,501,6'4 ,76,SF,,"Richmond, VA",VA,Richmond,United States,2010,9/1/2009,rcsi10_Summer.csv,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,45,NA,31,25,32,NA,NA,NA,NA,NA
17,Rodney Purvis ,NA,15,NA,12,501,6'2 ,74,PG,North Carolina State,"Raleigh, NC",NC,Raleigh,United States,2012,5/1/2012,rcsi12_Final.csv,NA,-5,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,35,17,NA,NA,NA,18,23,NA,NA,NA
1,Dwight Howard,1,1,NA,1,500,6'10,82,PF-C,NBA,"Atlanta, GA",GA,Atlanta,United States,2004,7/1/2004,rcsi04_Final.csv,NA, ,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1, ,0,1,NA,NA,NA,NA,NA,NA,NA,NA
1,Dwight Howard,1,1,NA,1,500,6'11,83,C,,"Atlanta, GA",GA,Atlanta,United States,2004,2/1/2004,rcsi04_Midseason.csv,NA, ,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1, ,0,NA,1,NA,NA,NA,NA,NA,NA,NA
25,Gary Johnson,35,15,32,59,500,6'7,79,PF,University of Texas at Austin,"Houston, TX",TX,Houston,United States,2007,5/1/2007,rcsi07_Final.csv,NA,-14,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,38, ,15.3,NA,23,10,NA,NA,NA,NA,NA,NA
1,O.J. Mayo,1,1,NA,1,500,6'4,76,PG,,"Cincinnati, OH",OH,Cincinnati,United States,2007,6/1/2006,rcsi07_PreSummer.csv,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA
16,J.J. Hickson,20,20,NA,15,500,6'8,80,PF,,"Marietta, GA",GA,Marietta,United States,2007,8/1/2006,rcsi07_Summer.csv,NA, ,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,3.2,NA,15,15,NA,NA,NA,NA,NA,NA
27,Michael Dunigan,10,39,NA,32,500,6'9,81,C,Oregon,"Chicago, IL",IL,Chicago,United States,2008,7/1/2007,rcsi08_Fall.csv,NA,15,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,11.4,NA,25,33,50,NA,NA,NA,NA,NA
15,P.J. Hairston ,NA,22,NA,14,500,6'4 ,76,SG,North Carolina,"Chatham, VA",VA,Chatham,United States,2011,9/1/2010,rcsi11_Summer.csv,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,35,NA,23,15,14,NA,NA,NA,NA,NA
28,Jackie Butler,31,33,20,41,499,6'10,82,C,Mississippi State,"McComb, MS",MS,McComb,United States,2003,11/16/2002,rcsi03_Fall.csv,NA, ,25,NA,NA,NA,NA,NA,29,NA,NA,29,30,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,Elijah Johnson ,NA,27,55,24,499,6'2,74,PG,Kansas,"North Las Vegas, NV",NV,North Las Vegas,United States,2009,5/1/2009,rcsi09_Final.csv,NA,-4,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,25, ,4.1,NA,27,18,28,NA,NA,NA,NA,NA
1,Anthony Davis ,NA,NA,NA,2,499,6'10 ,82,PF,Kentucky,"Chicago, IL",IL,Chicago,United States,2011,5/1/2011,rcsi11_Final.csv,NA,  ,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA
16,Jabari Brown ,NA,17,NA,22,499,6'3 ,75,SG,,"Oakland, CA",CA,Oakland,United States,2011,9/1/2010,rcsi11_Summer.csv,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,33,NA,14,18,22,NA,NA,NA,NA,NA
18,Dajuan Coleman ,NA,18,NA,26,499,6'8 ,80,PF,Syracuse,"Dewitt, NY",NY,Dewitt,United States,2012,5/1/2012,rcsi12_Final.csv,NA,-5,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,45,22,NA,NA,NA,19,8,NA,NA,NA
16,Daniel Horton,9,24,10,NA,498,6'2,74,PG,Michigan,"Cedar Hill, TX",TX,Cedar Hill,United States,2002,8/26/2001,rcsi02_Summer.csv,NA,-2,24,NA,NA,NA,NA,NA,NA,22,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Greg Oden,3,1,NA,1,498,6'11,83,C,,"Indianapolis, IN",IN,Indianapolis,United States,2006,6/1/2005,rcsi06_PreSummer.csv,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1, ,0.9,NA,1,NA,NA,NA,NA,NA,NA,NA
15,Stanley Robinson,9,21,NA,14,498,6'9,81,PF,Connecticut,"Birmingham, AL",AL,Birmingham,United States,2006,9/1/2005,rcsi06_Summer.csv,NA,27,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,18, ,6.5,NA,16,28,NA,NA,NA,NA,NA,NA
21,Elijah Johnson ,27,26,NA,27,498,6'2 ,74,PG,Kansas,"North Las Vegas, NV",NV,North Las Vegas,United States,2009,9/1/2008,rcsi09_Summer.csv,NA,14,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,23,NA,22,15,67,NA,NA,NA,NA,NA
27,Rod Grizzard,21,36,39,NA,498,6'7,79,SG-SF,Alabama,"Birmingham, AL",AL,Birmingham,United States,1999,6/13/1999,rcsi99_Final.csv,NA,,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,40,29
1,Louis Williams,1,1,NA,2,497,6'2,74,PG,Georgia,"Snellville, GA",GA,Snellville,United States,2005,10/1/2004,rcsi05_Fall.csv,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2, ,0.9,NA,3,NA,NA,NA,NA,NA,NA,NA
17,B.J. Young ,NA,12,NA,18,497,6'4 ,76,PG,Arkansas,"Florissant, MO",MO,Florissant,United States,2011,9/1/2010,rcsi11_Summer.csv,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,37,NA,15,19,28,NA,NA,NA,NA,NA
16,Damion James,18,24,NA,16,496,6'8,80,PF,Oklahoma,"Nacogdoches, TX",TX,Nacogdoches,United States,2006,9/1/2005,rcsi06_Summer.csv,NA, ,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,,2.9,NA,17,18,NA,NA,NA,NA,NA,NA
26,Corey Stokes,44,18,16,28,496,6'5,77,SG,Villanova,"Newark, NJ",NJ,Newark,United States,2007,5/1/2007,rcsi07_Final.csv,NA,1,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,,7.9,NA,45,23,NA,NA,NA,NA,NA,NA
17,Blake Griffin,11,24,NA,29,496,6'8,80,PF,Oklahoma,"Edmond, OK",OK,Edmond,United States,2007,8/1/2006,rcsi07_Summer.csv,NA,12,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,8.1,NA,13,13,NA,NA,NA,NA,NA,NA
28,Travis Watson,18,22,20,NA,496,6'7,79,PF,Virginia,"Mouth of Wilson, VA",VA,Mouth of Wilson,United States,1999,6/13/1999,rcsi99_Final.csv,NA,2,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,22,54
1,Eddy Curry,6,1,NA,NA,495,6'10,82,C,DePaul,"South Holland, IL",IL,South Holland,United States,2001,9/1/2000,rcsi01_Summer.csv,NA,,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Josh McRoberts,2,3,NA,2,495,6'9,81,PF,Duke,"Carmel, IN",IN,Carmel,United States,2005,6/1/2005,rcsi05_Final.csv,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2, ,0.7,NA,2,NA,NA,NA,NA,NA,NA,NA
2,Kevin Durant,2,2,NA,2,495,6'9,81,PF-SF,University of Texas at Austin,"Mouth of Wilson, VA",VA,Mouth of Wilson,United States,2006,6/1/2005,rcsi06_PreSummer.csv,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,,0,NA,2,NA,NA,NA,NA,NA,NA,NA
27,Solomon Alabi,25,25,34,24,495,7'1,85,C,Florida State,"Montverde, FL",FL,Monverde,United States,2007,5/1/2007,rcsi07_Final.csv,NA,17,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,29, ,7.7,NA,40,39,NA,NA,NA,NA,NA,NA
1,Greg Monroe,6,1,NA,1,495,6'10,82,PF,,"Harvey, LA",LA,Harvey,United States,2008,6/1/2007,rcsi08_Summer.csv,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2.2,NA,1,NA,NA,NA,NA,NA,NA,NA
1,Derrick Favors ,4,NA,NA,3,495,6'9 ,81,C,,"Atlanta, GA",GA,Atlanta,United States,2009,5/1/2008,rcsi09_PreSummer.csv,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,3,NA,1,NA,1,NA,NA,NA,NA,NA
22,Alex Oriakhi ,NA,20,NA,21,495,6'9 ,81,PF,Connecticut,"Tilton, NH",NH,Tilton,United States,2009,9/1/2008,rcsi09_Summer.csv,NA,-5,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,61,NA,20,16,20,NA,NA,NA,NA,NA
18,Josh Smith ,NA,8,NA,23,495,6'9 ,81,C,"University of California, Los Angeles","Kent, WA",WA,Kent,United States,2010,6/1/2010,rcsi10_Final.csv,NA,-7,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,47,NA,21,9,20,NA,NA,NA,NA,NA
2,Austin Rivers ,NA,NA,NA,1,495,6'3 ,75,SG,Duke,"Winter Park, FL",FL,Winter Park,United States,2011,5/1/2011,rcsi11_Final.csv,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,2,2,NA,3,NA,2,NA,NA,NA,NA
17,T.J. Ford,15,14,26,NA,494,5'10,70,PG,University of Texas at Austin,"Sugarland, TX",TX,Sugarland,United States,2001,6/1/2001,rcsi01_Final.csv,NA,2,10,NA,23,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,Shaun Livingston,3,2,NA,2,494,6'6,78,PG,NBA,"Peoria, IL",IL,Peoria,United States,2004,7/1/2004,rcsi04_Final.csv,NA, ,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,,0.4,2,NA,NA,NA,NA,NA,NA,NA,NA
2,Shaun Livingston,3,2,NA,2,494,6'7,79,PG,Duke,"Peoria, IL",IL,Peoria,United States,2004,2/1/2004,rcsi04_Midseason.csv,NA, ,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,,0.4,NA,2,NA,NA,NA,NA,NA,NA,NA
26,Lorenzo Brown ,NA,24,27,37,494,6'5,77,SG,North Carolina State,"Roswell, GA",GA,Roswell,United States,2009,5/1/2009,rcsi09_Final.csv,NA,10,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,,8.2,NA,43,25,29,NA,NA,NA,NA,NA
29,Samuel Dalembert,50,29,23,NA,494,6'11,83,C,Seaton Hall,"Elizabeth, NJ",NJ,Elizabeth,United States,1999,6/13/1999,rcsi99_Final.csv,NA,-4,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,26,32
17,Dee Brown,12,19,19,NA,493,5'11,71,PG,Illinois,"Maywood, IL",IL,Maywood,United States,2002,12/1/2001,rcsi02_Fall.csv,NA,1,18,NA,NA,NA,NA,NA,NA,21,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,Xavier Henry ,3,NA,NA,2,493,6'6 ,78,SG,,"Oklahoma, City",OK,Oklahoma City,United States,2009,5/1/2008,rcsi09_PreSummer.csv,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,1,NA,3,NA,2,NA,NA,NA,NA,NA
27,Josh Hairston ,NA,28,7,49,493,6'8 ,80,PF,Duke,"Spottsylvania, VA",VA,Spottsylvania,United States,2010,9/1/2009,rcsi10_Summer.csv,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,10,NA,29,32,27,NA,NA,NA,NA,NA
18,Josh Childress,12,24,16,NA,492,6'5,77,SF-SG,Stanford,"Lakewood, CA",CA,Lakewood,United States,2001,6/1/2001,rcsi01_Final.csv,NA,-1,26,NA,18,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,Dejaun Wagner,1,2,NA,NA,492,6'3,75,PG-SG,Memphis,"Camden, NJ",NJ,Camden,United States,2001,9/1/2000,rcsi01_Summer.csv,NA,,4,NA,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,Kelvin Torbert,3,4,NA,NA,492,6'4,76,SG,Michigan State,"Flint, MI",MI,Flint,United States,2001,9/1/2000,rcsi01_Summer.csv,NA,,3,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,Josiah Turner ,NA,20,NA,10,492,6'3 ,75,SG,Arizona,"Sacramento, CA",CA,Sacramento,United States,2011,9/1/2010,rcsi11_Summer.csv,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,43,NA,21,10,29,NA,NA,NA,NA,NA
24,Howard Thompkins,49,31,NA,30,491,6'8,80,PF,Georgia,"Norcross, GA",GA,Norcross,United States,2008,5/1/2008,rcsi08_Final.csv,NA,3,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,,9.2,NA,27,31,21,NA,NA,NA,NA,NA
18,Devonte Pollard ,NA,18,NA,10,491,6'7 ,79,SF,,"DeKalb, MS",MS,DeKalb,United States,2012,9/1/2011,rcsi12_Summer.csv,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,36,26,NA,NA,NA,22,19,NA,NA,NA
29,Regis Koundjia,26,24,21,49,490,6'7,79,SF,LSU,"Laurinburg, NC",NC,Laurinburg,United States,2003,11/16/2002,rcsi03_Fall.csv,NA, ,43,NA,NA,NA,NA,NA,23,NA,NA,31,31, ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Richard Hendrix,4,1,NA,5,490,6'8,80,PF,,"Athens, AL",AL,Athens,United States,2005,8/1/2004,rcsi05_Summer.csv,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3, ,1.6,NA,3,NA,NA,NA,NA,NA,NA,NA
2,Kevin Love,4,2,NA,5,490,6'9,81,PF,,"Lake Oswego, OR",OR,Lake Oswego,United States,2007,6/1/2006,rcsi07_PreSummer.csv,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,1.5,NA,2,NA,NA,NA,NA,NA,NA,NA
23,Thomas Robinson,43,33,NA,18,490,6'8 ,80,PF,Kansas,"Wolfeboro, NH",NH,Wolfeboro,United States,2009,9/1/2008,rcsi09_Summer.csv,NA,new ,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,16,NA,26,23,54,NA,NA,NA,NA,NA
17,Leonard Cooke,NA,4,2,NA,489,6'6,78,SG,,"Old Tappan, NJ",NJ,Old Tappan,United States,2002,8/26/2001,rcsi02_Summer.csv,NA,-16,4,NA,NA,NA,NA,NA,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,Josh McRoberts,2,7,NA,3,489,6'9,81,PF,Duke,"Carmel, IN",IN,Carmel,United States,2005,10/1/2004,rcsi05_Fall.csv,NA,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,,2.3,NA,1,NA,NA,NA,NA,NA,NA,NA
17,Daequan Cook,23,18,NA,20,489,6'5,77,SG,Ohio State,"Dayton, OH",OH,Dayton,United States,2006,9/1/2005,rcsi06_Summer.csv,NA,-10,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,20, ,2.3,NA,20,20,NA,NA,NA,NA,NA,NA
3,Michael Beasley,2,4,NA,4,489,6'8,80,PF,,"Mouth of Wilson, VA",VA,Mouth of Wilson,United States,2007,6/1/2006,rcsi07_PreSummer.csv,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0.8,NA,3,NA,NA,NA,NA,NA,NA,NA
25,J'Mison Morgan,40,42,NA,25,489,6'9,81,C,"University of California, Los Angeles","Dallas, TX",TX,Dallas,United States,2008,5/1/2008,rcsi08_Final.csv,NA,1,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,34, ,9,NA,39,23,26,NA,NA,NA,NA,NA
3,Michael Gilchrist ,NA,NA,NA,3,489,6'6 ,78,SF,Kentucky,"Elizabeth, NJ",NJ,Elizabeth,United States,2011,5/1/2011,rcsi11_Final.csv,NA,-1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,4,3,NA,2,NA,5,NA,NA,NA,NA
19,Alex Poythress ,NA,26,NA,20,489,6'8 ,80,PF-SF,,"Clarksville, TN",TN,Clarksville,United States,2012,9/1/2011,rcsi12_Summer.csv,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,33,23,NA,NA,NA,17,14,NA,NA,NA
19,Cedric Bozeman,13,20,24,NA,488,6'4,76,SG-PG,"University of California, Los Angeles","Santa Ana, CA",CA,Santa Ana,United States,2001,6/1/2001,rcsi01_Final.csv,NA,1,22,NA,22,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,Dee Brown,12,19,23,NA,488,5'11,71,PG,Illinois,"Maywood, IL",IL,Maywood,United States,2002,8/26/2001,rcsi02_Summer.csv,NA,-2,18,NA,NA,NA,NA,NA,NA,21,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,Joshua Smith,2,5,NA,3,488,6'9,81,SF-PF,Indiana,"Powder Springs, GA",GA,Powder Springs,United States,2004,2/1/2004,rcsi04_Midseason.csv,NA,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,3, ,1.5,NA,2,NA,NA,NA,NA,NA,NA,NA
12,Monta Ellis,3,5,NA,3,488,6'3,75,SG,NBA,"Jackson, MS",MS,Jackson,United States,2005,6/1/2005,rcsi05_Final.csv,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,,0.9,NA,3,NA,NA,NA,NA,NA,NA,NA
27,Ekene Ibekwe,31,36,22,29,487,6'8,80,PF,Maryland,"Carson, CA",CA,Carson,United States,2003,8/12/2003,rcsi03_Final.csv,NA,7,46,NA,NA,NA,NA,NA,26,NA,NA,30,31, ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,Damion James,19,21,NA,17,487,6'8,80,PF,University of Texas at Austin,"Nacogdoches, TX",TX,Nacogdoches,United States,2006,5/1/2006,rcsi06_Final.csv,NA,1,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,20, ,3.9,NA,16,27,NA,NA,NA,NA,NA,NA
